,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.0129892,0.0103702,0.00831931,0.0097687,0.0057245,0.00888025,0.00148773,0.00314809,147.31033204800002,182.96748928799997,180.92679198757764,302.37165167701863,212.85698900621122,362.33419559006217,224.6944231055901,269.83994074534166,236.94852049689445,320.51498993788823,0.011076,0.00595829,1.1
1,0.0114676,0.0139913,0.00915621,0.00963419,0.00703769,0.00911201,0.00201257,0.00302278,185.63497128000003,218.189139264,197.95003540372676,265.2136792546584,278.9216018012423,311.7250931055901,235.2548891304348,268.6568967701864,279.7749122360248,308.0600548447206,0.00390915,0.00826135,1.1
2,0.0080834,0.0190052,0.00823271,0.0138891,0.00570873,0.0088536,0.00151603,0.00300666,249.164593416,281.664322992,217.37733608695655,309.12119732919257,251.92042161490687,323.09390590062117,217.37533770186337,275.1026878881988,236.28805422360253,308.166968447205,0.00468006,0.0100222,1.1
3,0.00587133,0.0104447,0.0044774,0.00929693,0.0022576,0.00677783,0.000845456,0.00209263,157.81694479200002,200.11558780800002,155.41540788819876,248.24639062111805,148.96362161490686,309.7107209316771,148.80974596273293,238.94390801242236,159.80286236024844,264.41332602484476,0.00352521,0.00709875,1.1
4,0.0164721,0.0113478,0.0104218,0.0109104,0.00601348,0.00918516,0.00149542,0.00303498,169.738956144,250.68886884000003,205.61184385093168,290.6191489440994,262.04124291925467,365.6904833540373,217.67109869565223,285.63018055900625,227.08649006211184,305.04948770186337,0.0123546,0.00721605,1.1
5,0.00497242,0.00705614,0.00510151,0.0066741,0.00333311,0.00443513,0.00111538,0.0015096,200.87772551999998,209.478993984,222.97181515527953,225.1530524844721,157.05508285714288,173.3738955279503,160.74410173913043,182.96814236024846,204.16601223602484,216.73285689440996,0.00288073,0.0042695,1.1
6,0.0104188,0.0120141,0.0118463,0.0110481,0.008154,0.0074402,0.00296499,0.0023047,286.72709493599996,283.025283192,327.3005065217391,219.00402155279505,293.3939066459628,271.7044340372671,283.95153708074537,258.8847936645963,328.835266273292,270.0317857142858,0.00940147,0.00834305,1.1
7,0.0159306,0.0121758,0.00903642,0.00923785,0.00711046,0.00656579,0.00179721,0.00203928,145.513864584,126.78705223200001,212.23549124223607,171.58534086956524,220.0092092546584,248.57912173913047,248.72400465838513,226.7977234161491,261.78744801242243,256.09205049689444,0.0152711,0.00872964,1.1
8,0.00589656,0.00665114,0.00480845,0.0059073,0.00226468,0.00320868,0.00088093,0.00128162,116.93370038399998,134.08179890399998,145.36253167701864,175.30433552795031,164.68591633540373,175.6890246583851,138.44612086956522,170.01960614906835,164.33120298136646,207.5013169565218,0.00279401,0.00341893,1.1
9,0.00486806,0.00416582,0.003501,0.00277114,0.00167361,0.0014809,0.00075041,0.000789247,162.063140616,110.99991391200001,136.2798714285714,113.41335000000001,114.75626478260871,119.85814192546583,136.82143378881986,101.87467447204968,157.217951242236,142.44189186335404,0.00318044,0.00222054,1.1
10,0.00756434,0.00493823,0.00674942,0.00364643,0.00466758,0.00162601,0.0010745,0.000906856,131.46875531999996,81.38541995999996,187.44252658385096,110.14898795031056,186.75608130434784,136.57363403726706,187.5334531055901,122.86471229813667,195.60692888198759,162.63257565217395,0.00493477,0.00184671,1.1
11,0.00762381,0.0182913,0.00625376,0.0207739,0.00419839,0.0103908,0.00119943,0.00324654,176.924826,260.75997431999997,164.48507863354035,437.1986971428572,175.19642273291925,343.3475388198758,196.96183397515532,282.46373937888205,217.7840074534162,323.944218757764,0.00253262,0.0173948,1.1
