,1-PID-1-1,1-PID-1-2,1-PID-2-1,1-PID-2-2,1-PID-3-1,1-PID-3-2,1-PID-4-1,1-PID-4-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-PFA-2-1,1-PFA-2-2,1-PFA-3-1,1-PFA-3-2,1-PFA-4-1,1-PFA-4-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.00725178,0.0066439,0.00564853,0.00538696,0.0026925,0.00312036,0.000837424,0.000945246,114.7278884074056,125.3594593433904,176.93701614906834,142.6347360248447,147.97342180124224,166.71028043478265,150.59730142857143,150.8880664596273,163.90854453416148,157.36583173913044,0.0048603,0.00345784,0.5
1,0.00466259,0.00837219,0.00285911,0.00674989,0.00178675,0.00448132,0.000645612,0.00112375,102.64634020439999,135.688630173732,118.95287347826087,161.17875049689442,112.9377343478261,177.1318586956522,114.34959341614906,189.5548196273292,133.75391267080747,181.4223914906832,0.00274076,0.0048535,0.5
2,0.00243392,0.0047396,0.00227212,0.00410045,0.0014925,0.00201475,0.00075944,0.000793904,120.46995635811841,96.30081636220801,119.68827919254659,105.32688472049689,96.07116432298135,120.43367683229815,124.04875546583852,137.0542456521739,152.75655652173913,143.50203515527951,0.00208546,0.00224171,0.5
3,0.0036107,0.00127601,0.00193622,0.00146914,0.000994308,0.00101652,0.000426919,0.000751088,57.7715541966528,47.691215151871205,64.06452907453415,42.92021591925466,59.8162621242236,72.79857104347825,78.94430463975155,86.47661773291924,97.33124604347826,134.04068093167703,0.000991215,0.000263644,0.5
4,0.00349954,0.00634323,0.00221054,0.00529871,0.000915274,0.00256571,0.000608122,0.000871685,51.6529870888992,77.79341033050076,86.03237672670805,91.97327585093169,105.3828395031056,149.48619931677018,99.10551224844718,140.74326453416148,129.95098583850935,154.1214535403727,0.00270847,0.00346376,0.5
5,0.00544333,0.00253387,0.00359382,0.00213973,0.00168374,0.00106645,0.00073803,0.000726264,97.86593093936642,62.76862539125761,133.7149441614907,64.60749030434782,136.18095136645962,104.42861062111803,130.95517434782607,100.45382267080745,151.22979031055903,131.257929689441,0.0034537,0.00111133,0.5
6,0.00220538,0.000880467,0.00194358,0.000883377,0.00120091,0.00073403,0.000609436,0.000578248,92.0067358967904,53.4996339469536,89.36888047826086,51.55214040993789,76.4238414409938,55.72077171428569,111.03527173913044,70.52261026086954,126.76456080745342,108.68317248447204,0.00141829,0.000597361,0.5
7,0.00426527,0.00146696,0.00430902,0.00148443,0.00134983,0.000981071,0.000744066,0.000747592,142.90846507909436,52.10990276262048,129.79411260869563,59.08565253416147,105.82048583850931,79.70019380124225,109.6833642236025,96.61282660248445,153.333090621118,133.38521062111803,0.00299133,0.00084899,0.5
8,0.00416386,0.00251507,0.00285484,0.00301419,0.0014828,0.00159429,0.000514128,0.000921526,49.91398486243632,71.86027011576044,82.38882110559007,72.0433813167702,82.45686611801241,104.13085124223603,97.58833828571426,128.65503310559006,113.24748403726709,164.29423285714287,0.00294221,0.00124022,0.5
9,0.00311064,0.00159382,0.00203686,0.000751343,0.00116806,0.00078725,0.000959356,0.000718991,203.44318613630213,132.39475236209665,171.2216347826087,110.24990639751553,112.87778279503107,79.05931170186335,94.7125622173913,66.16253366459628,182.20675763975157,131.31388447204966,0.00243506,0.000885803,0.5
10,0.00504338,0.00504229,0.00303093,0.00360345,0.0014785,0.00178033,0.000730052,0.000822267,69.461399406048,73.009050844704,134.16358161490683,109.14679782608695,127.89964354037268,126.64066093167702,132.41299627329195,124.78516037267082,148.0953232919255,148.15527484472048,0.00297749,0.00217242,0.5
11,0.00317988,0.00350004,0.00241686,0.00251182,0.00115411,0.00120689,0.000544877,0.000768742,49.40376865540776,62.49322365886104,76.54604268944098,114.71429869565218,82.40670665217391,114.99806937888198,92.90322435403725,109.20674937888198,116.12016260869567,140.06581198757766,0.00245986,0.00188223,0.5
12,0.00433613,0.00527693,0.00287578,0.00392782,0.00123556,0.00176554,0.000776689,0.000846885,78.7481975763912,104.682104238624,127.34309329192548,142.7856140993789,115.68551385093167,137.93553347826088,117.63194093167704,120.71345074534162,154.81189559006214,152.96538776397514,0.0031019,0.00256826,0.5
13,0.0034884,0.00287714,0.00204929,0.00299772,0.0010114,0.00163142,0.000665126,0.000948875,56.4428160517392,62.7031172611656,82.67249186956522,75.34021712422359,99.3288317826087,99.948231242236,95.81976747826084,131.31188608695652,137.56583223602482,166.3955347826087,0.00265879,0.00128095,0.5
14,0.0108108,0.00663588,0.00869748,0.00469983,0.00613849,0.00260082,0.0016601,0.00096136,139.77835843049996,88.97511944760241,200.88166633540376,160.18555310559006,271.786367826087,147.23601770186335,230.77351055900624,145.62232173913046,248.9348342857143,166.35656627329195,0.00947637,0.00319672,0.5
15,0.00413218,0.00128961,0.00270268,0.00125867,0.00152828,0.000947037,0.000812399,0.000701887,105.81868868702207,60.054553388121604,103.7621491925466,60.004010403726696,111.67675335403726,73.03178258385094,97.58074442236024,97.61111987577641,162.89336490683232,125.08291975155281,0.00300434,0.000802662,0.5
16,0.00226137,0.00333996,0.00174269,0.00399697,0.0010462,0.00203483,0.000377445,0.00100294,59.92194605928961,105.188704202592,55.446893037267095,78.88395340993786,50.90876032919255,106.86464204968944,73.11171798757763,152.0591201242236,88.09431046583848,174.3151349068323,0.00186497,0.00180384,0.5
17,0.00426213,0.00506766,0.00253405,0.00394032,0.00130334,0.00172587,0.000777829,0.000892575,61.8940052646432,80.5378465332672,106.88262751552796,113.54924018633541,128.71398546583853,149.8818795652174,131.50173267080748,128.24836173913042,157.32686322981368,159.56205695652176,0.00307391,0.002484,0.5
18,0.00246543,0.0081855,0.00181053,0.00636486,0.000951688,0.00378491,0.000504859,0.00104928,48.6049512436824,155.1420848127552,71.06047560869564,172.41766826086956,76.50527563354036,175.73099074534161,86.72701538509315,167.96826385093172,109.22773242236026,188.4527102484472,0.00207917,0.00400031,0.5
19,0.00338264,0.00250344,0.00270693,0.00242323,0.000867352,0.00125668,0.000386891,0.000819921,64.89856738485072,65.8760063596488,58.0877589378882,63.7798591180124,68.21357620496892,100.41785173913043,70.37043323602484,107.40420602484471,91.96028634782607,149.69203298136648,0.0025746,0.000767548,0.5
20,0.00445541,0.00267107,0.00248845,0.00239808,0.00111412,0.00131276,0.000656109,0.000860054,51.869554504128004,66.51377647075584,82.2976947453416,77.4840846521739,96.26690614285715,118.11455093167703,92.3275895279503,114.07581465838511,137.2490881987578,152.03813708074534,0.00287815,0.00104938,0.5
21,0.00228109,0.00217206,0.00133582,0.00220324,0.00100655,0.0011353,0.000689761,0.000904476,80.59624434706393,120.67994371417201,78.8874505838509,91.804412310559,93.80269748447206,105.59266993788822,99.40067372670805,99.53356633540373,137.8096352173913,161.26967701863356,0.00195449,0.000963547,0.5
22,0.00686434,0.00456394,0.0049478,0.00263135,0.00206791,0.00135189,0.000721016,0.000764912,98.17405727057277,82.5455276074176,159.91976788819878,129.24455670807453,150.29454608695653,115.62556229813663,144.10554745341614,109.62840863354037,142.48385795031055,140.4015406832298,0.00476312,0.00242711,0.5
23,0.00587538,0.00470014,0.00372444,0.0038661,0.00139261,0.00152993,0.000611402,0.000725934,90.5691065347944,76.71245794292881,135.64538416149068,103.15264173913042,124.79715068322982,129.5762886335404,119.25163204968946,120.67847900621116,128.69100403726708,128.08749173913043,0.00253412,0.00249599,0.5
24,0.00349954,0.00634323,0.00221054,0.00529871,0.000915274,0.00256571,0.000608122,0.000871685,51.6529870888992,77.79341033050076,86.03237672670805,91.97327585093169,105.3828395031056,149.48619931677018,99.10551224844718,140.74326453416148,129.95098583850935,154.1214535403727,0.00270847,0.00346376,0.5
25,0.00289648,0.00218068,0.00156335,0.00175462,0.000884936,0.00109609,0.000324961,0.000759379,33.7822603615944,60.771406413904806,38.55504344099377,78.17932282608696,41.214894,97.15119154658383,52.72179520496892,96.36962313664598,75.98000011180123,135.94813950310558,0.00233711,0.000918311,0.5
26,0.00492104,0.00479331,0.00412359,0.00462586,0.00199303,0.00197339,0.000635551,0.000827033,76.86805237214881,120.59087726649602,112.65496285714288,117.71487391304348,114.92612751552795,133.27330105590062,124.93304086956525,139.75706149068324,129.02573354037267,147.11111863354037,0.00332967,0.00229372,0.5
27,0.00364422,0.00119924,0.00226433,0.00139342,0.00126324,0.00120511,0.000635262,0.001093,155.96339888886476,146.06698598987518,140.0438297515528,135.83323236024847,94.4220969440994,140.19071105590064,72.6675769006211,109.2197388819876,132.55088484472049,182.33065751552797,0.00268403,0.000736998,0.5
28,0.00527153,0.00500207,0.0038254,0.00345968,0.00228992,0.00166785,0.000993228,0.00104054,174.10541189372162,109.78973250420478,146.07995192546585,123.12849913043479,141.2028931055901,123.91586285714288,155.6961809937888,119.87612739130435,192.1607137888199,180.4891456521739,0.00331225,0.00242243,0.5
29,0.00270745,0.00244454,0.0017673,0.00226044,0.00104005,0.00124396,0.000606722,0.000869422,77.55429312131808,73.23597722876468,91.25036004347827,81.12284414906831,107.48214304347827,101.36408708074534,92.08608468944098,103.60827354037265,125.4975846583851,155.03871229813666,0.00223066,0.00100709,0.5
30,0.00681436,0.00824496,0.00512893,0.00668622,0.00275402,0.00424325,0.000875333,0.00124364,114.7278884074056,125.3594593433904,147.2270249689441,101.86867931677018,147.71263254658385,160.05465888198756,142.71267304347828,145.50341782608695,149.09251745341615,156.055890310559,0.00366099,0.00359506,0.5
31,0.00789149,0.00433835,0.00594296,0.00335273,0.00376376,0.00184341,0.000993491,0.00077577,102.64634020439999,135.688630173732,191.13654142857143,155.83606795031054,180.45217552795035,213.3715731677019,184.20114596273294,236.56782813664597,196.53717714285716,239.38555111801247,0.00394202,0.00208608,0.5
32,0.00456203,0.00277777,0.0034171,0.00312996,0.00176003,0.00168069,0.000683784,0.000822713,120.46995635811841,96.30081636220801,111.94653534161492,115.32880211180125,153.57889198757766,158.89959229813667,133.7459191304348,198.00399180124225,138.07841801242236,222.84192012422363,0.0032214,0.000962534,0.5
33,0.00237753,0.00129681,0.00182414,0.001527,0.000919811,0.00102961,0.000652829,0.00074622,57.7715541966528,47.691215151871205,56.906113832298125,74.4292532795031,104.22277695652176,123.30835378881986,132.42898335403726,140.89913857142858,170.13451329192546,188.8074236024845,0.00183563,0.000587039,0.5
