cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7698369316963,748.7421093753836,748.7319957789261,748.8517122046773,748.7630909889846,748.7634318609491,748.7051626975032,748.7917089137195,748.7892610075598,748.7244754057657,748.7169780560155,748.8141554833232,748.7167902963589,748.8378715454335,748.7752442665291,748.7595255473142,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.2162855125089,529.0791088285937,529.2206778769508,529.1414654643066,74.87147533192204,74.86895611094036,74.87320740992858,74.8829758808116,1058.4179260723643,1058.198718461295,1058.4035865563196,1058.269671449283,149.76301014564666,149.74615972553485,149.74935661896384,149.75753984926982,603.9776992100484,604.1309923496942,603.970776890384,603.9947730699315,1.0,1.0,249.58255121521236,249.635118115211,249.58071529298405,249.5655193969138,249.57736245862367,249.61901422494543,249.56888975186385,249.58902214170723,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5290.812831749028,5291.2933909610465,5291.2511734408145,5292.789177982151,59.89979184424537,59.905848696928366,59.89918717268037,59.90079244872076,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.8646741775372,311.67933135325063,311.61734661756606,312.5940069018897,311.8375640111041,311.8411763439362,311.4282760480273,312.05952072082914,312.074862909016,311.54949003295206,311.5020229047053,312.265710788903,311.54057519216957,312.41507730770405,311.9031804430576,311.81668592486767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.1174087972493,220.04682680018036,221.26779728977235,220.49046057236862,31.15631252765601,31.131375413779466,31.159350806788893,31.236689572427903,442.2172439612727,440.3796272191911,441.91173312243956,440.8211048047008,62.45198413643424,62.31584513622567,62.34377756915349,62.40966341209058,251.34216179643303,252.65496989934195,251.34826477492953,251.4736090428444,0.0,0.0,103.91492775901638,104.34973936437608,103.89298944085272,103.81057289096032,103.86971720479728,104.23762862767349,103.82697661753895,103.94818946882569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.4808312554746,2203.9256328254824,2203.4568939483584,2218.9507971704525,24.93709934931552,24.983962871066527,24.93559040651621,24.945450549584077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.39996382437798184,0.3998930770989386,0.39998099585406666,0.4000179319465559,0.399946239520329,0.39996504912924014,0.39987606052236513,0.39997585139150765,0.4000906500053523,0.3998864147111421,0.399913241247718,0.3999997185526986,0.3999882491059029,0.40001654918259955,0.4000016285304056,0.3999752038968429,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.40010397310579854,0.3998721650592354,0.40009528760688495,0.40003948617484514,0.3999250100255142,0.3998726786835397,0.3998991864930452,0.4000215228809308,0.40023279898136016,0.39999390095515636,0.400065594485734,0.39996371325960056,0.4000162232688335,0.399905016746027,0.3999145858087841,0.3999528830104193,0.39985677420482074,0.4001371637373159,0.39988688191539545,0.3999582079881957,0.0,0.0,0.39992816744796783,0.4001879568107004,0.39994220534194086,0.4000354241321992,0.3998777482416371,0.4001138818453519,0.3999935202810764,0.39991876227575873,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.3998657079678498,0.3999560754056639,0.4000496917886414,0.40015632128728185,0.39990872444393716,0.400093369297042,0.40008614783047336,0.39996433264679865,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,155.6153962764981,166.243561735935,152.75251220641846,165.57614791854743,166.35879803910115,156.011918283836,156.27121283929543,165.9472766508374,139.6130511086423,160.56985994659777,163.86417038002563,161.53282966292264,146.27458278094122,160.11246171301121,150.50092904433131,162.5626304283896,2.0,2.0,2.0,2.0,2.0,2.0,1.0,110.87626355669858,116.3077426197244,108.82722934294554,101.21062097680513,15.439484422025853,14.738754229306446,16.161797982664936,16.095906372512342,187.45334521520144,204.6858938249828,224.72437659538912,226.11463990260356,31.39758854006333,32.76578126094341,33.206246019731516,33.275483787714094,135.26834819942857,130.62028940599657,130.96576999608612,124.51213225441037,1.0,1.0,52.40525835030181,50.163590043754084,52.914343180107586,43.20290742083147,55.21256004615002,49.21338346038728,47.326604604484245,54.534258157148706,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1144.5352355898026,1155.390131677799,974.0223134195177,1183.022830003363,13.073272809882724,11.436970667978052,10.479680318879849,12.281150604354874,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,202.75096549645,204.1619595146825,201.0156309885977,202.6707426391839,201.8925953326315,203.76435305173743,202.95715909102918,201.5502341205012,202.4436610737259,203.46423165507613,202.52801861685535,202.84459119760433,202.61663552004978,202.0796418373876,204.9237430492446,202.82789940750556,2.0,2.0,2.0,2.0,2.0,2.0,1.0,143.34672958441294,144.40944050886375,144.79504530796174,142.5707156491883,20.343226948956875,20.421095611914645,20.21824901755642,20.522353660529788,283.9352706819351,289.3885062886964,286.4782977713729,286.06817507186526,40.629410024191706,40.30310005630665,40.84757705567239,40.43944302026424,162.16499162493807,164.31354101848908,165.11071077780008,162.65497035196717,1.0,1.0,68.00893976991544,68.09318394532501,68.1433738319604,67.10323456955867,68.16770426566488,68.14670025059822,67.3260718137326,67.04115293497084,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1427.536551270482,1419.385665043442,1428.3966386696536,1434.4676448135044,16.19376015230806,16.250657159956752,16.238820033288725,16.36559771871537,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.2848496715882,311.18049163317573,311.5611973370267,311.1678146964815,311.34059693727653,311.16651522982477,311.26797333021415,311.49886852594767,311.56817487978384,311.160760770963,311.36409590365287,311.5034820859075,311.23223966528724,311.2180376282936,311.27995012848186,311.2732866445619,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.96264080738982,219.98602370648558,220.0558052653827,220.14505112924965,31.141145430078137,31.139168305208134,31.140870122906605,31.135528049028128,440.22429766875024,439.77681290729873,440.2504886315056,440.03422303834276,62.230117035636255,62.308314198134646,62.269591628207195,62.280467770071745,251.03457135414158,251.17275437456252,251.10641171955908,251.09030394678052,1.0,1.0,103.7879745959728,103.8210280418948,103.76643631369468,103.72443167529492,103.80205263306055,103.85233663242201,103.85925419807738,103.83659493100527,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2199.8601125088185,2198.838189274262,2200.3045401757477,2200.1754440915083,24.926375470369965,24.91758103115091,24.9008773630504,24.913905741443344,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.01491600793764,414.092818213194,414.1199573087059,414.0053980002632,414.01536056102896,413.967722641161,414.072976994974,414.1112587686334,414.09051536651924,414.0380029592922,414.04076075444584,414.03726815844027,414.12744906440713,414.043805660895,414.057520828584,414.10651511682323,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.5991569762969,292.65726410449975,292.60907038435624,292.5802334081532,41.39739838357402,41.411442613743766,41.40938187230206,41.403385395894915,585.2957345132211,585.0799421003741,585.2637015007066,585.1616112130932,82.82676394026761,82.80975050147754,82.82149311180368,82.80295449716935,333.9711665716929,333.9586244699821,334.04999177991516,333.9357802891093,1.0,1.0,138.04503967816817,138.00903635568469,138.00048431656236,138.02396527763315,138.00350015575853,138.04616370539893,138.00057675973963,138.04007021462846,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.8573948086632,2925.7813102907985,2925.8663426349285,2925.5453466708223,33.129163991988605,33.125363374947334,33.1226604462902,33.12936062989486,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.66030541521116,463.6991562307757,463.6741700748885,463.6521561672958,463.5980559049389,463.6442750764015,463.6749551989286,463.6310536519474,463.58875198214486,463.5949554968361,463.68467356544915,463.7020361033474,463.6365322956526,463.6841207220604,463.7078715650326,463.68838064819687,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.6379446749264,327.6883942329143,327.611915995516,327.64769191344834,46.36930082698012,46.3582015695669,46.36713723427243,46.36005028990732,655.242420322683,655.3422954651122,655.3400374019299,655.264952207064,92.72028863977204,92.73202847176137,92.72767426511548,92.73389661108716,373.9682331318195,374.0009817448523,373.96754848033044,374.0488987438827,1.0,1.0,154.5498733843878,154.56582676467013,154.55246635663698,154.5290336523363,154.54883594265166,154.545633523357,154.531557285568,154.56242492808147,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.3280368423702,3276.6094720043807,3276.017262276734,3276.5488746442275,37.0905782295062,37.08814625040882,37.094636789069135,37.09559821070281,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.1790236146362,691.2035774659132,691.1788183447574,691.2124109403967,691.1731806399654,691.1810105285607,691.1737391109939,691.1502479259686,691.206439595057,691.21162487427,691.232456841545,691.202079251361,691.1539257780339,691.1987438705053,691.2062696772948,691.1587405336297,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.4219569169037,488.4868187668684,488.4201907879402,488.4351005436246,69.12129244873682,69.11921222716774,69.1205195226491,69.11876577166329,976.9096142486405,976.9570090301976,976.8798307583579,976.8351984571773,138.24491928422282,138.22791774009093,138.23884970364261,138.24363214375643,557.5807582216772,557.5785610851324,557.540867007194,557.5668948190594,1.0,1.0,230.39260669426685,230.3921621434908,230.41563009925545,230.4122960756447,230.4188848446501,230.4097820919131,230.4005977860021,230.40538711114198,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.365412012857,4884.639265169555,4884.304795777067,4884.374611174952,55.29524063023261,55.293113302695176,55.29865855902855,55.295805361234265,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
