dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,7723.843227223362,76876.4342377886,118703.47674661898,44181.51594365039,30961.350656926286,90811.06612532721,188100.41258934513,36489.07081901686,1617.8244565666855,77.02487543341273,29.719321727897157,324.92107653043416,99.35414291653326,39656.50627641721,1007.5578132434899,8086.381756729022,15394.63536014738,2378.383960644789,14.267940208870813,3596.2144233336403,8.038448572395492,2185.6825736615037,91.43532141540103,37092.53637844026,7.751837566417147,77.18150644746221,95.53795400262463,35.553845972703535,35.20737078371901,72.49675931593913,150.3500076856858,28.95415792944521,1.6121568238195367,0.08129383784568747,0.03258931629572842,0.35948699325190975,0.11086255228457832,11.513924301807997,0.6062808094377334,9.520235371915174,18.621008015138376,0.6860818717599392,0.005959974964715334,2.3810083838348617,0.007054802544052438,0.7228976435868475,0.02555149833776451,1.897941099061847
std,8815.652963200417,19809.20385786216,31088.72259459239,56258.23337188909,38321.24409695532,61590.08229074965,61158.04615970617,34217.76403735787,2153.1759350798616,209.75421296793903,48.68659652393635,931.8743499417474,168.62641203583414,23212.700091318606,1878.5104395619808,8280.545838477608,11174.768222870385,11793.612273156701,256.76507751561365,5710.590617241506,69.29822878925775,3791.6738451877736,1358.5017265732777,726570.8550991429,8.956600112008093,21.472030816055586,26.623808337859472,45.70498411160711,44.906420786042176,49.44469007812989,51.08310410875979,27.907218500376565,2.2187956116517373,0.22842397813617754,0.05515024748703107,1.0509335657461563,0.19604954867097668,7.528800257940737,0.943193898201515,9.910242048854416,13.9912134371559,3.435497407836051,0.11219857876519274,2.807792087793254,0.0640804140688219,1.3040362161195578,0.3871310952501008,37.17698766186682
log_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3%,0.0,36987.173125650166,55846.581631234854,0.0,0.0,11135.300848160563,59440.161760623196,2445.1653981429313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4457676079184,44.415051891538695,0.0,0.0,8.665931090054102,45.541593050066446,2.1895323910454194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10%,0.0,52056.02217171917,79848.53480785794,0.0,0.0,24755.82641679975,105512.38209277477,10196.59855456511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.89874329895919,62.6909080714794,0.0,0.0,20.207465452696635,80.637764861815,7.751164920241191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.9%,652.1936710879903,57937.170260233805,89534.54444270305,0.0,0.0,33761.949168222985,125016.98161559273,11970.719479297686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.8653174442097,0.0,0.0,0.0,93.77321318175201,0.0,0.0,0.0,0.0,0.5804288110722106,56.58093913836609,70.45382762896242,0.0,0.0,27.455235027374716,97.32863093038009,9.319090323521008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333401623378659,0.0,0.0,0.0,0.11290639136970883,0.0,0.0,0.0,0.0
50%,5656.241534337618,76690.9726222278,119045.48660287182,23765.22555725184,14401.705441255883,76854.63702517105,193188.07289404346,21539.89420609025,1057.4201165161735,9.148970314027284,0.0,38.889339971529566,0.0,47397.73795842192,156.16112454614054,5427.742548382197,12908.496402900744,0.0,0.0,1316.774420908113,0.0,0.0,0.0,0.0,5.502890530374982,75.95254015515835,95.06478975464918,18.819861657215277,16.28320088548871,61.467552945007554,153.83946418068194,17.283599500120538,1.0050566245062957,0.009262906394515654,0.0,0.04141873790477933,0.0,12.707586113718794,0.18960556060257464,6.239702118698664,17.025599077270343,0.0,0.0,1.2933649869060144,0.0,0.0,0.0,0.0
84.1%,13390.911483555097,96217.10002500881,146424.93020306583,87443.33886283093,71018.78170377316,150292.25247837743,247687.40893610677,60985.86918029575,3006.3831727665324,120.49930466130661,69.98424080488694,488.0095680265694,238.14853898147317,58734.35056410859,2280.3616270810676,16206.012283004095,28399.58178674969,0.0,0.0,6829.3613325603255,0.0,7856.48189965178,0.0,0.0,13.924915207028027,98.56933602295832,120.96151995483325,70.78768649279414,79.7596678527901,118.5616873392594,199.900474660152,48.31226059577513,2.960522621707692,0.12392924045400816,0.07865314209202824,0.5407469326611233,0.2582972176480358,18.39175918245352,1.369406241892667,19.278969194507376,33.78470565307484,0.0,0.0,4.976557091394612,0.0,2.4296886422762283,0.0,0.0
