cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,3968.2916351999997,414.49881600000003,32.1675264,8.722022400000002,1122.3465984000002,1051.6267008000002,2205.6689664000005,44.037734400000005,2346.1862400000005,2189.1225600000007,4588.300800000002,92.39040000000003,8267.719680000002,863.4240000000002,67.2768,17.579520000000002,4848.7006200000005,688.25719,914.0421899999999,2892.585103826729,1785.3833533378456,1167.267884398848,144.882707188417,1319.8933201356979,2457.3672709530224,1769.7077469806609,443.1659635389193,4.162,6.1532,1.352,0.3328,0.2724,0.7276,1995.0077628732472,112.36553497906188,9.284239830051177,239.8119833750846,59.684631358517976,3988.3331557659185,225.50828783175595,19.448458941587543,482.6182388268097,79.89919814498646,36.49862936761894,0.2288,0.7712,1604.9422270151124,275.34855083738256,116.42741474496657,118.71719424000001,28.73880576,9.656,6.344,1.7868,0.1412,0.072,0.9968,0.0032,17050.993396806676,3398.7460839712485,716.4070933551213,238.17502234456668,0.8911267419804694,0.5394710760277225,0.7396,0.2604,1.9908,0.0092,1.0,1.9974,0.0026,0.9974,0.0026
std,524.6131295228718,439.0129856694704,111.53538163301056,62.416683041711565,564.745386132067,398.19843023051476,831.8949724484065,169.5365739269885,1187.6430249909376,852.0356850489104,1745.716361287301,360.9633422700048,1099.8613564724376,924.1111417792085,235.9261922538451,130.5358865603847,1847.677020487353,720.5290218881406,1433.7675614085895,1251.9808903646667,679.0126221268567,975.0367368659203,396.94125256842347,785.708284760945,774.7937076424034,996.2488706191001,300.51178086116835,3.068100169115987,2.6968842016073618,1.7753665495545012,0.952378897872597,0.4452391352717273,0.4452391352717273,476.0979723035027,194.50751201831332,47.32238082248121,98.02895688148942,85.01115678010133,940.0121446133792,397.3382760766615,98.06549165759002,192.46665725111382,126.83485357861362,94.51463295625994,0.4201021984844096,0.4201021984844096,547.3522292860956,346.7939876818346,259.7911636176017,30.693803732174032,30.693803732174032,4.6207720466239595,4.6207720466239595,0.617269766303906,0.5123622380822015,0.37261745631914606,0.05648360894645387,0.05648360894645387,5748.099865243677,3355.574727919006,1639.3209856878714,50.71239975921648,8.56634045802999,6.920263095432438,0.4388967601534724,0.4388967601534724,0.1353477883260785,0.13534778832607847,0.0,0.05092895788989158,0.050928957889891574,0.05092895788989158,0.050928957889891574
log_std,0.1556159510837174,,,,,0.4043299940314138,,,,0.42505176923097204,,,0.1567051057225503,,,,,,,0.46513854749363714,,,,,0.3445658048129057,,,,,,,,,0.2602906320416772,,,,,0.25326204872789837,,,,,,,,,,,,,,,,,,,,,,,0.21524162572810554,,,,,,,0.0,0.03529773326735354,,,
min,1179.6480000000001,0.0,0.0,0.0,0.0,147.45600000000002,0.0,0.0,0.0,230.40000000000006,0.0,0.0,2419.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,282.3351741530925,0.0,0.0,0.0,0.0,566.141764235684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98933428267868,0.0,0.0,0.0,0.0,206.78444488313065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.80134189129534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1%,1437.6591360000002,0.0,0.0,0.0,36.864000000000004,258.048,0.0,0.0,0.0,460.8000000000001,0.0,0.0,3110.2848000000004,0.0,0.0,0.0,0.0,0.0,0.0,477.3433439900738,51.355390254396795,0.0,0.0,0.0,619.4101775063122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.2506232543383,0.0,0.0,0.0,0.0,808.6826572109989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6845567999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0874017981819,0.0,0.0,100.14222918723866,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.3%,2506.7520000000004,0.0,0.0,0.0,221.184,405.504,405.504,0.0,460.8000000000001,806.4000000000002,806.4000000000002,0.0,5184.000000000001,0.0,0.0,0.0,322.55,0.0,0.0,943.4183375907705,481.9580968483271,0.0,0.0,219.95633505895037,1039.1792951367795,169.8282636168639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.2507591761225,0.0,0.0,0.0,0.0,2272.3730950735066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.83374836122795,0.0,0.0,38.7072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5149.971219939471,0.0,0.0,150.39317929604036,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
10%,3207.168,0.0,0.0,0.0,479.232,589.8240000000001,958.464,0.0,1036.8000000000002,1152.0000000000002,1958.4000000000005,0.0,6681.6,0.0,0.0,0.0,1612.75,0.0,0.0,1408.2234752211696,908.3304440371155,63.8023956702935,0.0,461.6823672898609,1444.8422113649112,520.1463763110579,87.69394863044825,0.0,2.0,0.0,0.0,0.0,0.0,1433.46332326105,0.0,0.0,100.5415274106799,0.0,2899.3287533527046,0.0,0.0,219.4374939572315,0.0,0.0,0.0,0.0,832.2500388787574,0.0,0.0,71.8848,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,9514.810707449626,0.0,0.0,179.05784593067557,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
15.9%,3502.08,36.864000000000004,0.0,0.0,589.8240000000001,626.6880000000001,1253.376,0.0,1267.2000000000003,1267.2000000000003,2649.6000000000004,0.0,7257.600000000001,0.0,0.0,0.0,2580.4,0.0,0.0,1626.2380423999527,1107.811870984343,155.537597715608,0.0,579.8024311086258,1647.0310331544274,706.402202623646,136.96083103526846,0.0,4.0,0.0,0.0,0.0,0.0,1557.763906780785,0.0,0.0,140.00656618374242,0.0,3109.1725723401623,0.0,0.0,289.59675193392206,0.0,0.0,0.0,0.0,1048.8235960836967,0.0,0.0,86.6304,1.8432,4.0,0.0,2.0,0.0,0.0,1.0,0.0,11379.772727594991,264.23105337376484,0.0,189.82445655306427,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
50%,4165.6320000000005,258.048,0.0,0.0,1032.192,995.3280000000001,2359.2960000000003,0.0,2188.8000000000006,2073.6000000000004,4953.600000000001,0.0,8640.000000000002,576.0,0.0,0.0,5805.9,645.1,322.55,2702.035546539063,1776.2737191640913,948.5187559722392,0.0,1177.2981139975163,2443.241210679279,1682.1362955034529,398.5728597398141,4.0,6.0,0.0,0.0,0.0,1.0,1963.3249124129386,28.931025658908695,0.0,250.37871097801315,0.0,3914.368349259931,54.07601947642135,0.0,501.09722590227614,0.0,0.0,0.0,1.0,1681.9676390399454,164.77130701141812,0.0,130.8672,16.5888,12.0,4.0,2.0,0.0,0.0,1.0,0.0,17172.873046220237,2232.840636493377,0.0,233.36590118503767,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
