dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a
31,11391.710230994406,72444.74615956117,127179.27531833484,35691.07734029569,5869.669166529247,124756.36237867754,192232.4083903467,40211.49280834652,1092.6467586841177,14.53955467859143,0.0,115.90608589929425,0.0,0.0,0.0,4510.497313445587,11430.105945926525,0.0,3452.8464870457983,0.0,0.0,9.922841929263788,73.78919227588085,93.67300914973563,33.44637820258552,2.539489038256686,102.0403316321877,156.38974168429806,37.559840949083636,1.0582510285452928,0.03524104241928693,0.0,0.09268971972487289,0.0,0.0,0.0,5.680856930955466,12.846335810252572,0.0,2.776041996738092,0.0,0.0
32,728.7356613747728,67234.25431870284,93771.49142182467,11865.499464621367,6977.8771549294515,57785.6041987191,162726.59792880455,12172.843953452346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9340324803566097,56.56564939845262,72.15396634893932,8.21670595358147,8.077796458047688,30.780302381711405,142.92643910180578,19.245055022011783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,36963.96189009248,78820.74593451807,0.0,0.0,20602.37295320963,118405.7044612127,22121.63058655589,0.0,0.0,0.0,0.0,0.0,46711.43435037889,0.0,0.0,11006.042831929171,0.0,250.07520544994534,0.0,0.0,0.0,41.52821743835341,67.0209785809397,0.0,0.0,25.50410618047696,92.67433019432684,12.547412312650778,0.0,0.0,0.0,0.0,0.0,13.930998054532864,0.0,0.0,8.922107848579756,0.0,0.19747233076647408,0.0,0.0
34,0.0,14348.996270643398,20412.287685804717,0.0,0.0,3231.477540827549,30045.885270310366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.627623581141462,17.856017936424593,0.0,0.0,2.895037315462993,43.942888049844484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,17991.885188358006,19133.108816048054,0.0,0.0,264.5182566791265,31570.16714434865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.5730503335721,1448.8196690139353,0.0,0.0,0.0,0.0,0.0,0.0,21.141840041410248,15.083673159694374,0.0,0.0,0.6384952326440105,34.309377102633306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25765381147435656,2.096433842870705,0.0,0.0,0.0,0.0,0.0
36,0.0,58743.744865089735,75949.66324285108,0.0,0.0,24036.639840587653,109424.51694996278,3100.902859122732,0.0,0.0,0.0,94.65623712987474,0.0,0.0,0.0,385.39555082379104,0.0,0.0,288.7078331017573,0.0,0.0,0.0,31.171801040302544,59.23017564425834,0.0,0.0,17.447588198860757,78.54449800767051,0.7448080098069738,0.0,0.0,0.0,0.01078589291017101,0.0,0.0,0.0,0.9768378964176573,0.0,0.0,0.6701747825529997,0.0,0.0
37,51153.24149931424,107218.76899911456,165579.46986314195,351481.3114063518,0.0,177491.99108885613,215696.66117800574,130942.33711793384,1971.651513087183,5.701020687791668,0.0,16.9557212968544,0.0,0.0,692.6124035001714,7420.677114130896,29171.907169806153,0.0,3166.485036803351,0.0,0.0,56.307967220464,100.1878166892682,118.82342262984835,332.7178429146782,0.0,228.13675263593362,206.4460349673983,150.02162185509022,1.180203306534082,0.019209819812677983,0.0,0.06449186489846646,0.0,0.0,0.4364714017124964,9.117413087690743,30.596612916428494,0.0,3.4973868897311107,0.0,0.0
38,0.0,52959.81650519679,47496.03701469818,0.0,0.0,18005.49379810739,44212.2725221513,8128.671396978412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.09021841837554,36.67314685248485,0.0,0.0,14.091828726769524,53.087121591262296,8.701920926525245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,10863.091216226994,19238.569814521477,0.0,0.0,0.0,12108.664911525151,0.0,0.0,0.0,0.0,0.0,0.0,49440.101010357714,0.0,0.0,11690.542928967334,0.0,69.67023045438175,0.0,0.0,0.0,7.967801206732631,13.537018521428589,0.0,0.0,0.0,16.87072720046787,0.0,0.0,0.0,0.0,0.0,0.0,12.782175781326384,0.0,0.0,13.158267656989478,0.0,0.04483928164881724,0.0,0.0
40,2542.591243173592,65656.84449770206,92517.11795878982,11404.901668568527,5648.48445573981,34937.40037161839,170463.76489125917,20179.358608144037,583.5452498430287,0.0,0.0,0.0,0.0,53504.011839952545,0.0,2302.6445368517893,0.0,2247.89318281034,455.35029810048,0.0,0.0,2.6661186115761204,40.965824511972635,76.75818440185361,9.677735290560728,3.4534402252955663,40.201365456195184,131.48196272953697,22.127689986671562,1.6002588578287267,0.0,0.0,0.0,0.0,14.271113822421357,0.0,3.036442595711197,0.0,1.0465536918227178,0.48648256033355286,0.0,0.0
41,6326.601283702255,49096.27700568082,95798.97551161148,18785.51105597596,6197.843905722845,56570.923121468615,231091.72816094226,18593.86573700334,1487.58348486235,12.322329734464816,0.0,19.211283462047046,0.0,43091.08417904367,185.5084240866271,7739.589688021706,9993.43573657705,0.0,599.7376750364451,0.0,0.0,7.9133460883271205,105.18227261367895,101.0382000366111,14.052715599779194,10.529605670699867,70.22868916556361,176.30097787949518,13.115717621188395,3.035732674751351,0.02006258296271325,0.0,0.006974169566272736,0.0,11.032078160737278,0.3516045980050823,9.753612687358217,11.918885398048523,0.0,0.8586636029686886,0.0,0.0
