,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0
mean,7527597.1689362675,568.051428360188,818.2917010775685,0.0,0.4884
std,6588312.404164627,186.99252801749637,199.3852028808324,0.0,0.49991541593015204
log_std,1.3199444852898445,0.40940935036402987,0.22885300409571468,,
min,173310.45612791786,57.3189786604418,130.4197569007829,0.0,0.0
0.1%,376289.6376626423,115.30990253090883,306.26624989264303,0.0,0.0
2.3%,606943.334595608,195.08770163795612,494.48436807865795,0.0,0.0
10%,831138.2947439541,284.65787281106054,678.6993743710366,0.0,0.0
15.9%,934478.8033024179,332.8478910197301,729.5527229465504,0.0,0.0
50%,1709042.760070147,707.7068772867959,730.2020654485435,0.0,0.0
84.1%,14266386.405400196,730.140775207788,1019.1747671878246,0.0,1.0
90%,14266402.320448266,730.252250388288,1107.9767046195718,0.0,1.0
97.7%,14266440.421159752,730.5484799216779,1362.7798523584693,0.0,1.0
99.9%,14266487.844429167,828.7408739756603,1698.1400545884717,0.0,1.0
max,14266530.972745977,886.1125788455726,1876.178268844989,0.0,1.0
