cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
0,2617.344,884.7360000000001,294.91200000000003,626.6880000000001,294.912,774.144,2285.568,1069.056,1036.8000000000002,1267.2000000000003,4838.4000000000015,2073.6000000000004,5414.4000000000015,1497.6000000000001,921.6000000000001,1382.4000000000003,3225.5,1612.75,1612.75,988.1805824794831,1208.4726080223759,2365.804838463144,1181.2220036590822,394.3350424510066,2690.806798830423,3791.76071450924,769.083624822294,0.0,4.0,4.0,4.0,0.0,1.0,1855.313145666268,132.75326927966336,0.0,363.2287017674406,0.0,3444.4778498204414,94.35869021969748,0.0,433.12830689778264,0.0,82.46364615502785,0.0,1.0,1653.5873742655583,267.64415411803293,0.0,99.53280000000001,47.9232,4.0,12.0,0.0,2.0,0.0,1.0,0.0,10147.571119456832,4201.095405921823,736.4143845507367,177.67226948674013,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
1,3133.44,737.28,36.864000000000004,516.096,368.64,884.7360000000001,2617.344,552.96,1267.2000000000003,1152.0000000000005,5644.800000000001,1152.0000000000002,6451.200000000001,1612.8,230.40000000000003,921.6000000000001,3870.6,1935.3,645.1,2154.0356245109224,1562.299731892806,1916.4905441621672,1299.3875841870226,460.6804246095862,1265.0392965057276,2726.451311459765,468.7479030391488,0.0,10.0,0.0,2.0,0.0,1.0,1838.853444050394,151.63546473023672,0.0,247.07706013677912,56.53784012908059,3343.5252320264153,373.3611047687033,0.0,775.249406591259,0.0,0.0,0.0,1.0,590.0030031639502,911.3312993639383,235.8702531858081,103.2192,44.2368,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12240.392748455732,6698.888158429865,800.5673269626516,238.3476338762532,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2,3207.168,626.688,73.72800000000001,516.096,700.4159999999999,737.2800000000001,2396.1600000000003,589.8240000000001,1152.0000000000002,1497.6000000000004,5414.4000000000015,1152.0000000000002,7027.200000000001,1036.8000000000002,0.0,1152.0000000000002,6451.0,0.0,0.0,1741.3330045911966,1278.2280501400764,1412.286560869301,1142.713651699793,578.1084845951034,1011.8296870208942,2234.3811453902285,1090.1946451666217,2.0,6.0,0.0,4.0,0.0,1.0,2426.4352533410624,0.0,0.0,409.41072980084624,0.0,3964.2684356197888,0.0,0.0,692.5296282833053,0.0,0.0,1.0,0.0,1631.543079628936,225.99516710333634,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,0.0,24837.82009249323,399.503189192517,0.0,313.4662173116624,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
3,3133.4400000000005,516.096,405.504,368.64,1142.784,700.416,1622.016,958.464,2188.8,1267.2000000000003,4147.200000000001,1612.8000000000004,6681.600000000001,691.2,806.4000000000001,1036.8,1290.2,967.65,4193.15,2367.732058735899,1226.8837261316721,1452.5198771786663,1605.4073464979879,1336.833649727969,1040.422818716047,1293.8327511546295,524.6706680885818,0.0,8.0,2.0,2.0,0.0,1.0,1122.712326135173,238.2625158152648,23.81928855235057,195.44711661723525,58.471167002985574,2849.7079834265646,413.4423088621252,42.38275240107458,0.0,378.7765835703157,333.1584337116516,0.0,1.0,749.374368475126,735.6525502514859,641.9769073384673,70.0416,77.4144,4.0,12.0,2.0,0.0,0.0,1.0,0.0,9868.39292111832,8028.659338028506,2589.8280513448576,165.08601655278187,60.74183817192784,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
4,2580.48,1474.56,331.776,36.864000000000004,258.048,774.144,2764.8,626.688,1036.8000000000002,1036.8000000000002,6451.200000000002,691.2000000000002,5760.000000000001,2419.2000000000003,806.4000000000001,230.40000000000003,3548.0499999999997,967.65,1935.3,797.0710251264688,946.5781333897647,2580.103725493842,942.7950395794016,96.54763225812405,789.0056868825927,2269.7914886558656,916.8625201716598,0.0,6.0,4.0,2.0,0.0,1.0,2497.215651648879,256.8442599421216,49.627680978252364,259.22468281389894,0.0,2669.5835566919086,525.3067446864493,29.07596224032271,556.6209484211892,73.04295291835733,0.0,0.0,1.0,1418.6301525290294,184.03386545594,419.6428718250267,82.944,64.512,0.0,16.0,2.0,0.0,0.0,1.0,0.0,15240.056800471139,6392.190442481791,1446.7276739344684,193.41885274638844,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
5,3502.08,368.64,147.45600000000002,405.504,516.096,921.6,2433.024,552.96,1267.2000000000003,1958.4000000000005,4608.000000000001,1382.4000000000003,7257.600000000001,806.4000000000001,576.0000000000001,576.0000000000001,6451.0,0.0,0.0,1755.3498065459803,2407.969123290174,862.6181600359348,1027.8029087054233,618.850472257209,2593.6709781447485,2297.0939213991187,813.7737716466619,6.0,4.0,2.0,0.0,0.0,1.0,1483.606010889353,43.433288284641165,0.0,228.02416998443897,0.0,3944.78523724829,0.0,0.0,740.4465262886065,0.0,0.0,0.0,1.0,1956.1466611633514,0.0,0.0,136.39679999999998,11.0592,12.0,4.0,0.0,2.0,0.0,1.0,0.0,16873.01362759764,1495.7220501789939,0.0,274.9482968849054,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
6,3575.808,405.504,442.368,0.0,589.8240000000001,921.6000000000001,2433.024,479.232,1382.4000000000003,1728.0000000000005,5068.800000000001,1036.8000000000004,7372.800000000001,806.4000000000002,921.6000000000001,115.20000000000002,6128.450000000001,322.55,0.0,1541.2594784141418,3012.6883583648587,1356.2561260865957,459.1785511527734,774.6253219098649,2068.54951733161,2047.9487986217343,698.3555213454722,4.0,6.0,0.0,2.0,0.0,1.0,1900.4688774354395,74.1597889683043,0.0,320.40718270174557,0.0,3114.8737105740447,45.04520170548619,0.0,413.2781630325196,151.26193806933253,0.0,0.0,1.0,1796.5060042925284,0.0,0.0,117.9648,29.4912,12.0,4.0,2.0,0.0,0.0,1.0,0.0,17032.251968123786,1917.6829515126783,248.25836902613224,161.70394193079454,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
7,3796.992,626.6880000000001,0.0,0.0,847.8720000000001,921.6,2654.208,0.0,1612.8000000000006,1843.2000000000005,5760.000000000001,0.0,7718.4000000000015,1497.6000000000001,0.0,0.0,6128.450000000001,0.0,322.55,1929.3850400129656,1801.2699112504706,1434.2027402768686,107.7191730775126,777.6964563252743,2610.9806711114074,1938.1234543815058,357.9432935250968,4.0,6.0,2.0,0.0,0.0,1.0,2025.187382629518,0.0,0.0,192.3552650974893,0.0,4078.4947132529096,105.43882835819768,0.0,572.3579886625902,0.0,0.0,0.0,1.0,2213.478680183368,0.0,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,0.0,17421.06604427996,1224.1122216104657,0.0,256.9109353633765,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
8,3059.7120000000004,516.096,258.048,589.8240000000001,589.8240000000001,774.144,2138.112,921.6,1036.8000000000002,1843.2000000000005,4377.600000000001,1958.4000000000003,6220.8,921.6000000000001,806.4000000000001,1267.2000000000003,5483.349999999999,645.1,322.55,2683.8423657353856,1162.3772149091453,1002.7371210510939,1363.4221115683877,1027.564445487148,2485.9849771803238,2080.194900189217,417.0307710723014,0.0,10.0,0.0,2.0,0.0,1.0,1688.0680673798638,16.519470215866658,0.0,339.64721640196575,0.0,5344.520251275475,175.1354223303189,0.0,539.817159518565,117.17027648461952,0.0,0.0,1.0,1792.129035983644,0.0,0.0,130.8672,16.5888,0.0,16.0,2.0,0.0,0.0,1.0,0.0,17637.31283561556,2651.6219889449812,0.0,165.96861849914941,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
9,3280.896,589.8240000000001,0.0,552.96,737.28,884.736,2248.704,552.96,1497.6000000000004,2073.6000000000004,4492.800000000001,1152.0000000000002,7372.800000000001,691.2000000000002,0.0,1152.0000000000002,6451.0,0.0,0.0,2123.6262826939565,1495.752428053494,992.2662121345365,302.60795416020517,595.2122876114399,1764.815132504186,2961.412031936651,645.1455074148228,4.0,4.0,2.0,2.0,0.0,1.0,2185.805697978102,0.0,0.0,221.22539556713008,83.34511694358596,3606.113632641063,0.0,0.0,651.0791150547639,0.0,0.0,0.0,1.0,2150.431711145021,0.0,0.0,138.24,9.216,8.0,8.0,2.0,0.0,0.0,1.0,0.0,11809.425381001327,1095.7051359022105,0.0,206.56682231325897,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
