-,repair_cost-,repair_time-parallel,repair_time-sequential
0,7133154.577562635,729.4960901189548,729.4960901189548
1,7133190.403340021,729.7619721391384,729.7619721391384
2,1488678.498187189,518.1605293804469,1078.0119727749122
3,704467.6868244307,304.9781268136989,612.4697934948858
4,1369102.353166367,459.1684016361794,1231.4409931657663
5,856772.4909927078,383.1565555335013,679.9385207001742
6,1035872.2245782539,467.96087855623733,757.8882805946852
7,1038434.2036361791,269.57956976036195,792.8984504116551
8,1281349.077740754,540.4318998052423,1057.0602530232813
9,7133175.552785399,729.7277730106081,729.7277730106081
10,1722034.7415668159,585.0077486523504,1325.4225998676075
11,1479430.1827652245,715.3511504471032,1322.5248020327365
12,1542801.558376435,800.1070301897947,1345.0008946610076
13,7133183.32686166,730.1493890478392,730.1493890478392
14,944881.8008646586,255.24102165142165,807.5216579632829
15,545470.7941746734,253.80924590849776,457.3946182050714
16,1467856.3838438203,595.7009106382114,1169.1756789159626
17,7133196.39403809,729.9620961170061,729.9620961170061
18,7133172.096291699,730.2204448293069,730.2204448293069
19,7133213.779157693,730.3375762819481,730.3375762819481
20,1291659.5494826194,468.50505607155657,1254.2499950928038
21,7133164.110183354,730.054432214202,730.054432214202
22,1451935.8278259677,487.59172901900473,1228.420743159973
23,1203793.0245406283,539.9478398735237,1005.7679145436146
24,7133195.720124341,729.8155922547851,729.8155922547851
25,7133183.224870292,730.0637065245965,730.0637065245965
26,920226.3074151162,328.09307873965724,846.3277489096215
27,7133166.341433881,729.8679076337202,729.8679076337202
28,7133184.968227517,730.1302033215898,730.1302033215898
29,7133149.365668234,729.7189335547972,729.7189335547972
30,7133172.900756515,729.7591771489236,729.7591771489236
31,7133202.593104676,730.1695305393056,730.1695305393056
32,1047659.963943176,437.80354670517244,1070.616747984609
33,7133204.932383024,729.4988756530155,729.4988756530155
34,7133206.77412684,730.1346359678531,730.1346359678531
35,874523.59997229,321.27555861163546,747.2272576670864
36,7133203.532468619,729.9624568320326,729.9624568320326
37,585633.3002628274,152.31671539934823,435.33455321072705
38,1016840.3844530602,386.01148102720896,784.7886871435953
39,7133186.938893462,730.6434133767812,730.6434133767812
40,7133176.6975617185,730.4555476686991,730.4555476686991
41,1617985.2782829753,662.2911635421927,1483.028796068268
42,1282186.6460165496,401.3382400600603,944.2409929608323
43,1500029.9466707828,491.6427358664427,1169.4484735055078
44,1712301.9887861114,552.787789147494,1403.437549996235
45,1144585.8565569492,463.58460796265456,895.4647228981885
46,1010148.2761342531,290.0188108092526,797.9504216979959
47,1285811.5034444162,413.57478879924565,1015.762528461619
48,949544.127077926,434.7814385804214,699.0626717152658
49,7133210.034718329,729.5966139625102,729.5966139625102
50,7133207.054459984,729.8038603972309,729.8038603972309
51,7133194.751793537,729.6453541436774,729.6453541436774
52,1009650.601716239,368.5720866887165,733.8171022192125
53,986016.34072547,311.3826933616519,856.5618346643149
54,7133156.25899853,730.1201757570806,730.1201757570806
55,1036615.8441936073,391.29726460023176,778.4881266050619
56,919857.6539029396,439.74435359275583,833.0394126095897
57,1393771.9376957517,595.7707695121477,1569.2255815242725
58,7133196.310272421,729.9893528336221,729.9893528336221
59,1185441.662925891,594.1096946406416,1023.6014806723953
60,7133166.2022253815,729.8884570622047,729.8884570622047
61,7133160.086792247,729.8655469770205,729.8655469770205
62,7133203.00056597,729.7559987333069,729.7559987333069
63,866908.0618394327,424.499277461864,680.9622078398384
64,7133216.039134707,730.367563527044,730.367563527044
65,7133169.413528909,730.0179948978049,730.0179948978049
66,1137733.3758436553,502.92049378590434,1080.2034538152066
67,903404.3084390437,190.6826496743854,631.6519263187924
68,7133182.2025255645,729.921918492864,729.921918492864
69,887956.9171355879,216.73276048244645,729.8467071266248
70,7133214.043200964,729.9621636592834,729.9621636592834
71,7133166.670224438,729.9868246546301,729.9868246546301
72,7133176.002862111,729.6755421582524,729.6755421582524
73,7133183.7460639775,729.6713555768174,729.6713555768174
74,1294598.235379998,424.08568569765646,1018.9927624375886
75,7133181.844076848,730.0024284666005,730.0024284666005
76,1447562.0292423605,500.4276408323536,1185.7384817181905
77,7133169.525703374,730.2222094995166,730.2222094995166
78,1214766.2496426168,506.70492176952905,1043.2480793100583
79,7133227.584374774,729.270018702753,729.270018702753
80,7133163.616819803,730.1238732391888,730.1238732391888
81,1513659.3700512045,715.2131983858242,1305.086851484183
82,1132726.6762922837,514.4719282996198,962.7063467538317
83,856587.0538960923,287.095388263104,603.7657627518106
84,919899.9387958479,411.8462380243974,791.821394944587
85,990419.9515611739,264.7416490114118,668.9345558836209
86,7133146.183721238,729.8114423675746,729.8114423675746
87,974235.8080214236,278.2327148456217,756.2990943108355
