cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,3015.1802880000005,709.9121664,225.00311040000003,473.5844352,537.6393216000001,764.1686016,2395.3268736,726.5452032000001,1121.7254400000002,1590.4972800000003,4990.487040000001,1513.2902400000003,6279.897600000001,1477.6704000000002,472.4812800000001,985.9507200000002,3075.51425,941.71698,2433.76877,1735.1292186863416,1464.261324702169,1568.7316441616188,1222.1556619184696,612.1457530293087,1825.4551857101303,2840.832455187697,711.6103835973491,1.6652,5.5884,2.142,2.6044,0.0356,0.9644,1668.1689672572659,377.02759922932404,71.50298147127575,161.3682799149417,138.1151298210586,3331.1276082418353,758.5955848703363,143.28837461455348,322.19137819543647,148.07744313257788,128.7464634173221,0.0744,0.9256,1075.5148020221184,496.6694758428301,424.48723729409835,79.85405951999999,67.60194048,5.6352,10.3648,1.348,0.436,0.216,0.9674,0.0326,11490.556627417362,6560.661956798444,3113.8521702002067,228.54247447638838,6.026429739155683,5.043280896896257,0.4328,0.5672,1.8564,0.1436,1.0,1.4776,0.5224,0.5116,0.4884
std,615.8183316379958,338.35467531126284,216.45592344998815,369.5513106009362,316.25444119640986,242.17040660647962,416.9976432989513,477.5331930292709,670.5205265971537,537.2381208591797,884.3448486208845,1000.4716041542042,1293.1631431251,723.8059758014998,459.0093832813766,768.2852146785727,2268.989018209958,740.7837226737877,2191.4981139359584,775.2452141279731,581.638504615761,691.681538159675,822.3974552463028,421.9609329148206,637.716698070619,850.2794678619927,307.23889397537386,1.9057374759041215,2.3702550626066308,1.8750304391741393,1.938930769910597,0.18530922238674558,0.18530922238674558,596.0002617737663,375.750009277687,174.53055579913146,113.22419566548584,113.21289710283295,1199.0745208333153,756.9937358688319,345.0078102100688,230.66743427151653,153.64310763834268,176.86652780502806,0.26244697689845203,0.26244697689845203,672.8804956908966,399.4478724357288,519.5636049527916,43.0580998553703,43.0580998553703,4.496995169344817,4.496995169344817,0.9375882968354888,0.8258573775668632,0.6208229089014381,0.17760503571053934,0.17760503571053934,6808.2597974805,3780.471321230028,4128.249511616219,57.98508222385538,21.455984890987114,22.05412584190787,0.495513134693048,0.4955131346930479,0.5163645674068804,0.5163645674068804,0.0,0.5635261771652404,0.5635261771652404,0.499915415930152,0.49991541593015204
log_std,0.2184832367006888,,,,,,0.19406399873864208,,,,,,0.22030828823234727,,,,,,,,0.4141368829480372,,,,0.35851352149423604,0.33581749951479095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
min,847.8720000000001,0.0,0.0,0.0,0.0,0.0,221.18400000000003,0.0,0.0,0.0,0.0,0.0,1958.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.30072303655218,0.0,0.0,0.0,112.45242509191219,83.73349265565878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1%,1290.203136,0.0,0.0,0.0,0.0,110.59200000000001,700.416,0.0,0.0,230.28480000000002,1497.6000000000004,0.0,2649.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,134.268866159895,315.0269692577183,0.0,0.0,0.0,401.5842574005928,434.0185367983215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.181898547994724,0.0,0.0,0.0,0.0,68.44510516915912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.3%,1806.336,73.72800000000001,0.0,0.0,36.864000000000004,368.64,1511.424,0.0,115.20000000000003,691.2000000000002,3110.4000000000005,0.0,3686.4000000000005,115.20000000000002,0.0,0.0,0.0,0.0,0.0,519.818922329577,551.6180458696863,305.75757417342015,0.0,48.35907741312164,815.3555463696031,1230.2985442878055,185.4107566038001,0.0,2.0,0.0,0.0,0.0,0.0,379.0331603046284,0.0,0.0,0.0,0.0,800.1711067724218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6864,1.8432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.9956107296264,186.49888264542233,0.0,110.02177441362012,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10%,2174.976,258.048,0.0,0.0,147.45600000000002,516.096,1880.064,36.864000000000004,345.6000000000001,1036.8000000000002,3801.6000000000013,115.20000000000003,4492.800000000001,576.0,0.0,0.0,0.0,0.0,0.0,850.2475213961138,786.8565737398284,722.8254209768581,286.90294924492787,154.12367665825258,1091.677269020274,1767.5322843858871,339.88097661928094,0.0,2.0,0.0,0.0,0.0,1.0,852.4447453649059,0.0,0.0,0.0,0.0,1704.9333524663004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,141.0840702702716,0.0,0.0,18.432,11.0592,0.0,4.0,0.0,0.0,0.0,1.0,0.0,2398.5041031799133,1308.4998574676738,0.0,162.1547459134895,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
15.9%,2359.2960000000003,368.64,0.0,0.0,221.184,552.96,1990.6560000000002,258.048,460.8000000000001,1152.0000000000002,4147.200000000001,460.8000000000001,4838.4000000000015,691.2000000000002,0.0,0.0,322.55,0.0,0.0,1004.1336259693223,894.4502515349586,895.0601158700313,456.9419295462213,214.04445894851386,1214.342865201269,2000.6845224633303,405.83844343738355,0.0,4.0,0.0,0.0,0.0,1.0,1074.7116577873976,25.612055872206216,0.0,0.0,0.0,2162.1287375994343,53.88469000442403,0.0,0.0,0.0,0.0,0.0,1.0,279.50605435767744,0.0,0.0,29.4912,18.432,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4003.5818941372445,2193.9333906146107,0.0,177.26845485875367,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
50%,3059.712,700.416,184.32,552.96,516.096,737.28,2433.024,552.96,1036.8000000000002,1497.6000000000004,5068.800000000001,1152.0000000000002,6336.000000000001,1382.4000000000003,345.6,1152.0000000000002,2902.95,967.65,1935.3,1617.2163112340882,1383.9775387777793,1510.383044795682,1077.6402476726216,528.7732240517239,1735.6457026511641,2812.513144147779,686.8729058899565,2.0,6.0,2.0,2.0,0.0,1.0,1698.5588921908927,251.7611389725681,0.0,160.49613439816844,125.42664577130108,3372.0531652605187,503.5904517282604,0.0,318.6391835996364,123.48531149548386,0.0,0.0,1.0,1086.3973943563794,454.43045226081813,232.64842209686913,82.94399999999999,64.512,4.0,12.0,2.0,0.0,0.0,1.0,0.0,11209.915458866293,6679.988729376803,1395.3390936241267,226.15383662196535,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
