,1-PID-1-1,1-PID-1-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.00136372,0.00450877,114.7278884074056,114.7278884074056,254.7151631677019,340.1171493167702,0.000322515,0.00266846,1.5
1,0.000949222,0.00348953,102.64634020439999,102.64634020439999,176.8420928571429,301.51234608695654,0.000255623,0.00124275,1.5
2,0.0013437,0.0124254,120.46995635811841,120.46995635811841,233.62620527950313,519.8079401242237,0.000508213,0.00932529,1.5
3,0.00311776,0.00482624,57.7715541966528,57.7715541966528,408.1971334782609,344.2837822360249,0.000741662,0.00246376,1.5
4,0.00233869,0.00375593,51.6529870888992,51.6529870888992,344.35972086956525,300.9987611180125,0.000368529,0.000720338,1.5
5,0.00335297,0.00549741,97.86593093936642,97.86593093936642,433.1809439130436,366.89950633540377,0.0019326,0.00272328,1.5
6,0.00273588,0.00658478,92.0067358967904,92.0067358967904,394.6930462111801,394.2494047204969,0.00100535,0.00450379,1.5
7,0.00330212,0.00389904,142.90846507909436,142.90846507909436,435.4611013043479,326.8378803726708,0.00186502,0.00216398,1.5
8,0.00999429,0.00636659,49.91398486243632,49.91398486243632,711.043401614907,427.0568927950311,0.00734922,0.00402093,1.5
9,0.00421619,0.00931324,203.44318613630213,203.44318613630213,448.6964057763976,480.5146932298137,0.00137661,0.00590921,1.5
10,0.00423688,0.00293204,69.461399406048,69.461399406048,463.84116720496905,290.84596565217396,0.00190358,0.00159089,1.5
11,0.00268455,0.0047456,49.40376865540776,49.40376865540776,391.97724086956515,351.37605093167707,0.00105366,0.00259847,1.5
12,0.00370073,0.00484945,78.7481975763912,78.7481975763912,425.06050608695654,349.3686731055901,0.00155777,0.00297331,1.5
13,0.0048118,0.00216082,56.4428160517392,56.4428160517392,511.54361857142857,269.7290303726708,0.00123989,0.000607757,1.5
14,0.00269767,0.00466749,139.77835843049996,139.77835843049996,394.3353352795031,335.1401712422361,0.00138886,0.0026541,1.5
15,0.0027313,0.00413978,105.81868868702207,105.81868868702207,404.8078723602484,320.7767783850932,0.00108305,0.00213705,1.5
16,0.00264794,0.00464503,59.92194605928961,59.92194605928961,391.8753232298137,332.3734070807454,0.00104122,0.00265109,1.5
17,0.00364558,0.00677634,61.8940052646432,61.8940052646432,440.43408260869575,410.4892811801243,0.00166407,0.00414022,1.5
18,0.0025451,0.00431523,48.6049512436824,48.6049512436824,390.9660580124224,332.333439378882,0.00111725,0.00082431,1.5
19,0.00677573,0.00605843,64.89856738485072,64.89856738485072,552.0788618012423,375.6904023602485,0.00472575,0.00255008,1.5
20,0.0016896,0.00392053,51.869554504128004,51.869554504128004,298.54474422360255,314.2610437888199,0.000450695,0.00220125,1.5
21,0.00597865,0.00793227,80.59624434706393,80.59624434706393,557.6983206832299,449.41582440993784,0.00245234,0.0047276,1.5
22,0.00176713,0.0046673,98.17405727057277,98.17405727057277,312.3146167080746,354.89021111801253,0.00029002,0.00283469,1.5
23,0.0035017,0.00679894,90.5691065347944,90.5691065347944,440.5959518012423,415.42529236024853,0.00179817,0.0042271,1.5
24,0.00181299,0.00496274,51.6529870888992,51.6529870888992,326.1004762732919,365.6655035403727,0.000292266,0.00313386,1.5
25,0.00701634,0.0100359,33.7822603615944,33.7822603615944,613.1994698757765,500.37964024844723,0.00478358,0.00676644,1.5
26,0.00318785,0.0036175,76.86805237214881,76.86805237214881,430.20734689440985,308.0750427329193,0.00170355,0.0020239,1.5
27,0.00176713,0.0046673,155.96339888886476,155.96339888886476,312.3146167080746,354.89021111801253,0.00029002,0.00283469,1.5
28,0.00181625,0.00786301,174.10541189372162,174.10541189372162,306.11562614906836,451.1044598136646,0.000303902,0.00424266,1.5
29,0.00319151,0.00273237,77.55429312131808,77.55429312131808,427.35864894409946,286.18573161490684,0.00071745,0.00027031,1.5
