,1-PID-1-1,1-PID-1-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.000408566,0.000911455,62.067699924,62.067699924,120.2508245962733,141.25984708074537,3.72104e-06,0.000139516,0.5
1,0.000882469,0.00127133,53.602566088799996,53.602566088799996,187.32362267080748,177.52254298136646,0.000237889,0.000339206,0.5
2,0.000680688,0.000982954,28.396139215679998,28.396139215679998,159.89278968944097,129.06670043478263,0.000152327,0.000193032,0.5
3,0.000322737,0.000701456,45.0364316328,45.0364316328,94.74473621739128,107.49513254658385,7.37369e-06,1.41219e-05,0.5
4,0.000350731,0.00051999,58.449167361600004,58.449167361600004,90.30662268322982,90.62366647826086,1.03941e-05,3.74435e-05,0.5
5,0.000491236,0.000517093,188.77605583896002,188.77605583896002,121.18706801242234,92.06240382608695,5.88843e-05,5.64115e-05,0.5
6,0.000852592,0.000683563,84.7984764888,84.7984764888,193.1639031055901,109.68935937888199,0.000188435,7.50873e-05,0.5
7,0.00121737,0.000917931,59.45064102480001,59.45064102480001,245.9332598757764,121.8525302484472,0.00031676,0.000166815,0.5
8,0.000330032,0.000641888,89.91746284560001,89.91746284560001,95.81417199999997,104.92720770186334,2.03861e-05,9.30255e-05,0.5
9,0.00233151,0.00172567,69.768804216,69.768804216,386.1729313664597,213.97408627329193,0.000881084,0.000382406,0.5
10,0.000398983,0.000636168,26.0239913784,26.0239913784,106.51292627329194,104.7583441614907,5.85447e-06,2.47687e-05,0.5
11,0.000278639,0.000610009,51.388158364800006,51.388158364800006,78.17192880124222,94.25643081987576,1.92021e-05,7.0364e-05,0.5
12,0.00046262,0.0010646,53.9585778336,53.9585778336,125.23379782608696,146.2568090062112,4.31943e-05,0.000220401,0.5
13,0.00025973,0.000519355,59.94595332,59.94595332,72.29967420496895,88.39926403105589,1.36841e-05,4.71641e-05,0.5
14,0.00080161,0.00109637,33.64566192528,33.64566192528,184.90357832298136,146.14090267080746,0.000239657,0.000143999,0.5
15,0.00102822,0.000808321,70.46017199760001,70.46017199760001,207.0586746583851,112.37518894409939,0.000271496,0.000171769,0.5
16,0.000321386,0.000942581,23.05615994856,23.05615994856,93.2255638695652,146.92327043478264,1.6796e-06,0.000207674,0.5
17,0.000418266,0.00104864,56.757291136800006,56.757291136800006,113.47929670807451,143.31518614906835,3.37818e-05,0.000194947,0.5
18,0.00048738,0.00142503,125.8165814352,125.8165814352,111.74270006211181,190.59797664596275,4.36898e-05,0.000368882,0.5
19,0.000479701,0.0006256,48.642949136640006,48.642949136640006,127.31911267080746,100.25498335403726,5.49776e-05,9.52254e-05,0.5
20,0.00024148,0.00050862,34.430273819760004,34.430273819760004,69.61124673913041,84.86601926708076,1.27237e-05,4.71401e-05,0.5
21,0.000736086,0.00164492,36.33239040408,36.33239040408,160.4383488198758,183.41478142857144,0.000170053,0.000202476,0.5
22,0.000695237,0.000939477,51.936210280800005,51.936210280800005,160.65817118012424,132.2721101242236,0.000145801,0.000164682,0.5
23,0.000341735,0.000416955,44.862074292,44.862074292,101.30213714285715,82.03900379503106,3.69306e-06,1.31678e-05,0.5
24,0.000350731,0.00051999,42.6556585896,42.6556585896,90.30662268322982,90.62366647826086,1.03941e-05,3.74435e-05,0.5
25,0.000283054,0.000794168,78.5711473104,78.5711473104,79.56510296894409,117.69289167701865,2.22578e-05,0.000124002,0.5
26,0.00060898,0.00128914,67.09151558880001,67.09151558880001,149.6370773913044,175.00058099378882,0.000106104,0.000298587,0.5
27,0.00190493,0.00222166,200.0734269984,200.0734269984,292.079968447205,254.08866944099384,0.000760627,0.00102853,0.5
28,0.00122261,0.000991513,34.457269092720004,34.457269092720004,234.98510714285717,156.62742844720495,0.000230257,0.000309315,0.5
29,0.000570889,0.00126652,63.999769215360004,63.999769215360004,138.0044777639752,160.93594670807457,0.00010817,0.000210355,0.5
