,1-PID-1-1,1-PID-1-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.0051009,0.00470786,125.3594593433904,125.3594593433904,517.5627544720497,360.1499606832298,0.0031062,0.00254466,1.8
1,0.00253411,0.00376501,135.688630173732,135.688630173732,390.4624649689442,306.9669381987578,0.00071196,0.00153829,1.8
2,0.00916643,0.0112395,96.30081636220801,96.30081636220801,679.817635341615,523.1452432298138,0.00278494,0.00719929,1.8
3,0.00707611,0.00977874,47.691215151871205,47.691215151871205,618.9378326708076,506.7904596273292,0.00472029,0.00667792,1.8
4,0.00265807,0.0050223,77.79341033050076,77.79341033050076,398.28214583850934,352.11745180124234,0.00102466,0.00154042,1.8
5,0.0034089,0.00419961,62.76862539125761,62.76862539125761,439.12613956521744,327.15862118012427,0.00150617,0.00235229,1.8
6,0.00355003,0.00268509,53.4996339469536,53.4996339469536,444.1880490062113,251.3608737888199,0.00194789,0.000861234,1.8
7,0.00498859,0.00418668,52.10990276262048,52.10990276262048,508.0274600000001,346.9556231055901,0.00286224,0.00245247,1.8
8,0.00215468,0.00432798,71.86027011576044,71.86027011576044,359.006884409938,331.3072686335404,0.000800932,0.00236252,1.8
9,0.0103167,0.00343334,132.39475236209665,132.39475236209665,712.1674932298139,296.7192194409938,0.00769006,0.00090757,1.8
10,0.00457134,0.0134763,73.009050844704,73.009050844704,487.9436898136647,523.007354658385,0.0030402,0.00982123,1.8
11,0.00373874,0.005324,62.49322365886104,62.49322365886104,448.5155519254659,363.80200944099386,0.0022033,0.00300448,1.8
12,0.00269697,0.00540322,104.682104238624,104.682104238624,383.83582000000007,370.3796939751553,0.000536451,0.00344492,1.8
13,0.00483662,0.00986178,62.7031172611656,62.7031172611656,514.378327826087,500.21077670807466,0.00301457,0.00658878,1.8
14,0.00263931,0.00645332,88.97511944760241,88.97511944760241,401.5724868944099,399.21639086956526,0.00080702,0.00349414,1.8
15,0.00585061,0.00684134,60.054553388121604,60.054553388121604,557.5254603726709,415.98583937888213,0.00379126,0.00404094,1.8
16,0.00432505,0.00325869,105.188704202592,105.188704202592,487.7668327329193,293.75461515527957,0.00255093,0.00155146,1.8
17,0.00394426,0.00784478,80.5378465332672,80.5378465332672,460.2680546583852,428.03310391304365,0.00186673,0.00443391,1.8
18,0.00200624,0.00485457,155.1420848127552,155.1420848127552,343.1007382608696,356.37900801242233,0.000355369,0.0029985,1.8
19,0.0070329,0.00941455,65.8760063596488,65.8760063596488,614.9020939751554,492.1103227329193,0.00380203,0.00643265,1.8
20,0.00214021,0.00623391,66.51377647075584,66.51377647075584,341.49203826086955,393.67486900621117,0.000543839,0.00381074,1.8
21,0.00255455,0.00439843,120.67994371417201,120.67994371417201,385.8411994409939,342.825960310559,0.000757258,0.00247902,1.8
22,0.00301663,0.0039562,82.5455276074176,82.5455276074176,404.8778158385094,311.7410801863354,0.00133041,0.00183124,1.8
23,0.0051863,0.00840781,76.71245794292881,76.71245794292881,524.9268035403727,452.515319689441,0.00317989,0.00500462,1.8
24,0.00120816,0.00267119,77.79341033050076,77.79341033050076,250.02795093167703,280.90799658385095,0.000511975,0.00132535,1.8
25,0.00378113,0.00405988,60.771406413904806,60.771406413904806,440.9037031055901,333.05785397515535,0.00182043,0.00223949,1.8
26,0.00682943,0.0103595,120.59087726649602,120.59087726649602,581.8328174534162,496.1380678881988,0.00411619,0.00394195,1.8
27,0.00178472,0.00349724,146.06698598987518,146.06698598987518,318.38271304347825,303.5367101863354,0.000434354,0.00185416,1.8
28,0.00208435,0.00441437,109.78973250420478,109.78973250420478,357.9996983229814,331.24731708074535,0.000382392,0.00263402,1.8
29,0.00318496,0.00462841,73.23597722876468,73.23597722876468,408.8096385093168,329.8954095652174,0.00171527,0.0022868,1.8
