,1-PID-1-1,1-PID-1-2,1-PFA-0-1,1-PFA-0-2,1-PFA-1-1,1-PFA-1-2,1-RID-1-1,1-RID-1-2,1-SA-0-1
0,0.00156037,0.00175784,60.23355027120001,60.23355027120001,300.61507118012423,200.75476888198762,0.000502923,0.000295799,0.7
1,0.00143754,0.0028463,67.86894238560001,67.86894238560001,245.35572658385098,279.42219726708083,0.000272105,0.00155985,0.7
2,0.00104079,0.00134507,25.62107380248,25.62107380248,223.69722894409938,181.09365714285718,0.000315967,0.000431521,0.7
3,0.000751135,0.00161694,39.677839063200004,39.677839063200004,172.61850596273294,192.56738515527954,0.000218847,0.000297134,0.7
4,0.000815244,0.00202058,120.2586130224,120.2586130224,160.08263627329194,232.70195217391307,0.000122926,0.000505704,0.7
5,0.00163771,0.00273823,95.89901612496,95.89901612496,294.3491347204969,283.82364043478265,0.000576305,0.00139416,0.7
6,0.000636273,0.00118163,70.5216372072,70.5216372072,153.99355689440995,153.481970310559,0.000118947,0.000181612,0.7
7,0.000534605,0.00121671,63.45862055280001,63.45862055280001,135.35162155279505,170.10453751552797,1.68425e-05,0.000165444,0.7
8,0.000451727,0.00103899,48.21169656240001,48.21169656240001,126.87247360248449,145.41448968944104,2.59939e-05,0.000149562,0.7
9,0.000659987,0.00168144,53.617971000000004,53.617971000000004,120.49762515527951,189.4618947204969,0.00013165,0.000340543,0.7
10,0.000786195,0.00212247,21.65688437544,21.65688437544,168.89951130434784,236.8066351552795,0.000152039,0.000562936,0.7
11,0.000571443,0.0017458,36.32829014952,36.32829014952,125.20382204968945,204.65961335403728,6.80181e-05,0.000402248,0.7
12,0.00101383,0.00298909,44.8773633768,44.8773633768,212.82501484472056,288.12316596273297,0.000169876,0.000876156,0.7
13,0.000924867,0.00115522,62.108123337600006,62.108123337600006,203.89323267080746,172.1179104968944,0.000183715,0.000281129,0.7
14,0.000811246,0.00112855,51.712819764,51.712819764,173.5927186956522,154.3982298757764,0.000171212,0.000201388,0.7
15,0.0005306,0.00194241,51.1907901792,51.1907901792,123.3323344099379,226.18521838509318,5.20925e-05,0.000253488,0.7
16,0.000404533,0.00130583,34.42308100032,34.42308100032,117.06739714285715,182.52649925465843,1.02726e-05,0.000268946,0.7
17,0.00250626,0.0015173,49.994805381599996,49.994805381599996,383.0774328571429,202.17362229813665,0.00100828,0.000480469,0.7
18,0.00309497,0.00147155,156.2499294264,156.2499294264,427.58646484472064,186.39737118012422,0.00134146,0.00025628,0.7
19,0.00128174,0.00149032,24.387457007520005,24.387457007520005,251.15903689440995,190.09638198757764,6.6673e-05,0.000185454,0.7
20,0.0010144,0.00151309,44.4460258632,44.4460258632,194.20406254658386,185.0864305590062,0.000302652,0.000412559,0.7
21,0.000982481,0.00134043,54.016684077600004,54.016684077600004,200.8416986335404,171.94904695652176,0.000233812,0.000251735,0.7
22,0.000671509,0.00143134,72.12814937520001,72.12814937520001,156.24773527950313,180.49314242236028,0.000116698,0.000261589,0.7
23,0.000298689,0.00067384,57.781814253600004,57.781814253600004,82.98304091304347,102.02055658385093,1.70231e-05,9.29425e-05,0.7
24,0.000397199,0.000850962,48.7685898936,48.7685898936,100.8914690062112,126.7046092546584,1.91791e-05,0.000146021,0.7
25,0.000811246,0.00112855,78.4582551792,78.4582551792,173.5927186956522,154.3982298757764,0.000171212,0.000201388,0.7
26,0.000445276,0.00109009,87.04570169280001,87.04570169280001,116.98246577639749,153.1192634161491,2.24427e-05,0.000149896,0.7
27,0.0013366,0.00247078,153.22334698560002,153.22334698560002,251.7385685714286,255.6603993167702,0.000469975,0.000851492,0.7
28,0.00197634,0.00195471,44.67810336,44.67810336,340.36494906832297,219.42168403726708,0.000553091,0.000404043,0.7
29,0.000366273,0.000711256,59.698826112960006,59.698826112960006,101.44302329192547,113.72210049689443,1.30482e-05,0.000107818,0.7
