cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,irreparable-0
0,3833.856,589.824,0.0,0.0,552.96,995.328,2838.5280000000002,36.864000000000004,1612.8000000000006,1843.2000000000005,5760.000000000001,0.0,7603.200000000002,1612.8,0.0,0.0,322.55,1612.75,4515.7,3427.1230936575976,1637.6126180021695,1492.4591112217838,130.25027207979488,1235.9776857598488,2412.555656264915,3497.4578335953197,762.5735439520832,2.0,10.0,0.0,0.0,0.0,1.0,792.7539448560611,1044.1911740142148,41.50852037980447,0.0,399.70713846295,2599.2717818586366,1376.4244586915213,200.27391242183273,0.0,455.1836757017131,149.71536923833906,0.0,1.0,904.6729113251625,649.5016149183509,472.4522331553367,33.1776,114.2784,4.0,12.0,2.0,0.0,0.0,1.0,0.0,4437.408551847913,7635.638100432517,6111.628174129519,187.2424246283793,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
1,3981.312,331.776,110.592,0.0,1032.192,700.416,2543.616,147.45600000000002,1843.2000000000003,1497.6000000000004,5529.600000000001,345.6000000000001,7718.400000000001,1152.0000000000002,345.6,0.0,322.55,322.55,5805.9,3129.5974354197183,2359.5263293476723,1181.354501304958,654.8116492807383,670.590393064712,1912.543244622655,2018.0971950087164,492.25556837767857,0.0,10.0,2.0,0.0,0.0,1.0,458.4808037733121,1499.602641241606,916.1835744933734,0.0,267.1930678223786,1405.3441234854185,1708.0206423478535,1151.2786761617663,129.88537855244851,0.0,395.7106847212879,0.0,1.0,0.0,305.613122487848,1789.0862047584797,7.3728,140.0832,0.0,16.0,0.0,2.0,0.0,1.0,0.0,493.739330085138,9481.18127918927,21007.860210664225,230.69237751673055,74.7883781317235,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2,3760.128,663.552,0.0,0.0,774.144,626.688,3022.848,0.0,2304.000000000001,691.2000000000002,6220.800000000001,0.0,8294.400000000001,921.6000000000001,0.0,0.0,5160.8,645.1,645.1,2139.806887742284,2039.4744683622034,2057.72801487053,0.0,601.1122728041933,1631.746415708639,2328.8194760635247,449.83173780041415,2.0,8.0,0.0,2.0,0.0,1.0,2419.61462481567,46.447670919417696,0.0,203.25902170615132,0.0,3800.4824571343706,103.00452807474588,0.0,281.9344681066931,240.26735777917298,0.0,0.0,1.0,1917.131179930768,0.0,0.0,129.024,18.432,4.0,12.0,2.0,0.0,0.0,1.0,0.0,10782.403643800677,2753.589222812948,0.0,265.3223299272957,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3,4091.904,331.776,0.0,0.0,884.7360000000001,626.688,2912.2560000000003,0.0,1612.8000000000002,1267.2000000000003,6336.000000000001,0.0,8640.000000000002,576.0000000000001,0.0,0.0,6128.450000000001,322.55,0.0,1874.4726219465801,1967.774546057981,1504.1059878935125,0.0,740.12312155409,2054.62211365446,2555.263797725028,621.6777554611275,0.0,10.0,2.0,0.0,0.0,1.0,1415.2067514453574,0.0,0.0,303.8553041071251,0.0,3650.9680106598416,30.34243216194117,0.0,519.6949869321954,0.0,0.0,1.0,0.0,1739.6701767316965,0.0,0.0,141.9264,5.5296,12.0,4.0,0.0,2.0,0.0,1.0,0.0,14071.937115678209,1790.4939030030766,0.0,300.36166632825496,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
4,4018.1760000000004,405.504,0.0,0.0,663.552,626.6880000000001,3133.44,0.0,1728.0000000000005,921.6000000000003,6566.4000000000015,0.0,8179.200000000001,1036.8000000000002,0.0,0.0,6128.450000000001,322.55,0.0,2488.4045393665574,2240.5432887507195,1304.713815211003,65.6082359463455,833.7043919883218,2501.844100549852,2523.5670140907782,306.8344626415176,2.0,8.0,2.0,0.0,0.0,1.0,1803.5767072239962,25.048682238172596,0.0,312.1769709273672,0.0,4991.113622692439,32.72486019085694,0.0,668.4611203107553,0.0,0.0,0.0,1.0,1433.331191604614,211.45751730950172,484.46795779394137,138.24,9.216000000000001,12.0,4.0,2.0,0.0,0.0,1.0,0.0,19239.24989719389,3393.9360415879364,0.0,171.4679584182031,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
5,3833.856,589.824,0.0,0.0,811.008,626.6880000000001,2985.9840000000004,0.0,1612.8000000000006,1612.8000000000004,5990.4000000000015,0.0,8409.600000000002,806.4000000000001,0.0,0.0,3225.5,2257.85,967.65,2022.402656170273,2251.465071143549,2637.883517180526,137.32429587866446,1212.4486043842467,1791.8631733222362,2296.11104447568,612.2872469939462,0.0,10.0,2.0,0.0,0.0,1.0,2470.43847619638,238.5389404444775,0.0,268.88125708495465,115.69332118726692,4285.541641269579,325.37357525438944,0.0,444.9312894861882,81.91872628399116,0.0,0.0,1.0,1170.16090274561,902.0772950888879,0.0,90.3168,57.139199999999995,0.0,16.0,2.0,0.0,0.0,0.0,1.0,11022.932251683145,5726.159213074447,424.36316318247316,278.01197780386053,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
6,3723.264,331.77600000000007,331.776,36.864000000000004,884.7360000000001,626.688,2506.7520000000004,405.504,2073.600000000001,2188.8000000000006,4147.200000000002,806.4000000000001,7603.200000000001,1036.8000000000002,576.0000000000001,0.0,0.0,0.0,6451.0,2549.8859241464065,2399.0153079019815,845.9877253547648,714.8758833007387,862.100169238634,1903.4659012360637,2562.289711197778,563.3134069595353,4.0,6.0,2.0,0.0,0.0,1.0,222.1419206795551,943.2125328853375,1291.3926921286604,0.0,202.73040721079522,472.92308412877105,2703.467645582791,1524.5308494665694,0.0,0.0,988.2936152043562,0.0,1.0,221.0975908719224,0.0,1664.6018658164685,1.8432,145.6128,0.0,16.0,2.0,0.0,0.0,1.0,0.0,0.0,3830.2176855782036,22021.599812441564,190.1375068440722,0.0,63.879761444153104,0.0,1.0,0.0,2.0,1.0,2.0,1.0
7,4018.1760000000004,405.504,0.0,0.0,847.8720000000001,589.8240000000001,2985.9840000000004,0.0,1843.2000000000003,1152.0000000000005,6220.800000000001,0.0,7833.600000000001,1382.4,0.0,0.0,6451.0,0.0,0.0,1708.4630287429036,2370.956936045563,2067.39493762216,0.0,867.9204716661507,1916.1764998931574,2395.6017077038236,400.6859144404157,0.0,10.0,2.0,0.0,0.0,1.0,2360.400329548631,0.0,0.0,347.2932396186817,0.0,3809.0829204247198,0.0,0.0,680.8062127016923,0.0,0.0,1.0,0.0,1939.5556040304828,0.0,0.0,147.456,0.0,12.0,4.0,0.0,2.0,0.0,1.0,0.0,27098.560678396567,376.8754955181892,0.0,248.63861162187152,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
8,4018.1760000000004,331.776,73.72800000000001,0.0,884.736,663.552,2875.3920000000003,0.0,1843.2000000000005,1267.2000000000003,5990.4000000000015,115.20000000000003,8409.6,806.4000000000001,0.0,0.0,0.0,645.1,5805.9,1772.3685972175617,1858.5924356328012,903.5947728523378,304.7671406869663,845.0560039482427,2383.1064156265174,3019.865175648512,1000.3462087280368,2.0,8.0,2.0,0.0,0.0,1.0,1030.3921952293074,1185.7449450916356,296.8774081174988,0.0,278.52332288349044,2206.0055598197728,3154.682549934134,454.00708899425047,0.0,0.0,607.9599629003999,0.0,1.0,233.17422194963902,652.8035093425485,1042.9349021533562,20.275199999999998,127.18079999999999,0.0,16.0,2.0,0.0,0.0,1.0,0.0,2802.3520692711163,16164.762984787942,13953.635213488189,294.2677174378087,77.72199989298205,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
9,3760.128,663.552,0.0,0.0,774.144,626.688,3022.848,0.0,1497.6000000000006,1843.2000000000003,5875.200000000001,0.0,8294.400000000001,921.6000000000001,0.0,0.0,2257.85,1935.3,2257.85,1933.2565755410565,1496.2895573311953,1422.7128344731645,0.0,1252.0967502900753,2154.115220953955,2060.932980460826,466.29198303180283,2.0,6.0,4.0,0.0,0.0,1.0,1500.608011591201,202.05253883907542,23.706357830923164,238.04685880032983,53.40959926931273,3817.764548848532,751.7908242069326,0.0,465.07721564799954,0.0,0.0,0.0,1.0,1072.2261734899082,366.99563025676315,412.4777883895278,75.5712,71.8848,12.0,4.0,0.0,2.0,0.0,1.0,0.0,19083.147503253655,10241.772348939208,2547.139690859206,246.90947543413262,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
