cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-2-0,irreparable-0-1-0
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,318.8809728,220.12231680000005,12.9024,1.0543104,390.9353472,161.906688,0.11059200000000001,0.0073728000000000005,493.54260480000005,59.4173952,478.37675519999993,74.5832448,546.7521024,6.207897600000001,541.2888576,11.6711424,552.96,552.96,0.3244032,4.851302400000001,532.7880192000001,14.996275200000001,0.19169280000000002,2.4182784,550.2984192000001,0.0516096,0.9216,16.7583744,535.2800256,0.7225344000000001,13.005619200000002,539.2318464,14.3179776,170.92362240000003,367.7184,12.769689600000003,142.9438464,397.24646399999995,446.6884608,106.2125568,0.058982400000000004,331.997184,219.5693568,1.3934592000000001,0.4608000000000001,11.289600000000004,1108.1779200000003,32.07168000000001,0.29952000000000006,5.4144000000000005,1146.1939200000002,0.09216000000000002,2.0966400000000007,34.23744000000001,1115.6659200000004,1.5436800000000004,27.809280000000005,1122.6470400000003,30.274560000000008,357.67296000000005,764.0524800000001,26.334720000000008,298.69056,826.9747200000002,930.2630400000003,221.57568000000006,0.16128000000000003,691.0387200000001,458.2195200000001,2.7417600000000006,666.5472,456.05375999999995,27.325440000000004,2.0736,813.05856,338.71104,0.2304,1028.13696,123.86304000000001,996.61824,155.38176000000004,1139.1436800000001,12.856320000000002,1127.43936,24.560640000000003,1152.0000000000002,1152.0000000000002,3585.78835,880.3679699999999,1984.8436799999997,14.878686778326664,153.6474924800762,504.00155537971426,76.24145365661077,13.49425185392467,202.97011240065325,526.7732628109403,5.5086515040667114,50.89945778918984,412.1141182327783,285.8165772352634,0.009816619730690673,41.856731315361266,373.46325042777204,333.4720607103764,0.11407175186039244,252.84786565908036,461.73069341643776,34.15342633590859,220.09505769574977,464.8620640202295,63.73802175670152,746.0909034782205,2.6250838625227595,731.970987831944,16.755391617464223,1.752177250591331,79.28517286459372,534.8656354804028,132.837174505825,1.705078216001299,97.52775838784692,519.9193431561166,129.57774342266222,5.480785330341243,211.53631139113313,425.3100686569727,106.71038667233661,4.597486359321799,188.87939351874275,445.7533355097944,109.51973530543404,32.50408929442842,456.7013890744573,206.98193311403134,52.549841908555265,28.227188737614373,420.41972566177697,239.94814900287912,60.22636854775861,475.57966918597435,272.6212473923901,0.4896253859015531,0.06801201061585847,343.0814241082074,401.90862865111853,3.0344303635206806,0.8221284552281323,0.1328,1.1288,0.5612,0.1772,0.1456,1.294,0.492,0.0684,0.3152,1.3872,0.2844,0.0132,0.2872,1.374,0.3212,0.0176,0.7732,1.1404,0.0856,0.0008,0.708,1.1844,0.1064,0.0012,0.0006,0.9994,435.0661250877121,78.68558457277851,15.365830318199135,420.28137977591797,90.01376326827197,18.84019216294982,435.65524007711485,77.68889623422454,15.773267906092817,433.69290999507365,80.46278441015323,14.947226556032318,44.770905581576066,30.10481374827996,42.066410315336825,32.80456331070384,46.39233436539966,28.48242494472526,44.60074372894253,30.275967641243287,873.1622845794581,157.13931692502848,27.880760652494722,841.6205598752675,179.3019856041144,37.376825433997574,869.602236168511,158.1228129269308,30.453431135411876,865.5872616580056,162.54822193316974,30.116458887285845,89.4305998552257,33.56665150263724,26.743142477157594,83.93140527604365,36.09879592504839,29.722025196285802,91.86323655612625,30.580222912407283,27.30031488653526,88.45771986764316,35.324594773724,25.999156123069646,0.1032,0.8968,150.7072328848691,53.82897754117418,45.07248496439342,148.62797691516033,57.642065085761764,43.31562965778775,143.58653552558562,55.561568810372044,50.43509722624968,140.59886510115854,57.83534518337857,51.161540653185455,151.07772321645777,54.001330071150804,44.49240471630683,154.24468846428056,50.789865237380354,44.53547236290694,148.31356750463462,56.39527379633067,44.86412007259565,147.07136815780117,57.831057625280344,44.68823948763227,21.878783999999996,14.985216000000001,20.92843008,15.93556992,22.477824,14.386176,21.958778879999997,14.905221119999998,1.2704,2.7296,1.4112,2.5888,1.3848,2.6152,1.5296,2.4704,1.194,0.524,0.282,0.9792,0.0208,3133.4569920846207,1513.636239072762,644.0073897143238,3024.9310504696823,1505.1094601982168,761.0721088443663,3238.542710673616,1416.1691732200866,636.7006962124863,3135.2286402050013,1493.114769831837,662.7116217425825,57.82877251195507,0.9306260650430282,1.1451458027176238,56.57324610783958,1.5352370885793263,1.7896392906563476,57.70361199445417,1.2391822818902052,0.9584707305456038,57.56628720162305,1.1908451537276319,1.1401823078843842,0.3238,0.6762,1.8604,0.1396,1.0,1.0,1.0,1.0
std,139.2205088911172,123.85770933804052,45.625159086323535,12.237742075345125,83.88850643420112,83.72728818753957,2.1468899653313978,0.5213356876332178,45.17609306288341,45.17609306288341,54.26770436282187,54.26770436282186,15.238509947767207,15.2385099477672,23.257767514017118,23.257767514017107,0.0,0.0,3.597681807540437,20.430202695093037,60.24423902410214,57.590510488127485,2.752256171004859,10.035641727735749,10.697168105090487,1.378496570233916,5.895948920906252,24.795783240436794,25.48898244396098,5.110643393702612,22.496303686901683,23.1098425302459,23.11652305165069,77.33554675133345,81.03493270976817,23.363965151634112,96.00488848193353,104.135547328175,56.5346975477912,56.50610878720307,1.4735272398552934,70.30392403870208,70.15603637772548,7.14616752840319,7.968773784662622,51.05781577731651,136.6359997649227,128.77398713222323,5.867015948915511,25.55281428538902,26.538653301503633,3.257370201024948,15.741773133757174,62.731817687968274,64.79793837088505,13.445949678998288,58.55716009235095,60.46980299830094,58.94239467466858,187.1191521578143,195.46850201734756,58.33186082853131,216.11262144519927,233.9418685410821,145.2919596146468,145.34619284897954,4.307801781980988,177.49298881076123,177.16738578950446,18.008987112710294,304.9560840101325,275.0806892149614,98.87646915235602,27.764781570528015,197.34691696566625,197.05629811564972,5.639483362376283,114.37579704880102,114.37579704880099,133.52307380205835,133.52307380205835,39.094826014983546,39.094826014983475,56.973904271552236,56.973904271552165,0.0,0.0,2289.254980174255,744.5556100466032,2114.0833201326172,45.10342850453647,189.62897571038255,286.5141834530465,160.79256547540552,36.25907008414868,164.31179976562638,262.900785540741,24.74230481537318,68.82248494104533,215.11518902371682,177.84433029247074,0.6941398379901034,64.88564700120988,209.59771164957553,207.4850288464479,3.4037029941301475,168.23093407226133,233.6590462819825,57.664843573052714,176.74055603525105,237.366189558168,99.19957851756932,311.05258458028277,14.970643441510617,306.66703947445234,38.76620760917439,12.635274183689358,112.65926227626355,262.3937895475431,113.5978383144575,11.936071513301497,104.29208158186118,247.04210977802015,111.04740079443226,22.055483251430683,148.03103650474208,220.98543471688086,102.34314848324438,20.104857768428978,144.63263923550798,227.74643538847508,100.78969508965059,53.98887445492612,231.66485176810832,145.92673598620362,71.13499026124965,53.57003119031416,232.1236715716601,172.70858603065483,74.53568070275611,233.38277952210788,170.5689734905142,6.493562373362203,2.213169099595105,195.29983778288096,206.5082501542955,16.336873642854595,9.18270881422105,0.4980098018639297,0.991769772405013,0.8986746258889494,0.5683878719277805,0.5196678274919335,0.9559010144098968,0.8614432174458028,0.3635214843360909,0.7288039455424263,0.922087961770377,0.6985801620777459,0.1619598907175485,0.7014374975096375,0.9275214602432886,0.7343966419350902,0.18680797478664762,0.9740387622174285,0.9901938884821283,0.404852344792786,0.039995998999739935,0.956513974700192,0.9829495805867131,0.44890905968667383,0.04897999395632459,0.024489996978162294,0.024489996978162294,223.9689871805868,106.87759158461087,54.35145059502783,225.4283756101576,116.3173026120125,55.65597078586585,226.3019467225369,109.27523342074873,50.771763665050436,224.4309471648517,106.4305973279157,49.60549279456718,44.10981330465648,41.50978388415353,44.061529601204704,42.297764741704064,44.260511366643414,40.69593619765019,43.97764227021627,41.707582443159204,447.11706577012376,211.6405847589921,90.36248051317192,454.44779805339203,232.77759390426976,103.72965000688663,443.1548930622855,223.54815894480316,96.84951575267056,447.141486328964,221.78269033118463,95.06291156192819,87.67216056164675,69.2416091654131,63.12293986884281,87.45385520429683,71.08354048834346,66.2243237059784,88.16167150410968,65.64134615755023,64.08295118083072,88.73871375532339,69.91134441177994,62.02415127427292,0.3042503470083986,0.3042503470083986,146.98075449725013,111.56451743845156,107.07453642295877,146.6844270834881,116.62918184115902,103.42037788927675,146.47157033446857,115.34798259778648,109.93622081163771,145.26383518152664,117.2315316524917,112.03392902118192,146.43096793314461,113.37857259991287,105.16112609938904,146.6404121849908,109.13635638396408,106.31100580027153,147.33477414682747,114.77983037290527,104.90805233852785,146.27083739817834,115.79945689108166,106.5131118255849,11.143727222554675,11.143727222554677,11.879464510529864,11.879464510529864,11.709971206099933,11.709971206099935,11.435210179540908,11.435210179540908,1.8623580524440246,1.8623580524440246,1.911555745740577,1.911555745740577,1.903221850095815,1.9032218500958145,1.9440884074411813,1.9440884074411815,0.9810996439211772,0.879533237429461,0.6961127168662534,0.14272853354132584,0.1427285335413258,2131.112194760071,1245.2483386613712,1112.4299153765965,2270.7799492311597,1252.6134305507483,1265.8651952946211,2297.0400871593392,1273.0738780911136,1101.88362879819,2200.1647170770593,1255.8668678206893,1173.2872458511176,26.93534289491923,8.003840489770651,8.726376044626363,27.718415910174915,10.43724162911765,11.208761826471228,26.998665586163245,9.328677539577452,7.901740926591706,27.064934722368335,8.982453359200507,8.887828207713364,0.4679715370317883,0.4679715370317883,0.50967027847281,0.50967027847281,0.0,0.0,0.0,0.0
log_std,,,,,0.2402445291934621,,,,0.09589833866453377,,0.12044344841332652,,0.02891597630517772,,0.045839963503962876,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,0.020517017488625878,,,,0.0495325748337694,,,0.044663036295566866,,,0.24466712086816708,,,,0.13317173793926437,,,0.2274598677139296,,,,,,,,,0.02454949765079911,,,,0.061487688870051654,,,0.05783699830243648,,,0.29596650414456716,,,,0.16835088838100876,,,0.28980206797399927,,,,,,,,,,0.11856857280924056,,0.1454226904780929,,0.03637864893791714,,0.05455550499101077,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,,0.4944601986481102,,,,,0.40054386943894227,,0.40314435050054576,,,,0.4904484258777494,,,,0.4702916893952414,,,,0.5142568639272979,,,,,,,,,,,,,,0.4809903558600201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
min,0.0,0.0,0.0,0.0,73.72800000000001,0.0,0.0,0.0,258.048,0.0,258.048,0.0,442.368,0.0,294.91200000000003,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,368.64,0.0,0.0,0.0,368.64,0.0,0.0,405.504,0.0,0.0,73.72800000000001,0.0,0.0,0.0,221.184,0.0,0.0,110.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.6000000000003,0.0,0.0,0.0,691.2000000000002,0.0,0.0,691.2000000000002,0.0,0.0,115.20000000000003,0.0,0.0,0.0,230.40000000000006,0.0,0.0,115.20000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0000000000001,0.0,460.80000000000007,0.0,806.4000000000001,0.0,691.2,0.0,1152.0000000000002,1152.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26250910798587,0.0,0.0,0.0,0.0,162.71029469400526,0.0,143.94866817745768,0.0,0.0,0.0,35.88962322687166,0.0,0.0,0.0,53.519595879262354,0.0,0.0,0.0,41.37659906332396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.46177222622429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.1%,0.0,0.0,0.0,0.0,110.592,0.0,0.0,0.0,294.91200000000003,0.0,258.048,0.0,479.195136,0.0,405.467136,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,479.195136,0.0,0.0,0.0,405.504,0.0,0.0,405.504,0.0,0.0,110.592,0.0,0.0,36.864000000000004,258.048,0.0,0.0,110.592,36.82713599999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.6000000000003,0.0,0.0,0.0,806.4000000000001,0.0,0.0,806.2848,0.0,0.0,115.20000000000003,0.0,0.0,0.0,460.8000000000001,0.0,0.0,115.20000000000003,0.0,0.0,0.0,0.0,0.0,0.0,230.2848,0.0,0.0,576.0000000000001,0.0,460.80000000000007,0.0,921.6000000000001,0.0,806.4000000000001,0.0,1152.0000000000002,1152.0000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.07082191606695,0.0,0.0,41.929273292757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58718983566284,0.0,0.0,40.53991722523755,0.0,204.37737246248395,0.0,196.3051818368026,0.0,0.0,0.0,75.14320154665918,0.0,0.0,0.0,85.46936478453847,0.0,0.0,0.0,57.79152323098039,0.0,0.0,0.0,49.031194174640326,0.0,0.0,55.31408753831037,0.0,0.0,0.0,0.0,0.0,0.0,65.46043766866757,0.0,0.0,0.0,0.0,37.92125200299356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
