cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7691882947278,748.7462785695849,748.8399698769623,748.90611420537,748.7319854114266,748.6951434726807,748.7159873407431,748.7263794494081,748.7401601014128,748.7299231826272,749.0375520507837,748.7499506932929,748.7372533914722,748.8214319500289,748.7585539748818,748.8466115780747,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.1175399786898,529.1353352071397,529.1174042174322,529.1029209612591,74.87571932985603,74.87097362604067,74.87475931012493,74.87671137018583,1058.182362156981,1058.2993709133796,1058.1784802308537,1058.2519424784612,149.74039383502054,149.75222639737783,149.74377435506878,149.78147076443682,604.0531950698652,604.0279672545533,603.9721797091267,604.0002702419267,1.0,1.0,249.6086953904367,249.58567165870983,249.58320156220734,249.59575093772253,249.57145800391538,249.57002606456788,249.57296137356087,249.59066527071377,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5291.100620871706,5291.112619512265,5291.412580106188,5291.0550317794205,59.90454437971572,59.898122487075256,59.90126500688997,59.897314663235065,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.86007539555095,311.73503308192676,312.5350596187945,312.94506415616047,311.65074800838585,311.4041420827651,311.49153913677526,311.6131057339875,311.69533995749737,311.55826276461295,314.445246482442,311.78719997097954,311.7314297878646,312.27628953168056,311.9273453267467,312.54996001961786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.27238773126183,220.45020657461365,220.29398507514023,220.21293888668805,31.185878284469236,31.14525250415348,31.175167587211586,31.182589128497806,440.2573949813191,441.2011278851003,440.18423368759767,440.83473812006014,62.29252869633154,62.364584703054774,62.302034549491275,62.615296673398674,251.8841485534147,251.73900374325933,251.36305506943214,251.51648101548116,0.0,0.0,104.14059300744665,103.94026677151454,103.89391740686187,104.026595045182,103.8410349519159,103.82023856287104,103.84647948665241,104.0125279688687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2202.512436623352,2202.7883884463045,2204.779238799227,2202.361669145879,24.969286399461446,24.92214759181102,24.94670306984564,24.920707592642305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.39997437279264303,0.3999287030875736,0.4003759279887057,0.4001819725291043,0.39999895133375934,0.40001175414695134,0.39989283376438606,0.3999803235948893,0.3999649314857099,0.39986774436071165,0.4002576184793235,0.4000715484766367,0.40000986387868254,0.39997885787921084,0.4005001823712403,0.40015056208402305,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3999584110629173,0.39994605008571366,0.3999385555350903,0.40009661224936843,0.4000288249633211,0.39984872916706954,0.3998928481173835,0.3999106060542142,0.39998692191143015,0.4000069998241317,0.3998615949238481,0.40008064074231803,0.4000086781229113,0.4000519305370212,0.3999560246563535,0.4001403374780976,0.4000817519310375,0.40002685015246303,0.39993392011719753,0.3999334185866023,0.0,0.0,0.3999834609136044,0.3999824368081359,0.39994929812091506,0.4000501269533924,0.3999479114133208,0.3998714665997491,0.39992818892567233,0.40005878824610175,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.3999749260332181,0.40017062910440615,0.40000675902369465,0.399921871990004,0.39998010842691906,0.3998750579384722,0.39994824681705005,0.3999401761212794,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,157.16504138783188,162.52455030007062,105.56281713863399,143.19031854721544,141.82598573924216,133.37849116918875,162.71029469400526,143.94866817745768,154.89520261267495,164.54947723024551,161.11427105144278,134.2546075371675,149.0230564679753,165.99950839511402,85.89194197580508,147.12528165870293,2.0,2.0,2.0,2.0,2.0,2.0,1.0,109.25994633849456,115.75188764376176,109.49708810818608,91.32240818964499,14.56840365378821,16.066350262687322,16.059199471959786,16.683310145879986,191.58470509730068,229.09114194778888,219.0475817745437,197.3882080467781,26.901602669018043,29.26451654477544,29.79525294574423,32.7824300549706,126.08215613019284,120.90133631468206,131.43814826528762,128.80214655536705,1.0,1.0,52.48967287405476,52.59527139807928,51.92281849664851,48.92684619579515,48.707970905471704,52.89657383651307,49.52110680023149,48.35358065406167,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1036.7866869928048,825.5557149415522,1087.3392818502136,1163.9271280339667,12.78793291749657,13.01509092398499,13.090881446730455,12.664214580789857,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,201.44215968172904,201.2150288772544,204.19378395994462,201.99381824264933,202.3665211183019,201.49463817073556,204.3843633401688,203.99081258764662,201.9523195076524,201.35819634312026,202.83647765678336,202.43748748435382,204.1090339802022,202.35815524054314,202.9853828171748,203.41843238699985,2.0,2.0,2.0,2.0,2.0,2.0,1.0,144.50015642946914,143.4158552604423,144.91296725061073,143.22596845630213,20.32329253144844,20.51618633039202,20.173634560408303,20.40940241571614,289.0084647400536,286.5342045057752,285.3703377426971,284.67286773837816,40.311477661085156,40.415692543890515,40.660642870395634,40.33629632590729,164.40892553297064,162.33023872376137,164.2002970064512,162.14893721820619,1.0,1.0,67.42370615839495,67.10608338159155,67.53791806624776,68.23400287047308,68.12210990460846,68.11906052192892,68.23267759271096,67.0337704291989,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1443.7673847537367,1447.390339697717,1426.9329728049045,1437.0494122188127,16.390079619995586,16.081220332994512,16.35912759063116,16.26490366593548,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.2783731565024,311.36013493333,311.54102837427706,311.44563039272737,311.5475233559924,311.4920507793307,311.47057400932204,311.46894298715034,311.39924809349117,311.2627175008689,311.45348598670176,311.1410275563684,311.3226524869069,311.3166381907783,311.5712728963919,311.21920335505064,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.95963662372603,220.18315581784236,220.1063847785083,220.13178319500906,31.144577619031008,31.132332676004847,31.147557009133646,31.143849011063445,439.926735377633,439.9086569410688,439.90981497333377,440.34837709875865,62.26701447605107,62.292540911756866,62.23217858964149,62.25565525569181,251.32599149462408,251.17828448121574,251.22695526711533,251.2292845832669,1.0,1.0,103.7879778773788,103.85520037966202,103.86105050564998,103.75599694283163,103.79646362156377,103.75489509997558,103.85912289284907,103.7251689958841,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2199.564656248742,2200.6344175058266,2199.4365112456367,2199.810191308277,24.915617172566964,24.91735897235732,24.91216509431753,24.908287885933852,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,413.9730664780182,414.109302151732,414.0823435425238,414.03395015313833,413.98602378342906,414.0009777794363,414.10807876089115,414.04832581087175,414.098242166657,414.089415919121,414.04632624070786,414.05961929561306,413.972252378288,414.1092860519445,414.07554331987745,414.0878391449045,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.64854852473627,292.5580080783135,292.5697555488231,292.5893086268867,41.40544760462733,41.40206444986281,41.39905958245549,41.41017609835556,585.3172062405837,585.2482974172506,585.1822631000546,585.1641045383278,82.79313389517283,82.8227547129051,82.81383721481059,82.8132631147696,333.96948548277396,334.0373906914094,333.97159940890646,334.00536969177944,1.0,1.0,138.0144882974609,138.03134761318506,138.0066204197488,138.01649942411976,138.0206262697866,138.02874849201913,138.0048067370283,138.03491898608198,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.8170738618323,2926.107302089622,2926.2401213625953,2926.433843729101,33.12510455481902,33.12142802793561,33.120794535577616,33.1306865457608,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.65422057745536,463.6878913785354,463.6771070889349,463.62831663638167,463.6184708149117,463.5709982402227,463.6724787711564,463.6905915187104,463.6404905162935,463.6816165086825,463.60420072519,463.7092663068971,463.6004942473862,463.6770735589836,463.6642507190686,463.6413523674518,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.62493538134396,327.602368842058,327.6504491147799,327.6261890624071,46.36313762590968,46.357985151707396,46.365978141791246,46.36148007341649,655.3017141534792,655.2782216616955,655.2230644040916,655.2534103562019,92.71908996953492,92.73193106711709,92.72333289251759,92.73613068010266,374.0420100721923,373.97729204199425,373.96952788937756,374.0317177694328,1.0,1.0,154.5309681996398,154.53161658546884,154.54000654638577,154.5480516847485,154.5518664550191,154.54548639122677,154.52942253901267,154.55150950111044,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.3517645941406,3276.284230485777,3276.112243540588,3276.2048206981203,37.0905056100867,37.0860851169365,37.09515931219264,37.08959005976522,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.1948260514573,691.2095488498114,691.218811999938,691.1782150299857,691.2165074324997,691.1666803525059,691.1981567482421,691.1600245443364,691.1452417126567,691.1615674570062,691.1409729049017,691.1822506070409,691.2160527468408,691.1729616770234,691.175149105688,691.1661156840713,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.45389505099877,488.47918510218926,488.4119155724254,488.43456986797673,69.11988949785945,69.11851816118448,69.11661492431112,69.12588905420502,976.9366522941182,976.9058814770835,976.8756491758093,976.9287051146466,138.24815976651635,138.23265617118386,138.23740951786965,138.2380906954957,557.5977749414342,557.5572638408764,557.5809661768533,557.5286618707504,1.0,1.0,230.3990910295524,230.40562475827264,230.38388280868827,230.38308990997848,230.39616967521408,230.393963053135,230.38575819864812,230.39140315642032,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.59526522868,4884.736943295162,4884.554809383227,4884.475574225062,55.292903827557936,55.29559804305968,55.29425818809665,55.29949212712884,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
