-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,836420.0705032357,262.4742747810338,688.0710933748692
std,119403.14026291079,50.401340356496526,108.9152631166095
log_std,0.14166510538155572,0.18463343267506133,0.15611997236805733
min,533151.3369438506,145.12881517573794,412.7639330058184
0.1%,554371.3751967886,156.8762651307057,447.1005066553324
2.3%,631442.7664783732,183.89176271968637,507.875386035889
10%,690296.4089455148,205.30120348061772,556.3253099272633
15.9%,716095.2039654359,215.13415749662244,578.5518181674543
50%,827631.5228376512,254.97573216180842,677.936411837114
84.1%,957613.889960572,310.65048901722685,800.2563678127636
90%,994749.9048458106,329.11173981072767,836.3130160754264
97.7%,1094755.2668812969,383.92788703074694,924.3028488553232
99.9%,1283950.235556579,476.7848909743773,1090.602450198049
max,1367383.5987983425,523.8573002606929,1328.838553607079
