#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
0,14266311.039717149,729.3294394800292,729.3294394800292,0.0,1.0
1,14266414.539526666,730.134107992344,730.134107992344,0.0,1.0
2,14266374.861917192,729.8794079425461,729.8794079425461,0.0,1.0
3,14266347.631832618,729.5548660800736,729.5548660800736,0.0,1.0
4,14266298.237837125,729.7786842418079,729.7786842418079,0.0,1.0
5,14266423.159168638,729.714187397474,729.714187397474,0.0,1.0
6,1252349.1521596482,434.8089668998183,977.8657245077674,0.0,0.0
7,14266393.34327496,730.4260642891221,730.4260642891221,0.0,1.0
8,14266275.425462686,730.4016579447062,730.4016579447062,0.0,1.0
9,14266300.347559033,729.6522622822795,729.6522622822795,0.0,1.0
10,14266362.806860493,729.4666849462769,729.4666849462769,0.0,1.0
11,1181408.0751405,498.4085507985175,930.3318001742584,0.0,0.0
12,14266402.097671697,729.9139388586337,729.9139388586337,0.0,1.0
13,14266446.588267647,729.4890270211309,729.4890270211309,0.0,1.0
14,14266400.67748203,729.8562341971998,729.8562341971998,0.0,1.0
15,14266319.705924926,730.1428788759564,730.1428788759564,0.0,1.0
16,14266401.621605042,729.9771450619808,729.9771450619808,0.0,1.0
17,14266321.926385546,730.1363489528104,730.1363489528104,0.0,1.0
18,14266377.633434836,730.0778539684179,730.0778539684179,0.0,1.0
19,14266372.820667287,729.6283675462596,729.6283675462596,0.0,1.0
20,14266395.298160488,729.8760192089377,729.8760192089377,0.0,1.0
21,14266356.751862273,729.9498467018469,729.9498467018469,0.0,1.0
22,14266364.030725153,729.7530256980574,729.7530256980574,0.0,1.0
23,1168057.393253939,549.2973140802319,1162.5640837685517,0.0,0.0
24,14266330.137015302,730.3330512128023,730.3330512128023,0.0,1.0
25,14266354.581222227,729.8566330315698,729.8566330315698,0.0,1.0
26,14266407.216418786,730.4128812489419,730.4128812489419,0.0,1.0
27,14266308.655678932,730.3510452709214,730.3510452709214,0.0,1.0
28,14266407.252630375,730.3858602019646,730.3858602019646,0.0,1.0
29,1265102.3531316258,478.10450958779046,1050.0931084971062,0.0,0.0
30,14266318.161951663,730.4090554414777,730.4090554414777,0.0,1.0
31,14266347.986285869,729.7349151391185,729.7349151391185,0.0,1.0
32,1131229.006035411,318.567378693421,827.8756327181334,0.0,0.0
33,14266354.098593287,729.9468138645009,729.9468138645009,0.0,1.0
34,14266344.394263221,729.9659970003332,729.9659970003332,0.0,1.0
35,14266411.944151765,730.1608971391564,730.1608971391564,0.0,1.0
36,14266352.225726306,729.3457711937491,729.3457711937491,0.0,1.0
37,1350741.328984739,667.8404580458763,1312.1062888616073,0.0,0.0
38,14266319.648040868,729.9960326865553,729.9960326865553,0.0,1.0
39,14266340.287169777,729.8906119204424,729.8906119204424,0.0,1.0
