,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0
mean,11060027.31863355,684.4000023579471,820.2826934919445,0.0,0.7522
std,5588405.300708632,102.73241674202103,192.5675008455729,0.0,0.4317782376281809
log_std,1.0394091137997943,0.19288622614564022,0.19617454990093583,,
min,572161.4749053195,172.06951094768607,457.2870191764559,0.0,0.0
0.1%,659644.2018039366,216.6975269325585,565.1083120800823,0.0,0.0
2.3%,978371.206007408,366.765567552359,729.3575949272746,0.0,0.0
10%,1258671.4101862898,521.0788626890431,729.6532585252824,0.0,0.0
15.9%,1417370.859837975,601.7973770958339,729.750341306976,0.0,0.0
50%,14266350.296497438,729.8935151687499,730.1123286811293,0.0,1.0
84.1%,14266402.238474527,730.2615480163012,1006.8418997647282,0.0,1.0
90%,14266414.970369993,730.3597594320299,1137.823128811748,0.0,1.0
97.7%,14266448.296485748,730.7164953531621,1406.71555494978,0.0,1.0
99.9%,14266497.38287582,849.3763367474123,1650.0684463433752,0.0,1.0
max,14266547.603445789,983.522758997031,1869.738944299759,0.0,1.0
