cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,2763.69408,684.0778752,219.2818176,756.6262272,455.16718080000004,677.4423552000001,2289.659904,1001.4105599999999,943.9488000000002,1418.7110400000001,4761.9072000000015,2091.4329600000005,5759.009280000001,1422.8352000000002,459.34848,1574.8070400000001,2563.36936,883.1419,3004.48874,1515.788169612137,1337.7174664062536,1556.5928749052744,1579.998995523706,514.9713519406492,1626.62653964885,3081.4038803807607,767.613822962813,1.1568,5.1356,2.1176,3.59,0.0074,0.9926,1498.335185751077,486.15667809107396,132.2463834716159,135.5342296863342,163.97026093004212,2997.2912556067863,974.1365861130186,261.4829482903398,270.5447011716826,153.00582002971623,175.44079627086262,0.0646,0.9354,907.9446277779516,512.8064676580964,575.9748012944647,66.77250048,80.68349952,4.308,11.692,1.0544,0.6436,0.302,0.9122,0.0878,9608.377941866884,6964.468763627794,4591.859433253052,219.78429361141548,9.143148370345164,10.677471696810905,0.2842,0.7158,1.6476,0.3524,1.0,1.1392,0.8608,0.2478,0.7522
std,477.2836416508396,296.50508895745446,199.96748410821908,338.32201965254455,233.70697539761457,166.95332375213442,341.4343519345582,392.5419772301474,498.2410673105852,389.0099409024693,729.0031592561182,821.8550487049739,1012.7985710766958,649.5334903205297,432.1344634168677,711.1550235187359,2310.0856901195957,751.3712967198686,2346.7432828162737,584.2596629633363,523.9160530716485,619.4336926811085,729.4771028771834,327.82398659344165,523.2161456560397,735.1045933389606,290.0279582931201,1.5083331110052418,2.245756292268788,1.8355500779923615,1.7539998013285556,0.08571294734092612,0.08571294734092612,656.2376205661024,411.0480424794947,268.1424156161622,114.88780058672617,116.16951544419872,1327.4435461420746,818.243152140831,522.647179361016,227.3010843908228,156.23417945181865,203.55802161239103,0.24584329924884493,0.24584329924884493,690.1315885452194,398.80147118923986,606.5363288043949,44.6077052100181,44.6077052100181,4.154008564920333,4.154008564920333,0.9986190905533519,0.9344269210238683,0.7161693792085383,0.283032120856074,0.283032120856074,6940.769261551395,3675.5171519418327,5282.014019705142,64.43628754098994,26.566386146862975,33.18333912019828,0.4510776587361008,0.4510776587361008,0.7620566816695562,0.7620566816695562,0.0,0.5805951930180193,0.5805951930180193,0.4317782376281809,0.4317782376281809
log_std,0.17847816587493037,,,,,0.25850161794445864,0.1522252857381433,,,,0.15649390559777648,,0.18165817912483753,,,,,,,0.39856123745486877,0.40554282931821384,,,,0.32481932574373795,0.24677665412152644,0.4091790168223827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
min,1105.92,0.0,0.0,0.0,0.0,110.59200000000001,737.2800000000001,0.0,0.0,0.0,1497.6000000000004,0.0,2649.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,198.5656213709068,155.2730314422961,0.0,0.0,0.0,353.5752268442211,743.3911382804308,45.72026497298823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1%,1437.6960000000001,0.0,0.0,0.0,0.0,184.32,1216.5120000000002,0.0,0.0,345.48480000000006,2534.2848000000004,0.0,2995.2000000000007,0.0,0.0,0.0,0.0,0.0,0.0,270.4468374072407,286.2415516355594,58.008236398031016,0.0,0.0,526.6273666247089,1127.389646444197,93.57545248912461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.3%,1843.2,110.59200000000001,0.0,36.864000000000004,73.72800000000001,368.64,1658.88,405.504,115.20000000000003,691.2000000000002,3340.800000000001,806.4000000000002,3801.6000000000004,230.40000000000003,0.0,0.0,0.0,0.0,0.0,570.4387494118619,520.7082095565036,453.5093078330549,399.66523755556835,57.591524336042525,782.7016109948287,1721.4203356003422,284.76002637884943,0.0,0.0,0.0,0.0,0.0,1.0,167.56874240947516,0.0,0.0,0.0,0.0,334.6707715503058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8432,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,272.8929149391861,0.0,66.463313660448,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10%,2138.112,294.91200000000003,0.0,442.36800000000005,147.45600000000002,479.232,1843.2,552.96,345.6000000000001,921.6000000000003,3801.600000000001,1152.0000000000002,4492.8,576.0000000000001,0.0,921.6000000000001,0.0,0.0,0.0,850.8418277686018,729.5142309524332,805.0125590970614,699.9091671271066,159.32111403963174,1015.7620529062309,2166.8820339060067,422.0101261287631,0.0,2.0,0.0,2.0,0.0,1.0,551.7155508509148,21.849061821156432,0.0,0.0,0.0,1108.909486665905,43.66855332067924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.216,16.5888,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1106.6412986022326,1808.2835124037963,0.0,144.09721484285237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15.9%,2248.704,368.64,0.0,552.96,221.184,516.096,1953.7920000000001,552.96,460.8000000000001,1036.8000000000002,4032.000000000001,1152.0000000000002,4723.200000000001,806.4000000000001,0.0,1152.0000000000002,0.0,0.0,322.55,959.051920835206,824.2784222611823,947.4718577456982,847.4708219555164,209.42008792839547,1115.1583230656904,2361.7210685675773,484.33789123191775,0.0,2.0,0.0,2.0,0.0,1.0,774.7447766322888,52.03226384022023,0.0,0.0,0.0,1554.4743957503779,105.68594618928368,0.0,0.0,0.0,0.0,0.0,1.0,116.52964701432305,0.0,0.0,14.7456,25.8048,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2016.9084460246438,2757.494572966708,198.47347411847508,164.65214573422188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50%,2764.8,663.552,184.32,626.6880000000001,442.368,663.552,2248.704,1105.92,921.6000000000001,1382.4000000000003,4723.200000000001,2304.0000000000005,5760.000000000001,1382.4,345.6,1267.2000000000003,1935.3,645.1,2902.95,1438.7259088917097,1274.2153924686354,1505.277650591096,1496.057198795811,456.42220133344904,1558.475458406526,3040.2545476280047,740.7119340791085,0.0,6.0,2.0,4.0,0.0,1.0,1553.4948881271043,404.0944377193259,24.320410926574024,122.82316028837838,161.99352616565128,3090.6933437343687,810.3245685935324,49.40594388503732,246.51854614688432,125.75527233798668,111.00893459808054,0.0,1.0,845.7321233247606,464.66129422568264,388.551873196103,62.6688,84.7872,4.0,12.0,2.0,0.0,0.0,1.0,0.0,8702.80887678247,7125.035515771502,2536.834298635954,221.00911631012815,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
