cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-1-2,B.10.71.002-2-1-3,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-2-2-3,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-1-2,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-3-2-2,B.10.71.002-3-2-3,B.10.71.002-4-1-0,B.10.71.002-4-1-1,B.10.71.002-4-2-0,B.10.71.002-4-2-1,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-1-3,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-2-2-3,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-1-3,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-3-2-3,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-1-3,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-1-3,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-3-2-3,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-1-2,B.20.11.121-2-1-3,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-2-2-3,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-1-2,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-3-2-2,B.20.11.121-3-2-3,B.20.11.121-4-1-0,B.20.11.121-4-1-1,B.20.11.121-4-2-0,B.20.11.121-4-2-1,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-1-3,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-1-2,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.001a-4-2-2,C.10.11.001a-4-2-3,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-1-1,excessiveRID-1-2-0,excessiveRID-1-2-1,irreparable-0-1-0,irreparable-0-1-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,50.4152064,57.411993599999995,59.749171200000006,385.3836288,88.84224000000002,79.7442048,67.3357824,317.0377728,344.1033216,192.79134720000002,14.6055168,1.4598144000000002,232.36853760000002,194.78200320000002,76.36746240000001,49.4419968,496.2779136,56.645222400000016,0.036864,447.9197184,103.8680064,1.1206656000000002,0.0516096,552.8420351999999,0.11796480000000001,551.706624,1.2533760000000003,0.6414336000000002,2.9270016000000005,97.69697280000001,451.694592,2.5141248000000003,9.474048000000002,148.8789504,392.0928768,0.7520256000000001,12.695961599999999,521.7214464,17.790566400000003,1.5704064000000002,12.710707200000002,403.0636032,135.6152832,5.042995200000001,59.277312,488.58071040000004,0.058982400000000004,2.5952256,31.570329599999997,517.6664063999999,1.1280384,286.61022720000005,245.3741568,20.975616000000002,154.95413760000002,302.616576,95.3892864,1.6358400000000004,6.036480000000001,203.51232000000007,940.8153600000002,5.16096,20.597760000000005,308.6899200000001,817.5513600000002,1.6819200000000005,25.528320000000004,1088.6860800000002,36.10368000000001,2.8339200000000004,25.689600000000006,841.3516800000001,282.12480000000005,9.907200000000003,125.47584000000003,1016.5708800000001,0.04608000000000001,5.690880000000002,67.64544000000001,1075.89888,2.7648000000000006,595.5148800000001,514.4601600000001,42.02496000000001,324.26496000000003,625.0060800000001,202.72896000000003,104.55552000000002,120.17664000000002,124.62336,802.64448,185.49504000000005,164.25216,143.26272000000003,658.99008,717.3504,402.32448000000005,29.237760000000005,3.0873600000000008,488.01024,403.2,156.39552,104.39424000000001,1035.02592,116.85888000000003,0.1152,932.2444800000001,217.22112,2.3040000000000003,0.23040000000000005,1151.7696,0.2304,1149.4195200000004,2.58048,2593.62455,866.5628300000001,2990.81262,5.881856485281995,21.66334203976992,75.86158154396416,645.2919208943347,17.293038747258446,43.17068754598495,115.73416229368848,572.5784903430352,27.673640123838513,195.15786090652264,454.4242463211242,71.4886855625084,23.5094533245181,121.352659287686,335.6229962010243,268.2680396147485,107.69857823139284,408.6341025873461,230.987739820253,1.428184090283323,64.10972441469042,327.29481152105603,347.9655439925822,9.486590286419611,691.4767853447672,56.828165561057325,0.4146867924067633,575.2057900190844,167.82295597200786,5.688496490899811,0.012932112695995878,1.1367149714469942,15.157864093707877,584.9217495707933,147.503059172563,3.67745348669277,34.09951756050895,568.712611849029,142.3063677372556,3.122359382879282,107.4688126980671,510.2101489521429,127.98486745517182,3.15361036307697,74.44307262155874,538.01321446607,133.27506059935328,12.917567232474553,276.7161502441294,366.1543960908054,92.96418404847752,7.732700125479106,197.35371853331714,434.51945301999024,109.18156331605572,308.95310787545316,421.32027124092514,14.473373522151958,3.9828488384854777,175.49116172775382,500.0942481431559,58.76043198939214,14.455246430851204,0.0284,0.2352,0.1976,1.5388,0.0656,0.344,0.2612,1.3292,0.17,1.1516,0.514,0.1644,0.124,0.866,0.524,0.486,0.4472,1.2852,0.256,0.0116,0.3104,1.2948,0.3492,0.0456,0.0048,0.9952,362.36807449979875,133.87268780450606,32.890513107444335,379.2873429375741,118.09381989352968,31.732452522751537,383.70362917544685,111.84197164985113,33.531816803566855,370.3070693284988,121.06241943168263,37.7786001096908,30.5274886200876,44.348982545133424,34.324807349911715,40.54877132022822,36.14334712239755,38.73041281255287,34.39471368411883,40.48122578415256,723.2397947550891,268.5251644537552,66.48612861886012,753.2495510693101,240.01080762252693,64.92643070770218,766.3951132763755,223.35019294527825,68.40368252114759,738.2039607201431,245.00422319877273,74.97922638550398,61.550195164804975,41.204773101795006,47.04114401025122,70.86037358446107,38.172361585559024,40.715010980531964,74.29901578191411,33.89022509606633,41.58212493439482,67.87064062235466,38.4596410950084,43.412762515707804,0.0602,0.9398,102.40652869283845,68.32719801825986,78.82401244677176,101.62498545852522,69.92893805503924,78.05044008968966,115.4325682829964,65.27288060011392,68.87189014326921,114.75286142724764,63.73512201480819,71.11261322799365,123.22404889515197,56.83641961508507,69.5032023704844,120.89373615947382,61.673459176983926,66.99274163959008,112.00073734532248,63.937388758396494,73.63940630923781,111.92876436846433,62.81052861774156,74.86816271403835,15.13046016,21.73353984,17.04665088,19.81734912,18.238464,18.625536,16.772014079999998,20.09198592,1.124,2.876,0.912,3.088,1.0832,2.9168,1.1936,2.8064,1.0332,0.6552,0.3116,0.9114,0.0886,2181.5939057993,1896.167025946983,1213.3882740090098,2467.9068672420526,1715.266571650274,1107.6665315451044,2610.2107384222736,1592.8536545110996,1088.017081467971,2401.6891870860336,1685.8465030137427,1203.601090415023,55.15102237993429,2.2266838633944346,2.5284548550975625,55.27667971420663,2.0825655233243348,2.541807588857014,55.175254439250075,1.8556179348523327,2.8684123300724336,54.571096072510045,2.268764002490579,3.0608399099362247,0.2874,0.7126,1.6504,0.3496,1.0,0.533,0.467,0.602,0.398,0.2486,0.7514
std,124.91385103054527,116.52466974184158,110.35827955771002,230.98687859981152,164.2309590270866,131.45884910588143,115.16967632397325,250.8497576057417,149.39274723636734,130.32084332894354,50.87774942090643,13.253502218604876,188.92431845633166,145.12414874772406,120.13704176358483,125.66194426878279,70.46056649759474,70.32611973497994,1.3789697790141335,104.47498257234504,101.46540878384462,13.74901978913439,1.8791818442259849,2.328730745994142,2.328730745994141,9.123840093109536,9.12384009310953,12.244137943407303,25.909765798353767,191.08504706206136,196.57424404758146,24.45383289793862,49.36073882415811,221.51409059994086,233.1806138876288,6.033680539133168,39.41548258309642,76.49057315869688,67.45172036844222,12.512506237093579,48.89262707159292,204.0945919843375,205.64117162546728,15.92094084102537,80.84988763097599,87.99017869583354,1.9499625986457956,11.50861564751943,61.689005672799944,68.50632561267777,14.823544714855085,140.0238679918401,118.99071842843978,50.626180963240046,128.20643882459993,107.95699184631408,124.89783271511384,29.77685409344549,55.260019500183255,399.6249841061017,411.04167142419993,50.32422388254266,106.64570922658676,462.8026011118702,487.537123422918,15.278820163308314,84.00914484305298,162.63769652297609,142.95426116984038,23.722060717115905,103.25877225034847,426.708209225393,429.7837455913788,37.82799740453528,178.8283000883163,193.85565554572565,2.30376954238502,28.72434657991177,139.49618459409444,154.8730699776642,35.365245836592415,306.0878434243413,268.97462481530357,110.96974734567796,282.93521934157866,247.14509132545376,273.4108981462946,262.50692376113454,247.55558842446368,235.1644332556352,482.59103323062334,345.07833646732774,277.2960717168787,252.3594981320519,525.2561866307835,321.4436762781994,285.78826389319323,108.21211497123468,30.499899819642067,402.0272920037216,314.48313907259353,256.601749720304,267.21626856473307,158.0525237008358,157.55750126981224,3.6414861038055384,230.4421170866886,224.16599642393615,26.772738296692417,9.214041000034138,5.1472608928380446,5.147260892838034,22.190779912211816,22.1907799122118,2332.136307122677,735.9387773420356,2369.8579484981683,53.26767948402604,91.69246314284398,193.68511515372126,370.6474382724199,89.56022226546624,132.8868533067041,240.46702424337482,394.1614073525965,70.48814692915671,221.1989615291804,299.4906487752253,164.2007376432648,86.58350339780723,205.89461110431645,307.7756593120785,347.70987427388553,144.59337331163326,240.7314257781856,231.15021623246946,19.06724932156945,109.9768682530997,240.1423621375381,279.951537684312,51.856980477898226,302.85428098369107,103.55197046028941,6.364252008809932,308.5688596796019,189.97992985985024,33.40039785362612,0.9144384582407334,21.561351944827564,75.91075857903735,269.87044226666285,121.53733714924202,30.75686815308752,119.03210972160485,277.22171869616847,121.17573768790272,17.522315648661607,151.92033784777823,261.45245683322133,115.06426145541262,22.721251544822373,145.30577954435728,276.6147500291096,115.71051396907751,35.711488768945166,215.6593213929677,229.23546549741516,98.39173729266875,27.790567604375457,190.91751785888462,248.87583265408102,105.58271951575053,222.34721266433957,245.352679988986,44.74979989620099,19.33086591909998,177.74513060968837,255.78742859549163,103.34933159899417,39.698183951470796,0.23665299687133828,0.64433220686115,0.5968462826365089,0.8425179685356634,0.35626117442808863,0.7548363767010161,0.6739921461579627,0.9443546585601348,0.5578191754022888,0.9885407844780686,0.8740462180904804,0.549393307750759,0.48235934126626107,0.9910804448124368,0.879533237429461,0.8578759760233687,0.8333973063395651,0.958563888817949,0.6682464445562971,0.15188829451541733,0.7242629020944465,0.9556545480052008,0.7593251444111324,0.29856065998978953,0.06912246800510398,0.06912246800510398,221.08204579272413,127.09932936561917,72.26602115797486,229.87124870832469,126.51643194983659,75.94364440096426,234.71399613657002,127.29485823883577,83.04534102460063,231.02828740073872,127.90971782621135,89.27510945126339,42.25444075484801,43.532498882947124,42.78882346816778,43.870996940093214,42.977382154353585,43.86913880438948,43.18754747617634,43.49836074853495,436.09447613050156,264.6434452672037,144.87478575057088,449.5717101201854,260.9133935733786,150.17641209936795,458.47120411490033,257.45763456223114,170.51865190606668,457.73505581036017,258.4935954043523,174.1879523010457,84.4783294134792,74.92728959364432,77.04265995711438,86.45887050001163,71.94594303533003,74.33708400915961,87.52822793781256,68.55845183639231,74.72696756831564,85.31321177565538,73.29393081911996,75.41377929697137,0.2378808051430193,0.2378808051430193,140.7932972926632,123.51636445182307,128.86532232451023,138.8991491256721,125.86240860146,129.21998090683553,145.1951072467403,120.27508039340141,123.3278052751935,142.25232336139416,122.63948450195828,124.77510934660533,144.58193916220816,115.7036782708963,124.60866732335175,144.25089331151642,119.64777973750046,122.56975668740887,143.3146325056538,120.29064827788683,126.57177813535138,140.58060749713698,119.86525232187114,130.19239231903182,11.072895773606442,11.072895773606442,11.966148488198344,11.966148488198344,12.50385077402461,12.50385077402461,12.19082342827414,12.19082342827414,1.798129765653977,1.798129765653977,1.67833827456588,1.67833827456588,1.7776697617826522,1.7776697617826522,1.8304068175745973,1.8304068175745973,0.9995486879166533,0.9387700558941837,0.725403806259953,0.28419393596389025,0.28419393596389025,1944.1964609435604,1273.6967526691171,1483.9163792643108,2135.9281242535126,1269.5757369033054,1501.166631793445,2195.2394006190416,1320.6943080230212,1593.3729892556798,2130.434683501138,1283.2116150088689,1594.572326927428,29.080080066949726,12.157191121112405,12.929045647306339,28.783507766131805,12.075325432888105,13.033759712961812,29.083744993023007,10.743941896712688,13.871104067096297,29.197553528468884,12.625968954279278,14.355377527090297,0.45259497173708013,0.45259497173708013,0.7596678610101986,0.7596678610101985,0.0,0.498959709955054,0.498959709955054,0.48953440000244836,0.48953440000244836,0.43224461486687865,0.43224461486687865
log_std,,,,,,,,,,,,,,,,,0.17425579925088638,,,,,,,0.004423293970256967,,0.01999287945205399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27124309564782234,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19545071163151423,,,,,,,0.004707151279311894,,0.023580605584867378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4349635055707215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.592,0.0,0.0,0.0,0.0,0.0,0.0,479.232,0.0,221.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1036.8,0.0,460.80000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.96108482482253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
