cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-1-2,B.10.71.002-2-1-3,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-2-2-3,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-1-2,B.10.71.002-3-1-3,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-3-2-2,B.10.71.002-3-2-3,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.002-4-2-1,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-1-3,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-2-2-3,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-1-3,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-3-2-3,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-1-3,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-1-3,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-3-2-3,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-1-2,B.20.11.121-2-1-3,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-2-2-3,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-1-2,B.20.11.121-3-1-3,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-3-2-2,B.20.11.121-3-2-3,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.20.11.121-4-2-1,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-1-3,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.001a-4-2-2,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-1-1,excessiveRID-1-2-0,irreparable-0-1-0,irreparable-0-1-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,490.20272639999996,60.73712640000001,1.880064,0.14008320000000002,494.7664896,56.365056,1.6736256,0.15482880000000002,517.2535296,34.630041600000006,1.0395648000000002,0.036864,500.0822784,49.618944000000006,2.7426816,0.516096,541.1119104,11.4204672,0.4202496000000001,0.0073728000000000005,536.2089984,16.183296000000002,0.5013504,0.0663552,552.96,552.9526272,0.0073728000000000005,24.544051200000002,122.2262784,403.5207168,2.6689536,31.857868800000002,137.613312,381.4612992,2.02752,59.881881600000014,184.762368,306.96652800000004,1.3492224000000002,63.9369216,163.4697216,322.449408,3.1039488,180.43453440000002,221.08815360000003,150.89909760000003,0.5382144,161.132544,208.2004992,182.93391359999998,0.6930432000000001,502.2130176000001,50.02444800000001,0.7225344000000001,463.122432,87.552,2.285568,51.42528000000001,251.41248000000002,844.0704000000004,5.091840000000001,66.81600000000002,285.0969600000001,795.8016000000002,4.285440000000001,126.81216,378.2016000000001,644.5900800000001,2.3961600000000005,133.10208000000003,338.6419200000001,673.5974400000001,6.658560000000002,373.0636800000001,464.69376000000017,313.22880000000004,1.0137600000000002,333.04320000000007,435.7785600000001,381.8880000000001,1.2902400000000003,1045.14048,105.33888000000003,1.5206400000000002,966.3897600000001,181.64736000000005,3.962880000000001,1022.6995200000001,124.89984000000001,4.28544,0.1152,1030.7635200000002,117.504,3.52512,0.20736000000000004,1075.55328,74.16576,1.9584000000000004,0.32256,1040.3481600000002,104.6016,6.1747200000000015,0.8755200000000001,1126.5638400000003,24.491520000000005,0.8985600000000002,0.04608000000000001,1115.7811200000003,34.92864,1.17504,0.11520000000000002,1152.0000000000002,1151.9539200000004,0.04608000000000001,5435.161029999999,504.59721999999994,511.24175,197.1998862912285,342.7195004522776,196.46253404856475,12.383579075203428,228.23797912887102,330.8941781562684,179.88152420683744,9.758174155004273,316.9122875684494,310.1284998916124,115.96434429535992,5.888380155820939,296.0018473842336,289.542770283836,150.29017363823243,12.910035910609345,518.627420370456,185.23716526033692,42.966603037814764,1.9974412488140119,477.1740183083696,209.885788341749,58.87441323173866,2.8098792320549304,744.9446717952837,3.792814956688651,739.9731248970306,8.824940930296997,0.01759846217701616,34.239220709518676,328.06696587147945,308.89505798182245,77.53450380268883,45.050347353126966,343.47846270255747,287.81440404205136,72.4630600681768,78.1676318686881,394.32198855620015,222.05063336747475,54.30223021667894,78.62385138046278,363.12539111663455,246.18847093251767,60.78952588237859,206.24746037599357,414.77991893675886,101.56189315098715,26.173640925889703,183.46442959535284,408.84066275015283,125.77726923396317,30.69454383459466,600.293090426632,147.651163063795,0.6023379091239087,0.19311299453851324,535.0772483417884,211.0294640343087,2.1520141229278695,0.6083718465055804,0.5948,1.1536,0.2212,0.0304,0.6756,1.0948,0.1972,0.0324,0.864,0.9688,0.1504,0.0168,0.8264,0.9724,0.1684,0.0328,1.3284,0.61,0.0588,0.0028,1.2388,0.6812,0.0728,0.0072,0.433,0.567,521.0713196012795,7.765961284379973,0.27516431918988393,511.74222563722645,16.3854052082552,1.0451032619992762,511.2074419002859,16.905477076137593,1.058081797846903,507.2024057414289,20.770100224394113,1.1610207057151178,68.77228096066312,6.108157703842425,65.451690568263,9.42271640573412,65.20937771937375,9.671363672485349,63.22355846128322,11.648595379578717,1042.7142425444322,15.13093105628257,0.6133680046061388,1021.9555658921774,34.00862257313339,2.263755635821221,1022.0577830538124,33.79960644264397,2.347677580117442,1016.0815898824748,39.48013218137297,2.7894130376894135,138.2739640771269,9.381356497240645,2.1073077745633904,131.03321008213172,13.323499868873279,5.4055631854379085,130.65466364600147,14.077047753256396,5.031172936736098,126.3508384754036,16.771230715044172,6.619560549976749,0.3424,0.6576,229.9970403732569,15.67383981810246,3.9083252422517267,229.87698300459533,15.950056569275263,3.740800871666441,218.6653012397509,22.104035695070134,8.797679298180077,215.01860361477173,25.55558569198741,9.013235449070944,218.70671156065316,23.13164580294654,7.73189832804722,216.3679851487591,24.119798750058703,9.099675679426765,210.24481667163678,29.286513588024338,10.043279495280506,211.0645912706452,27.941087942872976,10.577912452449084,34.025103359999996,2.8388966399999997,32.131399679999994,4.7326003199999995,32.02301952,4.84098048,31.081144319999996,5.78285568,3.2704,0.7296,2.7784,1.2216,2.5304,1.4696,2.5216,1.4784,1.8816,0.078,0.0404,0.9996,0.0004,4878.14701252384,372.62295010512645,39.96737197165583,4605.031908425773,587.191519411699,98.7826333140426,4594.16521446675,597.3214548108145,99.37760351345577,4464.898742325343,701.5155179298658,124.88826973592637,59.83957243979538,0.0410576676540898,0.01717065576375442,59.71232461380528,0.12233150487034368,0.062228363705298294,59.71909477496387,0.1071922932189967,0.07519509642352636,59.69951624927938,0.11290344873063464,0.09555264569345566,0.8218,0.1782,1.9956,0.0044,1.0,0.9962,0.0038,1.0,0.9962,0.0038
std,103.59908096036524,97.37686664366795,17.940552900788237,3.0813888363057753,100.4982448044564,94.77189422408223,17.10830861383293,4.200710140419991,80.36491129036395,75.67605904565596,13.055782363091973,1.1652755532177725,103.16957394909151,93.34359575145167,23.84928010606058,10.467047339703129,47.66212077723115,44.299927297753456,8.183467248259781,0.5213356876332178,55.882471075423084,52.20494414443721,10.467764129478363,2.4996074244745428,0.0,0.5213356876332182,0.5213356876332178,58.36878366022179,137.06252055516956,171.65662176706815,26.02655657585318,69.55554356717639,144.80372959652826,185.23448344959274,22.690107038396334,101.7235848010585,149.92532181799118,203.6714348379954,18.450811025362462,112.53680508488233,150.21624310405366,211.9343433818806,31.133236027488163,178.26390491394451,142.47437958242978,189.58265308535337,11.564168131004715,176.21427308249824,143.75824108807865,203.96924522057853,14.375871780564266,83.05605376447087,80.41848251281311,7.839551056697746,111.99545889561784,106.03274316821175,16.14434285736757,133.16413827478516,290.0478430923184,361.0382594252219,52.0682612940094,150.85231937379055,307.53848439282353,390.1698357197558,50.87813849780475,219.4541904463784,318.76991913558777,429.39287531801045,33.30536933858799,240.51494029888252,323.6101091611075,445.8172643136182,66.18991264258875,378.6791785468415,312.56649220841433,400.9499836593579,22.553978874136845,371.12274373843496,312.11956222023406,429.3322227826651,28.097102238010862,182.6587112248602,177.2563106021201,19.218497446970822,238.57506529287238,228.54033514893695,32.671484987552354,217.10626920979425,204.02234399041657,42.83268746914634,3.6414861038055384,216.47672362539106,205.38695645141655,37.23732628263388,5.870996469962324,175.9395385963312,166.3887955899735,27.533143304680042,9.495107079864429,223.94498252842004,203.7497439239368,55.43662374975731,18.12238783708658,106.22273377337106,99.12217363007447,19.734210238495677,2.3037695423850195,122.8153005905919,114.84628450918,22.130199053339492,3.6414861038055384,0.0,2.3037695423850253,2.3037695423850195,1480.054361818047,659.9825419982108,1032.4232501251206,248.96278907892946,245.2530873262502,258.0085261650878,79.43365722366754,268.08001899115504,246.87082976117156,250.40082931985293,62.30592389317232,309.31320720185244,249.53042320580033,207.0363347822732,50.07431242658504,315.9429633322032,249.09510195870806,238.6523227084564,76.52740055305944,348.85459916978465,222.0849495654401,142.59351465738268,30.224635674421023,346.7591756019301,236.82010409982104,159.07541750765373,39.29777571914948,310.5997981496485,26.759090638169038,311.2834926477553,40.91377477021473,1.2443991943823096,80.27190193768664,258.98000395701627,254.43729859218456,95.06486510517794,98.36504661367783,267.58212946416296,247.8554087636634,92.98390999535806,135.0186563648461,267.17100794896976,232.03340826762258,82.07422604624897,145.83236325243362,276.979893635245,250.49282504849208,88.71799712121924,240.34114334861337,261.11245317541744,174.00580661621504,59.20242014256254,230.84831515249158,267.05807855754597,198.64888750569727,63.76865593901451,293.37612649928934,171.48458604039052,6.993854333441502,4.045025499379101,291.1205859156222,205.55699224124277,16.848620949993634,7.389873382490635,0.9143195043480185,0.9882319365776915,0.6273350539017973,0.24471987570181686,0.946014602807877,0.9955959030854075,0.5963080383957029,0.252513351327251,0.9908079228932385,0.9996131278054807,0.5274803191564776,0.18254978741422026,0.9849147432190678,0.9997190243391018,0.5554305902884047,0.2540414679013698,0.9446332126181444,0.920906951826722,0.33788369756266096,0.07478822538161435,0.9711658934695595,0.947916805027662,0.3746040918691747,0.11979578542687219,0.4955402224062184,0.4955402224062185,217.9937083010377,26.51598350088822,3.184991366979308,219.48953339055538,44.27414942609699,9.925980371253077,219.29125988122195,45.18631777124012,8.674655973609722,217.93022019478266,49.00990166811337,8.203800390976982,36.109088730018115,22.59786167004067,38.26845827564729,27.220472455612477,38.48251200140533,27.483985968511643,39.57871584159101,29.619159833476985,439.14271976146614,54.35640720078581,7.327586145010266,435.4329016522239,99.31150050121406,19.411348948933632,437.06499587333434,89.30796768798373,20.86749626488454,438.60033123112373,95.38959950491211,22.613952711529414,72.38695883106627,39.26522398539009,18.28962785020847,77.05963906463009,45.83467270402622,30.22569201853968,77.3607954525544,46.897825059685985,29.194232662626746,79.39994628649451,51.18321800312212,33.01704883235366,0.4745600925660429,0.4745600925660429,118.86514584458129,68.82854729687139,32.509340163108035,119.69897929058531,67.81181698348675,32.001213681212235,126.92801662397397,77.56657431108016,50.56330006986883,129.21488563398577,82.69136559994419,50.985105214609575,127.86453181659817,78.21824862071134,46.55909981178293,127.69383162961132,81.24881049950211,52.10619287756172,131.3218364292345,88.45804531235618,53.33535315072274,131.29012516577174,86.67213810666318,53.90705438621565,4.723376616426095,4.723376616426095,6.885239246031681,6.885239246031682,7.005933249822978,7.005933249822979,7.385445540402948,7.385445540402948,1.5448498801600257,1.5448498801600257,1.8424908125900914,1.8424908125900914,1.928579716772109,1.9285797167721095,1.930978812891319,1.930978812891319,0.4720444949377551,0.387228600697107,0.28139594299731313,0.019997999499869967,0.019997999499869967,2154.5657925680443,679.2228076232435,202.31326446977047,2192.0133307788064,888.8537355460045,352.3637428527522,2188.2767348331686,905.8662575346578,372.2591191864996,2173.1587341986415,951.5821836263374,432.76484293320243,24.938766687792818,2.188369607968419,1.2141487127970632,25.126250347333695,2.915462976972513,1.7507084155108563,25.139562982162648,2.696221707397331,2.2146382815722063,25.218405331585497,2.7132066794955225,2.551001310794617,0.38271928983389664,0.38271928983389664,0.09371444114594003,0.09371444114594003,0.0,0.0615330582975744,0.0615330582975744,0.0,0.0615330582975744,0.0615330582975744
log_std,,,,,,,,,,,,,,,,,,,,,,,,,8.881784197001252e-16,0.0009756089701055133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.881784197001252e-16,0.0021067888289412673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40110362080174444,,0.4054860544317869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4039958380545223,,,,,,0.42040606192658386,,,0.42304224594591205,,,,,,,,,,,0.4048388946457083,,,,,,,,,0.42296617319680313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4442330059743127,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.96,516.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152.0000000000002,1036.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.09380032090976,0.0,78.4410118044968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.98479639431103,0.0,0.0,0.0,0.0,0.0,23.695165557851738,0.0,0.0,22.54078304473492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.7118322918418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3958454186945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.00426734342523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
