dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,4069.9994273618167,66599.54658495491,101494.20931643396,22462.237192050638,19944.890435851838,63692.679225462685,159085.30809051008,24976.710570551957,1273.278932125837,37.52485335329869,18.45539524752601,162.34133434265175,62.90006091877731,33848.7576061093,576.8181352731473,5239.714871485804,11895.285390291308,1314.9400489854168,1.4964506085913523,2075.7271570156113,3.909118159852025,1509.9806515523533,43.69031994319344,54212.192571747604,4.047527276409241,66.8024800766306,81.95296952641812,18.08688319194307,22.693263629568712,51.13389212443097,127.07548091217687,19.73629882441804,1.2318556972673347,0.04045749569094256,0.020111623898446288,0.1760256158916167,0.0682493214745557,9.831934835061608,0.36165727173128237,6.137552016541502,14.505932511814274,0.3715371094916946,0.0009615039107654388,1.5182102441242074,0.0032943375512538326,0.5028639718276506,0.011968921275370616,2.773769408957968
std,5907.283145020545,20488.02933394155,30635.29167825849,37558.24374354611,31288.412738631945,52639.42846258513,65146.8462469418,25262.285690341934,1999.8644609537587,126.22947900847501,38.43463551491299,584.20843633045,137.42778436003613,25694.30055998291,1372.1821864337767,6530.533218943009,10604.438544643315,8695.635292069275,75.19437432039928,4127.217012471715,47.77456678681271,3328.8874941000117,939.6203736631167,877853.1594675865,5.942758621532407,21.49966647021949,26.02797304407609,30.51796699297977,36.77333473108647,41.56086946180438,53.635701917875224,20.351585528037482,2.0027352570116923,0.13132513249618788,0.04295832525859124,0.6092099569357383,0.14878069660278423,8.10180744001507,0.7155167015742451,7.743339836391591,13.349508208257868,2.4425704964201294,0.04917962460248746,2.217367756851934,0.04815220115283658,1.1478738056933928,0.25760918339790567,44.91540271234069
log_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3%,0.0,24966.002022499277,39304.170686767065,0.0,0.0,4979.039683451927,35791.55593312864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.100214045341946,31.40742602745646,0.0,0.0,3.699355488842063,27.183755728196232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10%,0.0,40186.34486805729,60338.740116782275,0.0,0.0,12792.135548991884,69022.2366247564,6806.95000007312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.40641250385166,48.15038115271378,0.0,0.0,10.323477030712432,55.357522545601825,5.073020584898087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.9%,0.0,45918.096404428674,69754.05986789643,0.0,0.0,17211.140328500176,87672.6573251823,9328.63647402529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.112009856150394,55.85959620019775,0.0,0.0,14.02429655828468,68.80696761242872,7.134743296106495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,1720.2628060976483,67075.7702541641,103721.3433337411,9132.842886389091,4736.701009281124,52411.582242280194,162450.98947174964,16412.51227784083,610.4124344743905,0.0,0.0,0.0,0.0,44939.33626539224,0.0,2630.844208516037,10341.040748688469,0.0,0.0,528.5576695018672,0.0,0.0,0.0,0.0,1.669339127235558,67.0478850138581,82.56234234262803,7.152050666701205,5.169182052878027,42.36187724998835,128.12355900503326,13.161960604555492,0.5479886410801297,0.0,0.0,0.0,0.0,11.498820812922084,0.0,3.0912773612180784,12.560586750082512,0.0,0.0,0.6088481303975071,0.0,0.0,0.0,0.0
