dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
0,8440.729374277087,82397.35996827621,118612.41333231848,40635.38716722074,90713.75413530928,245953.2939242089,236837.31577344594,41323.53713365989,4339.7420542174605,287.6594738650234,112.78416249926646,1659.5260786843012,706.6388370520672,54845.22996574605,1629.1285996911681,23980.394414328166,29971.915812397438,0.0,0.0,8179.054589897587,0.0,0.0,0.0,0.0,8.60913974700185,78.82915342700407,129.72885320081937,29.811247249149474,163.1404306774156,93.79611215272227,277.195626969028,31.859136175933084,0.8239983635102934,0.2072922902025953,0.12319353183654008,1.7534008134410377,0.5533637336548475,11.197797382816997,0.8563388450697373,21.310771914728083,38.93018605675435,0.0,0.0,5.285284038881276,0.0,0.0,0.0,0.0
1,1796.0760548164924,73241.69911834077,89583.49706797517,10411.270597972933,20870.8406243912,56239.42729512957,148448.677269309,12767.79400133064,0.0,9.968584993645319,24.706937268384117,9.381375638856673,0.0,32463.613222748263,202.28573861575447,8055.8923953744525,10788.857845073817,0.0,0.0,465.4304106467471,0.0,0.0,0.0,0.0,1.4063682174412642,73.6338083369463,84.51609853829042,9.514746277715005,34.71104762273169,28.294462045724153,110.52053192765456,13.84601237918107,0.0,0.008761455650945897,0.09215351495013896,0.05550336799468422,0.0,15.3812651153479,0.15395778255666873,9.347902616349469,12.187303443440177,0.0,0.0,2.1448339087135295,0.0,0.0,0.0,0.0
2,0.0,62942.276708145386,93450.22468557589,0.0,10889.59341369822,21715.629523461037,76473.52586445084,29464.68505143418,0.0,0.0,0.0,237.16580696364912,57.95260064307,43070.47009021294,0.0,0.0,10769.212437357393,0.0,0.0,42.260219435077055,0.0,0.0,0.0,0.0,0.0,77.05765834920241,92.84050390798392,0.0,7.984986863135978,21.533078727373162,67.41689582488998,28.757895010209833,0.0,0.0,0.0,0.04390426173595744,0.040268239923879366,25.614770075534345,0.0,0.0,11.917975239727141,0.0,0.0,0.05454659181787859,0.0,0.0,0.0,0.0
3,0.0,63298.47161674319,92570.33761804822,0.0,0.0,30166.571809823567,133901.40450584906,25517.549093068996,0.0,0.0,0.0,0.0,0.0,60397.7137637023,0.0,596.3962229719676,9556.044926356417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.5597919688398,91.0563812066728,0.0,0.0,21.88278666213506,124.47424828568688,30.766861668902198,0.0,0.0,0.0,0.0,0.0,23.977164814407658,0.0,0.5092380026323099,12.26838179583237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,824.6182618921878,61219.22672711339,88053.0038643077,9381.112849322139,0.0,37509.82505431624,75348.36852905582,15191.503043907594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.9876812719904,0.0,0.0,0.0,0.0,0.6396274515451738,58.16721000531463,64.51523981673199,6.914452953648502,0.0,20.19272697817775,65.67062046090899,9.810770522154714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41477722776120973,0.0,0.0,0.0,0.0
5,10200.035715164075,96485.72806205344,139698.18686941802,35392.725265238536,16200.973576772603,140147.3729351426,211248.44737001773,19111.005478226434,195.84145593219304,0.0,0.0,93.38998211540735,0.0,53245.54748112557,0.0,6488.551052708567,17592.114223561468,0.0,0.0,1666.4701650383797,0.0,0.0,0.0,0.0,11.679580949228201,80.99969827043134,124.08028148407745,24.495372774646793,28.181803212581045,89.38247832319418,188.12715434884794,12.241547222832686,1.4195309577929345,0.0,0.0,0.37874568219293914,0.0,16.574207820371722,0.0,9.620074166154927,31.420984711210167,0.0,0.0,2.635911468302582,0.0,0.0,0.0,0.0
6,2312.9846400237557,58296.87767493258,97351.058805681,17822.947288661333,0.0,47332.02726579803,113074.09848733508,18874.466894203597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3555388827722554,56.886527313421446,82.55719921081287,10.521169128770044,0.0,33.184433511180174,116.5830500178311,17.56075935410377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2402.6984013874735,71808.42357378974,109344.4559786952,20053.31087749615,67772.9349727289,63579.881834720945,177437.38183543645,17513.59585961679,1169.2319066482953,239.5959515498052,126.2446575383212,2281.240999240135,608.6325180654497,52884.81205884752,5001.701755991696,25232.32665734301,27905.926411766795,0.0,0.0,18818.5957339052,0.0,0.0,0.0,0.0,3.631676815574232,99.02494495095918,107.24586942993061,23.19820638391177,85.22223991965046,94.24526869827402,196.10113749050134,10.763849331310807,0.8986248956636744,0.31051682814663895,0.09643354222439228,1.9908703254100097,0.2945658823642648,10.520501073271674,2.4400940084612657,35.03093044603277,32.33569517501634,0.0,0.0,12.409702945394411,0.0,0.0,0.0,0.0
8,6905.6346977318535,84061.71225270005,161949.40481359523,28470.15267515165,8602.183366202398,132074.81818223203,230594.1699919157,53016.442166264635,3822.342246393174,0.0,0.0,74.75130793900644,0.0,44898.32150666864,0.0,2243.7970512081165,19062.427104218394,69820.1037805841,0.0,396.18356657745437,0.0,0.0,0.0,0.0,7.625830788104253,88.71808220768243,99.10742737555643,43.50346516288833,13.367829746978787,98.77839289559988,215.20194900659217,40.69462747759326,3.433064132049376,0.0,0.0,0.08031803974908326,0.0,11.82517787867666,0.0,2.3563378323220383,31.625460876354726,15.362106820415354,0.0,0.5147217397703179,0.0,0.0,0.0,0.0
9,856.6495643947738,59179.74955812584,90401.196708613,0.0,2171.008734701526,40627.9190103244,182184.6485633416,17128.408210614805,0.0,0.0,0.0,71.77977823977548,0.0,40178.09658454645,193.3550484551901,557.0491383515501,9844.091169483227,0.0,0.0,415.0389477952385,0.0,0.0,0.0,0.0,0.703260216803415,59.99677718752198,88.10857162211488,0.0,3.744200922759438,27.164397051841725,126.89200188597883,15.966040455137193,0.0,0.0,0.0,0.17735134720752319,0.0,13.905266215320319,0.166112701130071,0.5595815062468599,11.765091447766945,0.0,0.0,1.0418537224373114,0.0,0.0,0.0,0.0
