cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
0,4423.68,0.0,0.0,0.0,3981.3120000000004,442.36800000000005,0.0,0.0,8294.400000000001,921.6000000000001,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,0.0,322.55,5809.358741805781,69.08194431413814,0.0,0.0,3736.7059399423683,1253.63156780674,60.52588632364363,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2232.098988051857,16.734142497302,0.0,326.8890781908543,0.0,4707.7545752160195,0.0,0.0,517.4528054645451,0.0,0.0,0.0,1.0,1874.0293263143972,0.0,0.0,140.0832,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,18351.884660806118,1424.4343214249275,0.0,254.81305816315685,0.0,1.0,0.0,2.0,1.0,2.0,1.0
1,4423.68,0.0,0.0,0.0,3649.536,700.416,73.72800000000001,0.0,7833.600000000002,1382.4000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6384.513811532234,158.5222807606353,0.0,0.0,4648.055221487177,813.1690913390403,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2694.805286820504,0.0,0.0,311.05858600990297,0.0,3888.663419038323,0.0,0.0,376.9680287973691,0.0,0.0,1.0,0.0,1851.1555260857283,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19675.1721320242,210.09587725438783,0.0,235.41107039787886,0.0,1.0,0.0,2.0,1.0,2.0,1.0
2,4423.68,0.0,0.0,0.0,2654.208,1585.152,184.32000000000002,0.0,5875.200000000002,2880.000000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4650.857219908332,527.1909896522795,0.0,0.0,2499.8554578608523,2239.2536174138413,170.93763958001426,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2498.9181068456573,0.0,0.0,280.8572843474698,0.0,3534.9356212394764,0.0,0.0,507.8414841804571,0.0,0.0,1.0,0.0,1575.3092143937474,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,27450.695047743684,143.27388850096455,0.0,184.0338056676157,0.0,1.0,0.0,2.0,1.0,2.0,1.0
3,4239.360000000001,184.32000000000002,0.0,0.0,1548.288,1105.92,1769.472,0.0,3571.2000000000007,2304.000000000001,3340.8000000000006,0.0,8870.400000000001,345.6,0.0,0.0,6451.0,0.0,0.0,3763.8684078811048,1780.5332504110727,612.1118889678,0.0,2309.7614673752823,1776.5116620230874,664.5615269919954,473.6018313155287,4.0,8.0,0.0,0.0,0.0,1.0,2064.729176068741,0.0,0.0,333.60136534335794,0.0,6425.8103888973355,70.02975813091697,0.0,721.7570214211177,0.0,0.0,0.0,1.0,2419.9741152993656,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,20033.85178083409,172.18157432354056,0.0,197.63454275997321,0.0,1.0,0.0,2.0,1.0,2.0,1.0
4,4423.68,0.0,0.0,0.0,3833.856,589.824,0.0,0.0,8064.000000000002,1152.0000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5426.831320560976,74.57709748704877,0.0,0.0,5470.920451865135,984.1625424662329,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2218.835313178499,0.0,0.0,330.2083898205099,0.0,4755.55255672886,0.0,0.0,752.9246164933098,0.0,0.0,1.0,0.0,1900.9316483304042,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,22462.021823780473,0.0,0.0,227.84636330407065,0.0,1.0,0.0,2.0,1.0,2.0,1.0
5,4386.816000000001,36.864000000000004,0.0,0.0,2875.3920000000003,589.8240000000001,958.464,0.0,5760.000000000002,1843.2000000000005,1612.8000000000004,0.0,8985.600000000002,230.40000000000003,0.0,0.0,6451.0,0.0,0.0,5335.934105826924,1353.1830472048246,367.02085590340926,0.0,2422.0307582630253,1819.1029222764828,914.8558765422171,0.0,8.0,2.0,2.0,0.0,1.0,0.0,2728.0105115461574,0.0,0.0,231.58953566776952,0.0,4090.939275473031,0.0,0.0,372.975968973568,0.0,0.0,1.0,0.0,1704.8665490927674,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17953.873497557008,0.0,0.0,172.0601215668221,0.0,1.0,0.0,2.0,1.0,2.0,1.0
6,4423.68,0.0,0.0,0.0,2875.392,1253.376,294.91200000000003,0.0,5529.600000000001,3225.6000000000004,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,0.0,322.55,5817.308513831055,928.7633255610932,0.0,0.0,3662.7015089733436,2506.1991362861013,158.35092961545823,50.762381708303366,8.0,4.0,0.0,0.0,1.0,0.0,1620.739836423912,0.0,0.0,256.8149968956494,0.0,5779.241077305246,0.0,0.0,345.8357977241107,61.642034330972685,0.0,0.0,1.0,1942.4274109770745,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,13564.888253329895,212.7610515989984,0.0,177.055076059854,0.0,1.0,0.0,2.0,1.0,2.0,1.0
7,4423.68,0.0,0.0,0.0,3465.2160000000003,884.7360000000001,73.72800000000001,0.0,7142.4000000000015,1843.2000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6419.852902957809,292.70226287067413,0.0,0.0,4031.5207823832384,1142.808125129409,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2205.2430980833406,0.0,0.0,299.1389401666446,0.0,5284.70934410641,0.0,0.0,385.3798378480249,0.0,0.0,1.0,0.0,1799.3601225871005,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,20033.197366271314,0.0,0.0,288.09852688107264,0.0,1.0,0.0,2.0,1.0,2.0,1.0
8,4423.68,0.0,0.0,0.0,2359.2960000000003,1990.656,73.72800000000001,0.0,4838.400000000001,4147.200000000001,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,6112.978840945867,527.9147546878137,0.0,0.0,2160.285463473324,2943.6788063193862,101.48882285526803,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2043.5779618860802,0.0,0.0,620.0416680006074,0.0,4797.283810256007,0.0,0.0,517.6056044324694,0.0,0.0,1.0,0.0,1870.5375495053577,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,20055.028565741544,462.06120481580245,0.0,189.06452568726095,0.0,1.0,0.0,2.0,1.0,2.0,1.0
9,4423.68,0.0,0.0,0.0,3465.2160000000003,884.7360000000001,73.72800000000001,0.0,7142.4000000000015,1958.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5578.896681267403,125.57101741566609,0.0,0.0,3784.8395446092286,1741.6698126790225,92.79053809321523,92.79053809321523,12.0,0.0,0.0,0.0,1.0,0.0,1858.3738132280948,0.0,0.0,221.85773879904204,0.0,4088.2745577154474,0.0,0.0,577.7476599355385,0.0,0.0,1.0,0.0,2277.3798103296344,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17181.637216130344,0.0,0.0,163.98501890395596,0.0,1.0,0.0,2.0,1.0,2.0,1.0
10,4423.68,0.0,0.0,0.0,2838.5280000000002,1290.24,294.91200000000003,0.0,5529.600000000001,2995.2000000000007,691.2000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7471.746033071792,345.65526100626533,0.0,0.0,4320.329881617046,3679.5222616201327,0.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2062.023629838952,0.0,0.0,255.23282110723906,0.0,4684.283414865407,0.0,0.0,512.0061930430204,0.0,0.0,1.0,0.0,2182.0687442278745,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,26059.752943225452,0.0,0.0,192.5558226471217,0.0,1.0,0.0,2.0,1.0,2.0,1.0
11,4423.68,0.0,0.0,0.0,4018.1760000000004,405.504,0.0,0.0,7948.800000000002,1267.2000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5607.876078815714,0.0,0.0,0.0,4353.116568480982,872.2251536059578,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1345.0506408682754,0.0,0.0,340.4572448547509,0.0,3332.5489893819454,0.0,0.0,434.86119995532664,0.0,0.0,1.0,0.0,2410.062617630082,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19744.776861875336,0.0,0.0,188.51486685072788,0.0,1.0,0.0,2.0,1.0,2.0,1.0
12,4423.68,0.0,0.0,0.0,3465.2160000000003,958.464,0.0,0.0,6796.800000000002,2073.6000000000004,345.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5740.667206848359,285.99321538369963,0.0,0.0,4087.697027926376,3551.062990581357,311.7583357241514,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1448.365779303065,0.0,0.0,283.03110841586437,0.0,4681.959920577538,0.0,0.0,788.5596864816769,0.0,0.0,0.0,1.0,2013.4847575282697,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,19776.876566205225,0.0,0.0,259.79108514657497,0.0,1.0,0.0,2.0,1.0,2.0,1.0
13,4423.68,0.0,0.0,0.0,3465.2160000000003,958.464,0.0,0.0,7718.4000000000015,1497.6000000000004,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5655.537665021197,0.0,0.0,0.0,3965.39855385177,1497.188142288774,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2101.84014259727,0.0,0.0,240.65894580932772,0.0,4503.740306274454,0.0,0.0,520.9262629497066,0.0,0.0,1.0,0.0,1737.489132801517,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19345.082176062555,0.0,0.0,195.91637949326713,0.0,1.0,0.0,2.0,1.0,2.0,1.0
14,4423.68,0.0,0.0,0.0,3465.2160000000003,921.6,36.864000000000004,0.0,7603.200000000002,1612.8000000000004,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6320.187199181229,77.68012729281297,0.0,0.0,4281.290202785351,1826.900518502027,48.04352942785367,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2104.8337771365254,0.0,0.0,457.195210426884,0.0,3694.256407447508,0.0,0.0,480.0728197192863,0.0,0.0,1.0,0.0,2117.5489292095813,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,19492.0020103075,0.0,0.0,267.2406637746873,0.0,1.0,0.0,2.0,1.0,2.0,1.0
15,4349.952,73.72800000000001,0.0,0.0,1806.3360000000002,1253.376,1363.968,0.0,3801.600000000001,2419.2000000000007,2995.200000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,4403.240557484617,1020.825817384782,172.49064752294717,0.0,2136.238660938387,2642.259691383197,1145.2080374203151,379.1204207771972,4.0,6.0,2.0,0.0,0.0,1.0,2168.6442854753395,0.0,0.0,267.1859107475824,0.0,7665.214035814658,0.0,0.0,549.7667883233721,0.0,0.0,1.0,0.0,1599.6310011762844,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17373.245697250943,0.0,0.0,248.81772845161046,0.0,1.0,0.0,2.0,1.0,2.0,1.0
16,4423.68,0.0,0.0,0.0,3280.896,958.464,184.32,0.0,7142.4000000000015,2073.6000000000004,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6828.429336532633,97.94791045710896,0.0,0.0,3279.6997133414775,1693.011857629904,128.51126503215266,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1352.0239267708007,0.0,0.0,397.9045144541943,0.0,3589.3476216511344,0.0,0.0,691.2423593105915,0.0,0.0,1.0,0.0,2142.9751374760463,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18806.02758909203,238.54326982248858,0.0,183.04383830860797,0.0,1.0,0.0,2.0,1.0,2.0,1.0
17,4423.68,0.0,0.0,0.0,2838.5280000000002,1400.832,184.32,0.0,5875.200000000001,2419.2000000000007,921.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5973.622446965366,721.9719833075661,0.0,0.0,3213.163317717383,3078.26728265179,101.53446402209345,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1888.7237931871791,0.0,0.0,306.24261316402897,0.0,3613.9683438891966,0.0,0.0,650.0885560861989,0.0,0.0,1.0,0.0,2429.3695309612003,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,19865.21439361489,0.0,0.0,170.77094240171283,0.0,1.0,0.0,2.0,1.0,2.0,1.0
18,4423.68,0.0,0.0,0.0,3207.168,1069.056,147.45600000000002,0.0,6681.600000000001,2073.6000000000004,460.8000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5359.328842735451,674.9324296655906,85.42468350320868,0.0,4607.809033774558,3045.29516921944,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1865.2951013702443,0.0,0.0,320.3619427097982,0.0,4069.299829024352,0.0,0.0,376.0907542413345,0.0,0.0,1.0,0.0,2003.4569702372821,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,15585.760041839992,506.0064192344495,0.0,247.8922568903324,0.0,1.0,0.0,2.0,1.0,2.0,1.0
19,4423.68,0.0,0.0,0.0,3833.856,589.8240000000001,0.0,0.0,8064.000000000002,1036.8000000000002,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,6413.034191039709,81.50099109836292,0.0,0.0,4408.587282901566,1072.4990814008643,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2053.2384399075654,13.885807987273822,0.0,173.54318542023515,91.74455051457751,4003.024875246991,43.10577523868817,0.0,468.20024062178084,0.0,0.0,0.0,1.0,1774.931983241956,0.0,0.0,143.7696,3.6864,8.0,8.0,2.0,0.0,0.0,1.0,17743.08768238072,1009.585570069368,0.0,210.63379826626445,0.0,1.0,0.0,2.0,1.0,2.0,1.0
20,4423.68,0.0,0.0,0.0,4018.1760000000004,368.64,36.864000000000004,0.0,8064.000000000002,1152.0000000000002,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5845.599306807822,461.606329557688,0.0,0.0,3783.9980061627734,657.4328266487632,68.40610714358196,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2590.321114610743,0.0,0.0,372.9464548575326,0.0,4223.785855215727,0.0,0.0,536.7952377748886,0.0,0.0,1.0,0.0,1868.6588303922447,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24005.38698574398,469.61251139518134,0.0,187.90894539182813,0.0,1.0,0.0,2.0,1.0,2.0,1.0
21,4423.68,0.0,0.0,0.0,3538.9440000000004,847.8720000000001,36.864000000000004,0.0,7142.4000000000015,1958.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6137.0030833520295,231.75800883863798,0.0,0.0,4509.0415843623705,1599.0429430052654,45.59256740051997,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2283.7321236936077,0.0,0.0,274.85071709819965,0.0,4409.166251196897,0.0,0.0,718.2945246962073,0.0,0.0,0.0,1.0,1898.102277817095,242.9843096095716,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22268.42082512532,374.12021795122115,0.0,350.02973792090484,0.0,1.0,0.0,2.0,1.0,2.0,1.0
22,4423.68,0.0,0.0,0.0,3022.848,1400.8319999999999,0.0,0.0,6105.600000000001,3110.400000000001,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5031.210616042403,709.573257018266,0.0,0.0,3482.181154636891,3831.942873743545,140.6084738702885,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2459.03644755494,0.0,0.0,328.4010100884185,0.0,4494.613489343524,0.0,0.0,654.7901608294982,0.0,0.0,1.0,0.0,1711.5101100287743,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19861.070491339022,0.0,0.0,229.27954344952877,0.0,1.0,0.0,2.0,1.0,2.0,1.0
23,4423.68,0.0,0.0,0.0,3022.848,1400.832,0.0,0.0,5644.800000000002,3456.000000000001,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,7321.153963139121,280.0459111600765,0.0,0.0,2720.2865992874317,2579.8105181644587,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1673.0268392848745,0.0,0.0,261.20944441800924,0.0,4509.1783777136625,0.0,0.0,445.7168291419232,0.0,0.0,1.0,0.0,1962.3412558498994,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,20099.514737589827,0.0,0.0,152.85610476059023,0.0,1.0,0.0,2.0,1.0,2.0,1.0
24,4423.68,0.0,0.0,0.0,3391.4880000000003,774.144,258.048,0.0,6796.800000000001,1958.4000000000005,460.8000000000001,0.0,9100.800000000001,115.20000000000002,0.0,0.0,6451.0,0.0,0.0,4440.814306002403,350.2278978857028,0.0,0.0,4012.4889240600914,1289.1597419019854,197.9254022911027,98.96270114555135,12.0,0.0,0.0,0.0,1.0,0.0,1837.3543979564793,0.0,0.0,297.46357542251945,0.0,3112.034956396129,0.0,0.0,589.7681257963002,0.0,0.0,1.0,0.0,2079.058071537685,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,21372.154332538903,0.0,0.0,302.5196753985986,0.0,1.0,0.0,2.0,1.0,2.0,1.0
25,4423.68,0.0,0.0,0.0,3207.168,1105.92,110.592,0.0,7372.800000000002,1612.8000000000004,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,6562.079549227436,0.0,0.0,0.0,3373.5633129629546,3207.081123466255,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,3154.2384251893723,30.358444980580785,0.0,211.6022355076558,0.0,3327.2735154008055,0.0,0.0,534.1670118601835,0.0,0.0,0.0,1.0,1776.4815634488937,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,19527.03508650948,585.5754613881473,306.1373132812939,161.92009523242172,0.0,1.0,0.0,2.0,1.0,2.0,1.0
26,4423.68,0.0,0.0,0.0,2285.568,1585.152,552.96,0.0,4147.200000000001,3571.2000000000007,1497.6000000000004,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4992.632159235175,818.2613566930956,34.291865291791765,0.0,2477.1415838064386,3317.246128149136,130.70986965604004,0.0,6.0,4.0,2.0,0.0,1.0,0.0,1839.294963550869,0.0,0.0,277.6928852883165,0.0,4710.049095012575,0.0,0.0,532.7388072469386,138.91997544068482,0.0,1.0,0.0,1534.272318207035,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19139.87121696087,88.26864730472374,0.0,218.02216051023328,0.0,1.0,0.0,2.0,1.0,2.0,1.0
27,4423.68,0.0,0.0,0.0,1916.928,1548.288,958.464,0.0,3916.800000000001,3225.600000000001,2073.600000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,3879.773655650134,1235.340965534875,0.0,0.0,2087.247352804878,3365.808167603491,452.1458009495434,268.85161550679857,10.0,2.0,0.0,0.0,1.0,0.0,2635.890740872231,0.0,0.0,286.91268956063146,0.0,5768.727468274752,0.0,0.0,630.9802293843939,0.0,0.0,1.0,0.0,1685.7604276284198,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,26416.04490132758,0.0,0.0,256.30032052368637,0.0,1.0,0.0,2.0,1.0,2.0,1.0
28,4423.68,0.0,0.0,0.0,3575.808,811.008,36.864000000000004,0.0,6566.4000000000015,2419.2000000000003,230.40000000000006,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5701.868677603818,95.95216163809394,0.0,0.0,3929.964987974222,2303.9775977199815,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2841.4773223620414,0.0,0.0,199.42562509183938,0.0,4420.1434671911375,60.705416208499926,0.0,453.21693799304035,0.0,0.0,1.0,0.0,2010.696013472076,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,27200.03616450458,0.0,0.0,214.17106701478264,0.0,1.0,0.0,2.0,1.0,2.0,1.0
29,4423.68,0.0,0.0,0.0,2396.16,1363.968,663.552,0.0,4262.4000000000015,4032.000000000001,921.6000000000001,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5072.705778569311,736.5743784889283,0.0,0.0,2648.949538725621,3338.896990012993,464.832155886078,135.814788236383,10.0,2.0,0.0,0.0,1.0,0.0,1819.4982065455013,0.0,0.0,286.93325448254564,0.0,5129.716492022103,0.0,0.0,649.6655991330473,0.0,0.0,1.0,0.0,1850.3046589512855,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,12912.824946751047,0.0,0.0,317.72832248649837,0.0,1.0,0.0,2.0,1.0,2.0,1.0
30,4423.68,0.0,0.0,0.0,3686.4,626.688,110.592,0.0,7488.000000000002,1728.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,5556.144050859578,174.52549790618934,0.0,0.0,4494.037224724419,2325.9253792628747,0.0,136.50048000479057,12.0,0.0,0.0,0.0,1.0,0.0,1810.9742507448075,0.0,0.0,290.094132824633,0.0,2851.105667007931,0.0,0.0,463.82601287048254,0.0,0.0,1.0,0.0,1940.5144827261395,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,14710.273223493643,0.0,0.0,252.04983002320455,0.0,1.0,0.0,2.0,1.0,2.0,1.0
31,4423.68,0.0,0.0,0.0,1953.7920000000001,1732.6080000000002,737.28,0.0,4032.000000000001,4032.000000000001,1152.0000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6562.11765876114,1288.2965499640095,0.0,0.0,1242.6175441283476,4386.609909912253,319.3101208049982,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2124.3036284740474,33.65916873492449,0.0,388.017683501163,0.0,5090.504954268549,0.0,0.0,552.9937803845343,0.0,0.0,1.0,0.0,1693.8459578472741,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,0.0,1.0,18269.426360269434,677.960947745928,0.0,217.42977645462605,0.0,1.0,0.0,2.0,1.0,2.0,1.0
32,4423.68,0.0,0.0,0.0,3723.264,663.552,36.864000000000004,0.0,8294.400000000001,921.6000000000003,0.0,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6043.795376702825,0.0,0.0,0.0,4515.066747672196,1272.9829892904097,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2029.8257017538772,0.0,0.0,325.57289763806364,0.0,4634.74004836226,0.0,0.0,502.5629861755679,0.0,0.0,0.0,1.0,2647.795536910468,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,14590.398993697305,120.24809329862119,0.0,185.09245252945897,0.0,0.0,1.0,2.0,1.0,2.0,1.0
33,4423.68,0.0,0.0,0.0,3022.848,1363.968,36.864000000000004,0.0,5875.200000000002,3225.600000000001,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6128.450000000001,322.55,0.0,6649.037058214841,253.8017117210248,0.0,0.0,2921.436579284532,2346.938977559204,35.31752764969645,58.477021556838345,8.0,4.0,0.0,0.0,1.0,0.0,2510.0104913385053,0.0,0.0,506.85499892645504,0.0,3523.4682514172755,0.0,0.0,614.5394940261104,0.0,0.0,1.0,0.0,2142.632312273149,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24295.192720735646,0.0,0.0,289.0643461863191,0.0,1.0,0.0,2.0,1.0,2.0,1.0
34,4423.68,0.0,0.0,0.0,1880.064,1179.6480000000001,1363.968,0.0,4032.000000000001,2188.8000000000006,2995.2000000000007,0.0,8985.600000000002,230.40000000000003,0.0,0.0,5805.9,645.1,0.0,3828.434305580896,2217.741792021736,49.77817944382867,0.0,2385.9535037278,3018.006760861642,802.3130270460165,275.3292527011923,4.0,6.0,2.0,0.0,0.0,1.0,2705.8798440307237,116.87658163425212,0.0,230.6846288897225,0.0,4294.426162887299,66.59456401121193,0.0,303.0040392578108,0.0,0.0,0.0,1.0,1907.0284795837663,0.0,0.0,136.39679999999998,11.0592,12.0,4.0,2.0,0.0,0.0,1.0,19133.24495180887,2810.15154276012,0.0,223.31085511365868,0.0,1.0,0.0,2.0,1.0,2.0,1.0
35,4423.68,0.0,0.0,0.0,2617.344,1400.8319999999999,405.504,0.0,5299.200000000001,2764.8000000000006,1152.0000000000002,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,4147.098255537573,2299.2458747743513,0.0,0.0,3728.5963987794858,2201.9663830878126,242.93918332720995,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2585.484337266292,0.0,0.0,287.8335350323817,0.0,3653.3420578535342,0.0,0.0,684.1825220695293,0.0,0.0,1.0,0.0,1667.0799671983862,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24469.023810161983,0.0,0.0,329.00462133405694,0.0,1.0,0.0,2.0,1.0,2.0,1.0
36,4423.68,0.0,0.0,0.0,2764.8,1585.152,73.72800000000001,0.0,5990.4000000000015,3110.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,0.0,6451.0,0.0,0.0,6293.567173115332,235.79182983978689,0.0,0.0,3492.7246633557447,3038.506926489876,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,2793.110787733226,0.0,0.0,251.25070423227265,0.0,4143.749320707769,0.0,0.0,550.2945547258665,0.0,0.0,1.0,0.0,1983.2099918109448,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22220.280794200513,0.0,0.0,387.90682965808446,0.0,1.0,0.0,2.0,1.0,2.0,1.0
