BuildingID,Layout Type,SiteID,Latitude,Longitude,Site Class,Risk Category,R,Cd,Ie,Allowable Drift,Design Year,Ss(g),S1(g),wallMaterial,seismicWeight
MFD6B,s4_96x48,1,33.9721,-118.42177,D,,,,,0.02,2020,1.855,0.654,Stucco_GWB,Normal
