1,1,1,4.49817e-06
1,1,2,2.31094e-05
1,1,3,6.25575e-06
1,1,4,1.70702e-07
1,1,5,8.87624e-06
1,1,6,0.000114224
1,1,7,5.45616e-06
1,1,8,3.71724e-06
1,1,9,1.87718e-07
1,1,10,7.52767e-05
1,1,11,4.15601e-06
1,1,12,0.000150362
1,1,13,5.28117e-06
1,1,14,5.65894e-06
1,1,15,4.51597e-06
1,1,16,4.49447e-06
1,1,17,5.47541e-06
1,1,18,5.85792e-06
1,1,19,5.39703e-06
1,1,20,1.05268e-06
1,1,21,5.06331e-06
1,1,22,1.11008e-08
1,1,23,2.37809e-11
1,1,24,4.38758e-07
1,1,25,1.89048e-07
1,1,26,1.53666e-06
1,1,27,4.02846e-06
1,1,28,5.10124e-08
1,1,29,1.58202e-08
1,1,30,5.37072e-06
1,2,1,1.70338e-05
1,2,2,1.86751e-05
1,2,3,5.44943e-06
1,2,4,3.4311e-06
1,2,5,2.75059e-05
1,2,6,0.000109138
1,2,7,7.00633e-07
1,2,8,1.33821e-06
1,2,9,3.54714e-06
1,2,10,0.000262075
1,2,11,2.70592e-07
1,2,12,4.91177e-05
1,2,13,3.76523e-06
1,2,14,4.29857e-06
1,2,15,5.09453e-06
1,2,16,4.49607e-06
1,2,17,3.78433e-06
1,2,18,1.52121e-06
1,2,19,3.45321e-07
1,2,20,2.83348e-06
1,2,21,4.04823e-06
1,2,22,9.17032e-09
1,2,23,3.15112e-11
1,2,24,1.50548e-06
1,2,25,3.5559e-06
1,2,26,1.47492e-06
1,2,27,2.49557e-07
1,2,28,1.15127e-07
1,2,29,6.067e-08
1,2,30,3.76601e-06
2,1,1,0.000204844
2,1,2,3.36584e-05
2,1,3,5.31318e-06
2,1,4,5.52906e-06
2,1,5,5.28281e-06
2,1,6,9.12748e-06
2,1,7,1.39249e-05
2,1,8,0.000998079
2,1,9,5.57713e-06
2,1,10,1.12778e-05
2,1,11,5.36963e-06
2,1,12,5.21381e-06
2,1,13,4.32597e-06
2,1,14,3.66369e-06
2,1,15,1.58849e-05
2,1,16,5.65285e-06
2,1,17,2.86906e-06
2,1,18,6.86045e-05
2,1,19,5.76512e-05
2,1,20,1.51013e-06
2,1,21,4.47854e-05
2,1,22,4.15769e-06
2,1,23,1.30743e-05
2,1,24,1.88698e-07
2,1,25,1.55005e-05
2,1,26,2.35641e-05
2,1,27,5.59907e-06
2,1,28,1.83061e-06
2,1,29,2.02243e-07
2,1,30,2.52637e-06
2,2,1,0.000269394
2,2,2,7.63457e-05
2,2,3,9.34946e-07
2,2,4,4.03282e-07
2,2,5,2.53746e-06
2,2,6,2.15105e-05
2,2,7,1.06027e-05
2,2,8,0.00033376
2,2,9,4.91003e-06
2,2,10,3.37504e-05
2,2,11,4.93213e-07
2,2,12,3.64382e-06
2,2,13,1.51859e-06
2,2,14,4.86106e-06
2,2,15,4.34063e-05
2,2,16,2.3603e-06
2,2,17,2.27253e-06
2,2,18,0.000247859
2,2,19,1.1202e-05
2,2,20,7.83575e-06
2,2,21,9.49704e-05
2,2,22,2.70397e-07
2,2,23,2.15001e-05
2,2,24,3.55594e-06
2,2,25,0.000173446
2,2,26,7.14247e-05
2,2,27,1.6264e-05
2,2,28,6.16368e-06
2,2,29,3.68101e-06
2,2,30,1.30864e-06
3,1,1,4.19312e-05
3,1,2,9.19777e-05
3,1,3,2.94298e-06
3,1,4,4.53547e-06
3,1,5,0.000112877
3,1,6,0.000184119
3,1,7,0.000348145
3,1,8,3.59348e-06
3,1,9,3.6405e-07
3,1,10,5.57336e-06
3,1,11,9.41431e-08
3,1,12,5.30328e-06
3,1,13,9.67523e-06
3,1,14,6.33568e-06
3,1,15,1.33568e-05
3,1,16,2.65024e-05
3,1,17,2.98779e-06
3,1,18,3.99139e-05
3,1,19,0.000503141
3,1,20,5.28347e-06
3,1,21,8.59855e-06
3,1,22,5.48817e-06
3,1,23,4.42353e-05
3,1,24,3.53555e-05
3,1,25,1.86244e-08
3,1,26,7.74243e-06
3,1,27,9.75158e-06
3,1,28,0.00036182
3,1,29,9.25172e-06
3,1,30,8.06369e-05
3,2,1,6.88538e-05
3,2,2,0.000124551
3,2,3,3.60725e-06
3,2,4,1.55847e-05
3,2,5,0.000348924
3,2,6,6.91811e-05
3,2,7,0.000233626
3,2,8,1.22925e-05
3,2,9,4.35607e-06
3,2,10,3.54749e-06
3,2,11,1.77512e-06
3,2,12,2.22175e-07
3,2,13,4.16478e-05
3,2,14,2.51684e-05
3,2,15,3.18434e-05
3,2,16,8.38681e-05
3,2,17,9.26623e-06
3,2,18,7.79556e-05
3,2,19,0.000826543
3,2,20,3.75305e-06
3,2,21,3.22914e-05
3,2,22,3.80441e-06
3,2,23,9.656e-05
3,2,24,0.000161917
3,2,25,2.50884e-07
3,2,26,2.34583e-05
3,2,27,4.40245e-05
3,2,28,0.000536751
3,2,29,1.44949e-05
3,2,30,6.31968e-05
4,1,1,4.5753e-05
4,1,2,3.12486e-05
4,1,3,3.40346e-06
4,1,4,2.90007e-05
4,1,5,0.000105693
4,1,6,1.3794e-05
4,1,7,3.73181e-07
4,1,8,0.000385943
4,1,9,1.01766e-05
4,1,10,4.1404e-05
4,1,11,0.000174637
4,1,12,0.000405807
4,1,13,4.28538e-06
4,1,14,2.27632e-05
4,1,15,2.4977e-05
