1,1,1,0.000234136
1,1,2,0.000441537
1,1,3,0.000251219
1,1,4,0.000147077
1,1,5,0.000198908
1,1,6,0.000676485
1,1,7,4.44369e-05
1,1,8,0.000116476
1,1,9,0.000129145
1,1,10,0.000623381
1,1,11,0.000178281
1,1,12,0.000733375
1,1,13,6.11493e-05
1,1,14,0.000204048
1,1,15,0.000122048
1,1,16,0.000200328
1,1,17,9.05541e-05
1,1,18,0.000358728
1,1,19,0.000155794
1,1,20,8.017e-05
1,1,21,0.000100425
1,1,22,0.000122233
1,1,23,7.50236e-05
1,1,24,0.000102906
1,1,25,0.000247158
1,1,26,0.000218047
1,1,27,4.93409e-05
1,1,28,0.000168172
1,1,29,8.29323e-05
1,1,30,8.32898e-05
1,2,1,0.00064835
1,2,2,0.000452229
1,2,3,0.000386437
1,2,4,0.000225307
1,2,5,0.000251137
1,2,6,0.000669025
1,2,7,0.000101788
1,2,8,0.000156223
1,2,9,0.000186443
1,2,10,0.00102526
1,2,11,0.000288536
1,2,12,0.000456616
1,2,13,0.000101633
1,2,14,0.000375722
1,2,15,0.000152173
1,2,16,0.000320556
1,2,17,0.000148073
1,2,18,0.000402856
1,2,19,0.000225706
1,2,20,0.000133768
1,2,21,0.000201224
1,2,22,0.000129004
1,2,23,0.00012898
1,2,24,0.000153602
1,2,25,0.000341925
1,2,26,0.000347749
1,2,27,8.1749e-05
1,2,28,0.000338288
1,2,29,0.000132621
1,2,30,0.00011581
2,1,1,0.000862976
2,1,2,0.000453566
2,1,3,0.000193686
2,1,4,0.000169645
2,1,5,0.000267639
2,1,6,0.00035928
2,1,7,0.000417356
2,1,8,0.0023238
2,1,9,0.000389123
2,1,10,0.000376022
2,1,11,0.000289147
2,1,12,0.000158094
2,1,13,0.000165568
2,1,14,0.000168726
2,1,15,0.000298329
2,1,16,0.000305515
2,1,17,0.000288895
2,1,18,0.000481088
2,1,19,0.000624086
2,1,20,0.000297633
2,1,21,0.000403577
2,1,22,0.000117818
2,1,23,0.000397797
2,1,24,7.33636e-05
2,1,25,0.00026864
2,1,26,0.000311422
2,1,27,0.000324647
2,1,28,0.000299759
2,1,29,0.000202119
2,1,30,0.00016642
2,2,1,0.00100236
2,2,2,0.00061217
2,2,3,0.000378215
2,2,4,0.000229315
2,2,5,0.000303374
2,2,6,0.000428605
2,2,7,0.000318404
2,2,8,0.00140124
2,2,9,0.000274754
