1,1,1,0.07386257,0.12421480331262941
1,1,2,0.08819763,0.3026138716356108
1,1,3,0.0705243,0.1917663043478261
1,1,4,0.04136248,0.0969774844720497
1,1,5,0.05007928,0.1304065734989648
1,1,6,0.1290961,0.3945652173913044
1,1,7,0.02559629,0.030789596273291926
1,1,8,0.0799726,0.09044746376811595
1,1,9,0.05391903,0.10160144927536233
1,1,10,0.13139287,0.3921687370600414
1,1,11,0.06773069,0.14074094202898552
1,1,12,0.1633201,0.41649068322981364
1,1,13,0.02258973,0.04471868530020704
1,1,14,0.04697103,0.1433944099378882
1,1,15,0.04723313,0.09081625258799172
1,1,16,0.07611988,0.15439182194616977
1,1,17,0.02748538,0.059591356107660455
1,1,18,0.06889703,0.26243271221532094
1,1,19,0.06485969,0.11291433747412008
1,1,20,0.0484749,0.060911231884057976
1,1,21,0.04534355,0.07487241200828158
1,1,22,0.06250834,0.09690864389233955
1,1,23,0.03892338,0.05435895445134576
1,1,24,0.03202605,0.06927458592132506
1,1,25,0.06403926,0.18838121118012421
1,1,26,0.04411795,0.15412034161490684
1,1,27,0.02110359,0.031928830227743274
1,1,28,0.0609535,0.10630667701863356
1,1,29,0.04207472,0.06054658385093168
1,1,30,0.04762842,0.062355072463768126
1,2,1,0.07386257,0.2535548654244307
1,2,2,0.08819763,0.21796583850931678
1,2,3,0.0705243,0.19208410973084888
1,2,4,0.04136248,0.09518737060041409
1,2,5,0.05007928,0.12703907867494824
1,2,6,0.1290961,0.28812111801242235
1,2,7,0.02559629,0.051852225672877846
1,2,8,0.0799726,0.07627536231884058
1,2,9,0.05391903,0.09460300207039338
1,2,10,0.13139287,0.348574016563147
1,2,11,0.06773069,0.14626242236024845
1,2,12,0.1633201,0.22777562111801244
1,2,13,0.02258973,0.04946532091097308
1,2,14,0.04697103,0.18247670807453417
1,2,15,0.04723313,0.07174663561076605
1,2,16,0.07611988,0.14856030020703934
1,2,17,0.02748538,0.06649249482401656
1,2,18,0.06889703,0.17819979296066252
1,2,19,0.06485969,0.1051783126293996
1,2,20,0.0484749,0.06566097308488614
1,2,21,0.04534355,0.10077820910973086
1,2,22,0.06250834,0.06256651138716356
1,2,23,0.03892338,0.06432841614906833
1,2,24,0.03202605,0.07298136645962733
1,2,25,0.06403926,0.16561257763975157
1,2,26,0.04411795,0.1432474120082816
1,2,27,0.02110359,0.04216589026915114
1,2,28,0.0609535,0.15711257763975156
1,2,29,0.04207472,0.0643623188405797
1,2,30,0.04762842,0.0540564182194617
2,1,1,0.1077694,0.447360248447205
2,1,2,0.071199,0.3236645962732919
2,1,3,0.1288582,0.13190217391304349
2,1,4,0.0370841,0.11862034161490684
2,1,5,0.07829742,0.19636206004140788
2,1,6,0.09937581,0.24198757763975157
2,1,7,0.03927181,0.3053390269151139
2,1,8,0.06418611,0.9823550724637682
2,1,9,0.05668938,0.2908566252587992
2,1,10,0.14652965,0.27983954451345755
2,1,11,0.07259265,0.22116718426501036
2,1,12,0.1025161,0.11307996894409938
2,1,13,0.02248679,0.11628493788819876
2,1,14,0.05374747,0.1314404761904762
2,1,15,0.0431932,0.20231211180124226
2,1,16,0.04850638,0.22231677018633542
2,1,17,0.03107085,0.20176604554865427
2,1,18,0.07059173,0.2980719461697723
2,1,19,0.03531176,0.3793245341614907
2,1,20,0.04252572,0.21931262939958596
2,1,21,0.05595226,0.29727743271221535
2,1,22,0.05315092,0.08953183229813666
2,1,23,0.03831416,0.25445522774327123
2,1,24,0.0313792,0.05763328157349897
2,1,25,0.05511046,0.16427122153209112
2,1,26,0.06224926,0.2019888716356108
2,1,27,0.02932138,0.23879761904761906
2,1,28,0.0552832,0.23917908902691515
2,1,29,0.05029476,0.159245082815735
2,1,30,0.0269673,0.11940734989648034
2,2,1,0.1077694,0.39884834368530026
2,2,2,0.071199,0.2414593685300207
2,2,3,0.1288582,0.17269202898550726
2,2,4,0.0370841,0.10980434782608697
2,2,5,0.07829742,0.1585781573498965
2,2,6,0.09937581,0.19315062111801243
2,2,7,0.03927181,0.172643115942029
2,2,8,0.06418611,0.35525362318840586
2,2,9,0.05668938,0.12979994824016564
2,2,10,0.14652965,0.22630253623188407
2,2,11,0.07259265,0.13097101449275364
2,2,12,0.1025161,0.1126850414078675
2,2,13,0.02248679,0.1297370600414079
2,2,14,0.05374747,0.12477924430641822
2,2,15,0.0431932,0.19690683229813666
2,2,16,0.04850638,0.20576811594202898
2,2,17,0.03107085,0.16546143892339546
2,2,18,0.07059173,0.3630926501035197
2,2,19,0.03531176,0.3111568322981367
2,2,20,0.04252572,0.17779710144927538
2,2,21,0.05595226,0.2882867494824017
2,2,22,0.05315092,0.09100646997929608
2,2,23,0.03831416,0.18897644927536233
2,2,24,0.0313792,0.07704166666666666
2,2,25,0.05511046,0.33584109730848866
2,2,26,0.06224926,0.27248447204968945
2,2,27,0.02932138,0.1531128364389234
2,2,28,0.0552832,0.12970160455486543
2,2,29,0.05029476,0.09341356107660456
2,2,30,0.0269673,0.1660753105590062
3,1,1,0.1549221,0.3360119047619048
