cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,2813.1950592,727.8944256,205.43569920000002,677.154816,456.55326720000005,680.6421504000001,2382.2327808,904.2518016,947.1283200000003,1425.4617600000004,4959.498240000001,1883.9116800000004,5863.51872,1515.4099200000003,424.9728,1412.0985600000001,2729.16006,915.20337,2806.63657,1520.370119568152,1351.047606165505,1663.7828740869284,1454.9729202836354,519.9573564269032,1640.823838703558,3064.4837145115243,764.9977664551187,1.2036,5.3068,2.2168,3.2728,0.0098,0.9902,1557.8471375932263,450.69373902851606,107.90440906151053,144.79277507594875,154.7312325639,3126.6732755076478,895.2858480699539,211.0972010355534,286.1285397113006,154.9633792949857,157.91976323392402,0.057,0.943,968.1668364799248,509.49564429512,518.9899028909686,71.22972671999999,76.22627328,4.7144,11.2856,1.1368,0.5792,0.284,0.9374,0.0626,10224.746449695553,6910.623881040761,4029.9876363948265,223.03702364843372,7.817018989309432,8.751687040722627,0.3302,0.6698,1.722,0.278,1.0,1.2292,0.7708,0.3092,0.6908
std,507.30011754368246,313.41909764322844,200.565300363608,330.1575759900713,257.80276510313615,176.08199901318216,344.13466385201485,391.6298322240396,550.3939512987974,406.33706517103366,731.1002051011081,818.3141823699449,1064.8755958704744,675.0087498099989,424.97716877375404,690.5903852371266,2278.3556960067276,749.707907961891,2299.1820153944136,614.814913198319,535.7534627561913,643.8953914626574,726.247872798545,348.4084332876082,542.3720973486861,741.6667020704198,293.76411513991945,1.5312138855145738,2.251330152929929,1.850860042407128,1.7333727458960588,0.09851853216647131,0.09851853216647131,637.0804106183556,402.1401077706703,227.5556591641566,115.60927358927628,115.91372118831308,1283.6358148863283,800.5179288608612,444.78620267557517,228.27760436325983,157.07343520191307,195.07893945593892,0.23186580677294805,0.23186580677294813,684.9234202431721,393.8691122680365,572.7372786047067,44.154419119686736,44.154419119686736,4.309866312256786,4.309866312256786,0.9906977623933961,0.9072441669119065,0.6981700998307357,0.24226633813990575,0.24226633813990575,6806.307675571968,3686.249991762732,4823.479023257269,62.28816800168373,24.768501760983263,29.68178844988961,0.4703320129870899,0.47033201298708993,0.6919622550056256,0.6919622550056256,0.0,0.5802884687303275,0.5802884687303275,0.46221000380511396,0.46221000380511396
log_std,0.18706802683281296,,,,,0.2741445535212791,0.14845226367635217,,,0.30484150319237147,0.1522518218620052,,0.18876881053096423,,,,,,,0.4284451047451542,0.4078373415130666,,,,0.33723909330048674,0.25297222278282533,0.4293682143186526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
min,1216.5120000000002,0.0,0.0,0.0,0.0,110.592,1032.192,0.0,0.0,230.40000000000006,1843.2000000000007,0.0,2764.8,0.0,0.0,0.0,0.0,0.0,0.0,95.57522948605059,183.96077958448,0.0,0.0,0.0,310.7851755968934,891.4413646147323,26.217184693460858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1%,1474.56,0.0,0.0,0.0,0.0,184.28313599999998,1216.4751360000002,0.0,0.0,345.48480000000006,2534.4000000000005,0.0,2995.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,295.4055997716187,312.0230832732163,68.28366489113988,0.0,0.0,441.5467993702721,1037.3588003590023,73.78863193912015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.3%,1806.3360000000002,110.59200000000001,0.0,0.0,36.864000000000004,331.77600000000007,1695.7440000000001,73.72800000000001,115.20000000000003,691.2000000000002,3571.2000000000007,115.20000000000003,3801.6000000000004,230.40000000000003,0.0,0.0,0.0,0.0,0.0,530.9359287955097,525.737487005665,472.1723274803585,294.87498133113087,44.036311391559835,758.4738824394427,1673.4542441506364,256.99608125885044,0.0,2.0,0.0,0.0,0.0,1.0,232.24534852519895,0.0,0.0,0.0,0.0,448.5539934524997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8432,3.6864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.4327857928588,313.7364677735435,0.0,76.89255235401293,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10%,2138.112,331.776,0.0,221.184,147.45600000000002,479.23199999999997,1953.7920000000001,552.96,230.40000000000006,921.6000000000003,4032.000000000001,1152.0000000000002,4492.800000000001,576.0000000000001,0.0,460.80000000000007,0.0,0.0,0.0,791.9906970647893,728.0488302195187,872.1261882949711,593.2999505960441,143.83310041718067,1001.897862147846,2146.6554137140593,412.098276718509,0.0,2.0,0.0,2.0,0.0,1.0,658.6861056465181,18.515380203712056,0.0,0.0,0.0,1332.6836441113103,32.02348509412974,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0592,14.7456,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1514.7436586512404,1693.8268834459193,0.0,150.60665060204275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15.9%,2285.568,405.504,0.0,479.232,184.32000000000002,516.096,2064.384,552.96,345.6000000000001,1036.8000000000002,4262.400000000001,1152.0000000000002,4723.200000000001,806.4000000000001,0.0,1036.8,0.0,0.0,0.0,930.9432574814758,838.6392534196335,1043.4319396165733,732.1717361700478,197.77996530755865,1112.6076627127286,2337.6473661033565,476.3356172727612,0.0,4.0,0.0,2.0,0.0,1.0,877.4627837698794,43.90488659509788,0.0,0.0,0.0,1755.7106234236517,83.89156246936773,0.0,0.0,0.0,0.0,0.0,1.0,180.17944883703487,0.0,0.0,18.432000000000002,23.961599999999997,0.0,8.0,0.0,0.0,0.0,1.0,0.0,2616.6469431039245,2752.1433971113447,145.29066340097336,169.08721092406748,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
50%,2801.664,737.28,147.45600000000002,552.96,442.368,663.552,2359.2960000000003,958.464,921.6000000000001,1382.4000000000003,4953.600000000001,1958.4000000000003,5875.200000000001,1497.6000000000001,345.6,1152.0000000000002,2257.85,967.65,2580.4,1443.3665244999522,1276.1150720975381,1618.2744366559618,1377.738008655359,448.55520099306557,1576.2431385301372,3033.7152193854845,739.0288266269267,0.0,6.0,2.0,4.0,0.0,1.0,1596.31413244534,346.0882343906395,15.540288606843472,133.44639577728725,150.98538694180831,3192.4608667244083,682.3286819631815,33.20014889682629,266.5590858790099,126.58576136278433,94.77547053534747,0.0,1.0,938.9039759741967,463.49489009116087,320.46342186915564,70.0416,77.4144,4.0,12.0,2.0,0.0,0.0,1.0,0.0,9729.026509830746,7068.162550393573,2080.387954958349,223.1066880691195,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
84.1%,3354.624,1032.192,405.504,1105.92,700.416,847.8720000000001,2727.936,1216.5120000000002,1497.6000000000004,1843.2000000000003,5760.000000000001,2534.4000000000005,6912.000000000002,2188.8,806.4000000000002,2304.0000000000005,5805.9,1612.75,5805.9,2112.073121023578,1870.064343976844,2278.04383479353,2176.4499786906863,845.5525120843637,2170.319913663841,3788.423675940166,1043.9728990143665,2.0,8.0,4.0,4.0,0.0,1.0,2191.0718812070722,910.5975840741455,201.16069894133375,271.574078992638,281.8510655977368,4370.667693282971,1805.8034487802224,395.2846368491301,536.3636855746292,315.7972420039583,374.29583811302865,0.0,1.0,1732.3325271463848,917.8078017653977,1149.0191323300023,123.4944,129.024,8.0,16.0,2.0,2.0,0.0,1.0,0.0,17656.047830682855,10543.4231727143,8590.43849121683,280.6527543978381,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
