cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
0,3059.712,258.048,0.0,1105.92,811.008,442.368,2064.384,1105.92,2419.2000000000007,576.0000000000001,3916.8000000000006,2304.0000000000005,6336.0,576.0000000000001,0.0,2304.0000000000005,1935.3,967.65,3548.0499999999997,1657.2251317009957,2268.773930584131,921.3300927418321,819.6367132714047,706.8661694758705,1639.589930735093,2612.3742813138883,426.25224832147444,2.0,6.0,0.0,4.0,0.0,1.0,1397.9370565636189,409.77097938877677,132.21348889837108,110.39207728287434,387.19703261786134,2757.612967614955,847.7799458736306,31.328591451031194,438.6136717743368,223.13151284804334,0.0,0.0,1.0,453.44693577929183,716.9873999842788,566.0561615839197,27.648,119.80799999999999,0.0,16.0,2.0,0.0,0.0,1.0,0.0,5690.215062787523,8798.889698757457,3597.7299817698954,224.3908454052043,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
1,3207.168,442.36800000000005,221.184,552.96,774.144,737.2800000000001,1990.656,921.6,1382.4000000000005,1152.0000000000002,4838.4000000000015,1843.2000000000003,6912.000000000001,460.80000000000007,460.80000000000007,1382.4000000000003,967.65,1935.3,3548.0499999999997,2029.9503732317014,2823.091572247155,728.3007974385374,1990.8623347394434,743.751832573358,2617.27005769763,2368.2356159753163,342.3020659825594,2.0,4.0,2.0,4.0,0.0,1.0,1277.536767876737,233.98596911747185,20.21999246326559,237.5199838715056,81.52277361923875,3191.056228340882,421.94235485385644,0.0,253.33493725988495,436.56484101812293,0.0,0.0,1.0,554.3276705833262,885.6678225467359,433.10948015899976,84.7872,62.668800000000005,4.0,12.0,0.0,2.0,0.0,1.0,0.0,10474.75638600544,11111.074003848526,2187.7497337461127,248.83957525097065,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
2,4128.768,294.91200000000003,0.0,0.0,1400.8319999999999,958.464,2064.384,0.0,2649.600000000001,1843.2000000000003,4723.200000000001,0.0,8524.800000000001,691.2000000000002,0.0,0.0,6451.0,0.0,0.0,3600.3700509727523,1288.5804762219686,1301.3725403803587,84.4946002817442,1165.920587500916,2299.477557242404,2307.640075213193,1420.8976546365732,6.0,4.0,2.0,0.0,0.0,1.0,1974.3373328031303,0.0,0.0,290.7318714214229,0.0,4547.956710051992,0.0,0.0,673.4964639160567,0.0,0.0,1.0,0.0,1679.8477288658137,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,0.0,24397.03779328824,0.0,0.0,330.42923999608615,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3,2727.936,589.824,184.32000000000002,921.6,663.552,442.36800000000005,2211.84,1105.92,1152.0000000000002,1036.8000000000002,4723.200000000001,2304.0000000000005,5299.200000000001,1612.8000000000002,345.6,1958.4,322.55,0.0,6128.450000000001,856.6703775658401,622.5819120004398,1128.2602479142802,1181.0273024849312,406.2628225495971,1596.7768804950438,4833.114599634234,1139.6082967069397,0.0,6.0,4.0,2.0,0.0,1.0,459.31336409970675,411.6393902421427,209.0698429063775,31.725187726229702,193.89914668508197,1390.6392447442704,1926.6769499212355,818.0609485563227,151.30551690202185,105.70849020431393,306.71030573907126,0.0,1.0,217.9070284110316,503.2122091733495,1045.433675760234,33.1776,114.2784,0.0,16.0,0.0,0.0,2.0,0.0,1.0,2920.310597592005,11963.421478704317,7933.489412778703,131.87909736753926,47.82009129175168,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
4,2580.4800000000005,552.96,442.368,847.8720000000001,552.96,442.368,2101.248,1327.104,1267.2000000000003,1152.0000000000002,3916.8000000000006,2880.000000000001,5414.400000000001,1152.0000000000002,1036.8000000000002,1612.8000000000004,2580.4,2257.85,1612.75,1140.1336150187171,1775.3090108275928,1276.182688937835,1914.094425468208,396.6052121576565,1406.2596898766703,2867.1059035381227,693.0736468603793,4.0,4.0,0.0,4.0,0.0,1.0,1574.6063932178008,579.9764763172686,27.231339881487926,79.97029367433203,191.09881272620837,2890.6412180775887,842.8778790415057,84.46148450604929,171.6483078738087,321.27767710696935,149.35304591389303,0.0,1.0,434.55717661191517,1055.8771529572514,327.3399382321796,49.766400000000004,97.6896,0.0,16.0,0.0,0.0,2.0,1.0,0.0,10975.854596709134,11127.618980702262,3582.2731960302813,232.49886260055519,37.59286034648,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
5,2801.664,700.416,368.64,552.96,552.96,589.8240000000001,2359.2960000000003,921.6,1728.0000000000005,921.6000000000003,4608.000000000001,1958.4000000000003,5529.6,1958.4000000000003,576.0000000000001,1152.0000000000002,6128.450000000001,322.55,0.0,1699.9146530261733,845.3175672706191,1962.1977231466697,1686.5279270314409,681.2266814409301,1297.385543256681,2619.71906082269,874.1789110267097,0.0,6.0,2.0,4.0,0.0,1.0,1780.2659389454896,0.0,0.0,175.89389326008387,0.0,4582.9630057796385,328.4557678804708,0.0,621.5513683982222,95.70532764224001,0.0,0.0,1.0,1348.136411803976,359.25367218248056,0.0,134.55360000000002,12.9024,8.0,8.0,2.0,0.0,0.0,1.0,0.0,26835.60181247015,4072.7403043645522,0.0,185.81268132322325,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
6,2949.12,368.64,0.0,1105.92,700.416,479.232,2138.112,1105.92,1036.8000000000002,1036.8000000000002,4838.400000000001,2304.0000000000005,6220.800000000001,691.2000000000002,0.0,2304.0000000000005,0.0,0.0,6451.0,1901.5071782153382,1756.051202043699,1147.2378084400607,1241.7614922223233,680.166501245465,2719.8479714819628,2319.9584365320306,832.0344414513334,2.0,4.0,2.0,4.0,0.0,1.0,1017.3247197677414,1471.2376707642857,270.2003669241853,0.0,313.3482780378778,725.2630592056073,2025.9209147838865,637.4777759875022,0.0,291.4247823887996,492.14415909146584,0.0,1.0,181.43865805401404,1364.3112811070662,712.3204658271342,3.6864,143.7696,8.0,8.0,2.0,0.0,0.0,1.0,0.0,799.7168750128648,7519.474809356095,10001.058626149455,300.8544926037612,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0
7,2617.344,1585.152,221.18400000000003,0.0,221.184,700.416,3207.168,294.91200000000003,345.6000000000001,1728.0000000000005,5875.200000000002,1267.2000000000003,6336.000000000001,2534.4000000000005,345.6,0.0,3548.0499999999997,645.1,2257.85,434.0228587545867,1173.811127360006,3612.7931857438443,690.0758333499999,250.3082509591121,1206.275021533462,4527.1417081439495,497.9847283962629,2.0,10.0,0.0,0.0,0.0,1.0,1788.9160718491673,374.51971810012276,52.529916659998776,77.1322722381852,255.37997638350282,2870.1502397917047,819.9274189855691,73.18822281874586,0.0,442.32575689130897,77.12832928169426,0.0,1.0,1303.4374684957966,131.56095463876773,236.84616095723015,49.7664,97.6896,8.0,8.0,0.0,0.0,2.0,1.0,0.0,7373.432149421258,9967.4171606891,2019.1817651049228,137.91250621446653,29.97238695989664,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
8,3096.576,663.552,110.592,552.96,774.144,663.552,2396.16,589.8240000000001,1728.0000000000005,1267.2000000000003,4723.200000000001,1497.6000000000004,6220.800000000001,1728.0000000000002,115.20000000000002,1152.0000000000002,2902.95,1935.3,1612.75,1023.6659176324046,1403.6201707725993,1758.6982923920577,1429.702699260867,1098.3307522844398,1954.2038851614277,3286.5214010751,458.6687567853029,2.0,4.0,4.0,2.0,0.0,1.0,1674.4619928814193,355.0609348580684,0.0,55.603187750974094,174.25466635123115,3201.452270232043,1315.712838547016,82.85402726766726,262.9373031005556,422.36383065725227,98.41866363796187,0.0,1.0,1461.3149379700578,612.117050384424,183.10259377555448,79.2576,68.19839999999999,8.0,8.0,2.0,0.0,0.0,1.0,0.0,11024.804183024233,10569.96476174624,1667.2510300437252,193.9773355130185,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
9,2654.208,1179.6480000000001,36.864000000000004,552.96,221.184,737.28,2875.3920000000003,589.8240000000001,1036.8000000000002,1036.8000000000002,5990.4000000000015,1152.0000000000002,5990.400000000001,1958.4,115.20000000000002,1152.0000000000002,4838.25,967.65,645.1,1207.3583778321401,1035.9161243505366,3210.67658054755,1278.9372112313267,397.2949158315847,1786.322103066578,2912.5927738195182,329.37227209550633,0.0,8.0,2.0,2.0,0.0,1.0,1681.638870031226,46.41151991821478,0.0,373.25711934311886,0.0,4076.2662987923995,170.998356859286,0.0,499.6035495914299,0.0,0.0,0.0,1.0,2093.6013434880338,0.0,0.0,114.2784,33.1776,4.0,12.0,0.0,2.0,0.0,1.0,0.0,16288.517152719047,2804.771193377537,351.8714590272885,254.9615399255065,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
