dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266397.510585397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.9961497494857
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266345.452062033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.9241367717505
2,5228.689308596032,67935.85469811852,128505.07100187609,27838.383657868126,0.0,105438.13910013538,225601.0737744091,32220.928087998596,1546.1306971398208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10146.521188122179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7124370106046647,82.52242677870922,90.22430332736454,38.989223936965814,0.0,66.16396201110652,232.72097731814864,31.942000238028303,0.8333100436792673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.225283692167169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,57654.01964632727,106509.78413100356,200533.63391854137,386224.4695766041,81783.05285975123,169190.6687634394,305111.90882395586,112168.7880859937,537.568567059477,557.6332951641934,124.88942933110044,6945.891343623371,402.7667425998849,54539.25112393084,8004.005309684264,31088.444389493252,38623.54097650345,60173.89991916702,4513.55158266725,22678.806092349674,418.52996339339916,9301.211891926801,19045.54996024986,0.0,58.36240816911328,112.04376455601229,158.70852800829107,433.6845346715319,82.51026852955103,135.00026688993523,290.2930677618989,104.13589004396584,1.1072928918926221,1.0947785354774515,0.07992444357422569,8.860136617691499,0.3978613274507652,29.321010950694944,3.775555474490469,38.09749735730561,37.196319057213074,21.805325890243658,2.317360760159551,11.199926764719313,0.38028911607326227,2.7614648534292643,5.286533951117917,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266321.454953518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.2310175163587
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266379.77918142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.1360606532267
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266436.251837706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.6105245053236
7,29165.37162515709,114573.04697860489,176466.02949786017,123063.21408557701,146483.11034555972,206979.56765300786,256408.79625973402,18077.065050117355,1278.9356934362843,273.3083387664339,238.39408889729384,1000.9686953236653,425.648205803096,40608.90348993023,1958.566835649878,27903.559575468247,16796.17814705032,73396.16240146192,0.0,9458.03036580973,272.24673359463776,10951.269775124796,25706.8659905918,0.0,29.50115539679565,103.59821556853933,155.49505995703296,92.21399463131237,94.20250054007523,195.20406457152907,284.386906086834,10.818009959914306,2.1396482436433453,0.9074028090996824,0.08641328655960573,1.2142262596640991,0.8341989384289229,14.120832797598917,0.7384551186932768,24.90076084134516,31.17171700584108,19.125868332709782,0.0,5.923883817225378,0.20807514199293534,4.224947775158021,3.534834940872073,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266373.123200323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.3780419293618
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266345.599603973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.7095148732128
