cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7177039401807,748.8507774232185,748.7258130506145,748.7308770145007,748.7827739975919,748.8710075312107,748.7772537046753,748.7173134422283,748.8897061885544,748.7548114467535,748.6943613747133,748.7633436762018,748.9006582311664,748.8122159805088,748.7425573461812,748.7050218530245,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.1094938555416,529.1088795046466,529.1316725487249,529.0952397743399,74.87242099642597,74.89010144530917,74.89036748289399,74.87111771521961,1058.194123481334,1058.4507325256552,1058.2001773011893,1058.2112913049762,149.745915218739,149.7650430756793,149.75559287383788,149.7451310719542,603.9663898511907,604.0231967704103,604.0247971534064,604.0568596388425,1.0,1.0,249.6232792831906,249.5719831111772,249.59173855807953,249.57584108264828,249.5760987968302,249.55999681478283,249.58142552918233,249.5720204901225,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5291.430529796574,5291.483015799374,5290.891827871186,5291.552593664005,59.90672460580232,59.89883096467737,59.89966477414018,59.90050933384592,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.53873989944657,312.76736362732055,311.58218975133116,311.69766735897656,312.0856575781073,312.9356995468119,311.9294807780043,311.4876997611042,313.00653566186935,311.77312758987995,311.3996297440972,311.79585288083916,313.16404077688026,312.1795550184626,311.699886603588,311.4113166641454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.21818417514274,220.25862363488542,220.3799692890765,220.18908692241237,31.155755124888987,31.321264351427835,31.312505778743926,31.14511835708692,440.27942945501604,442.42650741361905,440.40465834321174,440.5087623031077,62.321011587305996,62.45777564013737,62.38663013172457,62.307614780467055,251.30911879815494,251.72050944666603,251.7281282997793,251.97901149404143,0.0,0.0,104.23941462630562,103.83862574105255,103.9613051059419,103.85755939803803,103.86337656522987,103.77451438292526,103.88663813594502,103.86651848011432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2205.227082341193,2205.631354582344,2200.8718016876114,2206.1898785431454,24.989345781155443,24.932054524939286,24.943188779122437,24.938083346935702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.39993994586953285,0.4003396828081922,0.39995049832169294,0.40028658211458473,0.4000715512144285,0.4001795411099471,0.39996049803000855,0.3999041546731226,0.40026942481645233,0.3999360522334192,0.3999388117262348,0.3999375836730575,0.4001014989365936,0.3999830831877185,0.39994511082493883,0.3998514351750417,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.39986886995708704,0.3999476605884958,0.39996352233810695,0.3999772699464386,0.3999230637887269,0.40024231286792145,0.4001326306517461,0.3998648318940587,0.39997293357879826,0.40014063094383917,0.40000330383133204,0.39999636298257074,0.3999691330519288,0.40014004520762086,0.40000942698185715,0.3998820335815131,0.3999320040505698,0.39996276120823626,0.39995023394313783,0.40016247149202294,0.0,0.0,0.40021633316389177,0.39989448703227176,0.39996756829329605,0.39993596882247034,0.399895751573682,0.3999330928128704,0.39989827543323714,0.40008755507545796,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.4000073130937721,0.4000006902775678,0.39988080519318864,0.3999874498791706,0.4000417865499594,0.3998508581118315,0.4000624342486218,0.3998911363532999,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,150.20577521093824,116.3858737871522,147.7213371663204,108.17543493108617,139.70024111008894,137.2964368944349,157.19383786435017,157.7033969445239,128.9734688752716,166.1696171719324,148.84041849001875,166.3044474593401,166.4866631534641,167.18368526530034,153.39308455661947,158.67837979913182,2.0,2.0,2.0,2.0,2.0,2.0,1.0,117.28166952273776,110.32376846095252,116.27240584961943,102.57862470172742,15.394331912609212,13.759564637185976,15.377933969390265,16.57647358161767,206.75823369916725,223.10718794525923,203.98116888021505,209.92761274515283,29.511627589744958,28.356394607653225,31.566939352763914,32.428653674893376,127.88599102525332,127.49640396006629,133.67619821697656,112.48321996587612,1.0,1.0,45.73259042021998,55.17934660169026,55.71264028725516,50.645127190611106,52.99257979143429,49.444119671565964,54.91356754268048,41.525191541283604,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1048.6754329247613,1080.2034835218935,1105.5636225769497,1148.6358104704136,13.13884867622401,13.410972816778596,11.081933746025076,13.205956248890768,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,203.69529683892893,204.5762473874553,204.85509481659713,201.7188622360255,201.57406878669747,203.91935602383123,201.57517967665046,202.94346173723966,204.19589175424198,203.28116061032372,201.3560929886728,202.09640932838033,204.7639379834487,202.53614152304402,201.2560663261389,202.74222128403187,2.0,2.0,2.0,2.0,2.0,2.0,1.0,144.58858801896875,142.0274892494902,143.47933827995163,142.33442574038233,20.113653528921613,20.19040058802523,20.453079495099264,20.518965769209178,285.88814352822965,286.43303562306613,284.8773359285532,285.91767989352667,40.477191702975695,40.60176445344793,40.377758808494214,40.69901630621836,164.57794428872663,163.1938391699464,162.0073662009286,162.07645579822747,1.0,1.0,67.78084433804912,67.77739939197745,66.93530646960735,67.54044499522031,68.29262291427372,68.06542825809005,67.62243062315763,67.60881370196222,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1427.5459181803803,1441.9194957400196,1443.4550476720174,1441.2463273100122,16.117462153539787,16.3356549522068,16.39100772531084,16.298293547007262,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.3116135950742,311.21173090750267,311.49856837759427,311.43167655292194,311.2535357567617,311.27969454866553,311.5091460114243,311.1813307989048,311.2188283126394,311.57363396418464,311.4307529539758,311.5152092209495,311.24517626321,311.2834178837185,311.5629089199985,311.43377247072283,2.0,2.0,2.0,2.0,2.0,2.0,1.0,220.15710777663418,220.1144379962304,220.04049118565598,220.09127077345107,31.13891382572609,31.152354277587534,31.152370029714135,31.129140411931193,440.03540593246504,440.11732651750265,440.1393390874203,440.3448666263539,62.245038536865906,62.299452408661956,62.30241655126498,62.280352027685915,250.9964116230838,251.32324111724193,251.34360691172108,251.1419987912527,1.0,1.0,103.72417248904101,103.83237525266796,103.85830153540789,103.75642427138368,103.76698184291385,103.76079593775336,103.79268932425039,103.81987292022681,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2200.519468908254,2198.8473753668477,2201.045340036449,2201.669443569115,24.926257952378712,24.91410936745369,24.89345776672236,24.899796061156216,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.0245070921823,414.0094486226259,414.1306348365476,414.043954250674,414.0320507957015,414.1052393819057,414.06365421328843,414.06585700180983,414.0773276427919,414.04084974224554,414.12349620055545,414.0762533142084,413.96501435926484,414.0494556945135,413.9697692871618,414.07475709885546,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.614645492823,292.59633811664827,292.5437983875969,292.6138785054205,41.396903528247854,41.39601613972339,41.397574562686835,41.411505511334525,585.1872964133772,585.2289261062134,585.2917533913729,585.2863167894003,82.8228696742151,82.80009342629043,82.81026758394573,82.80297689370114,333.94141450445727,334.0453893661964,333.99773752822125,333.9563932461576,1.0,1.0,138.01923109402463,138.00914098957924,138.01820795762234,138.0231822484934,137.99025245842373,138.02132048570192,137.99409541893988,137.99521807053657,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.7569407699757,2925.5442626471945,2925.502402364656,2925.5305590345242,33.12075458615594,33.12444068221357,33.128162669623634,33.12842173212077,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.62668423425515,463.69838327044494,463.68345919370967,463.5931129837894,463.59085258341725,463.686926410119,463.6915402544709,463.64633463574734,463.7107734294733,463.66309978481826,463.67072065268326,463.66380672730816,463.59405152296824,463.6867355698426,463.60193768395493,463.6134461284334,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.6229797145103,327.6263429675007,327.6084033976616,327.59310162469603,46.36193674789987,46.36738690598007,46.3630269458743,46.3660254737628,655.3053199910747,655.323137014041,655.2673166308185,655.3252465303474,92.73956937436638,92.7264537589602,92.71963781705001,92.72642584354048,374.0313953643161,374.0295550472099,374.04261304008674,374.057981543369,1.0,1.0,154.55432906068998,154.56844917568958,154.54521714061642,154.56449862640002,154.5386435246321,154.53034615463932,154.54944889050984,154.5559524406978,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.8806231385056,3276.2966744632613,3276.5790666926528,3276.079316622353,37.087913580931925,37.093185217545106,37.089369004228146,37.095344641776116,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.2039071662889,691.2260970944017,691.2061356484672,691.1584327433269,691.1465886819772,691.2262920935993,691.1612003432722,691.2388968852613,691.1988389689819,691.249528785632,691.1726323297219,691.2013341824158,691.1804786584283,691.1931327730777,691.2236331834351,691.1728945443581,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.4259983213699,488.4615695993791,488.426693969325,488.44156728691246,69.12175335433432,69.12401439026894,69.1151085026771,69.1216059732948,976.9224874307382,976.9116224196715,976.8890278963256,976.9363485212273,138.23819493135494,138.23971921484852,138.2270854616217,138.23237170468246,557.5893072334229,557.540161754789,557.5719836163319,557.5334397087828,1.0,1.0,230.3983855610349,230.4090238082688,230.39255384529454,230.4102436013474,230.4037524182213,230.39075972373234,230.39947983280646,230.40100336608123,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.619549010982,4884.616374877753,4884.89027055818,4884.719741412662,55.29287202450938,55.291590383978324,55.29327184509655,55.29725775615559,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
