dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.40.11.023a-D.40.11.023a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.40.11.023a-D.40.11.023a
2891,0.0,1215.600006663516,4598.723261966163,0.0,0.0,0.0,19425.4957541055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8516183322193083,6.820896403779072,0.0,0.0,0.0,14.925979796577053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2892,0.0,6691.262609872353,9917.573327889291,0.0,0.0,0.0,10296.47495265617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.446388828002636,7.738992185025844,0.0,0.0,0.0,8.394716263831178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2893,0.0,12445.706149195448,22890.660030100385,0.0,0.0,1671.6156479829383,11381.216151793646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.61899350640083,15.148597453251584,0.0,0.0,1.5032188617706346,10.549878087308603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2894,0.0,5539.662113590677,3817.2081533510636,0.0,0.0,0.0,9781.340179123457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.650491695969887,4.430748170705615,0.0,0.0,0.0,3.0667961670821535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2895,0.0,9993.166399899646,8097.363546269873,0.0,0.0,0.0,12254.607293677174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.230755235348848,7.399287850007806,0.0,0.0,0.0,4.692528622443726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2896,0.0,3149.990107668179,2100.036098166865,0.0,0.0,0.0,12148.424429412884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1149074285841305,3.068631008349192,0.0,0.0,0.0,8.206343089894224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2897,0.0,12791.351465208305,23053.393925250275,0.0,0.0,1684.3601938154616,20168.930890436044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.369532644117498,13.716328701678481,0.0,0.0,0.20550641200903572,6.644265478853247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2898,0.0,0.0,2015.6963928201544,0.0,0.0,0.0,14323.828931049404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4176737076546457,0.0,0.0,0.0,10.679258378007466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2899,0.0,10617.122740352432,21953.222728105553,0.0,0.0,3303.75175254492,32847.188018835266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.584092219381245,13.066052662480727,0.0,0.0,2.3932538666515666,25.531542426272622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.0,8830.830492294717,13313.860448236897,0.0,0.0,0.0,21611.70904491711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.318945868400332,12.517643495751965,0.0,0.0,0.0,14.586311321930765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2901,0.0,10027.241457176575,21113.570550614342,0.0,0.0,3100.110695134446,18947.128384450487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.309028075692094,15.092791619695664,0.0,0.0,3.6134054809682157,5.250873542845789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,0.0,9649.280471441063,17677.256761135417,0.0,0.0,0.0,19354.724680001025,7728.312766509458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.591355786738035,11.430696821861781,0.0,0.0,0.0,12.364638903879596,3.1905223003220713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2903,0.0,7817.700957221299,15394.863019015185,0.0,0.0,236.09356055140006,24727.30916670781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497498768561498,5.51217837719085,0.0,0.0,1.631108524162744,16.254254079356453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2904,0.0,2684.3087206947757,2468.361488693514,0.0,0.0,0.0,8403.341619093417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.196450087476409,2.6059728718145085,0.0,0.0,0.0,8.928993775926633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2905,0.0,0.0,0.0,0.0,0.0,0.0,6040.227034806799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.717979220844615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2906,0.0,2263.8065927608386,9238.82286131859,0.0,0.0,0.0,18487.31438648075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4513311859723967,4.865333274030706,0.0,0.0,0.0,14.946189425452232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2907,0.0,4663.680278545151,2614.4642972736337,0.0,0.0,0.0,9413.851180959575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.406998580738218,1.6588761576370499,0.0,0.0,0.0,12.366814643271308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2908,0.0,7214.052608169832,9205.04099118631,0.0,0.0,0.0,14132.843278842594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.705396155949783,12.985535011216434,0.0,0.0,0.0,12.188059349866421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2909,0.0,11815.282263757017,20357.378794063166,0.0,0.0,0.0,22155.72861500602,11656.795839470473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.322077489242853,13.023863047217004,0.0,0.0,0.0,11.519955301157225,0.7152425864808838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2910,0.0,3328.04104024158,7156.092338795523,0.0,0.0,0.0,13186.479663782715,13636.648504493958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291488963491562,9.907431555761484,0.0,0.0,0.0,6.128803598626192,2.882337321287002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2911,0.0,0.0,4364.665166583853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3448869043002984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2912,0.0,5623.248631108923,12828.687394503082,0.0,0.0,0.0,19421.71013134577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.820066049143768,8.477176107272463,0.0,0.0,0.0,19.191493027716117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2913,0.0,10186.624443804094,11468.442045896769,0.0,0.0,0.0,11191.43770150703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.30364801820794,9.64942709985878,0.0,0.0,0.0,10.325769376513875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2914,0.0,6875.028290790329,8216.679384241925,0.0,0.0,0.0,18080.995744933512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.856234786498183,11.815210193117617,0.0,0.0,0.0,8.71034289646594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,0.0,0.0,0.0,0.0,0.0,0.0,5389.446443908851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.625904374393496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2916,0.0,9689.189556666388,8811.415516923407,0.0,0.0,0.0,8494.495203381057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.069562679689455,6.668770395840984,0.0,0.0,0.0,14.879036195602135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2917,0.0,7682.55813533953,9914.403809881518,0.0,0.0,579.440602320043,17978.779140480183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.307834383847712,10.771338872598427,0.0,0.0,1.8033057878795342,17.350844153735466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2918,0.0,9188.189979978491,12778.526393198772,0.0,0.0,0.0,17948.109290876524,8225.863079280069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.230321968586189,13.64834021825383,0.0,0.0,0.0,14.000819468239005,10.873351853706795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2919,0.0,3211.7920938610246,6654.343036825025,0.0,0.0,0.0,9091.880350372725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9459005967858545,5.118817872593587,0.0,0.0,0.0,5.787871999079408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2920,0.0,3981.0993210243014,7954.877949062707,0.0,0.0,0.0,14598.827707484406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.102033171973828,5.505760188479779,0.0,0.0,0.0,15.7698582738041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2921,0.0,7473.461739956022,16581.24291790443,0.0,0.0,2198.3350603898784,15164.58522725196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.745301021726693,9.027988818372524,0.0,0.0,2.7782919119602996,11.365565856918524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2922,0.0,12895.481716006667,13072.68932737609,0.0,0.0,0.0,21650.47942468949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23032885232643,10.740482856484611,0.0,0.0,0.0,9.925667428691543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2923,0.0,0.0,2774.808098227609,0.0,0.0,0.0,21093.413336337864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2446949122862656,0.0,0.0,0.0,8.58724352494727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,0.0,1314.126393864555,8222.184244298382,0.0,0.0,0.0,8232.005448103719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.022807825671764,4.3835444547262865,0.0,0.0,0.0,13.741120434398319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2925,0.0,17204.730666089217,17427.946602971006,0.0,0.0,5607.487757038827,46935.93755022302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.386532868320447,21.24786274731929,0.0,0.0,2.069104608301564,20.643994760096433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2926,0.0,2492.5451958095887,2852.3306950687283,0.0,0.0,0.0,11976.293612220694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.817456230595234,3.0972439008100316,0.0,0.0,0.0,10.038610377343756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2927,0.0,7303.32180393906,8858.828549782977,0.0,0.0,2830.102266995299,12735.627776770965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.336791310557373,5.186853499161761,0.0,0.0,1.67519438099642,15.10852156390065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2928,0.0,14638.596482148503,17349.90381843548,0.0,0.0,3901.8547734835497,30754.223081981858,9861.25746109767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.655820168815404,13.225354189942438,0.0,0.0,0.426914842594419,28.473919701361112,1.7528533473766104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2929,0.0,5076.595636779214,6409.175164414574,0.0,0.0,0.0,19050.668111726365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5692098559787113,5.0490841784138345,0.0,0.0,0.0,20.202520571452226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2930,0.0,8132.606169923996,13092.503036064329,0.0,0.0,0.0,54468.01541209378,5454.5717457919745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.668769803470195,11.132665379859006,0.0,0.0,0.0,32.60507148605788,9.97251077415495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2931,0.0,2485.8804499111657,6167.720932912524,0.0,0.0,0.0,4795.328760397834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6176546999807688,3.167317797069114,0.0,0.0,0.0,2.3983598716266834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,0.0,9512.504513027741,11904.033361490616,0.0,0.0,0.0,11401.48427394834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.794015555049434,15.593453281687323,0.0,0.0,0.0,8.434976132835494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2933,0.0,6172.35995018503,9736.10635800351,0.0,0.0,0.0,11990.192835810765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.965033617255071,18.377288637407133,0.0,0.0,0.0,8.402742569738514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2934,0.0,7951.679060631608,10727.614049596006,0.0,0.0,0.0,10588.59334179995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.567701259019203,11.848329330704193,0.0,0.0,0.0,2.5978137403910204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2935,0.0,7689.8083234658625,10082.506669033351,0.0,0.0,0.0,45451.93294172136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.864406444705098,5.460589781476769,0.0,0.0,0.0,22.18431351070113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2936,0.0,12339.342189083694,16786.79449733843,0.0,0.0,0.0,15671.830713242329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.381376217222853,9.223052635719075,0.0,0.0,0.0,8.224932619518171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,0.0,5286.072537393916,11459.640177394522,0.0,0.0,0.0,10376.50250987856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.413877010624908,8.013381784560746,0.0,0.0,0.0,7.411149623477407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2938,0.0,1188.3933883923771,6676.294215675907,0.0,0.0,0.0,12486.36313211604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2098051756932822,5.930962387954018,0.0,0.0,0.0,12.0083033465305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2939,0.0,4109.630461727586,13568.041904163869,0.0,0.0,0.0,17690.967481169315,8497.189539012088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.821897830158117,16.338732293356337,0.0,0.0,0.0,9.81979407306632,7.736362703063709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2940,0.0,1085.527871445927,0.0,0.0,0.0,0.0,3815.5612729578847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1175399951923546,0.0,0.0,0.0,0.0,0.7972082517855442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2941,0.0,0.0,0.0,0.0,0.0,0.0,9252.89156208439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.883468730881427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2942,0.0,5673.646181905122,10275.617429059357,0.0,0.0,0.0,20107.942906389915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366344966311093,5.941161303338866,0.0,0.0,0.0,11.71176881110191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2943,0.0,21571.02969723187,46746.788200599774,0.0,0.0,6609.1810154395425,38823.845293714156,9688.312623755872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.70548123245094,28.88909528074978,0.0,0.0,9.634375992246397,25.53044433925561,7.617907155839604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,0.0,14038.777341661907,13590.162560595067,0.0,0.0,0.0,12766.81276766398,757.0404328332281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.293750034851184,16.189457662496142,0.0,0.0,0.0,10.894928181042223,4.905131289859952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2945,0.0,11618.057785085537,15340.351964509508,0.0,0.0,0.0,55984.60229007282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6652892428516,13.783309976291662,0.0,0.0,0.0,32.2317550075969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2946,0.0,5849.4529140438535,10833.843769303929,0.0,0.0,0.0,7571.758321489074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.464207066796531,8.763018557570025,0.0,0.0,0.0,15.405035901245931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2947,0.0,1638.455104263342,8148.120052775137,0.0,0.0,0.0,5818.580751838306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4906844478395955,6.407491908804324,0.0,0.0,0.0,9.52852916187048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948,0.0,3802.9772647036625,6619.347828840473,0.0,0.0,0.0,12763.193836519473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2247102582377063,7.870888370981685,0.0,0.0,0.0,7.752439383965084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,0.0,4381.772963915722,1914.9232545982186,0.0,0.0,0.0,11212.465515650298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.897738786428764,2.2847941121181976,0.0,0.0,0.0,10.410901148502512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2950,0.0,5893.294616933508,2665.8767246923585,0.0,0.0,0.0,15518.980344733223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.294512625267213,1.78964187508551,0.0,0.0,0.0,10.342134312020178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2951,0.0,1339.734487000759,0.0,0.0,0.0,0.0,13295.44225513499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5185185211677819,0.0,0.0,0.0,0.0,10.38316751851473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2952,0.0,4331.213970158779,2491.3463733277413,0.0,0.0,0.0,5330.47984145129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4867422364022405,2.5778368697756413,0.0,0.0,0.0,7.387028600304387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2953,0.0,0.0,0.0,0.0,0.0,0.0,8479.690668126997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153967433692022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,0.0,5302.844176687885,11997.706159784222,0.0,0.0,0.0,9839.357045753237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.838520405600131,10.615804740443382,0.0,0.0,0.0,7.676920245928659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2955,0.0,1172.1739129101297,0.0,0.0,0.0,0.0,2503.828946602558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7323068414908316,0.0,0.0,0.0,0.0,4.211610324303595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2956,0.0,6265.925744171085,3307.370340804632,0.0,0.0,0.0,13425.221738380635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.571467259789134,3.499607220252748,0.0,0.0,0.0,15.273014586662129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2957,0.0,0.0,0.0,0.0,0.0,0.0,1054.562598823688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7296313742581162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2958,0.0,7413.304292650887,16142.044954191162,0.0,0.0,0.0,25555.743841836666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.304495840625517,16.268535725141625,0.0,0.0,0.0,20.096595115514365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,0.0,3552.9844582456826,2801.585557782561,0.0,0.0,0.0,8923.063324153076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.510741347438963,2.2832020677632228,0.0,0.0,0.0,14.95813676856316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2960,0.0,6705.2258409736005,4250.160554605463,0.0,0.0,6062.497364150964,11978.350650809038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.198986608024604,2.339322394568813,0.0,0.0,4.35967043786205,7.396837424980582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2961,0.0,18356.679803000297,14780.17523471114,0.0,0.0,1853.005062654781,19121.715074386047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53044060145912,10.31723444649164,0.0,0.0,1.641703990907713,17.450359967981484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,0.0,4207.660771842122,0.0,0.0,0.0,0.0,2481.5595533732185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9438475057078692,0.0,0.0,0.0,0.0,2.2750584042683704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2963,0.0,0.0,9345.263429636401,0.0,0.0,0.0,4678.578138808487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.772112822700652,0.0,0.0,0.0,6.618673376160082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2964,0.0,6324.166964062028,17231.14338264382,0.0,0.0,0.0,31788.77148656482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.568059681176296,10.673645590197577,0.0,0.0,0.0,27.28911093592445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2965,0.0,12645.759122981983,16659.857548527412,0.0,0.0,5796.960411938733,18268.910964329658,12721.071781503748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.159861894939606,23.686535736889915,0.0,0.0,8.533438980893271,13.438656872896127,7.361624664380169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2966,0.0,9471.30020767533,19062.912299725376,0.0,0.0,0.0,7670.631594953682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56607132173274,14.267559062692069,0.0,0.0,0.0,12.157392701193716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2967,0.0,8276.469497355269,3168.3881474707973,0.0,0.0,0.0,10307.599015853357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.512610937938721,2.4393960796129677,0.0,0.0,0.0,16.309942761705997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2968,0.0,9705.089611858897,9901.796597593704,0.0,0.0,0.0,18961.70402060169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.618778098673305,5.109225335979192,0.0,0.0,0.0,16.410709336477137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2969,0.0,9235.883993148698,17169.84816757506,0.0,0.0,6476.418962156716,19546.88999224056,7123.60480859857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.206582231090952,14.028229923586812,0.0,0.0,5.091510501450084,13.55997672927776,8.444206062214926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,0.0,7398.782268849504,26044.9668690176,0.0,0.0,0.0,18902.607675246843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81531254647141,15.673344227540586,0.0,0.0,0.0,15.535893754438336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2971,0.0,5644.953309960525,10285.44415982166,0.0,0.0,0.0,16661.987015797968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.766585086514187,8.139825599288578,0.0,0.0,0.0,11.06046350530325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2972,0.0,8028.6972268267455,8673.688430558548,0.0,0.0,0.0,22824.912325236433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.510847707264599,6.3047691953582525,0.0,0.0,0.0,12.827704123986624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2973,0.0,922.6737711555296,0.0,0.0,0.0,0.0,10074.503090951697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.836027072585782,0.0,0.0,0.0,0.0,10.264655959790026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2974,0.0,15393.252210166222,12663.471121359453,0.0,0.0,0.0,11735.673033393985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.693679826403594,10.730410215827115,0.0,0.0,0.0,14.578488289871684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2975,0.0,0.0,3064.3710984506893,0.0,0.0,0.0,5241.979516345505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1506318804922255,0.0,0.0,0.0,5.407426234717893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
