dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.40.11.023a-D.40.11.023a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.40.11.023a-D.40.11.023a
1091,0.0,4115.1792827496265,11103.928868620535,0.0,0.0,0.0,18274.274572104438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.427823732057487,10.555569973161376,0.0,0.0,0.0,17.019358307067364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,0.0,2428.9093122314284,3323.14841186121,0.0,0.0,0.0,13506.449080389788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.194032072517328,2.3411676514953665,0.0,0.0,0.0,7.630906655634339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,0.0,2887.262345676804,9076.264676132336,0.0,0.0,0.0,14929.510077604915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.641076387014227,7.699136437978322,0.0,0.0,0.0,9.554190518833142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,0.0,0.0,0.0,0.0,0.0,0.0,16344.404752248507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99476401086809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,0.0,3632.014155212304,3214.835205776983,0.0,0.0,0.0,11167.225307427267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.434349026153266,1.7599823982624518,0.0,0.0,0.0,11.96396181205252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,0.0,6293.678229204348,10710.611152704387,0.0,0.0,0.0,20485.107936995708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5806074059932556,6.286959626170102,0.0,0.0,0.0,17.958951881942554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,0.0,10837.175903685224,22432.220287435408,0.0,0.0,9949.29489750102,16718.95285306971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.12512114913044,21.70731182163718,0.0,0.0,8.653860426531914,36.22650414675037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,0.0,9089.814046375252,14722.425771579457,0.0,0.0,0.0,9029.767198138637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.10820096080068,9.840930636091208,0.0,0.0,0.0,8.337614649280559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,0.0,9043.98979434464,15614.958021100563,0.0,0.0,1833.8601038339089,18729.936051645687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.253171607053748,14.638229444406267,0.0,0.0,4.334589722266681,18.845857788795914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.0,4707.161967706881,7055.081877638672,0.0,0.0,0.0,18221.319217025542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.853673906908065,10.139011225938841,0.0,0.0,0.0,16.226680825124173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,0.0,0.0,0.0,0.0,0.0,0.0,5641.589622828655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.029308638068072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,0.0,10459.629073533277,11964.805107065855,0.0,0.0,0.0,14829.381667021575,9850.502798123809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97186900269261,10.175089049647283,0.0,0.0,0.0,13.848885270368864,0.2813630537220938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,0.0,4812.939133640308,0.0,0.0,0.0,0.0,16579.202752487665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.341426939135296,0.0,0.0,0.0,0.0,7.465696056814362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,0.0,5579.078560886822,12732.222579191655,0.0,0.0,0.0,22411.010830586325,3010.9077543089984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.986246456889174,10.660176519378561,0.0,0.0,0.0,14.63235852587951,2.77703992902606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,0.0,10433.397582114721,14563.20199804434,0.0,0.0,0.0,7077.345939841767,5951.987219659384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.375221125615239,8.917555975038793,0.0,0.0,0.0,18.765841735258867,9.581587759064144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,0.0,6716.050968898055,15254.773874474537,0.0,0.0,0.0,10373.959169635571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.273519521847092,10.067407362852677,0.0,0.0,0.0,4.523426119589189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,0.0,4263.03010739573,8028.377166000043,0.0,0.0,0.0,10078.89321592389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.11335461728337,5.31898703357633,0.0,0.0,0.0,5.850128825634256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,0.0,8161.65606204679,2845.347380121668,0.0,0.0,0.0,16002.71356208361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.665124946372716,1.5303477968633294,0.0,0.0,0.0,9.954700731304156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109,0.0,3455.2845362396724,5351.667356763819,0.0,0.0,0.0,6093.1608518298835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.033414239989793,4.998738996604551,0.0,0.0,0.0,11.501075929192186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1110,0.0,1315.7943949293783,2705.1385293006433,0.0,0.0,0.0,7944.977754917719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1199828440952857,1.4151961950017589,0.0,0.0,0.0,7.104033603490612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1111,0.0,1442.5977392657273,3747.2849842244873,0.0,0.0,0.0,7150.280231270798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6991752771514774,1.8270079793290963,0.0,0.0,0.0,4.680379058125359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1112,0.0,12856.49884958046,19746.74099090462,0.0,0.0,1825.2430182414705,15563.963776651131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.454422780820535,17.374887281708006,0.0,0.0,1.301625129296225,12.432472338684505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,0.0,0.0,0.0,0.0,0.0,0.0,6651.484971454284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.698201506791423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1114,0.0,5722.369322878714,4170.023878556741,0.0,0.0,0.0,10139.525719034287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0879304196505775,3.9054914743634477,0.0,0.0,0.0,7.826498106091666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1115,0.0,12726.245896269817,18333.218292160862,0.0,0.0,2785.0845884680953,13423.485207364476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43362141242588,16.16806483526041,0.0,0.0,2.551668069768497,8.54518338706428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1116,0.0,15346.018614347777,11175.78305448133,0.0,0.0,2195.0915139340564,14975.19146595707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.056648816023483,12.10149019481447,0.0,0.0,0.664675509157686,14.476690917018994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,0.0,7282.906377093175,13135.008742471888,0.0,0.0,0.0,17760.607634966764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.076806414244354,10.910987633581028,0.0,0.0,0.0,9.398213837633559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,0.0,2343.1080417578773,2817.5192687233803,0.0,0.0,0.0,10766.569055755888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77315010045569,1.7639760840475986,0.0,0.0,0.0,9.931336663639165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1119,0.0,843.1451730601789,0.0,0.0,0.0,0.0,13507.313869954813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0814391603049065,0.0,0.0,0.0,0.0,4.2664371853172405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1120,0.0,8591.4131468696,1893.4880733988218,0.0,0.0,0.0,9706.352384926327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.171909335288534,1.4721473144460786,0.0,0.0,0.0,9.344147193754281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1121,0.0,750.3573603635148,7171.260172361356,0.0,0.0,0.0,14766.094869300665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2762230489097093,5.722649871912314,0.0,0.0,0.0,7.652552506277105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,0.0,12184.08580822587,25616.36445006744,0.0,0.0,1138.2609968644465,18438.48452764804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.880429554167605,20.436613565037078,0.0,0.0,1.5292959008339138,8.624842247706113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1123,0.0,3592.4266654561306,0.0,0.0,0.0,0.0,7181.596373651735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6299864301800397,0.0,0.0,0.0,0.0,8.778149320070648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,0.0,7713.19602333172,14997.153164177904,0.0,0.0,969.2784536371526,15507.595579985658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.972940944105728,9.593013944118631,0.0,0.0,2.0037337860175923,5.660196894001597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,0.0,0.0,2939.6871920280837,0.0,0.0,0.0,3282.1001118444524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.527767393539429,0.0,0.0,0.0,2.64427973257118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,0.0,2023.0858771987607,9310.0485003762,0.0,0.0,0.0,7588.157990794697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.793145106052017,5.445257327223595,0.0,0.0,0.0,14.00223040378833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,0.0,5430.836419664959,2397.4407874266817,0.0,0.0,0.0,16974.065026616954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.448419611181295,1.70312099124915,0.0,0.0,0.0,10.527563264181001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,0.0,5461.2644270223755,2953.74964818809,0.0,0.0,0.0,8815.566420905478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.777097977291611,2.416148264546593,0.0,0.0,0.0,19.31236272903617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,0.0,1328.0672202916705,4773.204321645737,0.0,0.0,0.0,13023.34162562148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1737558948459217,4.676283535517889,0.0,0.0,0.0,17.6538563224693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1130,0.0,6032.358586630693,11357.226604209705,0.0,0.0,0.0,25378.561612227186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.845070165087262,11.834179646699319,0.0,0.0,0.0,10.329815525169666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,0.0,2575.766754835062,7966.013772121126,0.0,0.0,0.0,15282.245974638074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.256353075874823,4.346095486185024,0.0,0.0,0.0,6.915110049824392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1132,0.0,6619.129717867282,9932.00061453893,0.0,0.0,0.0,24376.095378501966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.714603748676272,8.051944258285461,0.0,0.0,0.0,12.330825278995862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,0.0,6207.611670321859,5692.784719648758,0.0,0.0,0.0,10235.008175720754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.567471474906768,4.400417232945833,0.0,0.0,0.0,11.069339719909907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1134,0.0,5794.9731910921555,17177.835490501137,0.0,0.0,1270.3698714830668,13337.496952266813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.754149784767209,6.910338497454615,0.0,0.0,1.341095095315065,15.359169420913911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1135,0.0,12842.119334032799,17118.07965484593,0.0,0.0,4186.897298700488,20275.842407815162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.97963360938415,18.54409525395474,0.0,0.0,3.099721461867605,11.654553410692403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,0.0,0.0,0.0,0.0,0.0,0.0,15403.054485013789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.180156941473031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,0.0,6753.897421268293,9936.15042969227,0.0,0.0,0.0,17341.632437731827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.855612808712919,7.263797605245507,0.0,0.0,0.0,15.436204499857006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1138,0.0,10267.80787128063,10592.51551346381,0.0,0.0,0.0,20551.256322172634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867454082358761,6.1493968811957735,0.0,0.0,0.0,15.296426792290715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1139,0.0,7124.329370515497,11464.198574741496,0.0,0.0,0.0,13082.81050135434,10499.442182374161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93448452635571,8.445490765356109,0.0,0.0,0.0,4.2969115150320025,9.787824643002331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,0.0,6846.509764026159,12153.562048872638,0.0,0.0,0.0,11207.882774353195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.794970360349458,11.449370355720395,0.0,0.0,0.0,11.653968368389165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,0.0,10074.932821991382,21408.08766891547,0.0,0.0,997.318532721072,46911.47604010833,21154.923861422874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85722495996321,12.98303366362425,0.0,0.0,1.1097239975458892,28.234100435280386,10.719173560329953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,0.0,7672.269494634651,9452.85502797227,0.0,0.0,0.0,20211.630679987276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.675559033842362,8.907991884359834,0.0,0.0,0.0,9.216464673846625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,0.0,8855.468928152428,6809.795426621175,0.0,0.0,2912.449887988978,17919.725877421333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.080422487256929,5.069345617742399,0.0,0.0,2.5599289019161295,10.889856409578597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,0.0,8694.793816743952,13400.851417995344,0.0,0.0,0.0,9865.136854660379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.212858040242438,9.597988934265182,0.0,0.0,0.0,9.640261334119197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,0.0,4015.0568318103824,4989.580627787046,0.0,0.0,0.0,16054.317528119986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.778492338877486,3.0755861136265934,0.0,0.0,0.0,9.14442093562961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,0.0,9936.317521569514,12412.470254358723,0.0,0.0,0.0,28615.00310292534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.557472245927118,8.7153597613641,0.0,0.0,0.0,15.487007833910159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,0.0,6499.412669231378,6602.557039382208,0.0,0.0,0.0,19680.39547034718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.927412452304159,5.201278705426459,0.0,0.0,0.0,7.229794846105218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,0.0,13874.389359007288,10801.290334621106,0.0,0.0,852.5685981169858,12850.652961160673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.304091354667714,6.460207711094169,0.0,0.0,1.4928045636328668,20.43788797250989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,0.0,6893.377887222119,8120.529330776309,0.0,0.0,0.0,20191.939078746684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.636558246842474,7.0208175582548655,0.0,0.0,0.0,14.436576814613714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,0.0,1128.4380326146606,4911.890166990348,0.0,0.0,0.0,6091.216507282611,7178.850579308624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1658304948624698,2.8729772197670242,0.0,0.0,0.0,3.633850809119137,4.620532184892055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,0.0,5987.588987164354,9885.388490424706,0.0,0.0,0.0,4411.5617072830355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93366967399694,8.290763546785204,0.0,0.0,0.0,5.96460323188565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,0.0,11791.752213938289,19421.264142228345,0.0,0.0,678.0101532058667,19822.302935020354,7451.314123284294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.204806261074674,18.503516407182676,0.0,0.0,0.7448371548052032,16.53148612322342,10.9059481468131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,0.0,10682.410764711496,17964.188927882635,0.0,0.0,0.0,12953.429081254319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.413938183313665,7.86985173417747,0.0,0.0,0.0,10.07606916161377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,0.0,4956.894113538744,8826.160847263958,0.0,0.0,0.0,16349.324012893812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34411261887445,6.264873934621701,0.0,0.0,0.0,9.330961550506897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,0.0,10110.673246724707,11075.097231014057,0.0,0.0,0.0,20324.21338575662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.150891477134257,9.598446763540624,0.0,0.0,0.0,10.56169624367636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,0.0,9090.260613631655,13025.43359732976,0.0,0.0,0.0,17408.148322157645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.971559032810394,9.53404921392751,0.0,0.0,0.0,7.259170985340649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,0.0,7503.892190108526,10139.44907960086,0.0,0.0,0.0,12545.698537410748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.718622934253817,6.0211791259622505,0.0,0.0,0.0,4.8023813945438345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,0.0,4219.460158406663,8906.331310909403,0.0,0.0,0.0,5112.047755615143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.068536337373305,14.394428288118554,0.0,0.0,0.0,13.062593627990461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,0.0,7248.670413406753,12340.567158579419,0.0,0.0,0.0,8562.221974986203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.811714453592785,10.58297509565883,0.0,0.0,0.0,7.997198465657664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1160,0.0,2557.07496465581,0.0,0.0,0.0,0.0,5511.935471698686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7681416000365227,0.0,0.0,0.0,0.0,11.665215831527124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,0.0,8726.444899223858,6282.355000898738,0.0,0.0,0.0,8519.749644426527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.669751843101445,3.681365203092686,0.0,0.0,0.0,19.21182606226545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,0.0,4138.7520247053135,5061.7513684703135,0.0,0.0,0.0,13712.964855129518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.543211869903791,4.971527627696566,0.0,0.0,0.0,13.037561693512643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,0.0,13116.084869702805,13047.570465192768,0.0,0.0,0.0,16395.97089149935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.901671589983208,10.842278378837095,0.0,0.0,0.0,12.206212803150846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,0.0,4384.345234607843,0.0,0.0,0.0,0.0,15657.520685711914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33834372009489,0.0,0.0,0.0,0.0,16.04541149174906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1165,0.0,3417.920937764735,0.0,0.0,0.0,0.0,10623.753876893315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.686848905955457,0.0,0.0,0.0,0.0,14.117353574198013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,0.0,10893.275344421863,8320.175147507724,0.0,0.0,0.0,10889.745546779985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.904273805426725,6.509933938718125,0.0,0.0,0.0,8.381513787271794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,0.0,1070.340878972991,0.0,0.0,0.0,0.0,18166.236387923203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6598355469985062,0.0,0.0,0.0,0.0,11.28646829804193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,0.0,1094.0120293905761,5715.549003132555,0.0,0.0,0.0,12553.407390617253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9227214876223333,3.4563154470657573,0.0,0.0,0.0,7.127567345302065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,0.0,7076.987881284304,12105.985750155429,0.0,0.0,2646.866605930313,13365.653317242792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.273624643548288,12.268200178039473,0.0,0.0,4.094640011590787,10.940469733487229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,0.0,11256.946451312984,19210.04367599949,0.0,0.0,0.0,8167.747583151812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.653748222313872,18.210327863777458,0.0,0.0,0.0,10.11707182565096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1171,0.0,2808.9976110183625,2175.9400850741226,0.0,0.0,0.0,5831.313816560231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8480287527667625,1.517223469473401,0.0,0.0,0.0,3.2645926916990877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,0.0,3910.6736645541373,7020.774109642033,0.0,0.0,0.0,14733.756723301809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.649126147545498,6.394510453509534,0.0,0.0,0.0,7.784488776042437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,0.0,1273.3035377574292,2377.6886780798945,0.0,0.0,0.0,13446.171918143073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4665012817465994,2.241226425796349,0.0,0.0,0.0,14.561357977969218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1174,0.0,8214.628489341423,14829.650010172709,0.0,0.0,3001.043694568678,20969.749020368447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.986963651532864,12.381203907139895,0.0,0.0,0.9911891298305082,11.812100350613544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1175,0.0,1224.8353683640378,2608.403274081028,0.0,0.0,0.0,17165.59269159905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.187188782965635,1.3854895801052833,0.0,0.0,0.0,7.036716220562793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
