-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,35157.73754653958,20.61102804885253,29.416230640399636
std,22188.298085398197,13.751734117579739,18.73706890726237
log_std,,,
min,0.0,0.0,0.0
0.1%,0.0,0.0,0.0
2.3%,4646.48356430066,2.82014094093516,3.7168222007402005
10%,11824.633270482642,6.936485930818006,9.811577498192435
15.9%,15822.503316057475,8.969926384085475,12.824842463596314
50%,32392.112665666165,18.41544818176793,26.733029085957007
84.1%,51015.972958462204,30.549236571159184,43.26010575613198
90%,58984.35207261305,35.38992707870777,50.45686356445681
97.7%,93341.5486317735,57.13531943688954,77.95047770709485
99.9%,177223.88467741056,113.3601380585603,161.65622557720533
max,214808.62729620075,146.11270616011612,185.41610448574056
