type-loc-dir,ONE-0-1,PFA-0-1,PFA-0-2,PFA-1-1,PFA-1-2,PFA-2-1,PFA-2-2,PFA-3-1,PFA-3-2,PFA-4-1,PFA-4-2,PID-1-1,PID-1-2,PID-2-1,PID-2-2,PID-3-1,PID-3-2,PID-4-1,PID-4-2,RID-1-1,RID-1-2,SA-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,1.0,18.497006657470255,18.384501739606627,29.140126039310264,27.41870618666996,36.41047974986673,37.667366043098006,41.92195889802415,46.39440043610822,47.75636618375604,55.143959122391266,0.002083006488450019,0.0009734336052032529,0.0015078201957717055,0.0005593077948321835,0.0006510494251526357,0.00045880273718421717,0.00018793694209807797,0.00025165766064738973,0.0017889439599647282,0.0006155854424113665,0.09999999999999988
std,0.0,6.331746456686884,6.733751524376449,13.825013321320023,10.236438721594094,16.769228656830066,16.380310724932958,18.8852587438175,22.34810884102695,21.60545435337236,26.749643021757343,0.0007800068750820952,0.0002545707074458262,0.00047586782158648866,0.00018583027688561004,0.0002027874876541693,0.00014501530595665424,8.589635847014657e-05,0.00011944926622736428,0.0005360620769280734,0.00012223128314103082,9.790595298545544e-17
log_std,0.0,0.3329711487244556,0.35548079409616806,0.44780356781643804,0.3587721472765103,0.4369993932069066,0.4124587508136481,0.430367355363347,0.4560133006873185,0.43203846130560397,0.4580581239607872,0.3647012062498454,0.25583915551578384,0.30952466273653517,0.32324739722638735,0.3047972719366656,0.30792161652163214,0.4371390728738098,0.45094045851497366,0.29394762726862544,0.19684438834732268,9.242178250679391e-16
min,1.0,5.212942837157717,5.181046676023407,5.939133697226168,7.39654277054151,8.037876538369057,8.015298843479016,7.950756074429969,8.731581743347066,9.433416672995298,11.549379613098951,0.0005273034590506289,0.00040717888566101323,0.0005023271730038457,0.00016201439034974763,0.0001937131568900534,0.0001445130888694348,3.681804127601969e-05,5.4491249320938214e-05,0.000623177928346487,0.00030869151616934396,0.09999999999999955
0.1%,1.0,6.342009536655462,5.7943218972777535,6.4812706026176485,8.930442333522839,8.47754040904405,10.414455292239658,10.245036812848982,11.263265808237913,11.687861920588594,13.895305653493406,0.000676485191617517,0.0004407589479558951,0.0005809347464180805,0.00019874680740382546,0.0002563703414578524,0.00017058105093295357,4.602426500414028e-05,6.11177423931928e-05,0.0007204806228696107,0.00033909555223123674,0.09999999999999963
2.3%,1.0,9.00738967545728,8.605562644077693,10.870623767220337,12.510272109450272,13.522277524451697,15.127949015513495,15.95014831556779,16.74508090792185,18.125527209071993,20.000593824398166,0.0009455113476145011,0.0005659911754814666,0.0007822676614104445,0.0002750687075817705,0.00033871379762192205,0.00023897574500720254,7.01794897373287e-05,9.21839064254553e-05,0.0009547338784779487,0.00040743038363244923,0.09999999999999971
10%,1.0,11.423476793149643,10.90995820913585,14.944063540695145,16.183269358014147,18.88190394494655,20.368156252239253,21.951725385820918,23.388574292677568,24.85121380213582,27.630280987390666,0.0012122916011926923,0.0006809191544566259,0.000957406386865925,0.0003519109522533648,0.00041706501788637683,0.0002947873299551226,9.698626571668991e-05,0.00012762045970085133,0.0011784822649499596,0.0004697696394500954,0.0999999999999998
15.9%,1.0,12.550805045359935,12.01324907697837,16.893236942925782,18.09634249353502,21.513630448567856,22.979279819568195,24.97615385458187,26.383510094316122,28.34884199731027,31.369569514349706,0.0013483164073514167,0.0007287473910025728,0.0010412006105586227,0.0003850036661167362,0.0004565892077017981,0.000320854604630306,0.00011063057736091072,0.0001447237683362226,0.0012727934787235449,0.0004950616337985005,0.0999999999999998
50%,1.0,17.499632629684342,17.233448857359893,26.51924099754885,25.632580417312457,33.10950366721052,34.47837725724035,38.067143621292814,41.516511880740076,43.52089878740745,49.37559327714455,0.0019510866838473029,0.0009421973912650824,0.0014441676517070261,0.0005328601906567763,0.0006272270894855905,0.0004383367542396489,0.00017218411515222974,0.0002275296188160961,0.0017101860194401798,0.0006038971168524892,0.0999999999999999
84.1%,1.0,24.40240196824831,24.708414541070525,40.9071862500948,36.690824104285156,51.18911900672154,52.172110867376176,58.677801652191064,66.39180373000941,67.06751813957601,78.89638203631195,0.002814462537433561,0.0012136266560907633,0.0019577340489805783,0.0007295748720400757,0.0008378469800335456,0.000594409057338044,0.0002641327120331228,0.00035962635709867175,0.002309582515853858,0.000733800379112862,0.09999999999999999
90%,1.0,26.810372826019414,27.330022200910726,46.55249107506373,40.64415614534329,57.46624050962363,59.03131592304098,65.90884898078687,75.7149250931991,75.56244943245437,89.83359642416139,0.0031105618293018893,0.0013046388437295327,0.0021314368340879923,0.0007961229039628606,0.0009137220806320184,0.0006529149422848907,0.00029849901202013947,0.00040587863516903356,0.0025049998574113485,0.0007792762899174414,0.09999999999999999
97.7%,1.0,34.0013328422889,34.9814245533882,64.35079861502562,52.12108262782009,78.8876548535922,79.06349185713046,90.67289803249251,104.04685931890012,102.90344979017772,122.5628985186604,0.004001123429137963,0.0015736865803694128,0.0026397155090239744,0.0010195361693333819,0.0011481730293132588,0.0008179228292368749,0.0004114615310510028,0.000555663816977004,0.003073939695800391,0.0008971745401335558,0.10000000000000007
99.9%,1.0,48.8316785259348,50.84026912306608,108.13170306639606,80.54622901098814,127.63744263297505,121.4571744481942,148.32466133839299,168.0349880022544,161.56244678548603,194.5766517722494,0.0056184402065922396,0.0020753040137195203,0.0035723378150367326,0.001463748138428084,0.001570830145818335,0.001113364521679736,0.0006490268619307655,0.0008862350378454633,0.004063028905308188,0.0010660146270835991,0.10000000000000016
max,1.0,59.504355944442594,58.67642864658574,163.85536637563877,112.26427992421509,221.00342242904478,188.7334935093468,232.58323959370307,256.8042305721851,294.5460600265272,309.5309380698474,0.006123094975895355,0.0026458615066186843,0.004155840142267563,0.0016536394464714617,0.0019373861141445757,0.001275531732912747,0.000943672080682065,0.0012966171590441263,0.004470304649450256,0.001243465449102122,0.10000000000000024
