cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.121-0,B.20.11.121-1,B.30.11.012-0,B.30.11.012-1,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,D.10.14.021-0,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013b-0,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023b-0,D.20.21.023b-1,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.074a-0,D.50.11.011a-0,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
359,4423.68,0.0,3907.5840000000003,516.096,0.0,8064.000000000002,1036.8000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,5100.979122662508,0.0,0.0,5145.71657979304,665.819353455224,0.0,0.0,12.0,0.0,0.0,1.0,1881.7121232953152,0.0,253.7674652956355,3734.88369374603,0.0,429.0850230130573,0.0,1.0,0.0,1981.9840250146462,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16379.21852141375,0.0,221.64307009277556,1.0,2.0,1.0,2.0,1.0
360,4423.68,0.0,4202.496,221.184,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,5773.148389253769,0.0,0.0,4384.083847575946,315.11532332290545,0.0,0.0,12.0,0.0,0.0,1.0,1985.673484083201,0.0,342.09108808545034,4473.342629311563,0.0,783.2389029248444,0.0,1.0,0.0,1962.4734510082098,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14975.85270369022,0.0,185.5123955643611,1.0,2.0,1.0,2.0,1.0
361,4423.68,0.0,4239.360000000001,184.32000000000002,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6422.8784750715895,0.0,0.0,5395.028511210337,286.71965852360233,0.0,0.0,12.0,0.0,0.0,1.0,1979.3670237608394,0.0,363.6316593496211,3674.937960520668,0.0,519.5983605080374,0.0,1.0,0.0,1846.029283053009,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19046.93803157329,0.0,222.83155479406034,1.0,2.0,1.0,2.0,1.0
362,4423.68,0.0,4128.768,294.912,0.0,8640.000000000002,576.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6041.520620810974,0.0,0.0,4947.875302176983,274.4847615187973,0.0,0.0,12.0,0.0,0.0,1.0,1741.725330304175,0.0,240.2079620798244,5217.954143056458,0.0,587.0905858113583,0.0,1.0,0.0,2073.9237863684643,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19037.965766202076,0.0,283.1912381049592,1.0,2.0,1.0,2.0,1.0
363,4423.68,0.0,4165.6320000000005,258.048,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,4658.696056815583,0.0,0.0,4953.612857896716,1918.6032998738506,0.0,0.0,12.0,0.0,0.0,1.0,1554.9236711076417,0.0,354.6138394956075,3788.9663863405162,0.0,626.6631519001644,0.0,1.0,0.0,1478.461599818537,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19232.014497677366,0.0,218.29022052516123,1.0,2.0,1.0,2.0,1.0
364,4423.68,0.0,4018.1760000000004,405.504,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5331.054511665541,0.0,0.0,5465.844357898413,1416.605840963871,0.0,0.0,12.0,0.0,0.0,1.0,2813.903560042403,0.0,337.2458143031635,2960.1426903615056,0.0,661.6477731318573,0.0,1.0,0.0,1648.8129165662515,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17394.292250220817,0.0,335.66900014239104,1.0,2.0,1.0,2.0,1.0
365,4423.68,0.0,3686.4,700.4159999999999,36.864000000000004,7833.600000000001,1382.4000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5488.507303400021,0.0,0.0,6396.501203005324,1635.6579726436307,142.4672480766679,0.0,12.0,0.0,0.0,1.0,1867.6284865548632,0.0,333.21445999778916,4490.871187465808,0.0,685.1267489324498,0.0,1.0,0.0,1926.8389522775112,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20065.187986138833,0.0,264.8483204340185,1.0,2.0,1.0,2.0,1.0
366,4423.68,0.0,4091.9040000000005,331.776,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6382.2102349736815,47.625531877399496,0.0,4125.731121352507,612.2739039844705,0.0,0.0,12.0,0.0,0.0,1.0,1854.7973053394473,0.0,255.75952440685919,3556.2024995588426,0.0,763.3371392964584,0.0,1.0,0.0,1910.2539227163272,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20965.289660686576,0.0,287.70928290431965,1.0,2.0,1.0,2.0,1.0
367,4423.68,0.0,4018.1760000000004,405.504,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,7027.019567961503,0.0,0.0,5206.224225204862,281.2133044196956,0.0,0.0,12.0,0.0,0.0,1.0,2020.5092684014255,0.0,267.4778091365509,4624.828089699904,0.0,564.1296017074271,0.0,1.0,0.0,1874.303312518068,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18541.081173700382,0.0,330.84597728120445,1.0,2.0,1.0,2.0,1.0
368,4423.68,0.0,4018.1760000000004,405.504,0.0,7948.800000000001,1036.8000000000002,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,6475.9592852545165,48.88756264192,0.0,3958.9629257175566,1005.4121821672957,0.0,0.0,12.0,0.0,0.0,1.0,2773.7831497293814,0.0,305.8394009966556,3241.155467507269,0.0,838.21291918607,0.0,1.0,0.0,1641.7105687094693,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20506.058240030827,0.0,319.40167204526904,1.0,2.0,1.0,2.0,1.0
369,4423.68,0.0,4313.088,110.59200000000001,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6546.894543474863,0.0,0.0,5096.17170316365,426.8394883735604,0.0,0.0,12.0,0.0,0.0,1.0,1840.944198380802,0.0,298.32296080929336,5064.881439714465,0.0,407.75822466268403,0.0,1.0,0.0,1718.0661305272536,0.0,147.456,0.0,16.0,0.0,2.0,1.0,29176.055219369267,0.0,253.74955129998807,1.0,2.0,1.0,2.0,1.0
370,4423.68,0.0,3944.4480000000003,479.232,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,7673.570463787298,0.0,0.0,4404.104064261122,874.4232089243362,0.0,0.0,12.0,0.0,0.0,1.0,1488.6824172731997,0.0,302.7713506873787,3305.8174968737767,0.0,414.7727403823828,0.0,1.0,0.0,2090.3359280012546,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14139.150543291007,0.0,199.54326370092198,1.0,2.0,1.0,2.0,1.0
371,4423.68,0.0,4202.496,221.18400000000003,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6349.808995227995,0.0,0.0,6131.287137694869,735.4043230922023,0.0,0.0,12.0,0.0,0.0,1.0,3413.8717795006205,0.0,301.72663014032423,5487.172063499578,0.0,736.4963123852081,0.0,1.0,0.0,2041.836123346315,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19419.449784520348,0.0,246.3494323646697,1.0,2.0,1.0,2.0,1.0
372,4423.68,0.0,4349.952,73.72800000000001,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,4671.235220977188,0.0,0.0,6381.643877414311,186.85798347750318,0.0,0.0,12.0,0.0,0.0,1.0,1781.8762023466375,0.0,294.74509881863946,5154.923847408131,0.0,482.01376068662313,0.0,1.0,0.0,1835.9004092886148,0.0,147.456,0.0,16.0,0.0,2.0,1.0,27484.192682412424,0.0,234.36679527574603,1.0,2.0,1.0,2.0,1.0
373,4423.68,0.0,3833.856,589.824,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5101.852926370758,0.0,0.0,6378.368365740584,956.2277281574188,0.0,0.0,12.0,0.0,0.0,1.0,1949.0149944967384,0.0,324.3342086408669,2991.3117929691803,0.0,658.6886121588295,0.0,1.0,0.0,1594.0309598185297,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19707.923449888673,0.0,184.4123039673603,1.0,2.0,1.0,2.0,1.0
374,4423.68,0.0,3575.808,811.008,36.864000000000004,7603.200000000002,1382.4000000000003,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,5241.331297198993,0.0,0.0,3411.001844037499,721.8628864843748,43.85351689687976,0.0,12.0,0.0,0.0,1.0,1533.5464620634261,0.0,456.4164945706825,5420.767472553924,0.0,575.8706092049902,0.0,1.0,0.0,1267.1241468424685,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21785.749398667438,0.0,205.38204739857764,1.0,2.0,1.0,2.0,1.0
375,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5685.615580734701,0.0,0.0,5420.2819750910885,283.9442797968528,0.0,0.0,12.0,0.0,0.0,1.0,2299.8321282061065,0.0,295.43734266118605,3793.7196312927213,0.0,548.6651555797525,0.0,1.0,0.0,1384.0921291518343,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19582.22219657958,0.0,262.1560498991408,1.0,2.0,1.0,2.0,1.0
376,4423.68,0.0,4091.9040000000005,331.776,0.0,7948.800000000002,1267.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5930.548559099396,54.85884471099811,0.0,4903.740646942354,1418.8449147395177,0.0,0.0,10.0,2.0,0.0,1.0,1893.5542298471278,0.0,330.99250153803604,4165.992388848944,0.0,786.4750674283569,0.0,1.0,0.0,2310.4649833763347,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21378.26564837888,0.0,267.8490084874039,1.0,2.0,1.0,2.0,1.0
377,4423.68,0.0,4202.496,221.184,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5231.987743494958,0.0,0.0,5051.300770836289,628.6827270115557,0.0,0.0,12.0,0.0,0.0,1.0,1581.2299623228137,0.0,241.91476246066475,6982.018709162176,0.0,493.13264885478145,0.0,1.0,0.0,1817.1408303601436,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15723.572087886354,0.0,145.1426691771978,1.0,2.0,1.0,2.0,1.0
378,4423.68,0.0,4423.68,0.0,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,4592.261678663643,0.0,0.0,3945.6229659284763,50.211126110306836,0.0,0.0,12.0,0.0,0.0,1.0,2720.0148756667377,0.0,344.4223763417753,5058.715813342548,0.0,949.2182294420702,0.0,1.0,0.0,2288.057296010724,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25640.67028715701,0.0,227.52481345679115,1.0,2.0,1.0,2.0,1.0
379,4423.68,0.0,3944.4480000000003,479.232,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5577.427860053226,0.0,0.0,4402.6732160883685,654.7752017782927,0.0,0.0,12.0,0.0,0.0,1.0,2277.150581613424,0.0,318.598645282669,3139.7530816116832,0.0,483.53756485867933,0.0,1.0,0.0,2600.702432592755,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22450.40547795333,0.0,214.57827609131698,1.0,2.0,1.0,2.0,1.0
380,4423.68,0.0,3760.128,663.552,0.0,7948.800000000002,1267.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6957.787245147483,127.80332835591456,0.0,4612.947015503235,616.4064505309075,79.93462730904349,0.0,12.0,0.0,0.0,1.0,2082.1279739915944,0.0,249.6753652737985,6150.840657778264,0.0,464.66074282985755,0.0,1.0,0.0,1730.9863398746625,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16133.136431152183,0.0,229.90073553471962,1.0,2.0,1.0,2.0,1.0
381,4423.68,0.0,4423.68,0.0,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6455.274054967162,0.0,0.0,7777.253384183114,542.5963361628204,0.0,0.0,12.0,0.0,0.0,1.0,3030.441565969518,0.0,343.212126467585,3326.7277918017644,0.0,393.7553272567397,0.0,1.0,0.0,1732.135235590035,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19075.700895806483,0.0,217.25048513260515,1.0,2.0,1.0,2.0,1.0
382,4423.68,0.0,3907.5840000000003,516.096,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5369.28994916803,67.88054482135996,0.0,5731.427816941756,1017.593030285489,0.0,0.0,12.0,0.0,0.0,1.0,2394.0339901177204,0.0,310.01189396682776,2928.3263663408134,0.0,443.87979318767293,0.0,1.0,0.0,1780.493718365176,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19614.903902995422,0.0,272.4165834427358,1.0,2.0,1.0,2.0,1.0
383,4423.68,0.0,4202.496,221.18400000000003,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,4613.368939146062,0.0,0.0,5116.184463798755,620.5734938040908,0.0,0.0,12.0,0.0,0.0,1.0,1934.6193458817838,0.0,343.41345288822,4504.158291853617,0.0,628.3858156461096,0.0,1.0,0.0,1917.9568148192009,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18531.350967134138,0.0,222.20621504680747,1.0,2.0,1.0,2.0,1.0
384,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6448.139936000293,0.0,0.0,5088.081267131714,0.0,0.0,0.0,12.0,0.0,0.0,1.0,2600.679777743994,0.0,326.68425482370253,3151.539100770491,0.0,684.8782148314252,0.0,1.0,0.0,2159.483360156694,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23868.040559156063,0.0,150.77402037184044,1.0,2.0,1.0,2.0,1.0
385,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,5337.4828761194885,0.0,0.0,4873.757302643466,187.72841193750017,0.0,0.0,12.0,0.0,0.0,1.0,1816.4962812561125,0.0,239.930897588211,5869.299878884109,0.0,610.5541447885842,0.0,1.0,0.0,1448.1877128580609,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22387.82724257438,0.0,365.56336139731854,1.0,2.0,1.0,2.0,1.0
386,4423.68,0.0,4349.952,73.72800000000001,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,7723.242883001194,0.0,0.0,4434.6592468267445,218.29621749774185,0.0,0.0,12.0,0.0,0.0,1.0,2246.2885867246,0.0,236.45094323605312,3782.519922829324,0.0,572.8699719617601,0.0,1.0,0.0,1944.1097778348026,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19337.563370650332,0.0,215.15647266396357,1.0,2.0,1.0,2.0,1.0
387,4423.68,0.0,3981.312,442.36800000000005,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5298.461395729426,0.0,0.0,5405.184301563899,353.8263322842878,0.0,0.0,12.0,0.0,0.0,1.0,1709.6128845363005,0.0,291.03971827930496,2806.0833257474173,0.0,532.7527213309479,0.0,1.0,0.0,2252.3561255807645,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18504.79088946355,0.0,257.1509901981981,1.0,2.0,1.0,2.0,1.0
388,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5379.7588087841905,0.0,0.0,5952.088353800356,509.4256818674833,0.0,0.0,12.0,0.0,0.0,1.0,2296.9952842660723,0.0,488.1570531542835,3936.363208161814,0.0,760.7044225374972,0.0,1.0,0.0,1788.3096741336528,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18807.340748229315,0.0,205.40381477843445,1.0,2.0,1.0,2.0,1.0
389,4423.68,0.0,3649.536,700.416,73.72800000000001,7833.600000000002,1267.2000000000003,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,7583.605970001223,98.50712933240324,0.0,4464.267873098011,867.4147035229248,0.0,0.0,10.0,2.0,0.0,1.0,1449.8363845196657,0.0,297.5448929739993,3529.9541425948782,0.0,408.34049477297543,0.0,1.0,0.0,2574.9160919232677,0.0,147.456,0.0,16.0,0.0,2.0,1.0,21761.6739729946,0.0,268.7108429187298,1.0,2.0,1.0,2.0,1.0
390,4423.68,0.0,4055.04,368.64,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,4891.832667989217,0.0,0.0,5306.08205934302,914.7120579227262,0.0,0.0,12.0,0.0,0.0,1.0,2448.175414145791,0.0,342.04181949344803,4839.113093602449,0.0,461.70156695759135,0.0,1.0,0.0,1647.9800617927476,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20126.856503780036,0.0,264.8660437720564,1.0,2.0,1.0,2.0,1.0
391,4423.68,0.0,4018.1760000000004,405.504,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,4541.736203927621,0.0,0.0,3832.838423600787,870.6867093591919,0.0,0.0,10.0,2.0,0.0,1.0,3487.7953697111993,0.0,379.0808121309249,5114.813912511731,0.0,405.693995581786,0.0,1.0,0.0,2169.058782824214,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15472.417028402131,0.0,216.6954166873399,1.0,2.0,1.0,2.0,1.0
392,4423.68,0.0,4165.6320000000005,258.048,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5093.729172014982,0.0,0.0,5346.649002633061,380.358220643019,0.0,0.0,12.0,0.0,0.0,1.0,1713.7426023150488,0.0,369.9264263666237,3769.0551392898114,0.0,652.0093162053051,0.0,1.0,0.0,1997.7645328470476,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14125.147667907706,0.0,189.33083704569444,1.0,2.0,1.0,2.0,1.0
393,4423.68,0.0,3944.4480000000003,479.232,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5246.182117365162,0.0,0.0,5961.1012541521595,1334.9948740388809,0.0,0.0,10.0,2.0,0.0,1.0,1666.021952134932,0.0,213.33393234317924,4461.863110920364,0.0,608.68924502632,0.0,1.0,0.0,2071.981983220231,0.0,147.456,0.0,16.0,0.0,2.0,1.0,22420.262231690627,0.0,273.20125006724726,1.0,2.0,1.0,2.0,1.0
394,4423.68,0.0,4349.952,73.72800000000001,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6547.641827756706,0.0,0.0,8121.624423233379,442.67190016046595,0.0,0.0,12.0,0.0,0.0,1.0,2695.5310918624573,0.0,236.5425679249307,5041.453300728912,0.0,602.1140578341362,0.0,1.0,0.0,1991.6575129258824,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19061.22239724805,0.0,133.4164266342802,1.0,2.0,1.0,2.0,1.0
395,4423.68,0.0,3833.856,552.96,36.864000000000004,8294.400000000001,921.6000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6127.67442839272,66.75477745040844,0.0,4290.888303029607,610.2560249987666,0.0,0.0,10.0,2.0,0.0,1.0,2812.3118171271594,0.0,216.82250964407115,5922.8557355703915,0.0,524.9541379368251,0.0,1.0,0.0,1915.506481695424,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16616.35505050906,0.0,269.61095491815047,1.0,2.0,1.0,2.0,1.0
396,4423.68,0.0,4239.360000000001,184.32000000000002,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5692.260020438385,0.0,0.0,5346.772407638174,442.77948447550375,0.0,0.0,12.0,0.0,0.0,1.0,2697.9819312291556,0.0,245.64997331952256,3032.227329548609,0.0,517.7007287207042,0.0,1.0,0.0,1840.5096894448557,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16802.40946672166,0.0,291.15972353428776,1.0,2.0,1.0,2.0,1.0
397,4423.68,0.0,4349.952,73.72800000000001,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,8503.802897178208,0.0,0.0,5163.527148218423,238.16384709585674,0.0,0.0,12.0,0.0,0.0,1.0,2219.5906142995173,0.0,424.25291682042734,4388.792716540809,0.0,451.03805731145326,0.0,1.0,0.0,2021.2604220571186,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23388.145932974792,0.0,292.72423940643876,1.0,2.0,1.0,2.0,1.0
398,4423.68,0.0,4313.088,110.59200000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,7220.091343260698,0.0,0.0,4365.41218293226,344.90355123014814,0.0,0.0,12.0,0.0,0.0,1.0,2247.326484816791,0.0,248.33474203013128,6167.8582237535375,0.0,510.67498489480505,0.0,1.0,0.0,1928.857689625685,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19028.456125443317,0.0,189.71786054633122,1.0,2.0,1.0,2.0,1.0
399,4423.68,0.0,3760.128,663.552,0.0,7603.200000000002,1612.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,7209.352578631559,178.0438428556007,0.0,3895.9673844028057,1580.994882226187,73.87437117606432,0.0,12.0,0.0,0.0,1.0,1772.3832193556505,0.0,306.57493569121897,4555.6749005062975,0.0,567.7441045737596,0.0,1.0,0.0,2277.963069053299,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16149.439298781972,0.0,228.6742436473251,1.0,2.0,1.0,2.0,1.0
400,4423.68,0.0,4239.360000000001,184.32,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,6188.172138275881,75.2441529349608,0.0,5128.439691221903,347.7779953984705,0.0,0.0,12.0,0.0,0.0,1.0,2152.630358241601,0.0,375.90494516420733,4696.429465888097,0.0,505.135541569851,0.0,1.0,0.0,2068.2124457854234,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18206.302904587923,0.0,247.09234920041035,1.0,2.0,1.0,2.0,1.0
401,4423.68,0.0,3907.5840000000003,516.096,0.0,8409.600000000002,691.2000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,4658.361117067306,76.08090213600349,0.0,4873.176235946188,868.5051737181122,77.26598657958606,0.0,12.0,0.0,0.0,1.0,2294.348640707706,0.0,340.8093233343462,3366.062890971456,0.0,613.1178641319606,0.0,1.0,0.0,1739.7451637952104,0.0,147.456,0.0,12.0,4.0,2.0,1.0,24025.753052578315,0.0,199.4490577040994,1.0,2.0,1.0,2.0,1.0
402,4423.68,0.0,3944.4480000000003,479.23199999999997,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5542.41771025012,0.0,0.0,4738.112719903331,721.033671050201,0.0,0.0,12.0,0.0,0.0,1.0,2146.2997581471377,0.0,283.8385502235046,4123.287362043609,0.0,519.7455301802906,0.0,1.0,0.0,2327.271963156356,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20231.503716552743,0.0,224.31140664805295,1.0,2.0,1.0,2.0,1.0
403,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6947.732043548889,0.0,0.0,4969.112478244366,373.2189443487044,0.0,0.0,12.0,0.0,0.0,1.0,1980.5399281115147,0.0,237.30792070517737,3989.7617285248148,0.0,409.32969243939453,0.0,1.0,0.0,2415.1578780599816,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20251.211297338836,0.0,229.65860598102554,1.0,2.0,1.0,2.0,1.0
404,4423.68,0.0,3796.992,626.688,0.0,7603.200000000002,1497.6000000000006,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,5815.911274794596,277.05360605946714,0.0,3469.9807234516356,851.7610545201755,0.0,0.0,12.0,0.0,0.0,1.0,2283.5177406356584,0.0,311.5387696366767,2562.177667932502,0.0,593.9341829360596,0.0,1.0,0.0,1561.7899902047095,0.0,147.456,0.0,16.0,0.0,2.0,1.0,26362.470175043287,0.0,202.34060237658917,1.0,2.0,1.0,2.0,1.0
405,4423.68,0.0,4386.816000000001,36.864000000000004,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,5524.6234662207,0.0,0.0,5978.158516726313,84.68190161587705,0.0,0.0,12.0,0.0,0.0,1.0,2427.9751814288757,0.0,286.83399034493453,4296.084943535333,0.0,480.8267276293194,0.0,1.0,0.0,1590.8587917225893,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23728.876599898627,0.0,297.39227121834824,1.0,2.0,1.0,2.0,1.0
406,4423.68,0.0,3907.5840000000003,516.096,0.0,7833.600000000002,1382.4000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5122.675958303228,0.0,0.0,6840.752461647431,1322.9817182081536,0.0,0.0,12.0,0.0,0.0,1.0,1471.7576470835882,0.0,248.14798757125342,4640.283088597691,0.0,692.3888430281561,0.0,1.0,0.0,2307.835249982488,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23712.351886428693,0.0,266.0321682717009,1.0,2.0,1.0,2.0,1.0
407,4423.68,0.0,4165.6320000000005,258.048,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5538.218032514049,97.91862632095014,0.0,3928.5852127047974,1082.0871846503417,0.0,0.0,12.0,0.0,0.0,1.0,1638.5782431722437,0.0,435.56696737776554,3483.4353043693636,0.0,556.2528318179762,0.0,1.0,0.0,2414.0484314797623,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16909.636087789822,0.0,227.37170682666994,1.0,2.0,1.0,2.0,1.0
408,4423.68,0.0,4128.768,294.91200000000003,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,6245.216828431435,0.0,0.0,6151.997178941253,712.0585165338798,0.0,0.0,12.0,0.0,0.0,1.0,2021.3912696400541,0.0,347.1948890200906,4581.981672091868,0.0,487.7229810393992,0.0,1.0,0.0,2281.26176576067,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25021.178165194404,0.0,257.89254369841353,1.0,2.0,1.0,2.0,1.0
409,4423.68,0.0,3649.536,626.688,147.45600000000002,7948.800000000001,1152.0000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,5545.876711076383,480.7099417895734,0.0,4100.506997500904,874.8095732059185,152.8309202802576,0.0,12.0,0.0,0.0,1.0,2637.152748002143,0.0,269.5924956631206,3519.0281088112397,0.0,612.0569889749627,0.0,1.0,0.0,2042.7517380929985,0.0,147.456,0.0,16.0,0.0,2.0,1.0,15530.52603800817,0.0,239.02656066360206,1.0,2.0,1.0,2.0,1.0
410,4423.68,0.0,4018.1760000000004,405.504,0.0,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5389.297087112678,0.0,0.0,5243.008872599685,1578.0081983217078,0.0,0.0,12.0,0.0,0.0,1.0,2236.1690906905833,0.0,273.6570380721674,2707.777531174898,0.0,577.4238778282569,0.0,1.0,0.0,1795.9543907428622,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17756.66443171182,0.0,265.09293017389854,1.0,2.0,1.0,2.0,1.0
