cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.121-0,B.20.11.121-1,B.30.11.012-0,B.30.11.012-1,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,D.10.14.021-0,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013b-0,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023b-0,D.20.21.023b-1,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.074a-0,D.50.11.011a-0,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
20,4386.816000000001,36.864000000000004,3502.08,626.688,294.91200000000003,7603.200000000002,1036.8000000000002,576.0000000000001,9216.000000000002,0.0,6451.0,0.0,6004.774274714349,169.74953621992597,0.0,4095.5708856335423,2133.8266680541824,0.0,163.86574788915706,12.0,0.0,0.0,1.0,1914.733145132146,0.0,268.29410203256623,4587.267544254271,0.0,550.9403773008589,0.0,1.0,0.0,2782.421392037508,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16062.786019526851,0.0,209.56515959443487,1.0,2.0,1.0,2.0,1.0
21,4423.68,0.0,4055.04,368.64,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6761.094835425938,0.0,0.0,4814.446524560852,1047.4116167541838,0.0,0.0,12.0,0.0,0.0,1.0,2597.548117188739,0.0,325.4228128468429,5310.674210405328,0.0,458.4284569093312,0.0,1.0,0.0,1852.9182347271021,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20029.078476886498,0.0,238.69491631482862,1.0,2.0,1.0,2.0,1.0
22,4423.68,0.0,3981.3120000000004,442.36800000000005,0.0,8294.400000000001,921.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6768.8439546635955,163.81817661737168,0.0,6995.063675218582,458.5632134359079,0.0,0.0,12.0,0.0,0.0,1.0,2426.87850580875,0.0,382.27604955823,3560.7195552464113,0.0,1142.233840333731,0.0,1.0,0.0,1829.8458335318833,0.0,147.456,0.0,16.0,0.0,2.0,1.0,32374.192441244246,0.0,232.80561255786765,1.0,2.0,1.0,2.0,1.0
23,4386.816000000001,36.864000000000004,3465.2160000000003,774.144,184.32,7257.600000000002,1843.2000000000003,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,6108.589208951904,275.44761406150593,0.0,2860.0451626640515,1514.4346901541269,44.17288807626673,0.0,10.0,2.0,0.0,1.0,1608.3649195443681,0.0,310.3626332763182,4192.816134466949,0.0,856.2697482328554,0.0,1.0,0.0,2148.0143604347413,0.0,147.456,0.0,16.0,0.0,2.0,1.0,17256.635463474067,0.0,312.90193318556123,1.0,2.0,1.0,2.0,1.0
24,4423.68,0.0,3686.4,589.8240000000001,147.45600000000002,7948.800000000001,1036.8000000000002,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,5665.375406000822,29.15090968373661,0.0,5576.373786972216,2561.9019583790646,143.4096881716722,0.0,10.0,2.0,0.0,1.0,1962.416899600693,0.0,207.48792842808427,3365.987092168141,0.0,520.7256475791006,0.0,1.0,0.0,1548.2103374340318,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20608.64671231668,0.0,296.8590527164834,1.0,2.0,1.0,2.0,1.0
25,4423.68,0.0,3723.264,700.4159999999999,0.0,7948.800000000001,1267.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5392.325991930217,224.6319708364723,0.0,5420.674344947599,1804.7184401407105,0.0,0.0,12.0,0.0,0.0,1.0,2199.609392251804,0.0,204.52874877501642,4054.9979786955823,0.0,718.2041091653776,0.0,1.0,0.0,2453.982224988959,0.0,147.456,0.0,16.0,0.0,2.0,1.0,26935.38728137875,0.0,213.49664103824728,1.0,2.0,1.0,2.0,1.0
26,4423.68,0.0,4276.224,147.45600000000002,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6114.872334400129,0.0,0.0,4405.306347232192,914.9924860553639,0.0,0.0,12.0,0.0,0.0,1.0,1836.5706334898298,0.0,271.4799550341031,3980.693619587726,0.0,603.4101044756619,0.0,1.0,0.0,1910.7581036534118,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19993.678741543612,0.0,238.65831390465536,1.0,2.0,1.0,2.0,1.0
27,4423.68,0.0,4313.088,110.59200000000001,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6268.596569192019,0.0,0.0,4535.059523037123,759.9163575797575,0.0,0.0,10.0,2.0,0.0,1.0,2378.6528156902573,0.0,236.43131488855735,6390.339863961835,0.0,576.6094982707557,0.0,1.0,0.0,1711.5978823180042,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25328.266984184924,0.0,269.5229349672732,1.0,2.0,1.0,2.0,1.0
28,4423.68,0.0,4202.496,221.184,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,6910.799720610077,0.0,0.0,4518.938934464851,679.1002557454976,0.0,0.0,12.0,0.0,0.0,1.0,2367.4417639379863,0.0,355.81775806698954,4195.371362442791,0.0,661.726262745863,0.0,1.0,0.0,2319.1782619499804,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24023.10838506585,0.0,218.13592664082867,1.0,2.0,1.0,2.0,1.0
29,4423.68,0.0,4128.768,294.91200000000003,0.0,8294.400000000001,921.6000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,5702.946553358906,0.0,0.0,4131.382880567216,944.6495983908676,0.0,0.0,12.0,0.0,0.0,1.0,1423.4285263405811,0.0,214.20109462383522,3933.557250241866,0.0,582.5876973774481,0.0,1.0,0.0,2539.1328017403375,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24093.50014186671,0.0,290.62668792412876,1.0,2.0,1.0,2.0,1.0
30,4423.68,0.0,4202.496,221.18400000000003,0.0,8870.400000000001,345.60000000000014,0.0,9216.000000000002,0.0,6451.0,0.0,5011.196294494806,0.0,0.0,6346.919843993033,494.8271777327457,0.0,0.0,12.0,0.0,0.0,1.0,1664.3243912237087,0.0,358.9280611576474,3952.9930696249257,0.0,636.5216081246606,0.0,1.0,0.0,1924.1611454804452,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20594.17917776798,0.0,220.5561525537962,1.0,2.0,1.0,2.0,1.0
31,4423.68,0.0,4276.224,147.45600000000002,0.0,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,4816.959654816863,0.0,0.0,3961.326231054321,285.25402692374547,0.0,0.0,12.0,0.0,0.0,1.0,1659.3542839044298,0.0,415.26228980984814,3143.0446493932973,0.0,612.5473998617058,0.0,1.0,0.0,1985.5440459787021,0.0,147.456,0.0,16.0,0.0,2.0,1.0,16998.71504415312,0.0,211.50661521950227,1.0,2.0,1.0,2.0,1.0
32,4423.68,0.0,4128.768,294.91200000000003,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5709.684934855295,0.0,0.0,6441.7351701176185,533.8118074305394,0.0,0.0,12.0,0.0,0.0,1.0,2535.4829903534537,0.0,334.9706419091164,5663.17734848555,0.0,743.7329276752389,0.0,1.0,0.0,1811.3251125034458,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24175.217307212748,0.0,240.06766046656585,1.0,2.0,1.0,2.0,1.0
33,4423.68,0.0,3760.128,589.824,73.72800000000001,7718.4000000000015,1382.4,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,4659.875320446226,236.09124802351096,0.0,4376.600570724647,1099.5463199830956,0.0,33.38663035889291,10.0,2.0,0.0,1.0,1932.8892209614003,0.0,188.78318969239504,3106.138815943922,0.0,540.9215409674823,0.0,1.0,0.0,1924.8859024962915,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23102.187766077008,0.0,251.29350661351543,1.0,2.0,1.0,2.0,1.0
34,4423.68,0.0,4276.224,147.45600000000002,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,5838.501933280904,0.0,0.0,4939.572178969822,530.5774902345639,0.0,0.0,12.0,0.0,0.0,1.0,2146.836517118921,0.0,272.6985610101119,3064.9301725853,0.0,540.8392651262371,0.0,1.0,0.0,1780.0271434838353,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18969.83763764848,0.0,157.56035499631662,1.0,2.0,1.0,2.0,1.0
35,4423.68,0.0,4276.224,147.45600000000002,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,5257.30672596678,0.0,0.0,6581.054245776213,425.2523151647152,0.0,0.0,12.0,0.0,0.0,1.0,2430.53516433088,0.0,353.53797907518015,5925.881261083568,0.0,489.6189198127557,0.0,1.0,0.0,1736.8459639296882,0.0,147.456,0.0,16.0,0.0,2.0,1.0,23655.40397898805,0.0,199.5318193572751,1.0,2.0,1.0,2.0,1.0
36,4423.68,0.0,4165.6320000000005,258.048,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5929.0195144338,0.0,0.0,5551.567598561738,517.6740706783967,0.0,0.0,12.0,0.0,0.0,1.0,1796.0138821261621,0.0,255.99070525102067,3626.940534153446,0.0,765.7849250864433,0.0,1.0,0.0,1938.5216140024468,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19048.736148834716,0.0,281.234689778902,1.0,2.0,1.0,2.0,1.0
37,4423.68,0.0,4423.68,0.0,0.0,9216.000000000002,0.0,0.0,9216.000000000002,0.0,6451.0,0.0,7241.053420797785,0.0,0.0,4833.6687684374865,260.99801865431414,0.0,0.0,12.0,0.0,0.0,1.0,2082.197111303628,0.0,316.99755055013435,3409.8465128269218,0.0,968.7291624452102,0.0,1.0,0.0,1950.5011556957993,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20058.390975037266,0.0,248.937536115507,1.0,2.0,1.0,2.0,1.0
38,4423.68,0.0,4239.360000000001,184.32,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5405.95657824035,0.0,0.0,5820.01502140648,840.7809387924606,0.0,0.0,12.0,0.0,0.0,1.0,2082.6979162080875,0.0,339.49765234499404,3730.5865375511353,0.0,623.4133257525452,0.0,1.0,0.0,2039.9870556470871,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14077.13927884719,0.0,272.6623708856793,1.0,2.0,1.0,2.0,1.0
39,4423.68,0.0,4165.6320000000005,258.048,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5844.837447010569,0.0,0.0,5810.943456966902,140.4346463359958,0.0,0.0,12.0,0.0,0.0,1.0,2295.5406150242884,0.0,177.72202974363356,2898.8271668897996,0.0,803.8653868735828,0.0,1.0,0.0,1796.9518789297513,0.0,147.456,0.0,16.0,0.0,2.0,1.0,19556.821913573596,0.0,196.87887137375785,1.0,2.0,1.0,2.0,1.0
40,4423.68,0.0,4128.768,294.91200000000003,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,5785.802221667662,0.0,0.0,5333.807300592005,732.6053614757127,0.0,0.0,12.0,0.0,0.0,1.0,3005.7868986405547,0.0,263.521651241613,2929.173946431747,0.0,796.0393716940218,0.0,1.0,0.0,2305.3799797272936,0.0,147.456,0.0,16.0,0.0,2.0,1.0,24132.844574408664,0.0,272.45600343224675,1.0,2.0,1.0,2.0,1.0
41,4423.68,0.0,4018.1760000000004,405.504,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5563.21660149724,0.0,0.0,4702.230607632553,816.1707509815677,0.0,0.0,12.0,0.0,0.0,1.0,2088.636188124866,0.0,353.1922507536335,3164.7320609889803,0.0,572.8988799364372,0.0,1.0,0.0,1830.4609057211242,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20267.366202699894,0.0,319.24545772132706,1.0,2.0,1.0,2.0,1.0
42,4423.68,0.0,4165.6320000000005,258.048,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,5192.5951979526135,0.0,0.0,6177.3175078662625,459.06910891531965,0.0,0.0,12.0,0.0,0.0,1.0,2346.1725404318922,0.0,289.27129822841573,4181.895475126607,0.0,772.9494771566922,0.0,1.0,0.0,2196.098056790209,0.0,147.456,0.0,16.0,0.0,2.0,1.0,20108.6060619606,0.0,162.4830779216324,1.0,2.0,1.0,2.0,1.0
43,4423.68,0.0,4423.68,0.0,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,5486.534040456632,0.0,0.0,5467.454265365885,258.66210931562836,0.0,0.0,12.0,0.0,0.0,1.0,2336.293795253797,0.0,325.7505377816929,4861.679979481681,0.0,468.4427092438962,0.0,1.0,0.0,1979.2171333771012,0.0,147.456,0.0,16.0,0.0,2.0,1.0,18012.912771244395,0.0,198.97547346481892,1.0,2.0,1.0,2.0,1.0
44,4423.68,0.0,4313.088,110.592,0.0,8294.400000000001,921.6000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,6944.940681546551,121.97760419649352,0.0,5714.303244821898,468.5573712286305,0.0,0.0,12.0,0.0,0.0,1.0,1946.695688757267,0.0,257.2962373437734,4022.698091582647,0.0,578.51326764845,0.0,1.0,0.0,2028.0617481017205,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14726.600685607411,0.0,246.52825327523766,1.0,2.0,1.0,2.0,1.0
45,4423.68,0.0,4239.360000000001,184.32,0.0,8985.600000000002,230.40000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,6559.801548864656,0.0,0.0,7220.134499908245,391.87352664818684,0.0,0.0,12.0,0.0,0.0,1.0,2294.727827275558,0.0,320.8132493590253,5531.6396271981985,0.0,505.53174877465864,0.0,1.0,0.0,1909.7029349502404,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25740.112659163788,0.0,192.09112161510447,1.0,2.0,1.0,2.0,1.0
46,4423.68,0.0,4055.04,368.64,0.0,8524.800000000003,576.0000000000001,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,6261.653208747841,0.0,0.0,6646.677621399553,1451.013211242709,0.0,0.0,12.0,0.0,0.0,1.0,2061.2250382013444,0.0,186.12273111001423,3989.9850011642,0.0,449.029890371034,0.0,1.0,0.0,2115.5575826421873,0.0,147.456,0.0,16.0,0.0,2.0,1.0,14776.606656027197,0.0,276.9537933320965,1.0,2.0,1.0,2.0,1.0
47,4423.68,0.0,4055.04,368.64,0.0,8524.800000000003,576.0000000000002,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,4782.694326552117,37.52213019360869,0.0,4040.5046203842066,1012.7378109715953,0.0,0.0,10.0,2.0,0.0,1.0,2247.0808115792993,0.0,343.9482276474164,4254.740153398849,0.0,505.860516934652,0.0,1.0,0.0,1992.3884930771637,0.0,147.456,0.0,16.0,0.0,2.0,1.0,25988.458630804944,0.0,183.08981725858763,1.0,2.0,1.0,2.0,1.0
