dv-loss-dmg-ds-loc-dir,COST-B.10.71.002-B.10.71.002-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-1,COST-B.10.71.012-B.10.71.012-1-1-2,COST-B.10.71.012-B.10.71.012-1-2-1,COST-B.10.71.012-B.10.71.012-1-2-2,COST-B.10.71.012-B.10.71.012-1-3-1,COST-B.10.71.012-B.10.71.012-1-3-2,COST-B.10.71.012-B.10.71.012-1-4-1,COST-B.10.71.012-B.10.71.012-1-4-2,COST-B.10.71.012-B.10.71.012-2-1-1,COST-B.10.71.012-B.10.71.012-2-1-2,COST-B.10.71.012-B.10.71.012-2-2-1,COST-B.20.11.102-B.20.11.102-1-1-1,COST-B.20.11.102-B.20.11.102-1-1-2,COST-B.20.11.102-B.20.11.102-1-2-1,COST-B.20.11.102-B.20.11.102-1-2-2,COST-B.20.11.102-B.20.11.102-1-3-1,COST-B.20.11.102-B.20.11.102-1-3-2,COST-B.20.11.102-B.20.11.102-1-4-1,COST-B.20.11.102-B.20.11.102-1-4-2,COST-B.20.11.102-B.20.11.102-2-1-1,COST-B.20.11.102-B.20.11.102-2-2-1,COST-B.20.11.121-B.20.11.121-1-1-1,COST-B.30.11.012-B.30.11.012-1-5-1,COST-C.10.11.001a-C.10.11.001a-1-1-1,COST-C.10.11.001a-C.10.11.001a-1-1-2,COST-C.10.11.001a-C.10.11.001a-1-2-1,COST-C.10.11.001a-C.10.11.001a-2-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-1,COST-C.10.11.011a-C.10.11.011a-1-1-2,COST-C.10.11.011a-C.10.11.011a-1-2-1,COST-C.10.11.011a-C.10.11.011a-1-2-2,COST-C.10.11.011a-C.10.11.011a-1-3-1,COST-C.10.11.011a-C.10.11.011a-1-3-2,COST-C.10.11.011a-C.10.11.011a-1-4-1,COST-C.10.11.011a-C.10.11.011a-1-4-2,COST-C.10.11.011a-C.10.11.011a-2-1-1,COST-C.10.11.011a-C.10.11.011a-2-1-2,COST-C.10.11.011a-C.10.11.011a-2-2-1,COST-C.10.11.011a-C.10.11.011a-3-1-1,COST-C.10.11.011a-C.10.11.011a-3-2-1,COST-C.20.11.001b-C.20.11.001b-1-1-1,COST-C.20.11.001b-C.20.11.001b-1-1-2,COST-C.20.11.001b-C.20.11.001b-1-2-1,COST-C.20.11.001b-C.20.11.001b-1-2-2,COST-C.20.11.001b-C.20.11.001b-1-3-1,COST-C.20.11.001b-C.20.11.001b-1-3-2,COST-C.20.11.001b-C.20.11.001b-2-1-1,COST-D.20.21.013a-D.20.21.013a-1-4-1,COST-D.20.21.013b-D.20.21.013b-1-4-1,COST-D.30.31.013b-D.30.31.013b-1-5-1,COST-D.30.41.011c-D.30.41.011c-1-3-1,COST-D.30.41.011c-D.30.41.011c-1-4-2,COST-D.30.41.032c-D.30.41.032c-1-3-1,COST-D.30.41.032c-D.30.41.032c-1-4-1,COST-D.30.41.102b-D.30.41.102b-1-2-1,COST-D.30.41.102b-D.30.41.102b-1-3-1,COST-D.30.41.102b-D.30.41.102b-1-4-1,COST-D.40.11.023a-D.40.11.023a-1-2-1,COST-D.40.11.023a-D.40.11.023a-1-3-1,COST-D.40.11.023a-D.40.11.023a-1-4-1,TIME-B.10.71.002-B.10.71.002-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-1,TIME-B.10.71.012-B.10.71.012-1-1-2,TIME-B.10.71.012-B.10.71.012-1-2-1,TIME-B.10.71.012-B.10.71.012-1-2-2,TIME-B.10.71.012-B.10.71.012-1-3-1,TIME-B.10.71.012-B.10.71.012-1-3-2,TIME-B.10.71.012-B.10.71.012-1-4-1,TIME-B.10.71.012-B.10.71.012-1-4-2,TIME-B.10.71.012-B.10.71.012-2-1-1,TIME-B.10.71.012-B.10.71.012-2-1-2,TIME-B.10.71.012-B.10.71.012-2-2-1,TIME-B.20.11.102-B.20.11.102-1-1-1,TIME-B.20.11.102-B.20.11.102-1-1-2,TIME-B.20.11.102-B.20.11.102-1-2-1,TIME-B.20.11.102-B.20.11.102-1-2-2,TIME-B.20.11.102-B.20.11.102-1-3-1,TIME-B.20.11.102-B.20.11.102-1-3-2,TIME-B.20.11.102-B.20.11.102-1-4-1,TIME-B.20.11.102-B.20.11.102-1-4-2,TIME-B.20.11.102-B.20.11.102-2-1-1,TIME-B.20.11.102-B.20.11.102-2-2-1,TIME-B.20.11.121-B.20.11.121-1-1-1,TIME-B.30.11.012-B.30.11.012-1-5-1,TIME-C.10.11.001a-C.10.11.001a-1-1-1,TIME-C.10.11.001a-C.10.11.001a-1-1-2,TIME-C.10.11.001a-C.10.11.001a-1-2-1,TIME-C.10.11.001a-C.10.11.001a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-1,TIME-C.10.11.011a-C.10.11.011a-1-1-2,TIME-C.10.11.011a-C.10.11.011a-1-2-1,TIME-C.10.11.011a-C.10.11.011a-1-2-2,TIME-C.10.11.011a-C.10.11.011a-1-3-1,TIME-C.10.11.011a-C.10.11.011a-1-3-2,TIME-C.10.11.011a-C.10.11.011a-1-4-1,TIME-C.10.11.011a-C.10.11.011a-1-4-2,TIME-C.10.11.011a-C.10.11.011a-2-1-1,TIME-C.10.11.011a-C.10.11.011a-2-1-2,TIME-C.10.11.011a-C.10.11.011a-2-2-1,TIME-C.10.11.011a-C.10.11.011a-3-1-1,TIME-C.10.11.011a-C.10.11.011a-3-2-1,TIME-C.20.11.001b-C.20.11.001b-1-1-1,TIME-C.20.11.001b-C.20.11.001b-1-1-2,TIME-C.20.11.001b-C.20.11.001b-1-2-1,TIME-C.20.11.001b-C.20.11.001b-1-2-2,TIME-C.20.11.001b-C.20.11.001b-1-3-1,TIME-C.20.11.001b-C.20.11.001b-1-3-2,TIME-C.20.11.001b-C.20.11.001b-2-1-1,TIME-D.20.21.013a-D.20.21.013a-1-4-1,TIME-D.20.21.013b-D.20.21.013b-1-4-1,TIME-D.30.31.013b-D.30.31.013b-1-5-1,TIME-D.30.41.011c-D.30.41.011c-1-3-1,TIME-D.30.41.011c-D.30.41.011c-1-4-2,TIME-D.30.41.032c-D.30.41.032c-1-3-1,TIME-D.30.41.032c-D.30.41.032c-1-4-1,TIME-D.30.41.102b-D.30.41.102b-1-2-1,TIME-D.30.41.102b-D.30.41.102b-1-3-1,TIME-D.30.41.102b-D.30.41.102b-1-4-1,TIME-D.40.11.023a-D.40.11.023a-1-2-1,TIME-D.40.11.023a-D.40.11.023a-1-3-1,TIME-D.40.11.023a-D.40.11.023a-1-4-1
1729,0.0,0.0,0.0,893.3368818235946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9300.411588061357,0.0,1559.913733802404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944907836626328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.687773042068884,0.0,0.13990704768891404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730,0.0,3231.7238031491033,0.0,3765.3285786208235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2238.3240589891698,1384.0948329951702,3592.777519928692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.261412474590842,0.0,2.542332966679775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.482565033533249,3.4254842495268165,1.1246090230914405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1731,0.0,1155.7311160064894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4943.906428618815,3215.7520019127137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9869884404161312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.609094577152647,2.316213206891843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1732,0.0,3189.6622516484454,1056.4000258376986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.154374530135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.767196432723,1902.6667091547151,5047.882079144766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.728336286845018,1.5766448038991385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6014190147071174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.594496297942506,1.9897046759348267,3.1239478508134306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,0.0,5662.14589434659,0.0,1500.5982909862976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8751.452311849742,0.0,1838.2242659835276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6002.635895505877,0.0,3815.2444772380604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6462472623882185,0.0,2.764256204729792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.629481257618845,0.0,2.283171893908826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800666607782496,0.0,4.811137281463923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1734,0.0,3150.663272989564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2830.600531593862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9183.499132179248,0.0,5265.343028766521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6550439705012105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5079690300783386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.298128467473454,0.0,6.01633105304157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1735,0.0,1614.8164518556673,1034.513032208331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.892447577401,0.0,0.0,2154.603761270323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.5668123616606,2991.863992706243,162.6857921540851,1886.2284593617953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5403799661901845,0.7649114326265218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.63435115759583,0.0,0.0,2.1497415563623377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.487217383412079,2.7866685472205353,0.18287743328435083,3.059914178155916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357.650317954553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8070.059097035698,0.0,0.0,0.0,3218.2721866786023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6518989577107033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.264540958624483,0.0,0.0,0.0,1.4420599128763625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,0.0,2124.923937599422,765.2145299824772,1440.3269997572036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6879.199718891673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8286.45790955111,2038.7265263578029,0.0,0.0,0.0,3715.3911486834836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3246308366784234,0.8873989511682652,1.0353051516869485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.802294227521502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.301902859465232,1.2133254861408036,0.0,0.0,0.0,0.8261306547583657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,0.0,2161.007885506415,0.0,1421.430731031726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699.8579289528693,2581.49231772944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4272.9239556020875,0.0,2091.0962597651223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7812130111008524,0.0,1.003328984334216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3374795742699623,3.0278011666218685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8687055331050594,0.0,3.2431575502256775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,0.0,4426.147903835175,0.0,1549.918642527074,0.0,0.0,0.0,0.0,0.0,935.2254011294891,0.0,0.0,6931.511672880653,0.0,4067.693123446897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.541919966219,0.0,0.0,0.0,8492.231024947407,3665.6808261020524,8264.337565142012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.193142671844639,0.0,1.2336874600167702,0.0,0.0,0.0,0.0,0.0,1.0095759803840358,0.0,0.0,7.6236775552870295,0.0,3.0175638030422647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.277885616686174,0.0,0.0,0.0,3.896524552731684,1.3305449522061328,4.146132307664386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1740,0.0,5042.6929583684705,0.0,1901.6414314358794,1184.0432708757073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9396.04450584822,0.0,1582.9017129499157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4006.7060066075583,1317.6044136774153,13437.277663955001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.864837576523493,0.0,2.5350590084157787,0.7652548319024297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.810050670618633,0.0,2.1502781958635997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.895279836925474,1.3393633809698695,11.373812254047397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,0.0,2325.7545151039517,862.6661864730556,1990.3628139137738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.3362954887625,2251.7818767196727,4974.174992829743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4884.445450676763,2614.911781349985,5154.184920907582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8710411704531262,0.44643902860698154,1.5364217646300637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.592438864789412,3.561519433164039,2.0613802403573187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.393085529569053,2.132308435689366,3.616807835475359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,0.0,7977.294557221205,554.8140112063413,2080.170021271766,0.0,0.0,0.0,0.0,0.0,1746.3987193288626,0.0,0.0,8219.535414559352,0.0,8044.68518208501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7776.432619735546,0.0,7622.638365292175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.808163308677187,1.1419127721831448,2.8890319866803753,0.0,0.0,0.0,0.0,0.0,0.8195119106992904,0.0,0.0,7.496002845738872,0.0,4.371682640148793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.550899674037934,0.0,3.550917028895373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743,0.0,2796.013880413549,0.0,2196.6606201370464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6112.85784725019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7917.673433172031,4569.309345242613,4106.751328133635,0.0,0.0,1475.8448818707648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2044919196071264,0.0,2.749714551007823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.171169236911503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52670619933509,3.4171492453236363,5.678377282670901,0.0,0.0,1.100887018761156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,0.0,3994.058983891351,0.0,750.7730394182032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15120.413515517579,0.0,2307.5984860964504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10085.156124964282,0.0,7462.106334522858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7193657986199025,0.0,0.8149510079831089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7421108499311435,0.0,1.8276237346282904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24437183915078,0.0,1.8729764943667728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5950.075234520757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10314.541986857808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.637514672763014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8671584981634416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,0.0,5114.747536834846,0.0,4452.537031423794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4069.519461146748,0.0,10923.821038564996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.7773023992286,0.0,0.0,0.0,9533.337257480049,0.0,2445.869013822748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4433.4119370295375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.318246027013468,0.0,2.7467697413336936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.450636155499735,0.0,9.381234054876954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9634669991645669,0.0,0.0,0.0,4.598529188515011,0.0,2.4888698141157315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.90375470438256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,0.0,7071.771647812101,0.0,5023.417577328846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14868.07664623239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781.477693376451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5272.243312506322,3135.3689739342412,2614.801678306237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.598174031421529,0.0,2.7937691871395813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.428243278535886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.372017802540202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5495649257948307,0.8618828797154664,2.25634095607016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
