cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.7474770298072,748.7984544063557,748.7270194511813,748.7469595548738,748.7619268586797,748.7490826985396,748.7681387296377,748.7532977336939,748.7060085797847,748.7412374955153,748.7583384048952,748.7119704232922,748.7749456184508,748.7239858660579,748.7726473205008,748.753070058421,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.1470824263962,529.1966503559152,529.1082187914657,529.1047410596032,74.87208338660864,74.86915248783662,74.88259374527529,74.89844572204132,1058.341916668524,1058.2224521992455,1058.317338351757,1058.1430663836472,149.75583493502097,149.75565723413595,149.74509440929467,149.73998813279596,603.9917356571201,604.0834555774044,603.9739228493495,603.9796357217116,1.0,1.0,249.5756763488828,249.61186813218845,249.5733265325257,249.60476269574752,249.57603075598246,249.59961955079436,249.59852938321228,249.58850619162192,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5291.704956765473,5291.093666817239,5291.152084858827,5291.284002302962,59.89917438237556,59.90164980740775,59.917105042950205,59.90160208193357,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.6782889234306,312.0774538576517,311.55687131326044,311.74583774524945,311.8704848835817,311.79691311345294,311.83859437918056,311.8034278994457,311.48064882458704,311.74668352879826,311.86523330565757,311.5180098523688,311.95713902710384,311.51084986975036,311.8881502270171,311.76005333314185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.5319269567905,220.93643387943658,220.22278184216577,220.2142328436939,31.149631627075703,31.1418123571968,31.233193625848113,31.375351754149904,441.41155742108964,440.6909742995358,441.13882494620424,440.0267145255368,62.390132723035364,62.383792732874205,62.31240445284147,62.29668372787296,251.46047681464424,252.21623993296822,251.33779199199304,251.44418274473927,0.0,0.0,103.85879594382072,104.15647752801044,103.83490287855467,104.08844515394945,103.87363084511072,104.02794923598329,104.02950815224061,103.94794571858834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2207.2528507732964,2202.202217906818,2202.914351244764,2203.9237444166215,24.93114366794013,24.94844104533356,25.096441598970845,24.950165943009235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.3999030252987737,0.3999676198115906,0.39987700897967493,0.3999285407024161,0.400044507857569,0.3999478293564252,0.39993388196143737,0.40002661727227834,0.39997768174110815,0.4001857453501581,0.39998724808496317,0.3999449268463101,0.4000595448640444,0.3998749181053208,0.4000487457619792,0.39998667364450147,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.4000259259523122,0.4000802185635039,0.3998676938374911,0.39989699215268726,0.3998667235413837,0.3999950404085412,0.4000434170450527,0.4001964264990605,0.4000121914224526,0.40033043412840824,0.3999680778998648,0.3999066717917361,0.39995211864258373,0.3998929561588144,0.39991192295793043,0.4000938943918172,0.39999020057083007,0.4000693871844452,0.3999157773206058,0.3999555548236423,0.0,0.0,0.39996602818675314,0.40004354263044195,0.3998795737687577,0.3999745091072655,0.39993052500636495,0.4000154713228983,0.4000192234284257,0.399915162890631,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.3999946802320893,0.399885547546642,0.3999199795713419,0.4000451667153027,0.399900824415611,0.40000657499604364,0.40019989835035435,0.39991550284950106,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,163.59025718202824,165.85711348520783,162.973344028691,167.57302533582373,144.10439427431217,158.8633470507399,159.19131564164962,143.95712967937857,152.523122958324,122.68497079347522,151.7037461248127,148.98919610848813,142.99782523245895,164.13570815882113,141.6825975979767,153.57595099313036,2.0,2.0,2.0,2.0,2.0,2.0,1.0,105.05021189880166,113.27541974355199,116.21018526280932,115.81242930799021,16.608718821946635,13.245250639694692,15.247895761893105,16.688643400395964,227.8646409508529,143.59256200576704,232.55329757130926,213.40856893918567,32.11113570648041,33.41749310581559,31.81220184550514,24.207012270897835,126.16343731207692,129.23108194545028,123.81805046917438,118.80780358030597,1.0,1.0,50.08550496516053,53.94804272517352,52.60099513344748,54.067237904986094,49.06592285500263,55.44686171770499,53.79268616701015,55.711541466132815,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1179.1015754999614,1167.287000451823,1176.330619604035,978.7871919108039,12.354664187749552,11.825092795407496,13.371182164726024,13.391557034547258,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,201.5296207885862,201.3687837333993,204.05194602697992,203.07484505440993,201.37001391478972,201.14580461400845,202.18823973548078,204.2843493579245,204.16701257771044,202.43904609139355,201.2312708415844,205.18138226718165,204.33445719819164,203.28565267259677,204.16456665013894,204.60474312954892,2.0,2.0,2.0,2.0,2.0,2.0,1.0,142.88369594078466,142.29933493438466,144.40108391403388,142.9337190946491,20.37682003335899,20.24830710370998,20.15529350897361,20.199363604098828,284.06793920653706,287.4694895517596,289.0179194155528,286.21359178093195,40.883534318140875,40.82871223510614,40.94145198549364,40.99187013718824,165.37713991856907,164.26107575848962,165.44402826812404,165.12420536726643,1.0,1.0,67.60487412850733,68.0516430379979,68.05089996522518,68.37322796189763,67.88858341486348,68.33426419519019,67.20699499782393,67.62593518123784,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1439.3843793459992,1443.038492678678,1431.722283731038,1439.4885741959954,16.08351539829311,16.137078810891694,16.09598497236775,16.077427731775177,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.43590506289905,311.49888634763835,311.47771747408615,311.50359638792514,311.4577573754557,311.32906096410363,311.5175935225337,311.3752754177895,311.4056549187499,311.29112346095076,311.58058484765144,311.4207910008722,311.4528720576711,311.48562630784784,311.3256278848634,311.355641116501,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.91329493818844,220.06790140141334,220.1791554700961,219.90291614950584,31.158641325964286,31.1191236686997,31.142587587534543,31.155535452997935,440.3248034056061,439.9236778146236,439.833587688304,440.2711244579552,62.26101263499727,62.30790045592643,62.28477015734227,62.30794469565561,251.0465654887282,251.02857632183927,251.23861590726594,251.14534274158655,1.0,1.0,103.75335686092922,103.74531723705792,103.7899290122015,103.79190596234048,103.82832408927715,103.83971485427152,103.76827067177368,103.83241629110255,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2201.5873258127917,2198.7516491481165,2201.202560588664,2200.5018639736363,24.919664650984878,24.914686396139157,24.899467504991815,24.903116348849,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.12832588911385,414.12338137895813,414.01292961815705,413.9752696089859,414.1198086578672,414.1185363435904,414.00552942136284,414.1335647813303,413.9768503665347,414.1187413774013,414.11584540872764,414.1024308881508,414.082857124271,414.114747338128,413.977835434416,414.1046304016915,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.61129499467035,292.5912118518141,292.57232929570785,292.61459832830934,41.400706831543296,41.40155445912938,41.40122627482553,41.40146073493134,585.0958819548368,585.1578651576219,585.1857965359811,585.1194632937629,82.82342701163446,82.79595553934561,82.80058488784637,82.82451246824958,334.0121277507619,334.0160336418365,333.94251408820594,333.94353429183604,1.0,1.0,138.0224547367469,138.01703778477412,138.00817540227746,138.03037077959644,138.02977836793227,138.02049820675623,138.00858936136174,138.02720414877763,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2926.3161503900988,2925.818210472838,2926.436591831231,2926.3761781556723,33.130905672570066,33.12932570131669,33.11911133083587,33.122769502056165,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.65701642176487,463.5990028407149,463.6717895020447,463.5942335479581,463.5790636097148,463.57806312309424,463.6483035338285,463.692761512526,463.67217776742183,463.62216508548994,463.6861941070983,463.61886344671154,463.62043824118456,463.66464040311934,463.68101982152865,463.5955782489193,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.60044896226424,327.64821684130123,327.63088329326666,327.60027296832504,46.369518570308436,46.359840094084845,46.35834071143685,46.35983447085418,655.3329352418456,655.2566334883599,655.2261014839262,655.2085333112947,92.74192654275294,92.7346660848422,92.73225129963264,92.73296333328976,374.0087286406394,373.9887281194301,374.0307168555489,373.9824050660937,1.0,1.0,154.56423228376232,154.55207550596484,154.5589770627581,154.56577522678458,154.55349481394657,154.52933089437857,154.55372447420822,154.5430623689812,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.425290591648,3276.3454853908606,3276.715912845004,3276.2346879335796,37.093056205045364,37.09110090764159,37.090809545688295,37.09180694802712,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.2245641344658,691.2454233053082,691.2013569049981,691.2163752321208,691.2030442490959,691.1671828222277,691.193442476632,691.1727371663692,691.2037210615023,691.16889576986,691.2123950050129,691.2172186766691,691.1907676760761,691.2154138531916,691.1931983025797,691.1880523797768,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.46100887997056,488.4616172382882,488.4640708638018,488.42971948365897,69.11678849884295,69.12631731183464,69.11797648166215,69.1242205712112,976.8691985399303,976.859095172875,976.8786752697895,976.8462165643214,138.2429775268953,138.23640386026662,138.23070214450848,138.22901650970238,557.5627664569517,557.5866964162368,557.5260720464939,557.6026746380956,1.0,1.0,230.3871033057214,230.41571672134558,230.40441216047492,230.3872211852277,230.39704427672837,230.39926500389925,230.41102979491063,230.39894241213145,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.245846513987,4884.308919427076,4884.506385906092,4884.7317997041,55.2952745969499,55.299065639282745,55.29224104553755,55.29983138300152,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
