cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
772,3502.08,405.504,331.776,184.32,442.368,811.008,2654.208,516.096,1036.8000000000002,1497.6000000000004,5644.800000000001,1036.8000000000004,6912.000000000001,1152.0000000000002,806.4000000000001,345.6,645.1,967.65,4838.25,2271.213743792505,1596.4951649543386,1593.4092421114558,699.7332602050699,770.8401499626815,1805.8444559827153,2982.729865139526,611.143885379503,4.0,8.0,0.0,0.0,1.0,977.7181816313234,744.5213982216602,131.0904849130637,59.88595875256323,220.607116288312,2650.2571261879048,1460.1083668042675,276.5672663238637,0.0,684.5961743180608,164.0422891249454,0.0,1.0,214.3235103781215,762.0051501022822,623.6100666649438,29.4912,117.9648,0.0,16.0,0.0,2.0,0.0,1.0,0.0,5944.947416171977,12621.62200028883,6620.3603489086545,302.95512064467437,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
773,3428.3520000000003,663.552,294.91200000000003,36.864000000000004,626.688,626.6880000000001,2838.5280000000002,331.776,1497.6000000000006,1152.0000000000002,5875.200000000001,691.2000000000002,6681.6,1958.4,576.0000000000001,0.0,6451.0,0.0,0.0,1931.5018953035078,1379.3257426167797,1207.8955198639276,580.3442908277633,505.94869566179864,2049.133361651682,2175.9339656043126,958.9422558287891,0.0,6.0,4.0,2.0,1.0,2662.933894753825,0.0,0.0,302.1951818424181,0.0,4652.237511685207,0.0,0.0,808.5300370578964,0.0,0.0,1.0,0.0,1703.772848119674,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,0.0,16365.00722264975,0.0,0.0,384.49595169698307,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
774,3170.304,1105.92,147.45600000000002,0.0,737.28,479.232,3133.44,73.72800000000001,1152.0000000000002,1497.6000000000004,6336.000000000002,230.40000000000006,7257.600000000001,1728.0000000000002,230.40000000000003,0.0,6451.0,0.0,0.0,989.0546525359564,1628.3156373830714,1935.5537747056508,237.48784084577923,1157.835819430586,2481.9904606614173,2928.5391977852264,1006.6156144587642,4.0,6.0,0.0,2.0,1.0,2870.1354965679816,17.80972563757375,0.0,290.5360806631524,0.0,4747.2848631364295,138.47628578180294,0.0,400.6476504188173,126.16937816030341,0.0,0.0,1.0,2248.5507977079596,0.0,0.0,138.24,9.216000000000001,12.0,4.0,2.0,0.0,0.0,0.0,1.0,21308.51345728081,678.1761587694022,0.0,201.57885311048898,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
775,3244.032,1069.056,110.592,0.0,552.96,811.008,3022.848,36.864000000000004,1152.0000000000002,1497.6000000000004,6336.000000000002,230.40000000000006,7142.4000000000015,2073.6000000000004,0.0,0.0,3870.6,1612.75,967.65,1364.3768294380466,1654.7330042162455,2744.0201747783567,551.2549951964315,450.9922540337235,1885.3557972072804,2244.0365560097534,792.4829095383964,0.0,12.0,0.0,0.0,1.0,1876.4322331253275,300.59942020134395,0.0,237.41463645697067,137.67726933557492,4373.166142115371,417.32758583467114,0.0,190.24814310012462,310.837037391572,281.9926802046105,0.0,1.0,923.6384731774178,898.6078684629167,0.0,94.0032,53.452799999999996,4.0,12.0,0.0,0.0,2.0,1.0,0.0,13434.11044192027,6813.9253491996,744.8954730582018,130.30123089818983,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
776,3207.168,958.4640000000002,258.048,0.0,589.8240000000001,774.144,2801.664,258.048,1497.6000000000004,1382.4000000000003,5760.000000000001,576.0000000000001,7372.800000000001,1382.4000000000003,345.6,115.20000000000002,1612.75,1935.3,2902.95,2419.927168240005,1328.8359158776254,1253.8092154251028,798.213832388491,597.0917267388602,1747.430639958324,2895.204645285329,485.74482062512413,4.0,4.0,2.0,2.0,1.0,1769.6444788025674,546.456866578333,0.0,127.42845462123827,250.84769973131858,3081.3219938606353,642.1207071346284,0.0,82.25034632045747,315.4991348666398,122.59212153734478,0.0,1.0,1302.7128834981252,399.0125211136681,0.0,53.452799999999996,94.00319999999999,0.0,16.0,0.0,2.0,0.0,1.0,0.0,10369.385846553338,9972.084386959694,3055.1825044259467,247.4250578750699,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
777,3244.032,1142.784,36.864000000000004,0.0,589.8240000000001,737.28,2912.2560000000003,184.32,1267.2000000000003,1728.0000000000005,5990.4000000000015,230.40000000000006,6796.800000000001,1958.4,460.80000000000007,0.0,3225.5,1612.75,1612.75,1800.7428392084505,1370.498438465968,1559.8616811628851,491.143462744698,1103.8831530709413,2108.442151414366,2717.3432028053276,859.9912117849884,2.0,6.0,4.0,0.0,1.0,2567.8668251075915,274.9864646391559,0.0,158.34705277862287,210.62826873778988,3335.412827845506,682.0122337344937,45.21989866460841,747.7205505754984,0.0,0.0,0.0,1.0,179.11345732255546,1583.7680236134515,474.1755760866858,77.4144,70.0416,4.0,12.0,2.0,0.0,0.0,1.0,0.0,10112.35237487611,8821.506880759085,1728.0841266059779,240.5063055664862,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
778,3391.4880000000003,1032.192,0.0,0.0,516.096,700.416,3170.304,36.864000000000004,460.8000000000001,2073.6000000000004,6681.600000000002,0.0,7142.4000000000015,2073.6000000000004,0.0,0.0,4838.25,645.1,967.65,1436.3803210467538,2002.3875955970452,2063.485328308345,183.66869853421252,909.5243096174167,1235.175712145031,1815.418078535404,910.8009097645654,2.0,6.0,4.0,0.0,1.0,2514.7241091599644,64.41377280767914,0.0,230.10976388987095,78.65553170176301,3978.2456496465984,65.4387283409787,0.0,449.8418722558645,0.0,151.75470242599712,0.0,1.0,2030.1259071968877,454.3300210742031,0.0,108.7488,38.7072,12.0,4.0,2.0,0.0,0.0,1.0,0.0,17723.345806833182,3125.2727923935654,467.3407067785812,198.03381235511222,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
779,3428.352,921.6,73.72800000000001,0.0,552.96,737.28,3096.576,36.864000000000004,1497.6000000000004,1152.0000000000002,6566.4000000000015,0.0,6796.800000000001,2419.2000000000003,0.0,0.0,6128.450000000001,322.55,0.0,2276.192674156824,1576.1900058964047,2066.7993567265808,55.422392464680385,716.8525158725412,1731.573421154975,2911.328642999315,1284.4529999802703,2.0,8.0,0.0,2.0,1.0,3344.9871290240144,31.979807273317657,0.0,181.8208913104373,123.95521387689837,3429.944045873758,90.71435076042108,0.0,737.7087557204077,0.0,0.0,0.0,1.0,1456.3953428740897,0.0,151.85766599480198,127.1808,20.275199999999998,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17009.265338123125,3667.3945917103797,0.0,279.0017567388093,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
780,3649.536,626.688,147.45600000000002,0.0,737.2800000000001,589.8240000000001,2838.5280000000002,258.048,1382.4,1267.2000000000003,5990.4000000000015,576.0000000000001,7488.000000000001,1036.8000000000002,576.0000000000001,115.20000000000002,6451.0,0.0,0.0,1590.5776339976267,1560.119152920971,2306.092591371684,1109.6949949447387,954.6904414868625,1563.7081647289092,3365.0116062140814,352.2258983039038,2.0,6.0,2.0,2.0,1.0,1938.920577827995,0.0,0.0,258.54425800206457,0.0,4587.593281087613,0.0,0.0,385.68202179305973,0.0,208.464703807431,1.0,0.0,1433.434713971278,460.9690162111761,0.0,145.6128,1.8432,8.0,8.0,2.0,0.0,0.0,1.0,0.0,19136.409296630383,0.0,0.0,275.9625700147777,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
781,3612.6720000000005,258.048,36.864000000000004,516.096,516.096,921.6,2433.024,552.96,1152.0000000000002,1267.2000000000003,5644.800000000001,1152.0000000000002,7488.000000000001,576.0000000000001,115.20000000000002,1036.8,322.55,0.0,6128.450000000001,1484.0009729688963,1736.2570939483037,1520.6492008145112,753.808878555428,496.3637568535034,2261.9605155874897,2612.693909515342,279.9729607243608,2.0,4.0,4.0,2.0,1.0,553.5247024020164,1524.3729489874415,487.31318042800706,0.0,333.6104660799656,1165.5394710760515,1290.673922702184,801.5751275480656,0.0,92.15203788523105,534.1311113457585,0.0,1.0,217.34267099596966,392.2666036553918,943.4382186250948,12.9024,134.5536,0.0,16.0,0.0,2.0,0.0,1.0,0.0,1929.1490906553577,7902.531858997314,11394.101224098127,115.67907128027504,72.17059058641959,36.39819462282933,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
782,3317.76,552.96,0.0,552.96,516.096,847.8720000000001,2506.752,552.96,1382.4000000000005,1152.0000000000002,5529.600000000001,1152.0000000000002,7027.200000000001,1036.8000000000002,0.0,1152.0000000000002,0.0,322.55,6128.450000000001,1994.2832840637639,2264.1081103388233,1547.8259187420651,601.0892521148186,324.08817331623015,1575.0626293636453,2817.321413894373,495.3068395934873,0.0,4.0,6.0,2.0,1.0,566.5402679714707,1479.3753959896208,598.5189060284996,0.0,372.87767443326095,1084.4702740099904,2433.7680064794463,1318.5311830762237,0.0,112.8722476160527,373.55120863978675,0.0,1.0,0.0,0.0,2150.533030783852,3.6864,143.7696,0.0,16.0,0.0,2.0,0.0,1.0,0.0,1984.2219545977018,6452.341045595091,17555.607672235423,162.18289762906508,86.42655203417767,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
783,3244.032,995.328,147.45600000000002,36.864000000000004,589.8240000000001,737.28,2727.936,368.64,1267.2000000000003,1612.8000000000004,5414.4000000000015,921.6000000000003,6566.4000000000015,1958.3999999999999,691.2,0.0,1612.75,645.1,4193.15,1670.5557632931004,1098.1658801640137,1666.1024408735752,863.3037364652547,581.319648842194,2267.801059987729,2346.548804072855,515.4724023132715,0.0,8.0,0.0,4.0,1.0,1830.4152271474582,463.44206780336174,20.230258200647615,131.30717984054343,187.68757020191197,4064.1192270181996,1122.0753038082503,105.06468126178437,375.95223769965617,0.0,152.17393004170683,0.0,1.0,360.88915679752887,974.8375207164833,448.606369857528,57.139199999999995,90.3168,0.0,16.0,2.0,0.0,0.0,1.0,0.0,6967.3229866661995,15860.254467014105,4829.024456266359,244.51467147749236,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
784,3059.712,1105.92,258.048,0.0,589.824,700.4159999999999,2985.9840000000004,147.45600000000002,1497.6000000000004,1267.2000000000003,6105.600000000001,345.6000000000001,7488.000000000002,1497.6000000000001,230.40000000000003,0.0,3225.5,645.1,2580.4,2012.7494791662828,2251.5240268456128,1694.978209090509,498.50868974609926,496.71563352907265,945.2014958675129,2967.158593012086,832.9525314591289,0.0,8.0,2.0,2.0,1.0,1693.622453666379,510.43737208139794,0.0,152.29714390157756,168.97910994316143,5008.015913260574,489.3671326997851,67.71535171891222,306.3526191144048,218.4152362109129,0.0,0.0,1.0,817.9363925485553,761.8648533256481,236.8112243019556,82.944,64.512,4.0,12.0,2.0,0.0,0.0,1.0,0.0,8785.609413903434,9089.923061927871,2051.1220969138935,283.60961941151567,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
785,3391.4880000000003,921.6,110.592,0.0,663.552,552.96,3096.576,110.592,1612.8000000000004,1382.4000000000005,5875.200000000002,345.6000000000001,7372.800000000001,1382.4,460.80000000000007,0.0,6128.450000000001,0.0,322.55,1555.5042597687868,1284.89431708926,2231.4862726198635,504.0239701238639,488.58801557617494,1841.233720496688,2422.1872791110663,559.4202511131743,2.0,10.0,0.0,0.0,1.0,2695.216265322232,0.0,0.0,256.23041480695395,51.24406582536957,4289.960988284847,0.0,0.0,442.4751260624416,0.0,0.0,0.0,1.0,1531.2015745570852,0.0,0.0,138.24,9.216000000000001,8.0,8.0,0.0,0.0,2.0,1.0,0.0,20202.83881809995,1727.1260819388667,0.0,307.64163093218525,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
786,3244.032,1179.648,0.0,0.0,479.232,884.736,2949.12,110.59200000000001,1612.8000000000004,921.6000000000003,6336.000000000002,345.6000000000001,7142.4000000000015,1843.2000000000003,230.40000000000003,0.0,3548.0499999999997,1935.3,967.65,2804.2236474415595,1408.4552954531823,2968.7482015514433,974.5076506090261,749.643627577912,2109.08309316666,2841.2226199557176,980.2833964174248,0.0,8.0,4.0,0.0,1.0,1437.6447088285986,232.3219357551944,0.0,173.20630710278857,149.80143693506722,3143.2515900601184,377.9556108594831,47.09526755678092,257.59965498047757,312.36100251381913,0.0,0.0,1.0,531.0826040888987,981.1287130602009,388.840647423448,82.944,64.512,0.0,16.0,0.0,2.0,0.0,1.0,0.0,18824.831246738788,6375.520675220131,1623.1327981754735,193.18105582274148,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
787,3354.6240000000003,1032.192,36.864000000000004,0.0,663.552,626.6880000000001,3096.576,36.864000000000004,1152.0000000000002,1382.4000000000003,6566.4000000000015,115.20000000000003,6912.000000000001,2073.6000000000004,230.40000000000003,0.0,6451.0,0.0,0.0,1684.565861609099,2802.6510891926605,2557.513239706585,360.2281329400099,767.5129712953994,1696.885704930366,3171.012599490689,739.3958934434844,0.0,4.0,6.0,2.0,1.0,2928.2218628981977,0.0,0.0,394.05617901741925,0.0,4658.004954434292,0.0,0.0,457.10661559300974,0.0,0.0,0.0,1.0,1458.3219025611784,650.604756814566,0.0,119.80799999999999,27.648,4.0,12.0,0.0,2.0,0.0,1.0,0.0,22163.32805364589,3336.4545277229845,0.0,297.60052721226805,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
788,3428.352,958.464,36.864000000000004,0.0,700.416,663.552,3022.848,36.864000000000004,1612.8000000000006,1382.4000000000003,6220.800000000001,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,4838.25,1612.75,0.0,1759.2781559031168,1254.0083094846113,2663.676713589103,291.5911269854039,682.2190367568645,1450.4380920992437,2566.8440419122617,465.629320839703,2.0,6.0,2.0,2.0,1.0,1954.3353824826504,144.46432376431932,0.0,291.0575710695049,0.0,3595.5351252470027,0.0,0.0,307.942253648891,336.87247896385014,0.0,0.0,1.0,2168.0531705915096,0.0,0.0,125.3376,22.1184,12.0,4.0,0.0,2.0,0.0,1.0,0.0,12529.350396774447,2604.0108289025834,0.0,272.62534119035286,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
789,3244.032,737.28,405.504,36.864000000000004,516.096,811.008,2764.8,331.776,1728.0000000000005,1267.2000000000003,5299.200000000001,921.6000000000003,6681.600000000001,1843.2000000000003,460.80000000000007,230.40000000000003,1290.2,2257.85,2902.95,1496.297882495554,1054.9528781315307,2882.493280197439,528.442862931467,578.9726064794727,1562.7429973740373,2601.5412769655823,616.1240525982138,0.0,8.0,4.0,0.0,1.0,1239.266520418347,368.6103127785714,11.331769638725808,233.26874872798476,118.68719683970431,2974.4259715195903,735.3914972312391,26.796624613435704,390.4839856657769,138.53782713966302,0.0,0.0,1.0,737.6151822535918,939.2904664134137,151.78257923466848,60.825599999999994,86.6304,0.0,16.0,2.0,0.0,0.0,1.0,0.0,6882.749087577538,7847.051491022876,2728.5157716532726,223.3062954831097,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
790,3391.4880000000003,774.144,258.048,0.0,700.416,663.5520000000001,2875.3920000000003,184.32,1152.0000000000002,1728.0000000000005,6105.600000000001,230.40000000000006,6566.4000000000015,2419.2,115.20000000000002,115.20000000000002,4193.15,1290.2,967.65,1488.1880286466258,1513.653163730684,2290.9878028970934,528.2242607354724,882.7300452684669,1186.438388333882,2807.1808371719003,709.4688749648014,4.0,2.0,4.0,2.0,1.0,2016.2904806613074,434.9517855007701,0.0,55.50367628908646,182.47680346035315,5569.157771464604,1000.174375102682,0.0,381.5436477681371,221.72936373834114,0.0,0.0,1.0,566.2737159204922,1073.6838198349071,137.3775163282689,86.6304,60.8256,0.0,16.0,0.0,0.0,2.0,1.0,0.0,10347.895693515458,9121.770212365558,2427.6006548558444,208.23022048959578,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
791,3207.168,1142.784,73.72800000000001,0.0,700.416,663.552,3022.848,36.864000000000004,1728.0000000000002,921.6000000000003,6566.4000000000015,0.0,6681.600000000001,2419.2000000000003,115.20000000000002,0.0,4838.25,1612.75,0.0,2158.220273790341,1124.9659505623326,1892.462545907238,201.0701516539904,834.3443453376779,1038.697797711111,1815.5400103469647,475.55620040634346,0.0,4.0,8.0,0.0,1.0,2176.539782797663,23.393295645768557,0.0,249.49581023149466,0.0,3066.4732142343937,50.27358338334682,0.0,423.79676004274006,228.34998590219897,0.0,0.0,1.0,1310.2948479359559,508.2906615032117,0.0,110.592,36.864000000000004,8.0,8.0,2.0,0.0,0.0,1.0,0.0,15289.300499251236,5213.111251925015,288.2073113787767,232.7460320385848,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
792,3354.6240000000003,884.7360000000001,184.32000000000002,0.0,479.232,921.6,2691.072,331.776,1497.6000000000004,1382.4000000000003,5760.000000000001,576.0000000000001,6796.800000000001,1958.4000000000003,460.80000000000007,0.0,2257.85,1612.75,2580.4,1358.6555453575374,1096.7732525311503,1366.4047046346059,748.4640656045685,393.82411994866925,1700.8846773436376,2644.4097822231865,566.0928853653554,0.0,8.0,4.0,0.0,1.0,2082.335895032359,562.8679936884629,38.184828723067824,74.6684292477961,271.97909952465625,3196.084269366762,777.3757931796385,58.02245984224803,147.2318248797766,299.4288229797604,94.27987502531268,0.0,1.0,672.4064825963824,1174.2716153173972,244.19206886709813,94.00319999999999,53.452799999999996,4.0,12.0,0.0,0.0,2.0,1.0,0.0,14122.140875096571,9049.264996353671,2707.613819069941,263.3152640399116,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
793,3280.896,1105.92,36.864000000000004,0.0,663.552,626.688,3133.44,0.0,1382.4000000000003,1152.0000000000005,6681.600000000001,0.0,7718.4000000000015,1152.0,345.6,0.0,5160.8,967.65,322.55,1857.428714498478,1114.2023940766685,1635.844041027059,748.2005256448242,495.4842506052969,2058.454866018362,3268.3487294014667,969.0188035847024,0.0,6.0,6.0,0.0,1.0,2386.398744628355,87.0490325483558,0.0,64.37661199258478,238.85997106690598,4722.097152826398,239.41776187504175,0.0,619.3420766472369,0.0,0.0,0.0,1.0,1201.783293656757,420.7407146414755,0.0,105.0624,42.3936,8.0,8.0,0.0,2.0,0.0,0.0,1.0,13824.622916233457,3241.1341186831983,196.44760292655909,207.6572022943572,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
794,3354.6240000000003,774.144,258.048,36.864000000000004,700.416,847.8720000000001,2506.752,368.64,1267.2000000000003,1612.8000000000004,5644.800000000001,691.2000000000002,7142.4000000000015,1612.8000000000002,460.80000000000007,0.0,2580.4,2257.85,1612.75,1881.5169833681725,2253.3965675161876,1569.846385757623,568.5956895567305,480.24749876030796,1767.5148505733375,3222.6469248735134,678.3488351626423,4.0,4.0,4.0,0.0,1.0,1445.0243343608595,280.3841000644246,18.849978514494303,55.70457890116466,171.0121522549078,4055.4731034553984,919.1526479250449,0.0,180.07977426342515,326.4976697715815,123.18858230518794,0.0,1.0,893.7575668784016,425.53725366098877,544.5567512495248,70.0416,77.4144,0.0,16.0,2.0,0.0,0.0,1.0,0.0,7027.213429058873,13840.897643802758,3382.964244875854,182.30887680161334,79.3192724392406,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
795,3428.352,921.6,73.72800000000001,0.0,663.552,663.552,2949.12,147.45600000000002,1267.2000000000003,1267.2000000000003,6681.600000000001,0.0,8294.400000000001,806.4000000000002,115.20000000000002,0.0,6451.0,0.0,0.0,2934.814770359305,1672.3315297146175,2222.021663348355,429.5233828296996,445.5250963065488,1804.712716489617,2811.840706468034,846.4109778529818,0.0,8.0,2.0,2.0,1.0,1844.042162767342,0.0,0.0,313.7176258816188,0.0,3676.0129750259457,0.0,0.0,502.8767849290331,0.0,0.0,1.0,0.0,2370.0328036253577,0.0,0.0,141.9264,5.5296,8.0,8.0,2.0,0.0,0.0,1.0,0.0,21463.92636816899,1043.6510948800696,0.0,282.28053741044596,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
796,3317.76,1032.192,73.72800000000001,0.0,589.824,626.688,3207.168,0.0,1267.2000000000003,1152.0000000000002,6796.800000000001,0.0,6796.800000000001,2419.2000000000003,0.0,0.0,5805.9,322.55,322.55,1784.489576293567,857.0189847474173,2432.5734976129243,303.3144845559437,1236.8133420183574,2444.635921102346,3032.441610075868,1336.6817214637658,2.0,8.0,2.0,0.0,1.0,2134.723917983691,0.0,0.0,335.6038220198428,65.98536013769595,4904.3433581277895,241.1543159054093,0.0,863.695449729211,0.0,0.0,0.0,1.0,1597.243013310289,168.08093133053663,0.0,114.2784,33.1776,0.0,16.0,0.0,2.0,0.0,1.0,0.0,17833.809371738527,2711.4221446590996,171.60582465524084,238.53564805605492,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
797,3317.76,1105.92,0.0,0.0,552.96,626.6880000000001,3207.168,36.864000000000004,1612.8000000000002,921.6000000000003,6566.4000000000015,115.20000000000003,7027.200000000001,2188.8,0.0,0.0,5805.9,322.55,322.55,2247.659636499001,873.1834674397875,1743.323948777892,302.0372135969561,1556.4964423282743,2368.1402786593776,1976.9773338791204,1048.2706595008933,2.0,6.0,4.0,0.0,1.0,1984.3768049783025,175.55149157389224,54.219753041218034,203.7943102878279,46.753630037050364,2731.9522713769147,144.96897923405606,0.0,659.5409846601585,0.0,0.0,0.0,1.0,1685.2637385829385,422.2186442601388,0.0,105.0624,42.3936,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14010.271962059625,4152.679547036854,441.963602730078,284.46977598767967,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
798,3428.3520000000003,552.96,147.45600000000002,294.91200000000003,442.36800000000005,847.8720000000001,2617.344,516.096,1152.0000000000002,1843.2000000000003,5068.800000000001,1152.0000000000002,7372.800000000001,806.4000000000001,921.6000000000001,115.20000000000002,322.55,967.65,5160.8,1956.1305800805271,1511.0058279525786,2239.038611834479,828.1657617512585,452.412914591852,1720.111474047361,2690.5012593121733,1004.3432629591098,4.0,4.0,4.0,0.0,1.0,1052.5807364388093,783.2695745960712,75.82231137690157,0.0,399.82002916563306,1645.7405276108689,1744.6792526861154,218.28543544935266,0.0,0.0,679.61762431901,0.0,1.0,0.0,1416.3601822636379,1236.8387546708973,31.334400000000002,116.1216,0.0,16.0,0.0,0.0,2.0,1.0,0.0,5259.894350880981,10720.61019646224,4497.425065062001,252.3265111588789,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
799,3428.3520000000003,958.464,36.864000000000004,0.0,589.824,552.96,3244.032,36.864000000000004,1267.2000000000003,1843.2000000000003,5990.4000000000015,115.20000000000003,7142.4000000000015,1958.4,115.20000000000002,0.0,6128.450000000001,322.55,0.0,1773.3028712721161,1566.0885789209344,2395.482845950831,113.86517889252899,914.1829048411507,1071.2193293963674,2654.3526252345036,749.5215958558708,0.0,10.0,2.0,0.0,1.0,2647.4959068412854,56.284269817377414,0.0,302.4135909860936,0.0,3432.4857837332133,52.87970158486431,0.0,650.5213799108169,0.0,0.0,1.0,0.0,1582.8367094717341,390.93177218710935,0.0,123.4944,23.9616,12.0,4.0,2.0,0.0,0.0,1.0,0.0,22122.566422742373,2326.702930568004,0.0,282.1846488184455,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
800,3170.304,1253.376,0.0,0.0,626.688,663.552,3133.44,0.0,1382.4000000000003,1267.2000000000003,6336.000000000002,230.40000000000006,6566.400000000001,2649.6000000000004,0.0,0.0,4193.15,1935.3,322.55,1817.2666148683675,2723.821790087519,2726.2304298906547,336.3013564736398,621.0150862107769,2650.284647346747,2249.6423687255356,590.7270683486967,2.0,4.0,4.0,2.0,1.0,2280.663216322565,122.44739314808137,0.0,139.8711765650353,94.65795385227176,3985.525826207144,268.5234280468544,0.0,451.19988536873745,98.94276187928146,0.0,0.0,1.0,1252.8729184545987,178.78253355438937,0.0,90.3168,57.139199999999995,12.0,4.0,0.0,0.0,2.0,1.0,0.0,15537.38787644136,5224.050823282831,528.5952087695073,223.74998641573737,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
801,3428.352,774.144,184.32,36.864000000000004,737.28,552.96,2727.936,405.504,1382.4000000000003,1612.8000000000004,5644.800000000001,576.0000000000001,6796.800000000001,1958.4000000000003,345.6,115.20000000000002,2257.85,1612.75,2580.4,1213.28158729994,1135.61984076108,2326.279791310683,841.9484100330515,945.7353595101006,1417.0389447853986,2960.2856016886494,832.2672081854445,2.0,4.0,6.0,0.0,1.0,1718.9144520564455,436.4797809898369,26.246960404977457,143.09435638905026,126.630988028985,2800.485568681759,1117.4881473356825,0.0,416.56162433083057,99.21742601249265,0.0,0.0,1.0,499.7058073906281,205.0807410919555,1110.9997316327135,68.19839999999999,79.2576,4.0,12.0,2.0,0.0,0.0,1.0,0.0,8535.94461523101,8097.256319467902,518.6503101288573,214.01969498945755,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
