cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
3484,3022.848,1179.6480000000001,221.184,0.0,589.8240000000001,774.144,2838.5280000000002,221.184,1267.2000000000003,1267.2000000000003,6566.4000000000015,115.20000000000003,7257.600000000001,1497.6000000000001,460.80000000000007,0.0,2902.95,1612.75,1935.3,2250.7108474529728,1290.22878659415,3051.744205050341,276.9638869449475,545.3508674831908,2146.9791581619193,2824.0868253391845,541.8515152298532,4.0,6.0,2.0,0.0,1.0,1385.1163459225493,169.4779531877576,0.0,190.9551774823528,0.0,4483.412925353133,414.97054400452106,0.0,103.15636745045565,393.19933151425016,0.0,0.0,1.0,1733.3051341250666,193.04937336446253,654.5469208605303,101.376,46.08,0.0,16.0,0.0,2.0,0.0,1.0,0.0,8557.0874746975,7291.331355330244,1352.0596997748103,260.3769759817995,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3485,3428.352,995.328,0.0,0.0,589.8240000000001,626.688,3207.168,0.0,1497.6000000000004,1152.0000000000002,6566.4000000000015,0.0,6912.000000000001,2304.0,0.0,0.0,5483.349999999999,645.1,322.55,2313.6706250072175,1171.8784849948581,1947.6021701187115,312.5293388652044,822.1143458236542,1910.8020904569394,2564.3704519443418,789.9765819095054,6.0,2.0,2.0,2.0,1.0,2252.301499536981,37.65351954662743,0.0,381.4856443451985,0.0,4068.09191903994,110.58307733398267,0.0,497.6470461401732,105.94309660585324,0.0,0.0,1.0,1669.0352675202405,0.0,0.0,117.9648,29.4912,8.0,8.0,0.0,0.0,2.0,1.0,0.0,14112.367959223702,3411.8618590724536,0.0,203.41129779403394,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3486,3354.624,552.96,405.504,110.592,700.416,589.8240000000001,2617.344,516.096,1036.8000000000002,2188.8,4838.4000000000015,1152.0000000000002,6681.600000000001,1382.4,806.4000000000001,345.6,967.65,1290.2,4193.15,1503.0980548220964,1836.481157367956,1988.6519144709819,361.8205232583627,819.745425348838,1569.249425096536,2021.0843890960866,672.0186062881148,0.0,8.0,2.0,2.0,1.0,1048.8329693016672,492.0427831990509,8.94325329804478,0.0,328.20841128169513,1542.7840781938257,947.6459475346667,104.86452606802436,144.40497197129173,403.42343837189344,284.8836497438848,0.0,1.0,307.8617282560017,426.6452524780947,947.1329817388744,27.648000000000003,119.80799999999999,4.0,12.0,2.0,0.0,0.0,1.0,0.0,4719.93981760554,12261.836016810106,8854.435739090157,271.7329248395317,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3487,3207.168,737.2800000000001,331.776,147.45600000000002,737.28,626.688,2543.616,516.096,1497.6000000000004,1612.8000000000004,4953.600000000001,1152.0000000000002,7257.600000000001,921.6000000000001,691.2,345.6,1290.2,1935.3,3225.5,1544.0828306676265,1264.7242481566705,1265.69288653783,650.4157852754477,1096.5193809258867,2005.1238954601067,2907.305280273793,973.9451837072572,4.0,4.0,2.0,2.0,1.0,1379.6840310337077,581.7949434440392,211.73452543803975,0.0,327.1593335715886,2208.7632728838707,1643.944017486348,95.05607756564467,206.70968718155484,131.6527576248474,303.6259855261819,0.0,1.0,486.8509308814044,916.5372860545261,865.6637305747976,42.3936,105.0624,0.0,16.0,2.0,0.0,0.0,1.0,0.0,3810.2937165300873,7528.719509732207,5029.997265068438,164.20226809743244,0.0,41.46681541449745,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3488,3170.304,1216.512,36.864000000000004,0.0,552.96,847.872,2949.12,73.72800000000001,1497.6000000000004,1382.4000000000003,6336.000000000002,0.0,6566.400000000001,2534.4,115.20000000000002,0.0,5160.8,0.0,1290.2,1969.7148788751297,1006.3389716896684,1688.6545563945876,419.8631260859339,680.6994848446093,1097.7217990585914,2333.1052899768183,466.84097315983234,0.0,6.0,6.0,0.0,1.0,2100.4080343756377,140.26895240098276,0.0,164.11482128214186,139.4714629264739,4480.601303237171,244.64495905771633,0.0,540.1281168860363,0.0,0.0,0.0,1.0,1178.6468594308822,645.251993547486,0.0,94.00319999999999,53.452799999999996,0.0,16.0,0.0,0.0,2.0,1.0,0.0,10733.508853857811,3814.20783627431,1014.127075283037,220.8880421901215,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3489,3280.896,1069.056,73.72800000000001,0.0,700.416,700.4159999999999,2949.12,73.72800000000001,1497.6000000000004,1152.0000000000002,6220.800000000001,345.6000000000001,7027.200000000001,2188.8,0.0,0.0,6128.450000000001,322.55,0.0,1793.0170040045055,2731.5107350735693,2725.2911222488237,253.30588604882834,375.0776223942492,1427.386886231276,1755.0331561699834,598.2377276429621,4.0,4.0,2.0,2.0,1.0,2195.011402656937,0.0,0.0,178.74634581230282,90.17122494222778,3010.8399572595217,111.09446308109946,0.0,391.22463046989714,0.0,0.0,0.0,1.0,1896.4337328967067,0.0,0.0,125.3376,22.118399999999998,8.0,8.0,0.0,2.0,0.0,1.0,0.0,22979.37247156664,2360.0703779537357,0.0,270.839429297822,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3490,3354.6240000000003,516.096,258.048,294.91200000000003,663.5520000000001,737.28,2469.888,552.96,1267.2000000000003,1497.6000000000004,5299.200000000001,1152.0000000000002,6912.000000000001,1152.0000000000002,345.6,806.4000000000001,645.1,1935.3,3870.6,1212.0298812278502,2041.0443664917166,2399.92506450426,330.4870790825583,671.5258371559996,1565.851638151194,2787.3337794537356,701.3301217941699,2.0,8.0,0.0,2.0,1.0,1335.2774131078863,1190.5101044332978,111.78346835811777,0.0,276.3437932897273,2827.6589670869525,1941.8342678402596,316.34551480249877,0.0,0.0,575.8002990751868,0.0,1.0,487.12680750808164,777.7748851355701,410.87950362901563,18.432,129.024,0.0,16.0,0.0,2.0,0.0,1.0,0.0,3411.6183049164756,12875.358804133533,10757.632763542457,230.57446019697386,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3491,3244.032,626.688,258.048,294.91200000000003,700.4159999999999,552.96,2617.344,552.96,1152.0000000000002,1497.6000000000004,5414.4000000000015,1152.0000000000002,6912.000000000001,1267.2000000000003,460.80000000000007,576.0000000000001,322.55,645.1,5483.349999999999,2897.369764630127,2262.1792839588215,1471.4663011166958,595.7581735176789,556.9704645077873,1310.148998158386,1705.3834542624463,425.9940939784638,4.0,4.0,2.0,2.0,1.0,1258.5012514278342,1144.33515742689,238.457124775716,0.0,257.8078409256813,2520.3730048476273,2278.4556617021426,456.1716514633591,0.0,94.79279140213576,488.1660795990041,0.0,1.0,193.96289351255547,265.423346724227,2016.1685552286517,11.0592,136.39679999999998,0.0,16.0,0.0,2.0,0.0,1.0,0.0,2397.892712933279,8230.954820406441,11811.01227165772,200.68313041992337,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3492,3391.4880000000003,884.7360000000001,147.45600000000002,0.0,737.28,663.552,2875.3920000000003,147.45600000000002,1497.6000000000004,921.6000000000003,6566.4000000000015,230.40000000000006,7257.600000000001,1843.2000000000003,115.20000000000002,0.0,6451.0,0.0,0.0,1318.5869360574695,1917.606285490438,1741.4708917166922,961.817580453892,605.9742859207862,2066.7025382611528,2333.005345371663,932.0833161476905,4.0,4.0,2.0,2.0,1.0,2140.0500955693624,0.0,0.0,335.76865861873324,0.0,5951.672580584312,0.0,0.0,696.1092259237746,0.0,0.0,1.0,0.0,1895.5991593698252,0.0,0.0,140.0832,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,0.0,26039.204222321732,845.8641004461713,0.0,355.45066969976654,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3493,3465.2160000000003,884.736,73.72800000000001,0.0,552.96,774.144,3022.848,73.72800000000001,1612.8000000000004,806.4000000000003,6566.4000000000015,230.40000000000006,7027.200000000001,1958.4000000000003,230.40000000000003,0.0,5483.349999999999,967.65,0.0,2276.420702403671,1947.3072985989556,2675.0182756298327,275.07827954204,536.7705069247836,1399.0611985462178,2999.0345369835045,1035.9824381657681,0.0,12.0,0.0,0.0,1.0,1927.4749400989997,21.801809447441222,0.0,233.89937826176944,58.38255000002999,3877.2366189954946,0.0,0.0,445.7682233831811,0.0,0.0,0.0,1.0,2802.9816769497165,0.0,0.0,138.24,9.216000000000001,4.0,12.0,2.0,0.0,0.0,1.0,0.0,17425.212351522314,750.7069197047718,0.0,233.33912010804357,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3494,3207.168,811.008,368.64,36.864000000000004,663.552,589.8240000000001,2617.344,552.96,921.6000000000003,1497.6000000000004,5875.200000000002,921.6000000000003,6681.6,1497.6000000000004,1036.8,0.0,2257.85,2257.85,1935.3,1910.980936632385,1410.817672939236,2319.220368918801,924.7751532233643,847.1307174880151,1652.9879430445062,2599.294538897725,790.3638150445687,4.0,4.0,2.0,2.0,1.0,1692.522777378887,637.7239465675306,0.0,101.902602037038,178.42348196162817,3108.5534951044838,962.3755636808665,52.93752904026288,542.5655149402805,0.0,187.6838782731538,0.0,1.0,357.3747287415471,1405.8712174229945,445.52371773191703,58.9824,88.4736,8.0,8.0,0.0,2.0,0.0,1.0,0.0,8398.115111294002,11719.511927146354,1064.7073854979035,232.1145004031351,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
3495,3391.4880000000003,995.328,36.864000000000004,0.0,626.6880000000001,663.552,3059.712,73.72800000000001,1382.4000000000005,1267.2000000000003,6451.200000000002,115.20000000000003,6566.4000000000015,2534.4000000000005,115.20000000000002,0.0,4838.25,645.1,967.65,1446.1984763342525,1409.4291856995612,1946.3089615228744,203.0471433020957,644.1228105889238,1481.109451729449,2201.1304642547093,712.5291570278637,0.0,8.0,4.0,0.0,1.0,2035.4209262464587,70.16656728910434,0.0,264.15565978577615,0.0,4868.278939710495,325.1741679667421,0.0,325.55801278941516,99.78717490270311,0.0,0.0,1.0,1316.229939111712,508.43637280969074,0.0,119.80799999999999,27.648,4.0,12.0,2.0,0.0,0.0,1.0,0.0,15228.5672562431,6098.208060711678,286.5976621542804,236.81560750369772,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3496,3575.808,294.91200000000003,36.864000000000004,516.096,552.96,921.6,2396.1600000000003,552.96,1497.6000000000004,1612.8000000000004,4953.600000000001,1152.0000000000002,7142.4000000000015,921.6000000000001,0.0,1152.0000000000002,0.0,0.0,6451.0,2674.00342681652,2583.918663923937,1578.8798202330058,824.2406103174302,755.3234068879059,2538.475640452597,3441.084160255322,576.3599383346852,0.0,8.0,2.0,2.0,1.0,173.91318397106042,1349.06018105624,787.4173997423409,0.0,472.78507156856904,409.2529506904955,2031.664164716464,1468.0732315365367,0.0,0.0,600.7710136096593,0.0,1.0,0.0,155.27347670967217,1690.8271198531747,1.8432,145.6128,0.0,16.0,0.0,2.0,0.0,1.0,0.0,405.6110608057669,3289.9564455385107,15823.830882858427,36.003697877452844,43.02822173959639,169.52155468994846,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
3497,3280.896,1105.92,36.864000000000004,0.0,626.6880000000001,663.552,2985.9840000000004,147.45600000000002,1267.2000000000003,1497.6000000000004,6220.800000000001,230.40000000000006,7027.200000000001,2188.8,0.0,0.0,4515.7,1612.75,322.55,3560.9494270823852,1365.4315759154965,1832.203469265028,602.8871298220031,657.2820432564122,2661.2974015227146,3394.443946177615,412.19193249874985,0.0,10.0,2.0,0.0,1.0,1380.3881531209386,84.26150074416988,14.563256199097369,77.1268207139528,183.4396617262249,3147.464210494125,326.25563197247385,42.36644726516481,376.6444879522634,152.60090258213492,0.0,0.0,1.0,1431.6556718676009,635.8591992511881,0.0,101.376,46.08,12.0,4.0,2.0,0.0,0.0,1.0,0.0,12666.736072722504,6969.690233853168,1371.2619480230405,214.24359899518015,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
