type-loc-dir,ONE-0-1,PFA-0-1,PFA-0-2,PFA-1-1,PFA-1-2,PFA-2-1,PFA-2-2,PFA-3-1,PFA-3-2,PFA-4-1,PFA-4-2,PID-1-1,PID-1-2,PID-2-1,PID-2-2,PID-3-1,PID-3-2,PID-4-1,PID-4-2,RID-1-1,RID-1-2,SA-0-1
0,1.0,253.29043117943309,162.79408352041924,163.66316616412576,109.410657760591,144.82266614668913,116.49955778033,118.88650444319515,118.2291656768178,145.37106521030387,137.074689192835,0.01771763984214586,0.008812296833354804,0.006691476747698026,0.009677230280923911,0.004143913711163926,0.004865705058129343,0.0014769853127441098,0.0017748157486582503,0.01352639567410041,0.007485418345053192,2.0999999999999996
1,1.0,397.1544068011802,423.3723541297296,345.64586525948914,358.19525705415066,362.6893820753199,300.56478042006086,400.01164504657896,293.7772059778116,440.0227971946088,373.8448455500366,0.01741398696260911,0.06152504082900761,0.019105016187705867,0.02019883814086667,0.013275515976853615,0.01031142583359162,0.0034793387024581314,0.003060549794672927,0.01141687947258489,0.05676557915080834,2.0999999999999996
2,1.0,248.63738990326215,389.1862817097133,393.30985587551635,563.0925049232886,548.1094806351016,583.6421020859441,499.4044931487011,559.1447731175709,517.6915734313313,616.8979421400791,0.005677914601176482,0.08391775316958727,0.007407945980559574,0.01842017823550347,0.0061946787012388095,0.012327319332609206,0.00209407534036568,0.003732954866964698,0.0019778017806372276,0.055162304258323254,2.099999999999998
3,1.0,422.6808322038821,321.2018821499224,326.62236087755116,396.0059655187172,376.5809768672543,342.7573832422372,278.42262191085456,294.30464385027875,299.4050997009799,313.37331595891135,0.03285551571717178,0.2354540179944859,0.01487193866488961,0.026300751344669467,0.008438429412604328,0.009643988453946152,0.0031184658562536053,0.0033380722080394846,0.012566371088336952,0.40867185277520535,2.099999999999998
4,1.0,321.61232899162513,351.86555037079665,423.5172499417205,351.78826149777376,330.2467791084315,489.0114574350791,329.5213943167577,349.24225877087184,377.777534387605,421.4759523772588,0.038843774254905816,0.02226198056744737,0.014245484677484457,0.02321489208210862,0.009659622796039949,0.015593015390536216,0.002947907882430403,0.0055492258011315574,0.0649018609743732,0.018252969354282608,2.0999999999999988
5,1.0,234.9309968943523,251.31768197023067,309.04588960013405,569.5496768704326,366.0621977915823,548.8034576133649,336.3526289516065,540.8258489037145,347.79615040889803,544.4050730620444,0.0313037222431332,0.00630427010948081,0.004824506236439151,0.009428866884445839,0.004181331635002251,0.005848568363219867,0.001452220649234182,0.002165467998908613,0.021961105590070328,0.0022664384221516773,2.0999999999999988
6,1.0,207.68308541677226,137.52609670049608,196.2465321044599,181.5836467548758,170.11506620390864,152.9441067788207,161.2002404580756,161.453866588488,183.72529072994112,185.13419019583992,0.005422885571030919,0.01998093458618874,0.004031633458914618,0.007739181657581577,0.004006933223582367,0.006861487242697476,0.0010246953911169387,0.0018702307418469867,0.002830377232437513,0.010093844259615714,2.0999999999999988
7,1.0,421.5207259715394,430.6345338235509,674.7271930405477,738.7172771788515,709.9949433782169,727.8028947029555,576.9083864179293,529.3543772737659,634.2739292893868,539.585528679823,0.06675663021573987,0.022312598293543068,0.012804665697413878,0.02140211206222128,0.01128757410067652,0.01003331912068982,0.0033343018084029917,0.0033406568467840097,0.05974746082711014,0.015075291198272776,2.099999999999998
8,1.0,536.3455910902052,291.1917000960854,551.2337530152623,485.68152575919294,453.24834927412127,509.2505596528205,449.1300658024129,446.5075307908605,467.59361311127174,531.2325626242939,0.07886748065136322,0.00841598175736521,0.018237189343286553,0.016315094781023023,0.008695318040277747,0.010902713216710554,0.002511960364648821,0.004534363722218935,0.06876327094369135,0.006131205056193965,2.0999999999999996
9,1.0,339.0275870587899,609.5026405069644,425.3123253513165,446.6371994471359,401.82917746678845,363.8012057907086,366.89343433719296,422.4642620499798,400.66283358651674,419.6204127775689,0.026387545644807137,0.0966910386834757,0.014034060794249787,0.016710204005758966,0.009969194830126978,0.009689138948045104,0.002946831103521993,0.0028384162118467275,0.022616761193414922,0.10991761169301739,2.0999999999999996
10,1.0,295.32493463773113,257.6361587179953,757.1557606402981,644.7672116360471,1198.8888449265703,857.06012337054,1574.0927747343753,913.9602751072042,1252.7529977624724,968.4003475024805,0.057171555410678504,0.039104600589232055,0.018051416077489873,0.012483594133934326,0.009779798775437684,0.008717182508873886,0.001836594765756171,0.003645637406907686,0.07592637775017691,0.020639949245907924,2.0999999999999996
11,1.0,338.50813897639534,306.4631951306889,338.0352127605192,352.85518735940457,292.50775892988884,281.6939122106711,224.88186795553432,234.2184343121634,276.31060393980863,238.05741903517875,0.1803888369135401,0.034880962879020705,0.012724981052162193,0.05743419763697105,0.007517313501365272,0.014033988940400702,0.0037779809446870905,0.005289693138594204,0.24252114752423912,0.03831344692575667,2.0999999999999996
12,1.0,460.90621906875566,397.83640006462736,511.62325956076313,292.23840729212844,318.77761120255224,243.51188837911553,306.9581145728556,256.6684596552788,360.7281334732599,294.4933869547871,0.23305337553478675,0.04930154983096878,0.013208287157757091,0.025655543233960472,0.0072854250903386574,0.01013580272635358,0.002233481838867792,0.0030843543424948034,0.2550009394123067,0.04442236756527545,2.099999999999998
13,1.0,623.0017279471898,474.84543488745464,690.2003482528087,589.651897212963,602.1804201513984,703.9422125163115,573.7665625803049,679.7275079421806,639.9204011077095,752.6778545699511,0.24402468310031464,0.017625585985599965,0.01608267830935824,0.019983695932283378,0.010454851911261808,0.012109440660341494,0.0031444636831464974,0.0041148038794257945,0.19286043546780468,0.017492343736160737,2.0999999999999988
14,1.0,546.3699872868207,382.40423991008373,834.3112027418388,728.3425341265574,879.301541356281,1020.6343917281002,1141.3398515441502,1433.6626057001595,1236.7085588884147,1279.0751031369477,0.33253740548808647,0.025992164618059994,0.015538516060490733,0.02100800804059501,0.00581329356348702,0.011039180631712373,0.002021025770501432,0.004603024197399445,0.44045118457159116,0.007296721174084712,2.0999999999999988
15,1.0,412.0515147050891,341.5117205165101,699.0741206640778,669.0207839029939,587.4455179954591,707.9198163512239,495.3912569759526,545.3719968896258,512.5251935928,576.311386032035,0.03886848216824777,0.02033837824848998,0.015210956857727186,0.018892172586856784,0.008991239021788278,0.011956246367110537,0.002577305642070322,0.003913611083383224,0.040097772936245356,0.02072410301385429,2.0999999999999988
16,1.0,473.2852972112214,303.4845389628488,588.4481642479409,323.79775607982805,326.4946578849091,381.98704823605135,311.5939209205557,345.1629709975044,362.30246000125214,378.04393627634,0.14474290272867843,0.02206841472144688,0.008663331352358828,0.015279502126287831,0.006412741277908113,0.010577493554194463,0.002095881738074709,0.003625568082690836,0.12666949696776916,0.015666542653736768,2.099999999999997
17,1.0,212.20835932105217,352.76806302254073,517.3271629626321,555.0322401883207,880.6434972839727,728.9935727696962,938.7771274393912,803.9759915257202,885.7660271676474,839.5611287221622,0.24821754048209593,0.012897168401330626,0.017262668983478748,0.02400938374710404,0.008996616451609835,0.01125075011930044,0.002778255028813797,0.005184412819412435,0.4798703407827449,0.00403855989043432,2.0999999999999988
