cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
0,3907.5840000000003,516.096,0.0,0.0,995.328,995.328,2433.024,0.0,2188.8000000000006,2188.8,4838.4000000000015,0.0,7948.800000000001,1267.2000000000003,0.0,0.0,6451.0,0.0,0.0,3141.6173652316647,2076.8486196099684,1366.270213752294,312.68422475117285,1090.1233434861647,2064.3597266677025,1814.5070317949233,156.1820821546146,2.0,8.0,2.0,0.0,0.0,1.0,2286.2978349320624,0.0,0.0,272.39118841788223,0.0,3657.712526591065,0.0,0.0,520.2137996089366,0.0,0.0,1.0,0.0,2017.6395984460996,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,0.0,16247.034869089783,0.0,0.0,191.61669711449585,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1,2469.888,1363.968,36.864000000000004,552.96,147.45600000000002,847.8720000000001,2801.664,626.6880000000001,921.6000000000001,1382.4000000000003,5529.600000000001,1382.4000000000003,4838.400000000001,2880.0000000000005,345.6,1152.0000000000002,3548.0499999999997,1612.75,1290.2,924.437351421082,692.2250938866613,2520.8702392365817,1153.0094326553744,204.43471466446817,1460.655519772606,2223.565379581897,973.7757216294046,0.0,6.0,2.0,4.0,0.0,1.0,1343.804296597677,110.44548947552667,0.0,100.3632068476321,223.23458204961693,2958.6359045496283,277.77719485957607,0.0,392.78574645601293,0.0,204.2821329106785,0.0,1.0,1041.3105048859572,483.8046872216018,512.6809454479306,110.592,36.864000000000004,8.0,8.0,2.0,0.0,0.0,1.0,0.0,16779.23305625932,4046.6590980207193,238.62437626785285,223.20518901542385,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
2,3207.168,626.688,36.864000000000004,552.96,479.232,995.328,2396.1600000000003,552.96,691.2000000000002,2304.000000000001,5068.800000000001,1152.0000000000002,7027.200000000001,1036.8000000000002,0.0,1152.0000000000002,1290.2,1935.3,3225.5,1257.391790432979,2029.9632946593194,1068.95733309858,778.0357886394582,423.7888567133993,2729.313528182992,1825.2265377944948,502.3575345113207,2.0,6.0,2.0,2.0,0.0,1.0,1119.8826641207181,694.0656430309531,69.60158184194918,0.0,277.2687326556983,2276.276385109117,701.7827308063352,0.0,256.85959128309855,177.01357589169112,193.52155723187786,0.0,1.0,1186.9045067751463,514.0948069953281,242.4738521263987,57.1392,90.3168,0.0,16.0,2.0,0.0,0.0,1.0,0.0,5928.870068491971,8575.268934595817,2854.06451133703,258.72301335723853,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3,2543.616,552.96,442.368,884.7360000000001,294.91200000000003,811.008,1769.4720000000002,1548.288,921.6000000000001,1152.0000000000002,4262.400000000001,2880.0000000000005,4147.200000000001,2304.0,1036.8000000000002,1728.0000000000002,5805.9,645.1,0.0,1309.8635899742856,1217.2320496917544,1512.7578614572367,2528.4233187672767,692.730729484152,1476.371362368062,2796.674023929935,527.7906354808002,0.0,6.0,2.0,4.0,0.0,1.0,1775.090072297251,109.63808001504978,0.0,99.80380433129366,162.41678762107915,4159.477375241074,168.8331246503453,0.0,512.7154991712084,0.0,0.0,0.0,1.0,1225.0615030320444,436.08141201280966,0.0,123.4944,23.961599999999997,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12155.005001880907,3099.439437209384,0.0,256.5276838708021,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
4,2211.84,1216.512,663.552,331.776,221.184,479.232,2727.936,995.328,576.0000000000001,806.4000000000002,6336.000000000002,1497.6000000000004,4838.400000000001,2419.2000000000003,1497.6000000000004,460.80000000000007,3548.0499999999997,2580.4,322.55,958.1151282811326,1234.6696388015807,2384.8431117710834,1980.7302274462213,214.4486233196912,2162.4557547612962,2399.133093868022,805.877467881864,0.0,4.0,6.0,2.0,0.0,1.0,1631.0976263761952,173.19423576438385,0.0,0.0,271.02421158353917,3837.4970747160505,305.1250452456391,0.0,284.87807788018046,200.08552779641965,134.07073035530453,0.0,1.0,525.1511157444749,929.4970932474312,182.9128051533863,110.592,36.864000000000004,4.0,12.0,2.0,0.0,0.0,1.0,0.0,11172.781939391003,7325.082278473203,129.8657502426825,262.34720074373786,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
5,3649.536,405.504,221.184,147.45600000000002,995.3280000000001,1105.92,1806.336,516.096,1843.2000000000005,2649.6000000000004,3686.400000000001,1036.8000000000004,7948.800000000001,345.6,691.2,230.40000000000003,1612.75,2580.4,2257.85,2596.3522943541066,2630.987557683331,307.6920610029241,923.202160969321,1140.9200372671341,2488.6502266235334,1393.4293222223325,279.7635640749995,6.0,4.0,2.0,0.0,0.0,1.0,1385.0687929304318,326.0356695097886,0.0,211.82553116453596,120.89744197745898,2409.8286520711554,629.05658826376,0.0,442.8868568590809,172.95281793446034,0.0,0.0,1.0,734.0850364570688,1883.0632893072184,0.0,64.512,82.944,8.0,8.0,2.0,0.0,0.0,1.0,0.0,10873.22434162387,12834.095403183077,3723.1262642965685,157.7721975463237,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
6,3907.5840000000003,479.23199999999997,36.864000000000004,0.0,1105.92,1069.056,2248.704,0.0,2880.000000000001,2188.8000000000006,4032.000000000001,115.20000000000003,8294.400000000001,460.80000000000007,460.80000000000007,0.0,6451.0,0.0,0.0,3874.894382192394,1638.0044282231418,589.5693768161593,292.1084292345261,1025.192162705844,2616.101872095156,3577.9291250710803,526.2915248981571,4.0,8.0,0.0,0.0,0.0,1.0,1897.3711721478808,0.0,0.0,342.29810616412584,0.0,3399.390166903573,0.0,0.0,539.0893850284749,0.0,0.0,1.0,0.0,1985.1811968066256,0.0,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,0.0,19336.174387140607,0.0,0.0,233.47579598187951,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
7,2543.616,1290.24,36.864000000000004,552.96,294.912,737.28,2727.936,663.552,460.8000000000001,1958.4000000000005,5184.000000000002,1612.8000000000004,5529.600000000001,2188.8,345.6,1152.0000000000002,645.1,1290.2,4515.7,2182.7880708925004,1055.1885884470523,2127.797238710198,1419.4647908241727,751.4254573746093,2667.3318112428015,3496.545855750491,1100.4770217350788,0.0,6.0,2.0,4.0,0.0,1.0,936.9755830747238,390.48980303356973,87.63086701545325,151.83690895461382,167.4625601488646,2690.860491542757,1479.313524565478,163.5270202023996,0.0,327.7411197509533,277.72124688946576,0.0,1.0,758.4745049696922,566.8230476519157,1078.5223917418762,29.4912,117.9648,4.0,12.0,0.0,2.0,0.0,1.0,0.0,6785.890544423883,12262.19627307815,10122.984554476023,233.8597746533213,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
8,3133.44,737.2800000000001,0.0,552.96,331.77600000000007,737.28,2727.936,626.6880000000001,576.0000000000001,1382.4000000000003,6105.600000000001,1152.0000000000002,6105.6,1958.4000000000003,0.0,1152.0000000000002,1935.3,1935.3,2580.4,1673.6878785217914,1281.811641461286,2031.150164193608,1190.3386584339723,216.77171862787108,1921.6837344192884,3476.8220807584694,1352.7112339655323,0.0,8.0,2.0,2.0,0.0,1.0,1399.9968025106566,260.9840290204775,13.621656122475779,42.85338823195821,259.0719991976756,3410.722160069572,1040.7305170126617,0.0,105.312027537317,704.2830881796947,0.0,0.0,1.0,1220.6667296853595,683.6032854513319,285.8192185627007,70.0416,77.4144,4.0,12.0,0.0,0.0,2.0,1.0,0.0,12560.317473105548,9890.632476075949,2796.764362173983,134.89420036041128,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
9,2727.936,847.872,294.91200000000003,552.96,258.048,700.416,2506.7520000000004,958.464,345.6000000000001,1958.4000000000005,4953.600000000001,1958.4000000000003,5529.600000000001,1958.4000000000003,576.0000000000001,1152.0000000000002,4193.15,967.65,1290.2,2073.1952135519646,1283.700067498505,2284.9904498683263,2193.949584875235,689.5087460866708,2400.124146413887,3577.1139594381507,628.6032141052222,0.0,4.0,4.0,4.0,0.0,1.0,1566.8802911174814,67.87823505142184,0.0,197.6312300220705,0.0,4031.5486556241976,155.2781153439501,0.0,500.3314662769476,95.20289197300986,0.0,0.0,1.0,1005.5678838249773,397.6343441537118,437.05319391409404,90.3168,57.1392,4.0,12.0,2.0,0.0,0.0,0.0,1.0,8139.272465577367,4377.800858407555,917.5505867188667,247.5279680309348,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0
