cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-1-2,B.10.71.002-2-1-3,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-2-2-3,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-1-2,B.10.71.002-3-1-3,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-3-2-2,B.10.71.002-3-2-3,B.10.71.002-4-1-0,B.10.71.002-4-1-1,B.10.71.002-4-2-0,B.10.71.002-4-2-1,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-1-3,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-2-2-3,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-1-3,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-3-2-3,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-1-3,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-1-3,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-3-2-3,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-1-2,B.20.11.121-2-1-3,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-2-2-3,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-1-2,B.20.11.121-3-1-3,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-3-2-2,B.20.11.121-3-2-3,B.20.11.121-4-1-0,B.20.11.121-4-1-1,B.20.11.121-4-2-0,B.20.11.121-4-2-1,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-1-3,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-1-3,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-1-2,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.001a-4-2-2,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-1-1,excessiveRID-1-2-0,excessiveRID-1-2-1,irreparable-0-1-0,irreparable-0-1-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,344.0295936,152.74967039999999,38.316441600000005,17.864294400000002,395.476992,131.9804928,18.837504,6.6650111999999995,440.6870016000001,107.41432320000001,4.357324800000001,0.5013504000000001,404.5824,130.8966912,13.728153600000002,3.7527551999999997,518.8608,33.5388672,0.5087232,0.0516096,511.55435520000003,40.683110400000004,0.7077888000000001,0.014745600000000001,552.9452544000001,0.014745600000000001,552.849408,0.11059200000000001,7.5792384,43.8755328,440.78284800000006,60.72238080000001,10.1965824,57.61105920000001,458.1163007999999,27.0360576,8.0953344,63.0595584,476.60728320000004,5.197824000000001,7.92576,54.20482560000001,472.3310592,18.498355200000002,44.42849280000001,175.7896704,332.1741312,0.5677055999999999,33.73056,154.81405440000003,363.54539520000003,0.8699904,390.168576,156.9595392,5.8318848,311.3975808,219.43664639999997,22.125772800000004,15.621120000000001,93.61152000000001,914.50368,128.26368000000002,20.436480000000003,120.19968000000003,953.6486400000002,57.71520000000001,17.372160000000004,131.60448000000002,992.1484800000001,10.874880000000003,15.782400000000006,114.48576000000001,982.0339200000003,39.69792000000001,93.79584000000003,365.8521600000001,691.4304000000001,0.9216000000000004,69.64992000000002,321.3388800000001,759.1680000000002,1.8432000000000004,811.1462400000001,328.15872,12.695040000000002,645.6960000000001,460.13184,46.17216000000001,714.3552000000001,322.0761600000001,78.58944000000001,36.979200000000006,826.69824,272.63232,38.52288000000001,14.146560000000001,917.9136000000002,223.28064000000003,9.861120000000001,0.9446400000000001,843.93216,271.84896000000003,28.892160000000004,7.326720000000001,1080.3456,70.43328000000001,1.0828800000000003,0.13824,1066.6598400000003,83.47392000000002,1.7049600000000003,0.16128,1151.9078400000003,0.09216000000000002,1151.67744,0.32256,3639.4606700000004,926.4926199999999,1885.04671,75.54976812492777,211.89041058979967,322.9016762619468,138.391220909981,98.15791735120855,257.24189435686645,321.2319747697732,72.15264157546744,104.9460343593665,310.66122764684724,306.77490270140385,26.39080962669329,93.0197175988923,271.4193500421986,324.1543719834799,60.17545423006357,287.2920297242961,335.5291816311607,123.31804631524798,2.622234919241321,246.73027650946864,348.82774155861654,148.35521049428567,4.828250088411309,727.6998699584282,21.08623681618298,0.10435761833121905,693.7899509904356,54.364272785237084,0.6757167429875138,13.183313660752358,157.7381564726606,461.4821590944809,116.31687879447381,16.276679187090316,200.78703549011465,425.23780341803115,106.40682810463655,14.469953609841722,230.88246443807512,401.8736155825366,101.56690001738406,14.043434732576891,201.0180639766273,426.0593207207544,107.63625908237695,59.616593313611745,392.4767911690303,237.55738646831037,59.20548432327487,47.095741862780464,372.1086216239514,264.17827133629703,65.5881668877066,428.72665016875675,313.68893336427755,5.242796052633044,1.029134000784633,340.947420872428,389.8300338866517,14.151130726384045,3.9340761042262056,0.284,1.024,0.442,0.25,0.354,1.1152,0.3912,0.1396,0.4016,1.192,0.3444,0.062,0.3592,1.134,0.3856,0.1212,0.8092,1.0356,0.1396,0.0156,0.7376,1.0744,0.1696,0.0184,0.035,0.965,456.27065891177057,64.72961117079511,8.23526131027612,449.69684844647276,67.83755227944272,11.637559312230328,448.67597107306875,68.9879216684569,11.419925572267527,443.1095269927605,74.74186978327127,11.261015455629126,48.29840768196997,26.5751357595847,48.480802547250946,26.39021876610016,47.03210945447236,27.843821973698308,45.2003817037516,29.675435919513337,912.5073297541866,129.7602638143435,16.086531301858752,899.2307307643409,135.652110216903,23.30612531856735,897.4417897156555,138.1214916313755,22.580507615071756,885.0145443453063,151.44719374226992,21.835719923639633,94.2157718076471,34.817402086403035,20.719509004498047,95.21541295648701,31.945012439651375,22.60543118284663,94.50413768759957,32.01786412600783,23.222977808448864,89.28595578117255,34.77114765840336,25.695160168718104,0.0952,0.9048,161.77938516008328,54.075037497728694,33.72587796049152,160.48082813965323,52.897941835037784,36.19221167197466,159.6196858427462,55.183778728005514,34.771893333267876,160.65952964043836,50.239049057288746,38.67486834170488,158.2088163990329,50.66882428153995,40.71118293476412,158.9767884503515,51.53550218294452,39.06796447873444,150.7902125616114,57.8146404081952,41.002638484023805,149.89388799691935,58.573431115913074,41.1320412444726,23.71608576,13.14791424,23.80640256,13.05759744,23.363297279999998,13.500702720000001,22.23931392,14.62468608,1.8344,2.1656,1.5544,2.4456,1.6432,2.3568,1.5936,2.4064,1.41,0.3916,0.1984,0.9806,0.0194,3424.8104944338575,1398.3429301234903,467.88861389177924,3433.8512275366634,1316.3867818728402,541.0991529224273,3360.792262352003,1376.9625971247608,553.8521270248442,3181.0061901800723,1522.8087834503076,587.0509346492549,58.36168660624246,0.859551421810434,0.6828858657191987,58.03434793198248,0.929372391729095,0.9321442492833955,58.38383077093056,0.720368370509963,0.8109925100186123,58.350306590243974,0.7566195024986905,0.7874463315084553,0.4586,0.5414,1.8844,0.1156,1.0,0.9874,0.0126,0.9938,0.0062,0.9812,0.0188
std,189.30582669106062,140.4488508707193,91.11800640530741,75.2296226955972,167.75897886208332,136.00713059974447,65.15761607976633,44.7864460816082,130.38616306128642,120.4438023321997,27.067731513615318,9.046870647274755,158.50007772784954,134.4099970499026,54.18067848897347,32.59897419803,71.47935251643537,69.08008957030508,10.812329053117665,2.708718914767585,80.85733286638563,77.94065362139324,11.448669994209887,0.7372062535632067,0.7372062535632071,0.7372062535632066,2.1468899653313986,2.1468899653313978,32.0924403406997,95.25303270918457,169.6408476333965,147.18258567738891,37.44008346677141,105.57335048463227,150.91948827352442,99.01101635990213,28.052793313428054,103.16925116887462,122.33924370194592,36.030860437211224,30.086720702431588,100.25519153506382,133.65315123008827,78.4580132965545,79.69812448500424,149.32757706342687,194.08896842123963,14.334033415229591,67.11311547705269,145.33240251566076,184.97551633768157,15.859236243790402,133.52081643199895,123.95955426148886,25.63756683680788,151.05502627960033,127.99595063575565,61.17325836799158,70.38402273298122,208.02879113929927,361.995361034834,311.84122853660756,79.74844996778343,225.83563827483167,320.1554840338391,211.37465131278998,63.362080265546176,223.39517747031385,263.4030263314105,74.72678627843635,66.44729004790898,217.10453651911067,285.9984147300108,167.76043162843152,173.61724033033818,320.95238456500994,412.8174644072414,26.154791761098263,143.85573023768657,309.9992379504369,388.7582294025243,31.62425108063878,294.00171215694087,274.69862710087915,58.88829987162777,327.94985462632843,282.85229562873076,130.68051196783722,401.86530223096827,304.85809777601503,190.95951437860523,156.55032974896255,356.0754354291316,292.45133546650266,139.8089153060899,96.67614009350538,283.76146400935306,262.3278247131138,61.600212317630174,21.28539022047206,337.03366546394983,288.52479974333545,116.78489991905728,66.05901940575997,158.00015846401848,152.5493671252807,21.153676241006004,7.285304718086066,170.15518460671166,163.1435357299936,28.07498417356044,7.464817577268207,3.9899797646234307,3.989979764623427,6.509359215612526,6.509359215612515,2191.8766551948056,732.4903609115285,1987.2723607426915,166.0873168456381,246.44506806379,300.5088762370964,270.52415189294703,187.14150040118872,248.68439849654857,306.51019139692096,192.29966774999116,176.53708975171378,250.4237753573214,292.88157427837,108.44023026247538,169.55813487686675,253.31795290647977,298.7143086595387,173.74385573751428,283.243717926137,246.08518648217506,213.46564084076417,27.996234835663977,262.910340024161,243.4523885407655,227.15074918284716,43.844633174644436,310.5091864842831,60.36812261886102,3.4482439641812084,307.95483896815915,110.86906388303422,9.982480470846898,49.31161700301775,216.30723069728833,280.8296651935156,112.16246411674507,56.27939559001755,228.8160934819383,274.79476854053587,110.70803972505473,46.315073440216295,230.6717683574403,262.5268355003867,103.63249199429767,45.53385652937546,223.42148887571642,268.9412558969885,107.59460576002246,106.43050669905294,261.5416177883681,235.5216116996548,85.36012824490894,91.780447235022,259.7281824300966,240.97981955864512,87.98007183688915,267.99320005272597,230.95984182641715,26.621003481551014,9.454614504596094,248.91282452147036,242.32544951819807,47.42547517438151,21.420381509084034,0.6981700998307356,0.9998119447100824,0.8299239451606094,0.6615039814721456,0.7634137542067356,0.9934416667671302,0.7934030865150061,0.50967027847281,0.8012776355108348,0.9814930798192857,0.7551838852492206,0.3466699237130349,0.7677846434070758,0.9910804448124371,0.7890736134439466,0.4772380027012146,0.981727109549046,0.9994660707024011,0.50967027847281,0.17596258854231853,0.9650557012428351,0.9973282171454606,0.557223419812841,0.1909678866897504,0.18379814022799648,0.18379814022799648,220.99420768222896,93.42332369904503,32.45545554497254,226.25962011617932,101.09388489486791,42.84989467623484,226.0378511917027,100.95350859483135,39.54843632804496,221.34318675528,100.70802722085254,37.174238446703114,43.335870638511246,40.758044088647765,43.908049605962525,40.01978738353148,43.16510699946658,41.58367490488929,43.87671732618021,41.597446178703656,439.42359980721614,192.15437807302163,56.627501034550946,453.73190368939606,205.29345254916808,82.4240615337181,451.72730775900783,201.57679545238528,82.44535658860286,446.8085279703082,203.73590608530685,69.16616706197566,86.77041688316504,71.02679887484584,56.80164828285683,86.0967961159747,69.53171724329151,59.083250607618645,87.35644323820283,68.43232473075166,59.15224690813557,86.57765705124906,71.35919032225183,62.354263137492914,0.2935203414384898,0.2935203414384898,144.73221798497713,115.1863872976569,92.97480115185269,145.23025356821432,112.20432677615109,97.61431011186171,145.8384174237106,115.35952382236795,93.63737982181772,144.1544586132506,111.09668387825272,100.59742679678455,143.6250462661594,112.26711564627578,103.04698388236507,145.9912253914771,111.35571486477814,99.60402858295893,147.46180797578162,114.95927857160804,102.1313511872922,146.82124651809366,116.83907716041546,101.68453501506285,10.476045491125726,10.476045491125726,11.3861943721432,11.3861943721432,11.314000985676703,11.314000985676703,10.916212792359438,10.916212792359438,1.9933317120496659,1.9933317120496659,1.9499233523951764,1.9499233523951762,1.9681129169056173,1.9681129169056177,1.9584703626126811,1.9584703626126811,0.9121767445416795,0.7937099187278797,0.5979205146073829,0.13794000684753432,0.13794000684753432,2178.5770878567982,1215.4299027327932,853.7875652861125,2300.04025615205,1234.1666713638165,1047.1466089384926,2259.9796004676673,1248.2631985050298,1041.4411921808312,2142.7982620305766,1253.3577145509416,1039.0752636165548,26.292002360731395,8.118830143907271,6.905568767909282,26.556553652378394,7.876665457271518,8.44703305658646,26.602173857138094,6.771741888428391,7.463614905223685,26.46585109949637,6.903757747290478,7.324909504165374,0.49833292801241647,0.49833292801241647,0.46677640904742457,0.46677640904742457,0.0,0.11155146232008414,0.11155146232008414,0.07850345571063545,0.07850345571063545,0.13583169751574928,0.13583169751574928
log_std,,,,,,,,,,,,,,,,,,,,,,,,,0.0013795814306504159,,0.004053189858837067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003793601806127563,,0.006042525802415796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.096,0.0,479.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.6000000000001,0.0,921.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
