-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,4747504.965574015,621.2789092917686,829.2361794206107
std,2921893.2052082475,160.55870485257594,197.8499523377573
log_std,0.9115671900897757,0.3319397258458693,0.21213315647824246
min,365078.8099754442,122.13541206788335,303.67109149391854
0.1%,477776.6237555044,147.07584986704063,379.14765810803505
2.3%,725925.8234985541,234.6769962093746,590.3088510407714
10%,979864.5925079054,357.49450269921476,729.5545732715599
15.9%,1104897.8171262934,418.3662413893806,729.7081795859922
50%,7133162.58833277,729.742603176413,730.18265562843
84.1%,7133197.436455019,730.2075521517668,1044.1959693675003
90%,7133205.1108832145,730.3138361873914,1143.6384660041942
97.7%,7133222.180169037,730.6365012350775,1377.347446224672
99.9%,7133245.255729406,836.4261597166836,1659.6901677589522
max,7133256.929648725,942.0697590967507,1859.6041394140539
