#,repair_cost-,repair_time-parallel,repair_time-sequential,collapse,irreparable
0,581374.0098127177,253.7500283115216,507.5831549219888,0.0,0.0
1,14266405.971428609,730.3698110218886,730.3698110218886,0.0,1.0
2,1201604.136387079,395.6689871229221,1038.591027472397,0.0,0.0
3,14266443.295782287,729.8919262657272,729.8919262657272,0.0,1.0
4,14266418.167605773,729.9445590851574,729.9445590851574,0.0,1.0
5,870971.1827004326,353.8630455722119,852.5326031202536,0.0,0.0
6,657610.7080347675,231.3412974946927,463.90039227923535,0.0,0.0
7,14266315.369563628,729.667051206768,729.667051206768,0.0,1.0
8,14266385.762847165,730.1594937665097,730.1594937665097,0.0,1.0
9,14266452.99571245,729.7754667261148,729.7754667261148,0.0,1.0
10,14266342.413031517,729.9129471502736,729.9129471502736,0.0,1.0
11,14266342.69542734,729.7775820992917,729.7775820992917,0.0,1.0
12,14266290.472601503,730.5521510408277,730.5521510408277,0.0,1.0
13,14266330.891838985,730.3842339430038,730.3842339430038,0.0,1.0
14,14266304.021318138,729.5659853432049,729.5659853432049,0.0,1.0
15,1319660.4215770257,491.23505289245577,1197.7699136352269,0.0,0.0
16,14266362.835646335,730.4992811720422,730.4992811720422,0.0,1.0
17,14266393.386566613,730.0388443622951,730.0388443622951,0.0,1.0
18,1237490.736158208,455.6658533399002,1111.749354506065,0.0,0.0
19,1152560.8603448484,487.85241190808784,1054.309297794248,0.0,0.0
20,662781.8332212729,184.27532975516098,479.52963134984725,0.0,0.0
21,14266349.139414482,730.3437324312642,730.3437324312642,0.0,1.0
22,14266349.323439308,729.77222613439,729.77222613439,0.0,1.0
23,14266288.162302796,729.9156998088838,729.9156998088838,0.0,1.0
24,1243003.480784082,529.4615072483953,971.4882158207034,0.0,0.0
25,14266349.618904144,729.5478796784104,729.5478796784104,0.0,1.0
26,14266414.093808526,730.1176076464458,730.1176076464458,0.0,1.0
27,14266359.301789617,729.8204847952787,729.8204847952787,0.0,1.0
28,1607935.9962482015,618.3571489193912,1468.7500803741343,0.0,0.0
29,14266368.188568378,729.9289096206516,729.9289096206516,0.0,1.0
30,1673228.5873507673,732.2173417827189,1210.1243898002808,0.0,0.0
31,14266374.182020392,730.0193257990228,730.0193257990228,0.0,1.0
32,14266350.58120161,730.3715152616098,730.3715152616098,0.0,1.0
33,14266364.204675658,730.2775344569727,730.2775344569727,0.0,1.0
34,14266386.250787422,730.0581398695867,730.0581398695867,0.0,1.0
35,801697.5740407606,256.773581976305,667.6889162761457,0.0,0.0
36,1199175.8065194036,458.06056188329353,970.241695053463,0.0,0.0
37,14266331.684405446,730.2351763494268,730.2351763494268,0.0,1.0
38,14266347.821479246,730.4029819483908,730.4029819483908,0.0,1.0
39,14266423.875617882,729.8771088136785,729.8771088136785,0.0,1.0
40,1296622.7237903113,529.8545719259328,1025.435698586169,0.0,0.0
41,14266343.429181924,730.2668708239923,730.2668708239923,0.0,1.0
42,14266350.880893765,730.5683900957938,730.5683900957938,0.0,1.0
43,1245880.4251853551,435.0272063582375,969.4497193493505,0.0,0.0
44,1041356.3624872962,285.4604857561158,872.2349724433559,0.0,0.0
