dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.30.67.012b-D.30.67.012b,COST-D.40.11.023a-D.40.11.023a,COST-D.40.11.074a-D.40.11.074a,COST-D.50.11.011a-D.50.11.011a,COST-D.50.12.023b-D.50.12.023b,COST-replacement-irreparable,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.30.67.012b-D.30.67.012b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.40.11.074a-D.40.11.074a,TIME-D.50.11.011a-D.50.11.011a,TIME-D.50.12.023b-D.50.12.023b,TIME-replacement-irreparable
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,13877.40715622937,40681.904916735664,68956.22710154134,80147.30233984203,22656.259627467014,71045.60811104826,95905.19280564554,39481.27197768263,901.6746593514232,126.38944607341298,25.22972444322043,532.744616799252,84.11050204219566,18903.311712853156,1124.038898233445,6708.07521473902,9784.455294109344,2450.8376941490465,34.50802603993031,3977.6485585252726,19.19630124466245,1843.5214881416532,442.65825261093397,8517021.669429041,13.863517839712266,40.56682143904749,55.70452009773199,64.47220793701398,25.85946398153542,56.87627393691895,76.38978545054619,31.442417874018375,0.8763416870722849,0.13627249058407784,0.02780083302323586,0.5758318745197887,0.09301319601763185,5.472762916490766,0.594624291136729,7.875019281889737,11.793286627260857,0.7255498819347378,0.015651418027485455,1.9691027125447995,0.014821317707079751,0.6158800875952428,0.12716755683615108,435.8104863577666
std,19728.67314013084,50401.14599406782,85636.54869468276,117262.06265640748,40284.80627531507,94234.00908614573,119702.51410235856,55926.96893723247,1851.5044638982524,413.226526338801,51.714079008293595,1713.4928745768577,174.53769891599669,25430.01168815448,2496.235571249836,10865.786429730517,13814.88004780199,11896.306180331267,390.39726513282864,8398.723436046523,109.10208148121943,3571.2909609736553,2995.5043919040436,6998364.26066919,20.013717248420072,50.64038311563008,69.72456557825234,95.51875014010024,46.921220357158845,76.65082553464842,95.78924291808241,45.389065937464,1.899922226929773,0.4573284908605685,0.05903938453560652,1.946583273659462,0.19991915674798397,7.721907793526781,1.1864728482158549,12.825730002537329,16.91858531652156,3.5665167556563926,0.1817486439327843,3.392608850332402,0.09446317478134265,1.239988244884999,0.8972130832367213,358.1018407964501
log_std,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.9%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14266326.135828722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.7154727007112
84.1%,40061.28058204104,104189.84147101596,176620.86214775097,220640.46097102726,66225.85982989217,184230.59374687323,246412.33629974935,115440.51456773076,1960.0260747745956,150.65982154469307,66.920741466629,643.4379081316413,220.90835395502282,52482.01403053049,2524.130140883137,19091.818709993142,28670.2991584608,0.0,0.0,8588.820886484273,0.0,7437.955439821115,0.0,14266394.60712623,39.248278448193695,103.73902015389652,143.30439246083577,174.96713293749775,75.01708216607216,147.47400857749312,196.33948137038735,90.70046765080956,1.85523678376176,0.16341203715278704,0.07015462992555235,0.7032950056368633,0.2288758015658245,14.944078223274342,1.4608873470325996,22.297456184359763,34.126616171608134,0.0,0.0,5.587833857655364,0.0,2.230867888443053,0.0,730.1796044350381
90%,46755.12107701075,110559.98604352791,188468.99298086375,267036.54027810966,86779.18150962972,209658.78345385144,263590.20797485654,131944.127066517,2804.6101546865193,353.19529288502116,99.41257989741887,1483.1518015788006,334.03464764215954,56524.14135397734,4325.4764481137545,25605.700305310493,32094.359947964596,1891.244003578005,0.0,14812.405385779692,0.0,8470.643382250393,0.0,14266408.782132298,46.946747878145956,111.513505951034,154.682099597224,215.18641219266306,98.3429486726711,170.6679517853851,210.49147078642955,105.18285765822753,2.6145031074665237,0.3591058329351167,0.10678850057172252,1.570255724893995,0.3645431530110049,17.148278708427547,2.3721627302583927,29.125285444230432,39.6618341672963,0.6604380526590269,0.0,7.406585031114264,0.0,2.7747975237820435,0.0,730.2820649596202
