cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.121-0,B.20.11.121-1,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
1787,4423.68,0.0,3686.4,663.552,73.72800000000001,7488.000000000002,1497.6000000000004,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5409.072502967754,51.961347218462,0.0,0.0,4732.3484842544185,886.1715646233947,138.7115649921627,0.0,12.0,0.0,0.0,1.0,0.0,1540.0816251685806,0.0,0.0,312.2671223608553,0.0,6816.0500339740665,0.0,0.0,475.67899360141007,0.0,0.0,1.0,0.0,1871.0772919958954,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,28366.495261859833,0.0,0.0,215.08108109850832,1.0,0.0,2.0,1.0,2.0,1.0
1788,4423.68,0.0,3723.264,663.552,36.864000000000004,7372.800000000002,1843.2000000000005,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5813.080947598828,89.92626543963966,0.0,0.0,3410.0492561915094,1566.1160778741175,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2078.0484835398584,0.0,0.0,267.7323134204076,0.0,5117.818039573702,0.0,0.0,605.9869637505429,0.0,0.0,1.0,0.0,2056.2700376125335,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18588.147983650022,218.35242217876254,0.0,202.10799702187305,1.0,0.0,2.0,1.0,2.0,1.0
1789,4423.68,0.0,3170.304,921.6,331.77600000000007,6912.000000000002,1958.4000000000003,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5852.031895101581,538.0189451036324,0.0,0.0,3626.928290700025,1967.0207411649287,239.27291617214829,59.81822904303707,12.0,0.0,0.0,1.0,0.0,1986.2988431455983,0.0,0.0,304.77358752816866,0.0,4238.463449590627,0.0,0.0,608.123901926552,0.0,0.0,1.0,0.0,1804.8003099526984,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17026.485158736625,0.0,0.0,213.86182226607212,1.0,0.0,2.0,1.0,2.0,1.0
1790,4423.68,0.0,2985.9840000000004,1069.056,368.64,6220.800000000001,2188.8000000000006,806.4000000000002,9216.000000000002,0.0,6451.0,0.0,0.0,5038.853176069538,627.0346572676095,0.0,0.0,4248.719209328296,2193.01475742652,347.42737648064286,139.908284495498,10.0,2.0,0.0,1.0,0.0,1820.8040875675924,0.0,0.0,246.71457884597183,0.0,5017.553497399752,0.0,0.0,695.323184767022,0.0,0.0,1.0,0.0,2429.015604834149,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20223.52971196685,0.0,0.0,247.94131554985174,1.0,0.0,2.0,1.0,2.0,1.0
1791,4423.68,0.0,3760.128,663.552,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,5805.9,322.55,322.55,6351.761280754044,52.99317496823211,0.0,0.0,4203.273616446246,1850.0305635773836,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2148.456355465054,0.0,0.0,209.4466945733265,0.0,3686.0354418202146,0.0,0.0,575.3235012828893,0.0,0.0,1.0,0.0,1773.584223940113,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,1.0,17545.610947143756,0.0,0.0,233.77300953511582,1.0,0.0,2.0,1.0,2.0,1.0
1792,4423.68,0.0,4165.6320000000005,258.048,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5126.474329129834,0.0,0.0,0.0,5835.823095026395,922.5070659445788,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1905.4346667314826,0.0,0.0,267.09256406590674,0.0,4064.972019995499,0.0,0.0,786.7033651370631,0.0,0.0,1.0,0.0,1930.7739613271578,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,14240.694051975286,0.0,0.0,193.7292602207856,1.0,0.0,2.0,1.0,2.0,1.0
1793,4386.816000000001,36.864000000000004,2506.7520000000004,1363.968,552.96,4953.600000000001,3110.400000000001,1152.0000000000002,9216.000000000002,0.0,6451.0,0.0,0.0,4913.963107371895,421.7838471023259,0.0,0.0,3161.4504128223707,2878.9133031370716,213.92898918283862,0.0,8.0,4.0,0.0,1.0,0.0,2043.7841995763201,0.0,0.0,280.1829945719818,0.0,3734.1032865016837,0.0,0.0,649.3745194994735,0.0,0.0,1.0,0.0,1556.1423457831393,275.04322789211864,0.0,141.9264,5.5296,12.0,4.0,2.0,0.0,1.0,22681.64187238454,561.920177168745,0.0,184.23172689234315,1.0,0.0,2.0,1.0,2.0,1.0
1794,4423.68,0.0,4091.9040000000005,331.776,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,4402.877678865929,0.0,0.0,0.0,4902.331719648523,647.6413633858809,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1697.1993046370835,0.0,0.0,269.01714225195224,0.0,3668.0382381880104,0.0,0.0,619.6900560287535,0.0,0.0,1.0,0.0,2183.924739100938,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,26403.528076668954,0.0,0.0,226.83792849711398,1.0,0.0,2.0,1.0,2.0,1.0
1795,4423.68,0.0,4091.9040000000005,331.776,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6128.450000000001,322.55,0.0,4650.005990737055,0.0,0.0,0.0,4632.229992217874,1141.5807485865907,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2044.1534182068547,0.0,0.0,475.3219788612495,0.0,4755.187784391872,0.0,0.0,431.25758235479935,0.0,0.0,1.0,0.0,2218.826251045488,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,22574.860992331516,0.0,0.0,269.66269872638435,1.0,0.0,2.0,1.0,2.0,1.0
1796,4423.68,0.0,4128.768,294.91200000000003,0.0,8179.200000000003,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,7752.4664260347845,0.0,0.0,0.0,5063.936370249134,1033.2943501447535,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1307.5408005792121,0.0,0.0,299.50950870852694,0.0,4302.681211055177,0.0,0.0,450.0124770292931,0.0,0.0,1.0,0.0,1727.7480331852628,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18884.304017958966,0.0,0.0,205.0566640722891,1.0,0.0,2.0,1.0,2.0,1.0
1797,4423.68,0.0,3796.992,479.2320000000001,147.45600000000002,7257.600000000001,1728.0000000000007,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,6171.060292624336,150.11902281399682,0.0,0.0,3919.8785122843788,1160.3620389978064,158.23623642435467,0.0,12.0,0.0,0.0,1.0,0.0,1715.3085086313617,0.0,0.0,311.8495319088627,0.0,4562.0254128073075,0.0,0.0,550.5557379616116,0.0,0.0,1.0,0.0,2229.9493892684063,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,25393.982472885327,0.0,0.0,190.64371549579778,1.0,0.0,2.0,1.0,2.0,1.0
1798,4423.68,0.0,2801.664,1400.832,221.18400000000003,5299.200000000001,3110.4000000000005,806.4000000000002,9216.000000000002,0.0,6451.0,0.0,0.0,5160.256929366395,535.4490516781559,0.0,0.0,3289.738939946485,2681.1634742503975,454.5791404190529,40.5360737162203,12.0,0.0,0.0,1.0,0.0,2129.0144902837474,0.0,0.0,401.8457813874168,0.0,3862.9777566521657,0.0,0.0,619.5716714999169,0.0,0.0,1.0,0.0,1539.4750621599876,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,23413.51210371063,0.0,0.0,238.44982190828935,1.0,0.0,2.0,1.0,2.0,1.0
1799,4423.68,0.0,3170.304,1216.512,36.864000000000004,6566.4000000000015,2419.2000000000007,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5689.451022227333,265.1361654114173,0.0,0.0,2870.997125448779,1934.441946136288,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1729.9115594867696,0.0,0.0,249.66388568768264,0.0,4533.754766860211,0.0,0.0,564.49118477743,0.0,0.0,0.0,1.0,2078.210499986297,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,22919.78329516732,208.32507135722247,0.0,258.41794082169497,1.0,0.0,2.0,1.0,2.0,1.0
1800,4423.68,0.0,3317.76,811.008,294.91200000000003,5760.000000000001,3225.6000000000004,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,4670.306254823751,277.04502578379913,0.0,0.0,2532.5309586564313,1525.9133910975347,327.6701853924884,100.59803353613387,12.0,0.0,0.0,1.0,0.0,1794.2653947387216,0.0,0.0,338.22354928471236,0.0,4793.083166357121,0.0,0.0,937.5555573891878,0.0,0.0,0.0,1.0,1757.3916359644638,0.0,0.0,143.7696,3.6864,16.0,0.0,2.0,0.0,1.0,16004.606667231212,171.33968447347584,0.0,231.95777984410356,1.0,0.0,2.0,1.0,2.0,1.0
1801,4423.68,0.0,2985.9840000000004,1179.648,258.048,5414.4000000000015,2995.2000000000007,806.4000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,6060.130272149597,229.2595196993374,0.0,0.0,4069.2374929198054,2594.3012248271807,169.87104348620056,0.0,10.0,2.0,0.0,1.0,0.0,2312.966166230811,0.0,0.0,255.6428587118083,0.0,3124.336906945978,0.0,0.0,652.0159861067716,0.0,0.0,1.0,0.0,2369.7618563655847,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19056.008576174838,0.0,0.0,277.1262710530368,1.0,0.0,2.0,1.0,2.0,1.0
1802,4423.68,0.0,3022.848,958.4639999999999,442.368,6220.800000000001,2304.0000000000005,691.2000000000002,9100.800000000001,115.20000000000002,6451.0,0.0,0.0,4299.431269803674,677.5721549743133,0.0,0.0,3788.073312321545,1574.3371002587742,83.65431361190056,0.0,8.0,4.0,0.0,1.0,0.0,2755.6563471628147,0.0,0.0,384.1582328026182,0.0,3970.527855004144,0.0,0.0,510.80297688558045,0.0,0.0,1.0,0.0,1623.29419008398,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16454.887851415842,0.0,0.0,195.39319731560636,1.0,0.0,2.0,1.0,2.0,1.0
1803,4423.68,0.0,2801.664,1400.832,221.18400000000003,5068.800000000001,3340.8000000000006,806.4000000000002,9216.000000000002,0.0,6128.450000000001,322.55,0.0,6473.848609103534,527.3852946575524,0.0,0.0,2404.0230532449605,2141.840426397992,0.0,75.10320406818232,10.0,2.0,0.0,1.0,0.0,1753.800673836605,0.0,0.0,239.69187177489124,0.0,5141.227556820036,0.0,0.0,693.9438322310511,0.0,0.0,1.0,0.0,1766.439728647271,0.0,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,1.0,18334.853302877164,873.0656717832894,0.0,179.45309272391123,1.0,0.0,2.0,1.0,2.0,1.0
1804,4386.816000000001,36.864000000000004,3686.4,516.096,221.184,7488.000000000002,1152.0000000000002,576.0000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,6546.072967775739,713.361047610674,0.0,0.0,4797.066950580687,1040.6204215764913,53.167517249630166,0.0,8.0,4.0,0.0,1.0,0.0,2791.4027337058783,0.0,0.0,184.44014857402138,0.0,5778.1844976434295,0.0,0.0,869.6544001716852,0.0,0.0,1.0,0.0,2238.875563751558,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16174.542872856699,0.0,0.0,238.4619284179271,1.0,0.0,2.0,1.0,2.0,1.0
1805,4423.68,0.0,4055.04,368.64,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,4430.721901284039,0.0,0.0,0.0,5971.585172862146,1168.6495032261716,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1440.5493700287195,0.0,0.0,317.26626432603,0.0,4345.385170541862,0.0,0.0,735.7437911493184,0.0,0.0,1.0,0.0,2454.1896827564433,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,33638.97017592949,0.0,0.0,264.36899410717604,1.0,0.0,2.0,1.0,2.0,1.0
1806,4423.68,0.0,3723.264,700.416,0.0,7257.600000000002,1843.2000000000005,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,6053.353612444055,0.0,0.0,0.0,4780.965431813375,1671.9573934402142,0.0,42.04183702250305,10.0,2.0,0.0,1.0,0.0,2220.956790534116,0.0,0.0,281.15976420229697,0.0,3499.298303167413,0.0,0.0,603.9742176225211,0.0,0.0,1.0,0.0,1844.5515172932103,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,28849.80031729682,0.0,0.0,314.0744463003989,1.0,0.0,2.0,1.0,2.0,1.0
1807,4423.68,0.0,3022.848,1105.92,294.91200000000003,6451.200000000002,2534.4000000000005,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5064.317423907547,214.76817690339197,0.0,0.0,3411.818700076982,2118.037230935449,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1990.900868307565,0.0,0.0,367.7355914130783,0.0,4174.243883803752,0.0,0.0,587.5587346106158,0.0,0.0,1.0,0.0,1740.7955124841883,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,22699.263765101914,0.0,0.0,193.9068067701089,1.0,0.0,2.0,1.0,2.0,1.0
1808,4423.68,0.0,3649.536,774.144,0.0,7488.000000000002,1497.6000000000004,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,4929.280160339902,69.95634614959613,0.0,0.0,3782.4313741550263,3009.2721232432314,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2263.657877124954,0.0,0.0,406.2272483031527,0.0,4348.549162210087,0.0,0.0,689.1714681641845,0.0,0.0,1.0,0.0,1614.3082344148777,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,12484.56943884785,0.0,0.0,271.009472176313,1.0,0.0,2.0,1.0,2.0,1.0
1809,4423.68,0.0,3428.352,958.4639999999999,36.864000000000004,7718.4000000000015,1497.6000000000004,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5330.779283618485,114.57230013028415,0.0,0.0,4125.585581026407,1909.8349277741836,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2357.950737380156,0.0,0.0,284.0478256443455,0.0,3468.663490855984,0.0,0.0,671.9882659754422,0.0,0.0,1.0,0.0,2234.8930695934805,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19425.681823146373,0.0,0.0,193.26542318676576,1.0,0.0,2.0,1.0,2.0,1.0
1810,4423.68,0.0,3502.08,884.736,36.864000000000004,6912.000000000002,2073.6000000000004,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5170.006346495986,411.0481511756892,0.0,0.0,3160.882091688803,1123.8329492367131,94.64812440298259,0.0,10.0,2.0,0.0,1.0,0.0,2774.695816409666,0.0,0.0,401.4660376160212,0.0,2928.7386580572515,0.0,0.0,709.2132782454792,0.0,0.0,1.0,0.0,1716.8000761981646,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,24644.464250679965,0.0,0.0,257.35088579535113,1.0,0.0,2.0,1.0,2.0,1.0
1811,4423.68,0.0,2691.072,1327.104,405.504,6451.200000000002,2419.2000000000003,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5345.39430880923,589.0609764493271,0.0,0.0,3145.5993613631363,1123.5549098150511,105.17236847624449,0.0,12.0,0.0,0.0,1.0,0.0,1709.6482931785808,0.0,0.0,287.01857049220934,0.0,4027.5483052715767,0.0,0.0,732.7984094643341,0.0,0.0,1.0,0.0,1739.343473564257,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,13321.21617209521,0.0,0.0,260.59975392132503,1.0,0.0,2.0,1.0,2.0,1.0
1812,4423.68,0.0,4091.9040000000005,331.776,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6246.692662475757,0.0,0.0,0.0,3991.0100912448765,1283.96607352189,0.0,0.0,12.0,0.0,0.0,1.0,0.0,3115.7782620891603,0.0,0.0,426.92383037062365,0.0,4371.97881741833,0.0,0.0,714.9013495018135,0.0,0.0,1.0,0.0,1848.8928574395263,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,1.0,18890.378179806346,0.0,0.0,198.31225139728554,1.0,0.0,2.0,1.0,2.0,1.0
1813,4423.68,0.0,3649.536,774.144,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6128.450000000001,322.55,0.0,5905.500945208302,0.0,0.0,0.0,5331.701710372145,2446.004980420416,121.83605508659288,0.0,12.0,0.0,0.0,1.0,0.0,2222.612403763568,0.0,0.0,198.67639150547325,0.0,4576.4211336228645,0.0,0.0,589.5367558708296,0.0,0.0,0.0,1.0,3321.6920704172826,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18421.826414044062,150.34655862525202,0.0,213.3387158879794,1.0,0.0,2.0,1.0,2.0,1.0
1814,4423.68,0.0,2875.3920000000003,1474.56,73.72800000000001,6566.4000000000015,2649.600000000001,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5567.052570509666,210.86288399548332,0.0,0.0,3521.314550863073,1824.2438027887267,51.9140089717563,0.0,8.0,4.0,0.0,1.0,0.0,1726.970915749483,0.0,0.0,300.1610728345593,0.0,4225.0495314376885,0.0,0.0,492.58603224227085,0.0,0.0,1.0,0.0,1834.1936578887342,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,27015.77727653133,0.0,0.0,304.38493973373215,1.0,0.0,2.0,1.0,2.0,1.0
1815,4423.68,0.0,2949.12,1363.968,110.59200000000001,5644.800000000001,3110.4000000000005,460.8000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5978.434853180237,425.4065446293055,0.0,0.0,3030.2903093734058,2594.4153640163604,60.928432179396275,85.35768099766473,12.0,0.0,0.0,1.0,0.0,2218.5805215663177,0.0,0.0,258.5174427076357,0.0,3105.770408422459,0.0,0.0,742.0837621484097,0.0,0.0,1.0,0.0,2083.1923024725356,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,23934.51725654608,0.0,0.0,265.20333755318654,1.0,0.0,2.0,1.0,2.0,1.0
1816,4423.68,0.0,3170.304,1179.6480000000001,73.72800000000001,6912.000000000002,1958.4000000000003,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5490.540141251913,283.96821874442065,0.0,0.0,4456.207305984633,1428.8693017374262,80.91212915862954,54.58430531532014,8.0,4.0,0.0,1.0,0.0,2126.184320416169,0.0,0.0,396.12156802553807,0.0,4082.78729495056,0.0,0.0,759.5604473986098,0.0,0.0,1.0,0.0,1489.9351064398554,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20059.2428841372,0.0,0.0,267.1153072531223,1.0,0.0,2.0,1.0,2.0,1.0
1817,4423.68,0.0,3244.032,995.328,184.32000000000002,6681.600000000002,2304.0000000000005,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,6194.022261173599,0.0,0.0,0.0,4463.246095823391,1767.8439049483102,108.98245015659104,0.0,12.0,0.0,0.0,1.0,0.0,1514.6473777061203,0.0,0.0,247.21254481813776,0.0,6358.262974082496,0.0,0.0,768.0576958527407,0.0,0.0,1.0,0.0,1582.1713449530146,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,23641.19429508874,0.0,0.0,222.18414194200855,1.0,0.0,2.0,1.0,2.0,1.0
1818,4423.68,0.0,2764.8,1437.696,221.18400000000003,5760.000000000002,3225.6000000000004,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,4793.950459296718,441.70228495537214,0.0,0.0,2778.533749426208,2414.451890056559,66.06301891011914,0.0,12.0,0.0,0.0,1.0,0.0,2361.138522232762,0.0,0.0,224.9849751322608,0.0,4488.735437416906,0.0,0.0,702.717730548865,0.0,0.0,1.0,0.0,2367.326556578301,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,25032.913291107518,0.0,0.0,260.64790085214906,1.0,0.0,2.0,1.0,2.0,1.0
1819,4423.68,0.0,4018.1760000000004,405.504,0.0,7948.800000000002,1267.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5588.646779279939,0.0,0.0,0.0,5905.50935785824,2001.926441695807,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2654.492155580382,0.0,0.0,264.6618961595924,0.0,4392.202608638316,0.0,0.0,608.5838148850489,0.0,0.0,1.0,0.0,1794.2419778435942,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,15993.680187426115,0.0,0.0,256.0427497993077,1.0,0.0,2.0,1.0,2.0,1.0
1820,4423.68,0.0,3354.624,958.464,110.592,6796.800000000002,2304.0000000000005,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,7806.649611554428,192.1738704724367,0.0,0.0,3516.570623348976,1941.6198829107868,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1766.808041178212,0.0,0.0,354.75703021742146,0.0,4927.119003411804,0.0,0.0,572.7052649973863,0.0,0.0,0.0,1.0,1773.7963920571076,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,18465.004742803256,0.0,0.0,202.95141204908347,1.0,0.0,2.0,1.0,2.0,1.0
1821,4423.68,0.0,3538.9440000000004,811.008,73.72800000000001,7027.200000000002,2188.8000000000006,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5221.685186440791,78.2361630037492,0.0,0.0,3520.6840235516324,1382.041376986414,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2336.723427655006,0.0,0.0,231.62124255936823,0.0,5380.173992755878,0.0,0.0,437.5136418646799,0.0,0.0,1.0,0.0,1814.854292724299,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19183.9435900879,0.0,0.0,316.03194827994855,1.0,0.0,2.0,1.0,2.0,1.0
1822,4423.68,0.0,2875.392,1216.512,331.77600000000007,5644.800000000001,2649.600000000001,921.6000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,5128.728598128578,709.7443985638719,0.0,0.0,3838.7070654978534,2033.3154752816467,151.0395250221916,0.0,8.0,4.0,0.0,1.0,0.0,1720.6376367162543,0.0,0.0,336.94880864787604,0.0,4442.521620399777,0.0,0.0,368.6875663982539,0.0,0.0,0.0,1.0,2194.307907344698,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,1.0,20186.407353867104,0.0,0.0,198.46729768608205,1.0,0.0,2.0,1.0,2.0,1.0
1823,4423.68,0.0,3354.6240000000003,995.328,73.72800000000001,7372.800000000001,1728.0000000000005,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,4532.645250534146,207.3162304299782,0.0,0.0,4096.593171053964,1335.581561494043,148.6577083594977,0.0,12.0,0.0,0.0,1.0,0.0,2693.374995379764,0.0,0.0,287.6266647158411,0.0,3979.4441223757294,0.0,0.0,784.4371737416388,0.0,0.0,1.0,0.0,1869.101231252313,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,15842.439488429853,0.0,0.0,219.96533313638554,1.0,0.0,2.0,1.0,2.0,1.0
1824,4423.68,0.0,3907.5840000000003,516.096,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5811.927994759148,0.0,0.0,0.0,6857.517853135457,845.4167701090026,0.0,0.0,10.0,2.0,0.0,1.0,0.0,2254.3235054079933,0.0,0.0,376.2566737038392,0.0,4707.902123225715,0.0,0.0,371.3378167266806,0.0,0.0,1.0,0.0,2242.5017869697945,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17580.54324525781,0.0,0.0,230.74660028156703,1.0,0.0,2.0,1.0,2.0,1.0
1825,4423.68,0.0,3502.0800000000004,626.688,294.91200000000003,7142.4000000000015,1382.4000000000003,691.2000000000002,9216.000000000002,0.0,6451.0,0.0,0.0,7594.6150067574345,521.5673848656094,0.0,0.0,4603.924538677684,1565.165035402933,264.9971849718015,99.94321642906581,12.0,0.0,0.0,1.0,0.0,1786.4458205215537,0.0,0.0,253.84197895909654,0.0,3804.8437543226864,0.0,0.0,650.4932827123555,0.0,0.0,1.0,0.0,1971.9556358880109,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18481.12261938745,0.0,0.0,197.72703461010576,1.0,0.0,2.0,1.0,2.0,1.0
1826,4423.68,0.0,3981.312,405.504,36.864000000000004,7948.800000000001,1036.8000000000002,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5621.441567743395,91.86456143810526,0.0,0.0,4922.400487249624,776.550789040487,0.0,45.348578990320064,12.0,0.0,0.0,1.0,0.0,2162.295910617806,0.0,0.0,335.7509679744399,0.0,3494.2520774046325,0.0,0.0,602.6472967101528,0.0,0.0,1.0,0.0,1778.8298560066382,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,15615.45430971779,0.0,0.0,254.24361535647688,1.0,0.0,2.0,1.0,2.0,1.0
1827,4423.68,0.0,3244.032,958.464,221.184,6336.000000000002,2419.2000000000003,460.8000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5728.946381711526,583.2005478524851,0.0,0.0,2828.6647147369076,1530.515497288659,206.76398869257557,0.0,10.0,2.0,0.0,1.0,0.0,1700.7731716402636,0.0,0.0,223.82322885031311,0.0,4734.547879546646,0.0,0.0,618.5851887918027,0.0,0.0,1.0,0.0,2011.2489914772882,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,26252.647128535486,0.0,0.0,267.6942307177286,1.0,0.0,2.0,1.0,2.0,1.0
1828,4423.68,0.0,3907.5840000000003,516.096,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6727.034209047192,0.0,0.0,0.0,6005.667084436987,823.4924057921902,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2344.9711797028467,0.0,0.0,359.22427724273734,0.0,3636.544330566131,0.0,0.0,566.0284734513268,0.0,0.0,1.0,0.0,1802.0141335500093,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,31144.105777149227,0.0,0.0,374.5259616440895,1.0,0.0,2.0,1.0,2.0,1.0
