cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.121-0,B.20.11.121-1,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
248,4423.68,0.0,4165.6320000000005,258.048,0.0,8870.400000000001,345.6000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5024.100787032667,33.3342061317828,0.0,0.0,5739.391984016473,868.6172584032872,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1837.2958912531178,0.0,0.0,272.78099128809464,0.0,3648.693902661211,0.0,0.0,683.8783768102658,0.0,0.0,1.0,0.0,2223.904264819841,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,24487.733849931978,0.0,0.0,343.28561829601296,1.0,0.0,2.0,1.0,2.0,1.0
249,4423.68,0.0,4202.496,221.18400000000003,0.0,8524.800000000003,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5644.616438687609,0.0,0.0,0.0,6672.822271967132,672.686549430612,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2112.2803603831217,0.0,0.0,277.92237033886124,0.0,4416.756623553244,0.0,0.0,845.6881175304086,0.0,0.0,1.0,0.0,2277.708115852119,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19415.945346188568,0.0,0.0,235.47588752860815,1.0,0.0,2.0,1.0,2.0,1.0
250,4423.68,0.0,3428.3520000000003,737.28,258.048,7488.000000000002,1382.4000000000003,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5137.086749459719,368.87566729571677,0.0,0.0,3963.4378681237195,1173.3210208353562,72.36261523604308,43.76764778895805,12.0,0.0,0.0,1.0,0.0,2485.253060351326,0.0,0.0,231.7831088828721,0.0,3585.617662420371,0.0,0.0,517.3688270803761,0.0,0.0,1.0,0.0,1758.0751007230165,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,21324.843734579445,0.0,0.0,222.73805494698556,1.0,0.0,2.0,1.0,2.0,1.0
251,4423.68,0.0,3686.4,737.2800000000001,0.0,7372.800000000001,1843.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5366.17273366424,55.70147286194047,0.0,0.0,4445.431852862417,1908.6374568454007,74.71047690601051,0.0,12.0,0.0,0.0,1.0,0.0,1894.633754572696,0.0,0.0,212.61043576444644,0.0,3307.342054405035,0.0,0.0,584.5143508509593,0.0,0.0,1.0,0.0,1813.57022387889,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,27654.256269930014,0.0,0.0,225.3549406966736,1.0,0.0,2.0,1.0,2.0,1.0
252,4423.68,0.0,2727.936,1622.016,73.72800000000001,5644.800000000001,3225.600000000001,345.6000000000001,9216.000000000002,0.0,5160.8,967.65,322.55,4804.07183891768,264.20961612810754,0.0,0.0,1897.560740838901,2289.159196760589,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1762.673696264825,43.28808091269528,0.0,369.920828933905,49.03076630962007,3222.8510865404887,44.45383406970411,44.45383406970411,331.0460740177157,0.0,221.22901105891063,0.0,1.0,1850.2795925083683,0.0,0.0,140.08319999999998,7.3728,8.0,8.0,2.0,0.0,1.0,14711.574900517822,1842.8614304806524,0.0,204.59353591662176,1.0,0.0,2.0,1.0,2.0,1.0
253,4423.68,0.0,2691.072,1658.88,73.72800000000001,6105.600000000001,2649.600000000001,460.8000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,7977.344645593613,292.6106264350136,0.0,0.0,2937.1894924911157,2683.3445267637408,209.75490234081013,0.0,10.0,2.0,0.0,1.0,0.0,1611.5567294790517,0.0,0.0,319.56834912830726,0.0,4286.563114103206,0.0,0.0,728.8133442954893,0.0,0.0,0.0,1.0,1691.4720268811482,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20146.55727237806,287.83832956196466,0.0,239.32111349978908,1.0,0.0,2.0,1.0,2.0,1.0
254,4423.68,0.0,2580.48,1769.472,73.72800000000001,4492.800000000001,4032.000000000001,691.2000000000002,9216.000000000002,0.0,5805.9,0.0,645.1,6142.575890772957,570.8727468872917,0.0,0.0,1222.5681559278426,3255.49258305472,246.2662510739488,0.0,10.0,2.0,0.0,1.0,0.0,1602.410404588802,38.99834023469211,0.0,349.6640526156694,0.0,4222.2562566947945,39.495857412394415,0.0,582.4431213075152,0.0,0.0,0.0,1.0,1838.7112654540747,464.165681572489,0.0,132.7104,14.7456,16.0,0.0,2.0,0.0,1.0,23610.686523531927,2412.664578032356,0.0,235.81613636714158,1.0,0.0,2.0,1.0,2.0,1.0
255,4423.68,0.0,3944.4480000000003,442.368,36.864000000000004,7833.600000000001,1267.2000000000003,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,5052.43309819042,158.89040800622087,0.0,0.0,4416.3108200359275,853.724936907007,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2591.5657636837354,0.0,0.0,243.99275258703287,0.0,6430.409161116323,0.0,0.0,620.5692466603539,0.0,0.0,1.0,0.0,1964.6110481209923,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17015.712449878356,0.0,0.0,168.48679674463915,1.0,0.0,2.0,1.0,2.0,1.0
256,4423.68,0.0,3575.808,847.8720000000001,0.0,7488.000000000002,1728.0000000000007,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6213.772813333248,96.70772820844776,0.0,0.0,4227.5352180606515,1736.5702368030106,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1891.0955861819887,0.0,0.0,329.6593678964566,0.0,3700.628667968692,0.0,0.0,650.3112240940526,0.0,0.0,1.0,0.0,1821.5553398402149,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19774.808294073395,0.0,0.0,245.921440998819,1.0,0.0,2.0,1.0,2.0,1.0
257,4423.68,0.0,3096.576,1253.376,73.72800000000001,6681.600000000001,2188.8000000000006,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,4731.173031708759,527.7903450695046,0.0,0.0,3691.7763013813224,1760.8155309725857,44.54753917914997,0.0,12.0,0.0,0.0,1.0,0.0,2153.5209930554197,0.0,0.0,297.4420159584613,0.0,3002.449653957222,0.0,0.0,527.2491937677921,0.0,0.0,1.0,0.0,1889.2199182727325,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,1.0,31207.185916031904,245.61595418763014,0.0,274.6963898280079,1.0,0.0,2.0,1.0,2.0,1.0
258,4423.68,0.0,3981.312,442.368,0.0,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,7335.5256537446385,100.39326113078853,0.0,0.0,5375.325629089812,537.8407948052943,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2057.9295523218716,0.0,0.0,347.59285862364453,0.0,5909.440186694597,0.0,0.0,1018.2283618423603,0.0,0.0,1.0,0.0,1825.076313564501,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19815.80250363909,0.0,0.0,247.94482399149274,1.0,0.0,2.0,1.0,2.0,1.0
259,4423.68,0.0,3796.992,626.688,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,7630.895516415034,100.58941633851282,0.0,0.0,5066.954538011201,1033.0766922770104,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2166.2804728844153,0.0,0.0,436.8128155008344,0.0,4412.464332745015,0.0,0.0,607.575386676135,0.0,0.0,1.0,0.0,2284.7669752276634,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16865.53819424381,0.0,0.0,228.1701066764563,1.0,0.0,2.0,1.0,2.0,1.0
260,4423.68,0.0,3133.44,1253.376,36.864000000000004,6336.000000000002,2764.8,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,5278.869506763284,378.85386416437734,0.0,0.0,2933.404077021135,1983.3978647006006,0.0,0.0,12.0,0.0,0.0,1.0,0.0,3642.6662190145503,0.0,0.0,291.26157388733134,0.0,3863.8408766183134,0.0,0.0,536.7367268108806,0.0,0.0,1.0,0.0,2320.1515684681235,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,14298.11539173891,0.0,0.0,202.26992651131343,1.0,0.0,2.0,1.0,2.0,1.0
261,4423.68,0.0,3317.76,847.8720000000001,258.048,6336.000000000002,2534.4,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,7067.886900436004,231.63694564745376,0.0,0.0,4153.766686214678,2689.982001137257,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2035.2876325010645,0.0,0.0,304.08753824525695,0.0,3682.9484055581997,0.0,0.0,638.6869837306278,0.0,0.0,1.0,0.0,1646.3655097848823,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,34077.25230779876,0.0,0.0,220.53164946456423,1.0,0.0,2.0,1.0,2.0,1.0
262,4423.68,0.0,4091.9040000000005,331.776,0.0,9100.800000000003,115.20000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5629.5705254021,0.0,0.0,0.0,6128.246446874478,1048.8074161740865,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2298.1271299180494,0.0,0.0,287.53032099771883,0.0,4614.671442652103,0.0,0.0,528.419886575448,0.0,0.0,1.0,0.0,2186.2651186263483,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20431.48390581786,0.0,0.0,202.68334845417388,1.0,0.0,2.0,1.0,2.0,1.0
263,4423.68,0.0,3059.712,1253.3760000000002,110.59200000000001,6681.600000000002,2304.0000000000005,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5578.458617383831,144.541891385839,0.0,0.0,3949.466287562217,1257.6575295083062,74.65331003232923,0.0,12.0,0.0,0.0,1.0,0.0,2485.6617971473156,0.0,0.0,489.7330992635555,0.0,4173.689446747758,0.0,0.0,460.57509077189405,0.0,0.0,1.0,0.0,1808.0848032455053,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,15144.963301810836,0.0,0.0,274.4358925644906,1.0,0.0,2.0,1.0,2.0,1.0
264,4423.68,0.0,3096.576,1142.784,184.32,6566.4000000000015,2304.0000000000005,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,7115.941249470685,425.3497139085381,0.0,0.0,3183.4663928113378,1815.3181537474334,99.4815108668288,0.0,10.0,2.0,0.0,1.0,0.0,1741.4243005135575,0.0,0.0,280.53185400139625,0.0,3890.6486630388995,0.0,0.0,547.2979506375943,0.0,0.0,1.0,0.0,2021.583021274977,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17435.36173681468,0.0,0.0,232.6606697506967,1.0,0.0,2.0,1.0,2.0,1.0
265,4423.68,0.0,3723.264,663.552,36.864000000000004,7603.200000000002,1612.8000000000004,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,7165.929818529621,159.14712665986445,0.0,0.0,4447.8057777623535,2116.7676217014614,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2259.194995493041,0.0,0.0,326.1251336558111,0.0,5104.074616781295,0.0,0.0,772.0416405896262,0.0,0.0,1.0,0.0,2179.4447881177016,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16955.96090194907,0.0,0.0,254.07361466244305,1.0,0.0,2.0,1.0,2.0,1.0
266,4423.68,0.0,3760.128,626.688,36.864000000000004,8409.600000000002,806.4000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,4516.49618507073,200.15511004353166,0.0,0.0,4830.20742448541,1098.780065739328,0.0,0.0,10.0,2.0,0.0,1.0,0.0,2094.243696549078,0.0,0.0,288.4449199589893,0.0,3317.584679532964,0.0,0.0,733.7221033153114,0.0,0.0,1.0,0.0,1825.3012113574548,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20520.11018475286,0.0,0.0,228.68562639533275,1.0,0.0,2.0,1.0,2.0,1.0
267,4423.68,0.0,3428.3520000000003,884.7360000000001,110.592,6796.800000000001,2073.6000000000004,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,4627.072803208874,338.73614121165855,0.0,0.0,4467.58180564079,1789.2332755724112,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1983.8118288553023,0.0,0.0,267.046490079986,0.0,3686.930554168093,0.0,0.0,508.44364526696666,0.0,0.0,1.0,0.0,1648.2112278159157,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,31838.875623177024,0.0,0.0,237.96033338652109,1.0,0.0,2.0,1.0,2.0,1.0
268,4423.68,0.0,3944.4480000000003,479.232,0.0,7948.800000000001,1267.2000000000003,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5313.574528283403,0.0,0.0,0.0,5184.905173122795,816.9772582790388,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2832.6778771333707,0.0,0.0,321.72897603129405,0.0,4412.224421260175,0.0,0.0,705.0503035448105,0.0,0.0,1.0,0.0,1874.9550812359544,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,20991.44970084903,0.0,0.0,257.3977660287182,1.0,0.0,2.0,1.0,2.0,1.0
269,4423.68,0.0,3317.76,1105.92,0.0,7603.200000000002,1612.8000000000004,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5298.188945449107,44.19444509504606,0.0,0.0,3729.9341311483277,1880.608395557342,0.0,78.07487020769554,12.0,0.0,0.0,1.0,0.0,1797.1606887546948,0.0,0.0,281.00217583219643,0.0,3356.874636238992,0.0,0.0,429.0770757427598,0.0,0.0,1.0,0.0,1634.748001043097,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16737.765865540114,0.0,0.0,192.4617405956842,1.0,0.0,2.0,1.0,2.0,1.0
270,4423.68,0.0,2838.5280000000002,1400.832,184.32000000000002,6451.200000000002,2304.0000000000005,460.8000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,5859.276216135145,902.9613840848217,0.0,0.0,3476.9368238569214,2148.1226118774794,213.23913409236337,0.0,8.0,4.0,0.0,1.0,0.0,1897.908214432588,0.0,0.0,362.1661470726424,0.0,4302.839951856488,0.0,0.0,664.9789105538005,0.0,0.0,1.0,0.0,2491.8815947027792,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19249.821055050437,581.5690256245439,0.0,256.6895843756574,1.0,0.0,2.0,1.0,2.0,1.0
271,4423.68,0.0,2764.8,1474.5600000000002,184.32,5529.600000000001,2764.8000000000006,921.6000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,5323.648729776179,395.55623451373003,0.0,0.0,3102.6977647002996,1771.9407243228954,216.77001180961304,0.0,10.0,2.0,0.0,1.0,0.0,2170.369722227766,0.0,0.0,179.4756572904493,0.0,5534.324705302433,0.0,0.0,502.90656448615204,0.0,0.0,1.0,0.0,1960.1192090539166,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,1.0,18997.992236399583,0.0,0.0,190.48784912877252,1.0,0.0,2.0,1.0,2.0,1.0
272,4423.68,0.0,3944.4480000000003,479.232,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5651.002798306157,0.0,0.0,0.0,4640.941603159828,941.3795841544907,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2787.419613871649,0.0,0.0,408.38247957937244,0.0,6012.709335106749,0.0,0.0,828.9996047270674,0.0,0.0,1.0,0.0,2295.464639241656,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18986.97600908284,0.0,0.0,334.95928497973046,1.0,0.0,2.0,1.0,2.0,1.0
273,4423.68,0.0,4128.768,294.91200000000003,0.0,8640.000000000002,576.0000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6320.168766042065,0.0,0.0,0.0,4841.0981778231035,695.6139055533015,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2267.1674182211427,0.0,0.0,324.4805818314028,0.0,4359.52239955728,0.0,0.0,1040.7159730267826,0.0,0.0,1.0,0.0,1995.7111678742463,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,15407.583169479982,0.0,0.0,212.0075339317073,1.0,0.0,2.0,1.0,2.0,1.0
274,4423.68,0.0,4313.088,110.59200000000001,0.0,8524.800000000001,691.2000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6137.278605251061,0.0,0.0,0.0,4707.443372577226,552.4814917591584,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2203.7054488629665,0.0,0.0,254.51899877435892,0.0,5013.1890652911225,0.0,0.0,737.3423266185325,0.0,0.0,1.0,0.0,2026.176761025065,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,25754.987527260546,0.0,0.0,214.88098064908942,1.0,0.0,2.0,1.0,2.0,1.0
275,4423.68,0.0,3649.536,774.144,0.0,7718.4000000000015,1382.4000000000003,115.20000000000003,9216.000000000002,0.0,6128.450000000001,322.55,0.0,6490.575684821943,0.0,0.0,0.0,4925.68500896949,1530.5912065964487,73.33178545829344,73.33178545829344,12.0,0.0,0.0,1.0,0.0,1975.0348412603526,0.0,0.0,224.76824165340437,0.0,3650.9979370256265,0.0,0.0,631.0026411622048,0.0,0.0,1.0,0.0,1758.876442843989,73.95105399118191,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,1.0,18175.93459689426,0.0,0.0,218.23131671132603,1.0,0.0,2.0,1.0,2.0,1.0
276,4423.68,0.0,3575.808,737.28,110.59200000000001,7027.200000000002,1958.4000000000005,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,7800.5662008747095,142.59405969540578,0.0,0.0,4755.185065443371,1322.629024857602,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2274.2782889494456,0.0,0.0,310.0156769419639,0.0,3432.5998382071466,0.0,0.0,694.6305773721836,0.0,0.0,1.0,0.0,1948.7673371181252,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18646.834671462893,0.0,0.0,262.7974956772106,1.0,0.0,2.0,1.0,2.0,1.0
277,4423.68,0.0,3981.3120000000004,442.36800000000005,0.0,8179.200000000002,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,4814.9631714949055,39.20100449558294,0.0,0.0,4244.878768419221,1624.7482281630234,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2490.5858889329475,0.0,0.0,431.9646079851055,0.0,2602.1388902124722,0.0,0.0,611.2245471893103,0.0,0.0,1.0,0.0,2156.463774481019,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17787.728070409903,0.0,0.0,209.13474043044783,1.0,0.0,2.0,1.0,2.0,1.0
278,4423.68,0.0,3907.5840000000003,516.096,0.0,7718.4000000000015,1267.2000000000003,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,5894.394530537386,77.67328471583352,0.0,0.0,5509.776798443632,951.400648685008,0.0,81.47780486759491,10.0,2.0,0.0,1.0,0.0,1623.684756475852,0.0,0.0,295.08695235623645,0.0,4648.6452566122225,0.0,0.0,723.2278586561371,0.0,0.0,1.0,0.0,1945.575871559156,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,21029.03020601,0.0,0.0,265.4536347391771,1.0,0.0,2.0,1.0,2.0,1.0
279,4423.68,0.0,4018.1760000000004,405.504,0.0,8755.200000000003,460.8000000000001,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6537.593877847676,0.0,0.0,0.0,4682.03903636298,1012.3951890075592,0.0,0.0,12.0,0.0,0.0,1.0,0.0,2128.99322513507,0.0,0.0,317.30946372989916,0.0,4478.1690516758745,0.0,0.0,886.2859848426815,0.0,0.0,1.0,0.0,1828.2534916005716,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,21504.98288305226,0.0,0.0,146.22177551797216,1.0,0.0,2.0,1.0,2.0,1.0
280,4423.68,0.0,2838.5280000000002,1474.56,110.59200000000001,6336.000000000002,2419.2000000000007,460.8000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,7206.447649587636,218.87426856868413,0.0,0.0,4007.127886164724,2380.2419982140736,0.0,59.12913271355178,12.0,0.0,0.0,1.0,0.0,1833.234501525109,25.91235342252507,0.0,334.05784496127626,0.0,5225.040070101068,0.0,0.0,600.3935053860656,0.0,0.0,1.0,0.0,1971.0308744877898,0.0,0.0,145.6128,1.8432,12.0,4.0,2.0,0.0,1.0,34336.72198383773,0.0,0.0,165.99835407038103,1.0,0.0,2.0,1.0,2.0,1.0
281,4423.68,0.0,3760.128,589.824,73.72800000000001,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5727.775791140682,66.80454533302347,0.0,0.0,6143.888338163114,1279.5914839095776,0.0,103.75621487986824,12.0,0.0,0.0,1.0,0.0,1816.1275228566196,0.0,0.0,178.05688583015603,0.0,3036.8721959668255,0.0,0.0,592.5413972009654,0.0,0.0,1.0,0.0,1685.9210040054525,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19083.590473604923,0.0,0.0,260.420102539704,1.0,0.0,2.0,1.0,2.0,1.0
282,4423.68,0.0,3096.576,1069.056,258.048,6451.200000000002,1728.0000000000005,1036.8000000000002,9216.000000000002,0.0,6451.0,0.0,0.0,6164.553801532446,693.4315615471708,0.0,0.0,3209.710682097382,2328.9637392495483,304.47609695791186,0.0,10.0,2.0,0.0,1.0,0.0,2337.725026654216,0.0,0.0,313.36906632475404,0.0,4999.291364050809,0.0,0.0,597.0913731859105,0.0,0.0,1.0,0.0,2144.84658457438,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,19479.143464057634,0.0,0.0,250.52271620714725,1.0,0.0,2.0,1.0,2.0,1.0
283,4423.68,0.0,3465.2160000000003,700.416,258.048,7372.800000000001,1497.6000000000004,345.6000000000001,9216.000000000002,0.0,6451.0,0.0,0.0,6326.005703411142,258.8697503582658,0.0,0.0,3468.337295192373,1628.7891318067338,0.0,105.5939232383599,10.0,2.0,0.0,1.0,0.0,2068.411624980319,0.0,0.0,415.7824982016904,0.0,4140.981078922209,0.0,0.0,732.0867909727772,0.0,0.0,1.0,0.0,2198.019949220443,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,25532.219980294467,0.0,0.0,192.5136451309765,1.0,0.0,2.0,1.0,2.0,1.0
284,4423.68,0.0,3280.896,1069.056,73.72800000000001,6681.600000000002,2304.000000000001,230.40000000000006,9216.000000000002,0.0,6451.0,0.0,0.0,6233.73348637589,268.01878697634095,0.0,0.0,6150.078079693149,1352.0385816949868,159.66438527751436,0.0,12.0,0.0,0.0,1.0,0.0,2690.3218601887584,0.0,0.0,333.4802538389585,0.0,4290.299035249267,0.0,0.0,544.6002385072371,0.0,0.0,1.0,0.0,1720.341752038082,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,1.0,19462.719789173567,570.3960085112029,0.0,309.5713642556366,1.0,0.0,2.0,1.0,2.0,1.0
285,4423.68,0.0,3686.4,737.2800000000001,0.0,7372.800000000001,1843.2000000000005,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6375.566247658489,0.0,0.0,0.0,4194.777571087518,1356.0725601645984,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1238.4170521363149,0.0,0.0,393.9674894671291,0.0,6727.2564724893155,0.0,0.0,647.4761029742709,0.0,0.0,1.0,0.0,2457.772969888703,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,21570.01297994493,0.0,0.0,308.12349283442484,1.0,0.0,2.0,1.0,2.0,1.0
286,4423.68,0.0,3280.896,1142.784,0.0,7142.4000000000015,2073.6000000000004,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,5725.557822491925,73.43495139040533,0.0,0.0,4553.837218558906,1994.034075565297,174.09982105947637,0.0,12.0,0.0,0.0,1.0,0.0,2562.455856733093,0.0,0.0,323.97462743686543,0.0,4009.4425385587638,0.0,0.0,608.8804728939731,0.0,0.0,1.0,0.0,2411.079934833271,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,18322.028429258527,0.0,0.0,336.1609608831188,1.0,0.0,2.0,1.0,2.0,1.0
287,4423.68,0.0,3833.856,589.824,0.0,8064.000000000002,1152.0000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,4608.664005823108,57.3540908135631,0.0,0.0,4819.835491541926,1338.4298348093866,96.33515790723561,0.0,12.0,0.0,0.0,1.0,0.0,2347.703251390482,0.0,0.0,267.7915155015652,0.0,5639.917701434908,0.0,0.0,574.4782973336665,0.0,0.0,1.0,0.0,1887.630385861822,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,17591.103863790446,0.0,0.0,259.47007048675385,1.0,0.0,2.0,1.0,2.0,1.0
288,4423.68,0.0,3207.168,1216.512,0.0,7488.000000000002,1612.8000000000004,115.20000000000003,9216.000000000002,0.0,6451.0,0.0,0.0,5666.547953561056,0.0,0.0,0.0,3921.6609329046173,2378.909675894256,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1958.63022067381,0.0,0.0,259.0191727201132,0.0,3551.5216110218116,0.0,0.0,711.0995957936699,0.0,0.0,1.0,0.0,1632.5694305928118,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,22159.801947205033,0.0,0.0,226.94593211560868,1.0,0.0,2.0,1.0,2.0,1.0
289,4423.68,0.0,4091.9040000000005,331.776,0.0,8179.200000000003,1036.8000000000002,0.0,9216.000000000002,0.0,6451.0,0.0,0.0,6123.30431172559,0.0,0.0,0.0,4388.437754379765,1055.9803462467708,0.0,0.0,10.0,2.0,0.0,1.0,0.0,1658.8443657119187,0.0,0.0,255.64872106727108,0.0,3201.429228878552,0.0,0.0,679.7765995359587,0.0,0.0,1.0,0.0,2411.4648566160126,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,1.0,16015.730020812793,0.0,0.0,254.40674270259237,1.0,0.0,2.0,1.0,2.0,1.0
290,4423.68,0.0,3465.2160000000003,884.736,73.72800000000001,6796.800000000002,2304.0000000000005,115.20000000000003,9216.000000000002,0.0,6128.450000000001,322.55,0.0,5801.037337273926,153.78078508874924,0.0,0.0,3878.8853891497974,2058.333429860835,0.0,74.00158377036624,12.0,0.0,0.0,1.0,0.0,1763.2840622510041,0.0,0.0,268.3808020075288,0.0,3654.9620608808154,0.0,0.0,525.3799423513283,0.0,0.0,1.0,0.0,2315.1716436752,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,1.0,21893.11407504144,149.76278707216136,0.0,275.1590158096543,1.0,0.0,2.0,1.0,2.0,1.0
