dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.50.11.011a-D.50.11.011a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.50.11.011a-D.50.11.011a
984,0.0,40287.76748704394,50598.38962218864,0.0,0.0,10399.225791312152,43770.82597199132,11846.22249950832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.21779651072115,48.130933709493156,0.0,0.0,7.773609806614724,44.31366090825969,10.307320832485136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
985,0.0,9941.26538784383,10571.970994998052,0.0,0.0,532.2431442387033,15096.571897233009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.938971777115835,7.213643853330382,0.0,0.0,1.402755828204963,13.03324323174209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
986,0.0,32182.78056454588,57608.473598279954,0.0,0.0,13250.466011702343,103372.58428587922,0.0,0.0,0.0,0.0,42.391196786286095,0.0,49064.667216524955,0.0,1807.879318951303,11504.976669778636,0.0,1363.086831697215,0.0,0.0,23.083460936136493,42.39923027903518,0.0,0.0,7.131411909484326,53.00647179892202,0.0,0.0,0.0,0.0,0.063701555037239,0.0,15.934826634211356,0.0,2.7343233642916496,13.162551229323892,0.0,1.0053186448790534,0.0
987,0.0,8974.425659360662,14912.82435731455,0.0,0.0,0.0,36033.853007832135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.914381956912639,9.41557494463888,0.0,0.0,0.0,32.28269997072227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
988,0.0,12691.71304656436,20124.958480702448,0.0,0.0,1406.8628504563853,10993.013269092851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.085259401606642,15.206010185077414,0.0,0.0,0.8398114207177905,30.7908462386916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
989,0.0,11997.146234067231,15260.03469733582,0.0,0.0,0.0,15875.626063134248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.298670095090682,18.395345139663327,0.0,0.0,0.0,13.581953727761803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,0.0,19048.41070855666,29406.522085709843,0.0,0.0,0.0,41565.00937926427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.52505318384551,21.10856733618456,0.0,0.0,0.0,19.530792746797808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,0.0,24269.92358907807,27845.34077315886,0.0,0.0,3837.3372848056797,40211.57127712169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.139049685504418,26.111418023703862,0.0,0.0,2.762453875817701,21.495481005547497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,0.0,24568.347483527923,35518.732548947446,0.0,0.0,2720.043636171623,27676.08772738993,13171.741185244175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7776.077517846332,0.0,0.0,0.0,0.0,23.90192226633989,26.3836285851682,0.0,0.0,2.8635669431505244,16.7250058934337,6.817215545307335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.827325164971827,0.0,0.0,0.0
993,0.0,13186.56744318558,23830.110587246636,0.0,0.0,4879.101869719443,15810.176573970291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.328160865787035,27.474339284613144,0.0,0.0,2.3443554716226194,14.863828479183447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,0.0,21955.809768714505,37004.07804343844,0.0,2134.668623701665,808.6207735146256,33622.40227578012,9010.884217533914,0.0,0.0,0.0,0.0,0.0,52416.43091424765,0.0,801.4168028616358,0.0,0.0,0.0,0.0,0.0,20.3514237646912,31.526518868551783,0.0,6.779927407364574,0.5772362794820498,24.37157795306782,10.3352248941254,0.0,0.0,0.0,0.0,0.0,16.949681412647834,0.0,0.6849819730965245,0.0,0.0,0.0,0.0
995,0.0,53770.44678178351,73823.42126913337,0.0,0.0,24193.922641583704,63589.79541054767,18775.444778005425,0.0,0.0,0.0,0.0,0.0,0.0,3632.00836884607,692.2414620203917,0.0,0.0,137.09303201405507,0.0,0.0,64.5638551114962,65.03121578377593,0.0,0.0,10.947722208862299,70.47661586547592,11.907049634543714,0.0,0.0,0.0,0.0,0.0,0.0,1.684480326180166,0.47888032311994105,0.0,0.0,0.4558156904723977,0.0
996,0.0,24755.36218056042,49534.81316921925,0.0,0.0,4225.193324051455,49921.896403643506,10730.061050553415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.495416749565848,45.44629753994273,0.0,0.0,3.253186218904643,39.34567366803974,4.130418454339047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,0.0,7858.5017691101475,19476.57199165126,0.0,0.0,1122.000279012303,10162.117954746536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.159555229709285,11.46751853432021,0.0,0.0,2.924675547847675,14.408571586872418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
998,0.0,12421.75008072892,18789.919563639713,0.0,0.0,275.1963705774557,18877.654283636562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.55368894046677,0.0,0.0,10.12196240574053,13.309841466669575,0.0,0.0,1.5842006498310943,21.830162026114714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05233992025556459,0.0
999,0.0,22109.153514492613,42105.04929888673,0.0,0.0,2986.7113380740266,38726.662353272535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9232.63838934528,0.0,0.0,0.0,0.0,31.764707106407073,25.037754939633338,0.0,0.0,4.2732712197388,16.256414034041967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.68014870405058,0.0,0.0,0.0
1000,0.0,17839.900985556225,25786.7195322439,0.0,0.0,0.0,36642.09408236238,6353.906692552787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.1868659046636,7739.622878917814,0.0,298.8517120221124,0.0,0.0,16.660124576957134,18.741022687655107,0.0,0.0,0.0,17.856270476095354,9.089891350093788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0039136512752769,15.669642628499982,0.0,0.8697220856814681,0.0
1001,0.0,16524.247312678035,28435.41127713192,0.0,0.0,0.0,19287.626014788286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8971.301243428099,0.0,0.0,0.0,0.0,14.76820541485515,24.197932347171616,0.0,0.0,0.0,25.15712740504792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.86686083004457,0.0,0.0,0.0
1002,0.0,34796.86008381074,32754.440904158946,0.0,5794.736247363482,1291.9540478092606,30442.690023767984,6990.901881668099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.10247998251467,24.263636576623846,0.0,10.085967310634738,0.6887576045089878,26.668689063678027,9.826086102883552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1003,0.0,13955.922671988123,37295.41099026309,0.0,0.0,4652.366607906574,33493.872553076384,6876.358275401091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.538157396908794,27.317384804969038,0.0,0.0,3.082038324466803,23.95956848088828,13.604392172550067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,0.0,34059.31570250063,45857.4618108628,0.0,0.0,4607.430572426383,36584.11301324234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.196462300933394,36.545961588880736,0.0,0.0,8.549366379564244,32.189117534177285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1005,0.0,9201.331694330654,13632.280114342508,0.0,0.0,0.0,15247.32082330954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11319.797181798878,0.0,0.0,0.0,0.0,7.692676895779643,9.081100234777281,0.0,0.0,0.0,14.600145040344266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.623732518135904,0.0,0.0,0.0
1006,0.0,11419.514069368153,16864.824793900396,0.0,0.0,1988.1624002084102,41522.15670480122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.800982346018632,11.337035873146975,0.0,0.0,0.42746445559213103,13.318976778615513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,0.0,20475.23922178291,34911.81014454154,0.0,0.0,10649.209262923747,53279.66472683935,11278.190311913746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.83437268506313,21.51406379242666,0.0,0.0,6.985027332913358,43.486840736098706,6.584244054326604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,0.0,38225.06360430542,62522.23405006644,0.0,0.0,19600.551603454966,87302.76617507398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.869195361731684,42.36103453491472,0.0,0.0,15.650176981058587,51.53835031422836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,0.0,20945.2912744915,32562.11169836199,0.0,0.0,3270.937219561408,24542.074547492724,2097.0253640601272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67447224091709,29.313152164384384,0.0,0.0,4.218064461442838,13.131339676148619,13.102167923323343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,0.0,11540.109912003487,14160.037419063377,0.0,0.0,1289.5965405055574,22201.21243545683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.994744195629208,11.847971302213203,0.0,0.0,2.897486250903693,16.728937558444557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,0.0,11015.341267189739,25475.00180086615,0.0,0.0,5493.349822820029,17507.462067049753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10736.908817410093,0.0,0.0,0.0,0.0,15.054673453441298,21.95144201781849,0.0,0.0,0.46236036315949536,9.847664523182782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.56863467971004,0.0,0.0,0.0
1012,0.0,29527.356765224766,29495.79495326095,0.0,0.0,11856.71064739916,106798.6420571193,10886.005176888451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43669566546123,20.67333832185264,0.0,0.0,8.909860533621632,60.7523769225675,3.76741011436647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,0.0,12892.570854096892,21311.38945347097,0.0,0.0,5340.2978230203635,35604.90367118251,12472.675833499103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.35010601042288,13.476136742350494,0.0,0.0,3.0612985819978804,25.14924757689873,7.5491234268364815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,0.0,26636.839045776967,44097.71300625444,0.0,0.0,13825.285197830377,49439.898217105045,5611.7597749175575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62537230818149,33.10792279845346,0.0,0.0,3.776311244385264,27.52005504494536,7.924569328262086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,0.0,11599.961476233271,15576.669743055449,0.0,0.0,0.0,14772.763828095083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981023700944174,13.771580497889648,0.0,0.0,0.0,13.399226778182298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,0.0,8383.478074263585,15602.427101841757,0.0,0.0,2899.8979872486707,8165.79171996311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68511401389546,16.76404062308515,0.0,0.0,0.4548179170636153,8.582211172462687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1017,0.0,21790.18614124105,40634.49027852736,0.0,0.0,3967.2240686774676,24906.15730722489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.31031269070621,25.30054123842485,0.0,0.0,1.8611313205513582,29.21969949402924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,0.0,19196.61982054988,37369.94950475814,0.0,0.0,7526.603246793319,67703.27874316888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.960657637112885,38.637946554594954,0.0,0.0,6.654414539382167,84.74238578075773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,0.0,15843.050299175633,25136.68404248925,0.0,0.0,0.0,47538.85280804808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.502086934413208,14.744149837466988,0.0,0.0,0.0,53.61772315385216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,0.0,16205.416836737977,22256.621459202048,0.0,0.0,0.0,29736.613846260254,9807.385931906905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.657562535679507,25.592664735678586,0.0,0.0,0.0,21.263208321986692,5.577026701287263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,0.0,23040.39579663701,33311.008092419295,0.0,0.0,6847.691620446152,32985.09316582761,7846.827132189959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.929456115735604,30.316008944051504,0.0,0.0,17.139672453761932,48.41190943146995,9.641995613388156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,0.0,27110.405883996762,64585.15463718914,0.0,0.0,10950.97735666871,115981.93004342625,12184.46817199514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.4210247473728,0.0,0.0,0.0,0.0,0.0,31.2086701809142,38.49103772713532,0.0,0.0,10.814521093116582,76.1767396289363,13.657025714611716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6619819537304882,0.0,0.0,0.0,0.0
1023,0.0,26520.34422127527,47082.082540352974,0.0,0.0,8257.750759534942,29722.775333507623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43995393424438,37.088708367799356,0.0,0.0,3.6244456417947952,20.825437065411847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,0.0,35885.009872584604,53833.87225465614,6334.433451499641,0.0,11569.470474834434,57097.94527187744,21183.19697189235,0.0,0.0,0.0,0.0,0.0,54711.47590031107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.245455852302015,43.883730220052804,7.064408516346277,0.0,10.146233949179555,45.06715332073273,22.716156974907193,0.0,0.0,0.0,0.0,0.0,25.493556337465037,0.0,0.0,0.0,0.0,0.0,0.0
1025,0.0,10516.321269302183,26960.499667731106,0.0,0.0,8852.09270598627,14627.578646049766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.501970510599106,15.038139656572604,0.0,0.0,3.745391222957391,13.538569403369687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,0.0,26629.942368578428,33167.77472848611,0.0,0.0,7005.636241006144,56970.605614977256,11026.521153200656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9299.65248073808,0.0,0.0,0.0,0.0,27.457893611851272,18.714466908483665,0.0,0.0,12.227828498279171,50.6884469350186,9.302785860893554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.159285600200253,0.0,0.0,0.0
1027,0.0,17378.660024436515,17453.477941291905,0.0,0.0,3709.0265125321175,18040.491014070725,9533.285685157753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.800690652348578,13.296005870453325,0.0,0.0,2.4579336374275087,21.528193080746767,3.848189535678492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,0.0,27371.640003302036,35848.79685874218,0.0,0.0,21278.723467017055,111396.68258668948,14072.057466417235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.325761188086243,19.824272650654642,0.0,0.0,6.809098578933549,54.796904633237844,9.704650395858557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1029,0.0,13599.568299541792,21112.302555755898,0.0,0.0,8995.900285962045,22139.84340854316,16969.22436746685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.427846178498,15.992485285309447,0.0,0.0,10.409820367493765,13.261633003769012,12.627231643304924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,0.0,11108.980125326241,13581.310255354274,0.0,0.0,5118.929078945443,31464.303410910157,11859.95909528464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.653425588731654,12.486357792113502,0.0,0.0,2.5419593662889723,18.311145035018406,1.883118757193925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1031,0.0,40553.43271891105,49347.28574934293,0.0,0.0,7524.579780981703,39245.536583658766,7429.108412501813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.2794372758008,0.0,0.0,66.4921938627883,0.0,0.0,33.18470619265118,33.43456966152912,0.0,0.0,6.043229963074404,41.67437994796966,9.01853912154781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5502948814013203,0.0,0.0,0.04683832304019707,0.0
1032,0.0,23198.08173152589,30314.06568777804,0.0,0.0,7117.164681634058,148722.76923982066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.237441236552975,35.80903601870011,0.0,0.0,7.359873414141737,252.1065927718546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,0.0,10158.97142963717,23682.628565294068,0.0,0.0,0.0,22509.822680302612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.837026517486816,13.296772892597943,0.0,0.0,0.0,16.310290648119057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,0.0,10243.119334585066,13801.740605396499,0.0,0.0,0.0,17804.6146153877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.066610714182152,7.845967418125752,0.0,0.0,0.0,22.860160460012676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,0.0,17185.136400055162,18493.8524898908,0.0,0.0,2050.178837125114,89809.06063245892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.908852687079758,12.549022397680279,0.0,0.0,8.703090757828647,78.385992506485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1036,0.0,26838.266376950316,30736.236035439382,0.0,0.0,2129.2917376292994,45530.475500974986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11096.39407350195,0.0,0.0,0.0,0.0,29.597708896858293,26.267581446739907,0.0,0.0,2.307644040678202,45.691690039842385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.925427363935103,0.0,0.0,0.0
1037,0.0,4003.1829509861645,9797.981486552573,0.0,0.0,0.0,20977.796840873052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.535081811960662,14.604569337608895,0.0,0.0,0.0,7.721219032487488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1038,0.0,30888.455062999157,41094.46568725882,0.0,0.0,2485.9472282242186,52860.855001686534,5451.699578823007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.93494427517409,45.6576565695342,0.0,0.0,7.925376602203282,42.55837587986569,4.389036991082381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,0.0,25250.22493519289,27689.368518781415,0.0,0.0,5041.647407956185,142153.7849611402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.00377420805939,23.815233728081683,0.0,0.0,3.111061056291826,89.31338645152249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,0.0,12860.713356979013,19832.94760784972,0.0,0.0,4420.4664671212495,16268.111915308222,7407.072660430029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.438833717714855,11.71544108763537,0.0,0.0,2.45903800562332,16.728161461262065,11.63247988120544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,0.0,35652.797852963806,44298.717779613624,0.0,0.0,8967.378391206359,24838.73650221059,8918.783320527855,0.0,0.0,0.0,0.0,0.0,0.0,136.11200469435838,0.0,0.0,0.0,0.0,0.0,0.0,37.08319371005794,39.26858675845181,0.0,0.0,11.449932786632623,26.080027350853946,4.462398239553801,0.0,0.0,0.0,0.0,0.0,0.0,0.19161680557533892,0.0,0.0,0.0,0.0,0.0
1042,0.0,10804.106836176767,13452.179883824732,0.0,0.0,0.0,10401.306161467404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.255383983449534,14.523192955647936,0.0,0.0,0.0,8.665760489728099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,0.0,8051.10430469165,12843.450150510283,0.0,0.0,0.0,28471.211234348026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.734892834306345,14.145389399714666,0.0,0.0,0.0,14.128151434407737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1044,0.0,13961.729643119936,13437.008053193777,0.0,0.0,574.2662528991231,22862.12412170563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.71541804035067,0.0,0.0,14.606843613055263,16.43552065162161,0.0,0.0,1.3036629361762766,11.632629168721644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11980850460106598,0.0
1045,0.0,11879.204792311742,15594.431889389085,0.0,0.0,0.0,15536.354666804373,11204.775132369454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.76142119951953,0.0,0.0,7.192921450991472,14.71938205271085,0.0,0.0,0.0,15.170666910336335,11.57221523422439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7296387836805015,0.0
1046,0.0,19529.248746089535,32281.343349925985,0.0,0.0,1767.7701141630334,40099.22050805258,8151.283708280642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.230293461581656,21.144107599695573,0.0,0.0,1.6557822344027076,30.685485075359754,5.594194783547118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,0.0,14027.81025467415,20521.992710466293,0.0,0.0,0.0,20567.890012191245,9001.977006512678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.518821473240676,13.103849587641434,0.0,0.0,0.0,10.233709577880195,10.859526071656319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1048,0.0,7577.072589520257,10765.629797277976,0.0,0.0,0.0,13662.598859574297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.744733815319694,12.473006196770724,0.0,0.0,0.0,10.023235505291076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
