cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-2-1-0,D.40.11.074a-3-1-0,D.40.11.074a-4-1-0,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-2-0,irreparable-0-1-0
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,549.2441088,3.7158912,544.038912,8.8694784,0.0516096,552.1711104,0.7888896000000001,547.540992,5.4116352,0.0073728000000000005,552.9452544,0.014745600000000001,552.9010176,0.058982400000000004,552.96,552.96,100.0341504,281.8400256,171.08582400000003,192.77660160000002,225.497088,134.6125824,0.073728,217.202688,272.03420159999996,63.7231104,244.5115392,210.3533568,98.095104,451.8273024,97.726464,3.4062336,426.10360320000007,119.5057152,7.350681599999999,548.388864,4.571136,544.0315392000001,8.9284608,207.98208000000005,587.56608,356.45184000000006,400.84992000000005,469.87776000000014,281.18016000000006,0.09216000000000002,452.5516800000001,567.17568,132.27264000000002,505.9584000000001,443.61216000000013,202.38336000000007,0.04608000000000001,941.5526400000002,203.65056000000007,6.796800000000001,889.1596800000001,247.63392000000007,15.206400000000002,1143.1065600000002,8.893440000000002,1133.3606400000003,18.639360000000003,1143.91296,8.08704,1134.1209600000002,17.80992,0.06912,1150.36416,1.6358400000000002,1140.5491200000004,11.381760000000003,0.06912,1151.9539200000004,0.04608000000000001,1151.9539200000004,0.04608000000000001,1152.0000000000002,1152.0000000000002,6311.20683,93.28146000000001,46.51171,477.3011481607411,250.10829171613528,21.350862991812633,540.0494202293618,175.3984883744671,32.699457071386966,0.6443906215063069,625.7438740917755,118.6794211103193,4.300729045197141,590.503765247334,137.26065621759747,20.786953301847596,0.2123073375696079,736.9897720369786,11.791090049197255,0.05627485471490181,728.6677735701056,19.965568604125508,0.1211369366599187,748.7583811046551,0.020472858013374368,748.7645082901224,0.02549467478974491,120.44548337295787,502.15505722704995,101.32857768779826,24.93664923132587,217.50516653804883,421.285843030638,88.51382797624639,21.52304686123223,240.91539644226373,459.9852414098557,38.01280970425719,9.825548239915687,275.21252249364096,394.20330247718204,63.27919049394333,15.990036383425165,519.0395898442373,226.0774629163914,3.059179758340141,0.5446243863607239,489.75320100429786,252.55499272838458,5.387626928839258,1.0461144157550033,715.4205120397514,33.338549365288685,0.013209155870197886,688.6724515012854,60.195021433157635,1.2136,0.7436,0.0428,1.3744,0.5788,0.0432,0.0036,1.5548,0.4344,0.0104,0.0004,1.502,0.4648,0.0316,0.0016,1.9056,0.0936,0.0008,1.8812,0.1168,0.002,0.8782,0.1218,528.7739041779204,0.3351031390532493,528.0119242877256,1.1968332279701324,0.014813227285201952,527.7753826149328,1.3499290832629227,0.022718123057565147,527.1087730516965,1.9964508714358853,0.031539389412934486,74.39294961559295,0.48474725352892517,73.87160754389711,1.0023976647817296,73.42806376492469,1.446889216593868,72.10513664926209,2.7668999098416673,1057.5464417877347,0.6435354823214244,1055.6597499910372,2.4900920864175276,0.053420582100682665,1055.4295960195384,2.8395114932999355,0.08322516578630498,1053.8091073398946,4.3118788183765355,0.057964218757815864,148.97817673414409,0.7209781540055612,0.05572943606071667,146.9016043246696,2.4158665677960256,0.4293795127592385,146.56647083120146,2.7016470230461755,0.49231185559733376,145.46505507502613,3.763980499389132,0.5124048339048193,0.7206,0.2794,248.15485300344452,1.301914865341163,0.1278440748809425,247.95930162375873,1.4579876938184984,0.1668185009846559,244.65002568712967,4.222391354145603,0.7178447537617229,245.29814580764136,3.650124538690092,0.6131065276254948,243.51298762609224,5.486475706417052,0.5909759091820258,243.78374322878415,5.1154787618323905,0.6785561218949874,240.7532521547703,7.775964349690251,1.1023908902395192,241.53057829934107,6.783720882662,1.3048796120168062,36.63138815999999,0.23261184,36.24505343999999,0.6189465599999999,36.044881919999995,0.81911808,35.691724799999996,1.1722752,3.8512,0.1488,3.6368,0.3632,3.4264,0.5736,3.3576,0.6424,1.9884,0.0072,0.0044,1.0,5256.943940097365,33.2977940507945,1.0146978066289725,5201.2474131559175,84.90955768946952,4.945128878089266,5174.69767120177,110.477058695509,5.77098485976121,5115.486829415337,167.1356615302878,8.447270574073146,59.91834631754716,59.89725677952876,59.92415855278049,59.902353878653095,0.9618,0.0382,2.0,1.0,1.0,1.0,1.0
std,16.097268084818666,16.097268084818662,37.86862450877103,37.364116428884486,1.8791818442259853,6.731966951762302,6.731966951762299,29.146255853120955,29.06824261690218,0.5213356876332178,0.7372062535632071,0.7372062535632065,1.647717531345365,1.647717531345364,0.0,0.0,107.34497335435074,122.50316798169936,165.04918172804264,179.93235105778814,140.77524970610077,180.7698201190508,2.553203778142776,152.37168368822816,120.6551349408921,111.15312328540945,191.35559889524575,142.58542329209592,161.17243508778668,119.46016069947432,111.71577733829167,21.442363369377077,139.49703137859257,125.45707549691622,35.78330746600799,18.129907632165544,18.129907632165537,23.233639564673204,23.233639564673194,236.02144832978203,270.10455705852576,349.5853686678145,382.772553908452,308.54735147624103,382.31646939012165,3.9899797646234285,328.3603850126668,268.01311475088926,236.9617509762189,407.0267672516046,312.89505067783057,339.37281580104707,2.30376954238502,257.1360565835712,242.3466393049487,45.957556866816084,298.0996868212951,270.3624336673668,73.96687368491754,38.701496587781016,38.701496587781044,54.91865809168789,54.918658091687924,40.18751616272731,40.18751616272728,81.55746722876184,80.86985841704981,2.8212476518842964,15.10912905003233,15.109129050032308,67.68317922331633,66.8463722486042,3.642652359043033,2.303769542385025,2.3037695423850195,2.3037695423850253,2.30376954238502,0.0,0.0,439.6554128078641,273.7891841065588,234.9777308984397,302.2586099320367,224.67366852030997,77.58617267086069,342.8340581306253,218.68814426662482,110.43943330674844,14.38913711074225,313.71778041360744,170.88713459329873,30.22455099992439,338.74313315095924,207.19266196562202,88.58114355775864,5.036668141697647,310.99292985724134,51.43979996686036,2.4949861762155376,310.79968110092443,68.77209903511462,4.27763193347708,311.9853181307522,1.0279586994050787,312.0580196612589,1.3361901970466294,145.16680379445307,258.28194802894774,138.74954831449995,54.49431799739814,240.39500942998066,266.667459186415,158.12552693777462,53.905837308934025,216.66479183034963,256.7748686364807,84.13487670554598,31.804010724349528,271.17831308701983,264.3965486606662,136.45405764873414,49.08290252110338,290.70117195509874,212.41873511773264,20.620393431516508,6.797073336674168,304.12196464329804,225.42532138357754,28.584211787648723,9.847361034977071,305.23437512457156,66.37019615914396,0.9340283689567017,301.14490859781085,88.67007752301981,0.9770189113781975,0.9666674346360475,0.2894562436421033,0.9273600375948197,0.907058493715926,0.29077597929338456,0.08478489072670381,0.8320669606981261,0.8247621999930085,0.14386097176037416,0.0282842712474619,0.8649541196652138,0.8448098607024827,0.24942710914524774,0.05655156599001644,0.4241752290327489,0.42246270243299516,0.039995998999739935,0.4727909329219953,0.46904345252020135,0.06322024485773504,0.32708738470238546,0.32708738470238546,220.010800229412,4.586468860306066,220.96534756918248,9.771281590097137,0.6547378337275075,220.5397334759522,10.73361736392702,0.8149794802870897,220.12024231004747,10.565997125966696,0.8633774411684584,31.634662188115918,6.635582090087841,32.25890894724675,8.869630576166918,32.68420901448782,10.778317548201846,33.36039023312639,16.021418868179296,440.21167216265553,8.572313671587718,439.2791526632623,19.05010533910002,2.1220997096376433,441.23101822469005,17.92787755855359,2.2324536939652937,439.3419745343381,25.281187822064535,2.7015424338418192,63.14454592301083,11.334413135645995,2.888667983357406,64.76947340950531,20.662209761318426,10.104889814522696,65.39153493556859,21.831934660657563,9.261571349450588,66.3937669665663,24.9186868218876,10.019700738989291,0.4487492787548929,0.4487492787548929,105.20764671460138,20.02669250572431,6.50771163781121,105.38590120226908,21.380802661022287,7.041173532939529,107.94405932714308,36.29708093123137,16.180584960139242,107.80195512068084,32.45179090477422,13.78786952482076,109.34648576822975,40.73727556669682,12.829653343606191,108.91554663875523,39.732086254628875,13.414662080631226,111.67766277185304,48.837074399486575,17.747328170305288,110.68299668307401,46.2241152986696,19.881164627886896,1.0353742955154799,1.0353742955154803,1.9893511108923547,1.9893511108923554,2.3748261527522954,2.3748261527522962,2.5932847360583855,2.5932847360583864,0.757082026361033,0.757082026361033,1.1494128892604258,1.1494128892604258,1.4020614092253763,1.4020614092253765,1.4687932838701805,1.4687932838701805,0.15188829451541733,0.11979578542687219,0.09371444114594003,0.0,2194.6235237882333,161.09981084545316,18.899394722863484,2183.8798020571953,283.7015683432574,54.50725617700945,2182.7019910380145,317.80654347511876,58.22285764246866,2160.037562548727,399.0243092293092,61.386461309665464,25.105541063859565,24.92161660686206,25.176256406577412,24.961862049385054,0.19169796457428645,0.19169796457428642,0.0,0.0,0.0,0.0,0.0
log_std,0.03286911601804265,,0.1068771333929469,,,0.013178389084746223,,0.07466986515264616,,,0.0013795814306503983,,0.003129724799643588,,8.881784197001252e-16,8.881784197001252e-16,,,,,,,,,,,,,,,,,,,,0.03758468597727456,,0.04693871523806039,,,,,,,,,,,,,,,,,,,,,,0.03787218875055736,,0.05405907025116161,,0.04191422446437512,,0.10630889307693302,,,0.014202320665792578,,,,,0.0021067888289412673,,0.0021067888289412673,,8.881784197001252e-16,8.881784197001252e-16,0.09361488737904389,,,,,,,,,,,,,,,,,0.407580922410219,,,0.4190581112502508,,,0.4001025846817169,,0.3999925535155255,,,,,,,,,,,,,,,,,,,,,,,,,,0.41150050723206805,,,0.4210291065250058,,,,,,,,,,,,,,,,,,,,,,,,,0.3998285328254487,,0.40059215634339995,,,0.400742736389185,,,0.4009111837874563,,,,,,,,,,,0.4000972582609145,,0.40059375772979766,,,0.40125231779802545,,,0.40055809961067185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032545532637755135,,0.08193123824424399,,0.08459249217449541,,0.09008903989753657,,,,,,,,,,,,,0.0,0.4010151699227982,,,0.4075943522519388,,,0.40809942730320026,,,0.41047732405280757,,,0.40020335492267606,0.3998966495378079,0.40036082891721153,0.39996230281540374,,,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,331.776,0.0,36.864000000000004,0.0,0.0,405.504,0.0,110.592,0.0,0.0,516.096,0.0,479.232,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.184,0.0,294.91200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.2000000000002,0.0,576.0000000000001,0.0,460.80000000000007,0.0,115.20000000000002,0.0,0.0,806.4000000000001,0.0,0.0,0.0,0.0,1036.8,0.0,1036.8,0.0,1152.0000000000002,1152.0000000000002,967.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.34712503185065,0.0,0.0,72.92234925755663,0.0,0.0,141.98397874501265,0.0,159.70045896164837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.74741942957556,0.0,0.0,138.0068131248108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.30768287874645,0.0,117.72241195563453,0.0,0.0,114.26704128796287,0.0,0.0,95.24378540690267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.64764464009627,0.0,230.21027179009846,0.0,0.0,219.05384396905313,0.0,0.0,229.80420765452985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5888,0.0,1.8432,0.0,7.3728,0.0,5.5296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1061.512855528716,0.0,0.0,174.68580662221305,0.0,0.0,831.1570843327429,0.0,0.0,473.46683328672464,0.0,0.0,13.01530696546346,12.874596619804283,11.091298294890501,12.869734212993814,0.0,0.0,2.0,1.0,1.0,1.0,1.0
0.1%,368.64,0.0,184.28313599999998,0.0,0.0,479.195136,0.0,184.32,0.0,0.0,552.96,0.0,516.096,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.64,0.0,368.60313599999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.4000000000001,0.0,691.2000000000002,0.0,691.2,0.0,230.40000000000003,0.0,0.0,921.6000000000001,0.0,345.6,0.0,0.0,1152.0000000000002,0.0,1152.0000000000002,0.0,1152.0000000000002,1152.0000000000002,1935.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.18678657092576,0.0,0.0,133.36325281741833,0.0,0.0,204.05804270694173,0.0,203.28833383790803,0.0,0.0,27.996173034398325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.653522823096,0.0,0.0,165.739211309313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.20685886327848,0.0,142.20708342519944,0.0,0.0,141.1643556042853,0.0,0.0,143.10784071464136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.66151392562415,0.0,282.753545410227,0.0,0.0,288.3939545894527,0.0,0.0,285.1418755784083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8029568,0.0,16.5888,0.0,14.743756799999998,0.0,14.743756799999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1436.234438551289,0.0,0.0,1336.416301820515,0.0,0.0,1267.8411852239126,0.0,0.0,1200.9711955920893,0.0,0.0,16.143043214772113,16.28311633225576,16.261609002145512,16.19411807901613,0.0,0.0,2.0,1.0,1.0,1.0,1.0
2.3%,516.096,0.0,442.368,0.0,0.0,552.96,0.0,479.232,0.0,0.0,552.96,0.0,552.96,0.0,552.96,552.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.592,0.0,0.0,73.72800000000001,0.0,0.0,479.232,0.0,479.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.40000000000006,0.0,0.0,115.20000000000003,0.0,0.0,1036.8000000000004,0.0,921.6000000000003,0.0,1036.8,0.0,921.6000000000001,0.0,0.0,1152.0000000000002,0.0,1036.8,0.0,0.0,1152.0000000000002,0.0,1152.0000000000002,0.0,1152.0000000000002,1152.0000000000002,5160.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.22391049709285,0.0,0.0,0.0,0.0,0.0,0.0,300.78467052443665,0.0,0.0,281.74370024020834,0.0,0.0,311.2925570809428,0.0,311.36414133653307,0.0,0.0,133.66990324552359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57398281623159,0.0,0.0,0.0,0.0,0.0,0.0,82.16840149648226,0.0,0.0,0.0,52.030714356515574,0.0,0.0,0.0,285.06972460989635,0.0,0.0,265.7617586807259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0116224321146,0.0,219.73642512770422,0.0,0.0,219.24049183137961,0.0,0.0,219.00340563991315,0.0,0.0,29.571299912431584,0.0,26.746580558998144,0.0,22.538732056115787,0.0,0.0,0.0,439.47701290590936,0.0,439.0643251868994,0.0,0.0,437.08271347490745,0.0,0.0,436.9111644330947,0.0,0.0,59.91083389522973,0.0,0.0,48.43719075988887,0.0,0.0,43.44418412027312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.32676612905497,0.0,0.0,98.79686731721355,0.0,0.0,82.59144837951685,0.0,0.0,85.16298671837535,0.0,0.0,0.0,0.0,0.0,61.126471058202455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97840640000001,0.0,31.3344,0.0,29.4912,0.0,27.648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2184.1932063653317,0.0,0.0,2132.9750857816334,0.0,0.0,2092.075208738878,0.0,0.0,2072.0973926424285,0.0,0.0,24.899280854228216,24.90017858143449,24.909807864198292,24.914040946292968,0.0,0.0,2.0,1.0,1.0,1.0,1.0
