-,repair_cost-,repair_time-parallel,repair_time-sequential
count,5000.0,5000.0,5000.0
mean,216803.3524851614,90.45990751810348,176.35660568915088
std,125919.23257510255,45.97225502865682,100.32181590218286
log_std,0.6126024797143258,0.5391707413880382,0.5966529101282974
min,19925.28480008337,11.979891543881822,18.649020701497495
0.1%,27981.203978103742,14.357885549443877,23.37677530066591
2.3%,50007.44147284189,24.388866441306032,41.735055412742874
10%,77723.68837126007,37.672159808175714,65.82811384907353
15.9%,95807.63925962252,45.562768304200034,80.90010940522322
50%,193028.65086928493,82.88861264130234,158.29999696245193
84.1%,340998.1974351513,136.2788629950328,272.5981934102637
90%,389227.9892829094,153.77568020830745,313.40471108802546
97.7%,517121.507720837,201.15423059200447,421.76568667415614
99.9%,851027.9021956045,277.71088701830274,657.6996118750213
max,1104860.6518918038,407.1513764487362,891.4588371687071
