cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
1171,4423.68,0.0,0.0,3170.304,1179.6480000000001,73.72800000000001,0.0,6681.600000000001,2304.0000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5861.5832158527655,151.76512588898368,0.0,0.0,3711.7503288476564,1967.7339039262183,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2475.254656215985,0.0,0.0,325.2679746936985,0.0,4219.157578046433,0.0,0.0,569.065321269102,0.0,0.0,1.0,0.0,1801.7384907066405,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16526.141241285,0.0,0.0,285.37382497623145,1.0,0.0,2.0,1.0,2.0,1.0
1172,4423.68,0.0,0.0,3428.352,884.736,110.59200000000001,0.0,7833.600000000001,1382.4000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5090.38385732001,109.29865152034543,0.0,0.0,4971.063739794059,2374.606211067713,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2797.9160122252383,0.0,0.0,313.78867937204666,0.0,3669.443360081518,0.0,0.0,348.7241265295822,0.0,0.0,1.0,0.0,2454.214030833134,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19089.506517775324,0.0,0.0,228.29647068342007,1.0,0.0,2.0,1.0,2.0,1.0
1173,4423.68,0.0,0.0,2580.48,1253.3760000000002,589.8240000000001,0.0,5299.200000000001,2995.2000000000007,921.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5481.99828963488,385.6407894734261,0.0,0.0,3407.9359669905607,2527.448557414601,143.07835611111898,35.769589027779745,10.0,2.0,0.0,0.0,1.0,0.0,2807.4249623058354,0.0,0.0,293.62232380226305,0.0,4443.845641472215,0.0,0.0,624.7271294786062,0.0,0.0,1.0,0.0,2271.826060838892,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19845.091082324718,0.0,0.0,272.57082049138523,1.0,0.0,2.0,1.0,2.0,1.0
1174,4423.68,0.0,0.0,2727.936,1290.24,405.504,0.0,5875.200000000001,2534.4000000000005,806.4000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5343.505646922817,315.86019825257455,0.0,0.0,1998.2450733164346,2494.5093361640343,182.4437366773267,64.66252114227193,8.0,4.0,0.0,0.0,1.0,0.0,1791.0695082193984,0.0,0.0,267.68550414624104,0.0,3700.359236098624,0.0,0.0,650.4039224377816,0.0,0.0,1.0,0.0,2476.2820590447923,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23551.75545171411,0.0,0.0,164.76687027136995,1.0,0.0,2.0,1.0,2.0,1.0
1175,4423.68,0.0,0.0,2838.5280000000002,958.464,626.688,0.0,5990.4000000000015,2419.2000000000007,806.4000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4987.959335105281,1260.9472549528568,0.0,0.0,2616.039040654622,2427.9231161428365,449.45253736976423,272.67181162952994,10.0,2.0,0.0,0.0,1.0,0.0,2313.441299981141,0.0,0.0,359.2827917334978,0.0,5150.498990790023,0.0,0.0,615.37943599854,0.0,0.0,1.0,0.0,1443.9211891015175,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17229.221079225514,0.0,0.0,159.6451577839557,1.0,0.0,2.0,1.0,2.0,1.0
1176,4386.816000000001,36.864000000000004,0.0,2875.392,847.8720000000001,700.416,0.0,5990.4000000000015,1728.0000000000005,1497.6000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5208.606137120656,1888.3021405560578,515.4954393694208,0.0,2798.3422267527,2291.8845919405503,728.4672269593724,92.1929151970039,8.0,4.0,0.0,0.0,1.0,0.0,1820.9835636477344,0.0,0.0,325.95023429665133,0.0,5616.972433236699,0.0,0.0,826.355245138898,0.0,0.0,1.0,0.0,1945.3396744884117,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,15588.074084718672,0.0,0.0,195.53250507939194,1.0,0.0,2.0,1.0,2.0,1.0
1177,4423.68,0.0,0.0,1990.656,1880.064,552.96,0.0,3801.6000000000013,4377.6,1036.8000000000002,0.0,9100.800000000001,115.20000000000002,0.0,6128.450000000001,0.0,322.55,4436.434391727433,481.92043619442416,0.0,0.0,2551.5337485883847,2494.7927532409353,273.7801458307761,360.39935522489964,6.0,6.0,0.0,0.0,1.0,0.0,1844.368616220867,42.134350081651945,0.0,344.39852130764325,0.0,3166.324613718497,0.0,0.0,485.02786623947406,139.7125070552773,0.0,0.0,1.0,1299.2016576018045,415.83437094484293,0.0,140.08319999999998,7.3728,8.0,8.0,2.0,0.0,0.0,1.0,13337.492920270604,1001.0390316979115,0.0,256.9064778936249,1.0,0.0,2.0,1.0,2.0,1.0
1178,4423.68,0.0,0.0,2322.4320000000002,1585.152,516.096,0.0,4953.600000000001,3340.8000000000006,921.6000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4504.845140910453,713.6959177718089,0.0,0.0,3487.8782169366123,2000.1320108679276,318.97380940982407,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2233.235660773647,0.0,0.0,369.83718754641177,0.0,4817.7012714896755,0.0,0.0,811.1360796623962,0.0,0.0,1.0,0.0,2171.327963046451,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21225.132992255567,0.0,0.0,175.15149567760642,1.0,0.0,2.0,1.0,2.0,1.0
1179,4423.68,0.0,0.0,3686.4,700.416,36.864000000000004,0.0,7603.200000000002,1612.8000000000004,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6565.586170144628,109.22866116643097,0.0,0.0,5287.6537882652665,1720.300433718674,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1743.8346086014985,0.0,0.0,438.7842962953567,0.0,4660.648134589026,0.0,0.0,780.4012811726598,0.0,0.0,1.0,0.0,2794.299842239954,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,14335.75093200829,0.0,0.0,177.78620619713627,1.0,0.0,2.0,1.0,2.0,1.0
1180,4423.68,0.0,0.0,2691.072,1327.104,405.504,0.0,5760.000000000002,2880.0000000000005,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6128.450000000001,322.55,0.0,6191.118110695132,222.3008537118327,0.0,0.0,2615.09321460631,2214.282343550707,287.22958366360655,82.89378745241495,10.0,2.0,0.0,0.0,1.0,0.0,1865.5593326961275,0.0,0.0,306.5897165695091,0.0,3732.5739361613196,0.0,0.0,406.65889086070024,205.23079702045555,0.0,0.0,1.0,2270.7480608352625,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,28514.918215484053,0.0,0.0,241.18072982683975,1.0,0.0,2.0,1.0,2.0,1.0
1181,4423.68,0.0,0.0,2285.568,1511.424,626.688,0.0,4377.600000000001,3225.600000000001,1612.8000000000004,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,3941.339287492035,1509.7995287030676,0.0,0.0,3196.380180475154,2391.8278845642717,347.7419566967435,235.73160336243313,8.0,4.0,0.0,0.0,1.0,0.0,2080.8909291795103,0.0,0.0,406.77349237678396,0.0,2284.694841469747,0.0,0.0,654.2559938611869,0.0,0.0,1.0,0.0,1809.2365910189096,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,24261.992012318235,0.0,0.0,184.30244353719527,1.0,0.0,2.0,1.0,2.0,1.0
1182,4423.68,0.0,0.0,3280.896,1032.192,110.592,0.0,7488.000000000002,1382.4000000000003,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5282.9412792760295,195.43431550370462,0.0,0.0,4717.192467251661,1547.1931787776423,265.96099938751684,94.39578276850278,10.0,2.0,0.0,0.0,1.0,0.0,1807.6667837481089,0.0,0.0,298.2114288145012,0.0,2501.927988906435,0.0,0.0,518.2773925766533,0.0,0.0,1.0,0.0,2221.513856571529,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21104.63743216416,0.0,0.0,258.7595595295381,1.0,0.0,2.0,1.0,2.0,1.0
1183,4423.68,0.0,0.0,3354.6240000000003,1069.056,0.0,0.0,6796.800000000001,2304.0000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4246.035215892096,0.0,0.0,0.0,5105.696959206097,1572.09998919678,41.36639707494025,70.29094405467073,8.0,4.0,0.0,0.0,1.0,0.0,2236.1888741127373,0.0,0.0,229.82433331283175,0.0,4396.636217418873,0.0,0.0,574.2042666702132,0.0,0.0,1.0,0.0,2216.91428556462,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,24142.90812303032,0.0,0.0,188.07448454627536,1.0,0.0,2.0,1.0,2.0,1.0
1184,4423.68,0.0,0.0,2543.616,1658.88,221.18400000000003,0.0,5299.200000000002,3571.2000000000007,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6128.450000000001,322.55,0.0,7576.897322548381,323.9998966590375,0.0,0.0,2786.81340552931,3603.5099904431017,244.43381903210175,0.0,12.0,0.0,0.0,0.0,1.0,0.0,3192.922759342268,0.0,0.0,269.8454159662125,0.0,3344.7252777168683,0.0,0.0,706.0661378310996,0.0,0.0,0.0,1.0,2211.28878137131,0.0,0.0,140.0832,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,21552.649633241723,921.674794888431,0.0,185.14392303029646,1.0,0.0,2.0,1.0,2.0,1.0
1185,4423.68,0.0,0.0,2359.2960000000003,1622.016,442.368,0.0,4492.800000000001,4032.000000000001,691.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4546.848073049593,852.8174378398857,0.0,0.0,2523.591487198111,3525.272179772866,388.15084782452675,375.8656761163022,8.0,4.0,0.0,0.0,1.0,0.0,1666.9413862194,0.0,0.0,219.28012333033064,0.0,4952.898859167944,0.0,0.0,397.06842368271316,0.0,0.0,1.0,0.0,1758.5546197706758,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21638.65963352488,0.0,0.0,174.00571878020122,1.0,0.0,2.0,1.0,2.0,1.0
1186,4423.68,0.0,0.0,3538.944,847.8720000000001,36.864000000000004,0.0,6912.000000000002,2073.6000000000004,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4567.851851755148,174.42383003233425,0.0,0.0,4027.4040053217404,1697.1599252465655,0.0,115.73032735087325,12.0,0.0,0.0,0.0,1.0,0.0,1620.241260811953,0.0,0.0,365.95089172443704,0.0,3804.3566579838266,0.0,0.0,559.7138506214599,0.0,0.0,1.0,0.0,1872.6607489666378,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23116.575508492082,0.0,0.0,218.84400911572777,1.0,0.0,2.0,1.0,2.0,1.0
1187,4423.68,0.0,0.0,2985.9840000000004,1216.512,221.184,0.0,6105.600000000001,2649.6000000000004,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5435.513375529081,496.50111201193573,0.0,0.0,2267.672369048331,2275.0253442804737,34.293879393726975,0.0,8.0,4.0,0.0,0.0,1.0,0.0,1639.569643171667,0.0,0.0,267.51099722620904,0.0,5334.703544372806,0.0,0.0,661.0820810751103,0.0,0.0,1.0,0.0,1889.1965478082222,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,15375.639195041169,0.0,0.0,185.635847558752,1.0,0.0,2.0,1.0,2.0,1.0
1188,4423.68,0.0,0.0,2174.976,1843.2,405.504,0.0,4608.000000000001,3225.600000000001,1382.4000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5353.050607827054,1169.2916160640852,0.0,0.0,3532.431362383993,3132.429405803182,311.1791814480352,210.61809462934286,6.0,6.0,0.0,0.0,1.0,0.0,2442.7831209935975,0.0,0.0,255.95820286216824,0.0,6171.41866270785,0.0,0.0,586.1024648221919,0.0,0.0,1.0,0.0,1875.3040445927973,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19279.34782682905,0.0,0.0,293.3050689374654,1.0,0.0,2.0,1.0,2.0,1.0
1189,4423.68,0.0,0.0,3465.2160000000003,958.4639999999999,0.0,0.0,7603.200000000002,1612.8000000000004,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4064.8499293448735,138.79324420344773,0.0,0.0,3479.292263753184,1335.1601029134026,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2148.5432655512336,0.0,0.0,194.4430410853045,0.0,3685.770324037443,0.0,0.0,487.5188510439792,0.0,0.0,1.0,0.0,1739.4339528733926,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,15038.266929221047,0.0,0.0,339.7008523472111,1.0,0.0,2.0,1.0,2.0,1.0
1190,4055.0400000000004,368.64,0.0,1363.9679999999998,1069.056,1990.6560000000002,0.0,2880.0000000000005,2304.0000000000005,4032.000000000001,0.0,8409.600000000002,806.4000000000001,0.0,3225.5,1612.75,1612.75,2687.3922111700776,1406.0317701718918,1204.226463365525,0.0,1270.2884277957473,2777.8731013859306,1605.997659888375,460.5771377800123,6.0,4.0,2.0,0.0,0.0,1.0,2567.7989563793917,157.83767846678697,0.0,107.77285313102703,177.7767572890378,5903.797722506319,430.7179032529376,0.0,236.91896186896952,276.01585045237067,0.0,0.0,1.0,892.0204125325699,824.3679864834921,0.0,106.90559999999999,40.550399999999996,8.0,8.0,2.0,0.0,0.0,1.0,15636.20305478379,4816.113958032182,231.70279765898155,270.7216513884165,1.0,0.0,2.0,1.0,2.0,1.0
1191,4423.68,0.0,0.0,3981.312,442.368,0.0,0.0,8179.200000000003,1036.8000000000002,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5496.232504674042,0.0,0.0,0.0,4639.890187354575,1191.8830626246297,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2239.743636570331,0.0,0.0,256.86109454551047,0.0,3614.0385882457304,0.0,0.0,713.5775539500902,0.0,0.0,1.0,0.0,2307.29810670774,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,18226.71552343998,0.0,0.0,284.7289120097852,1.0,0.0,2.0,1.0,2.0,1.0
1192,4423.68,0.0,0.0,3465.2160000000003,921.6000000000001,36.864000000000004,0.0,7027.200000000002,1728.0000000000002,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5483.63497980519,428.5051145431919,0.0,0.0,4798.579111572848,1759.5077206308395,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1670.669400974818,0.0,0.0,319.8391590185244,0.0,4225.851288825398,0.0,0.0,811.868784573545,0.0,0.0,1.0,0.0,2314.5701614954883,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21567.199361410443,0.0,0.0,234.04117209990102,1.0,0.0,2.0,1.0,2.0,1.0
1193,4423.68,0.0,0.0,2506.752,1363.968,552.96,0.0,4838.4000000000015,3110.4000000000005,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4992.755770068048,777.6749235920364,0.0,0.0,2367.982484818951,2690.7691769893213,241.09903637971777,172.42533446945242,8.0,4.0,0.0,0.0,1.0,0.0,2087.1395596052635,0.0,0.0,296.9467632622826,0.0,3131.9748689671783,0.0,0.0,578.862402122948,0.0,0.0,0.0,1.0,1902.1425489359913,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,29251.212188072303,0.0,0.0,232.21274110601806,1.0,0.0,2.0,1.0,2.0,1.0
1194,4423.68,0.0,0.0,1843.2,1622.016,958.464,0.0,3571.2000000000007,2649.6000000000004,2995.2000000000007,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4776.178028081722,1110.5009664773002,0.0,0.0,1637.3650812260285,3125.9486381859983,913.5403602312681,281.6288914875206,10.0,2.0,0.0,0.0,1.0,0.0,2207.2124217096834,0.0,0.0,237.96410018943254,0.0,6889.569699841883,0.0,0.0,573.9047922697839,0.0,0.0,1.0,0.0,1676.471152497409,0.0,0.0,143.7696,3.6864,12.0,4.0,2.0,0.0,0.0,1.0,20453.823164876754,368.5541270010815,0.0,230.51809295646464,1.0,0.0,2.0,1.0,2.0,1.0
1195,4423.68,0.0,0.0,3796.992,626.688,0.0,0.0,7718.4000000000015,1497.6000000000004,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,7313.253753677563,277.98880481546803,0.0,0.0,4384.586879564376,1884.4117226735293,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1883.0775235554092,0.0,0.0,254.418611349295,0.0,4198.966544599969,0.0,0.0,649.6345589422184,0.0,0.0,1.0,0.0,2229.7554467086106,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19401.11483126602,0.0,0.0,262.0594026167545,1.0,0.0,2.0,1.0,2.0,1.0
1196,4349.952,73.72800000000001,0.0,1511.424,1142.784,1769.4720000000002,0.0,3340.800000000001,2073.6000000000004,3801.6000000000004,0.0,9100.800000000001,115.20000000000002,0.0,6128.450000000001,322.55,0.0,3114.051536601248,2028.4809170058384,466.3394325886511,0.0,1795.8547416930107,2929.038794046078,1032.2136964223891,235.43134876335444,8.0,4.0,0.0,0.0,0.0,1.0,2464.9758690782996,19.448446733391116,0.0,429.4825746439155,0.0,3250.4704516193906,58.95725137740425,0.0,534.5696822649356,0.0,0.0,0.0,1.0,2057.047103123825,181.36868670136343,0.0,127.18079999999999,20.275199999999998,16.0,0.0,2.0,0.0,0.0,1.0,17734.638824708432,2185.5687219474294,393.36469961980754,249.5813279168713,0.0,1.0,2.0,1.0,2.0,1.0
1197,4423.68,0.0,0.0,3502.08,884.7360000000001,36.864000000000004,0.0,7488.000000000002,1728.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5137.580371218329,71.69996738700482,0.0,0.0,4655.6662551005775,1716.7272784758961,0.0,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2903.042829706394,0.0,0.0,368.97853550139246,0.0,4791.860119175164,0.0,0.0,508.1754733752606,0.0,0.0,1.0,0.0,2121.3040080270302,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19519.977777300126,0.0,0.0,218.65498046112228,1.0,0.0,2.0,1.0,2.0,1.0
1198,4423.68,0.0,0.0,2396.16,1437.696,589.8240000000001,0.0,4147.200000000001,3801.6000000000013,1267.2000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5139.3383485298855,1440.7037209196733,0.0,0.0,2136.405407349536,2573.184209035554,348.78578836307156,0.0,8.0,4.0,0.0,0.0,1.0,0.0,2626.2353227206595,0.0,0.0,312.5282135015916,0.0,3602.609931060292,0.0,0.0,525.9836201267037,0.0,0.0,1.0,0.0,2250.009237275382,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,21197.049131213596,0.0,0.0,262.61012401365656,1.0,0.0,2.0,1.0,2.0,1.0
1199,4423.68,0.0,0.0,2764.8,1363.968,294.91200000000003,0.0,6105.600000000001,2649.600000000001,460.8000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,8552.43543337318,496.24701967466734,53.87816416175306,0.0,2414.8169484188156,1653.8555580062032,189.09494802382721,116.5723825704986,10.0,2.0,0.0,0.0,1.0,0.0,2304.104298113187,0.0,0.0,219.1352460247537,0.0,4701.362710879934,0.0,0.0,425.5914196236548,173.08054659252298,0.0,1.0,0.0,1947.5132354401246,0.0,0.0,138.24,9.216,12.0,4.0,2.0,0.0,0.0,1.0,19489.36106557452,299.39869510485,301.32351961870415,251.92583135648334,1.0,0.0,2.0,1.0,2.0,1.0
1200,4423.68,0.0,0.0,2064.384,1437.696,921.6,0.0,4032.000000000001,2995.2000000000007,2188.8000000000006,0.0,9216.000000000002,0.0,0.0,1935.3,1612.75,2902.95,4120.527907452449,731.9497121959771,280.1011183068261,0.0,1528.973581291874,2973.3965825754703,829.9552191329578,305.3743070739706,10.0,2.0,0.0,0.0,1.0,0.0,1510.510781191559,340.4214267007982,0.0,352.6742534985666,0.0,3322.303573524844,803.0676618326041,0.0,426.0973024690766,0.0,76.21413316109803,0.0,1.0,1162.2916290780413,696.8800776237202,0.0,90.3168,57.139199999999995,8.0,8.0,2.0,0.0,0.0,1.0,12672.15334780539,6441.263992752673,814.7383162068975,276.47595902525967,0.0,1.0,2.0,1.0,2.0,1.0
1201,4423.68,0.0,0.0,2064.384,1327.104,1032.192,0.0,4723.200000000001,2534.4000000000005,1958.4000000000005,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5104.872265318846,1699.574870303468,0.0,0.0,2304.2758873685716,3109.97990171376,427.2448917135351,234.98231084988936,8.0,4.0,0.0,0.0,1.0,0.0,2778.538845418537,0.0,0.0,196.84576161238152,0.0,3340.3300779745714,0.0,0.0,508.6884101947113,0.0,0.0,0.0,1.0,1918.1227714116364,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,33550.71163508616,244.31444783846416,0.0,202.7005643494883,1.0,0.0,2.0,1.0,2.0,1.0
1202,4423.68,0.0,0.0,2174.976,1695.7440000000001,552.96,0.0,4608.000000000001,3801.600000000001,806.4000000000002,0.0,9100.800000000001,115.20000000000002,0.0,6451.0,0.0,0.0,5986.472122710556,1636.5431620696684,0.0,0.0,2597.0919951749747,2724.7717285325853,36.92134004613874,0.0,10.0,2.0,0.0,0.0,1.0,0.0,2264.26866927155,0.0,0.0,403.24938978943436,0.0,3941.1452808751665,0.0,0.0,442.7798157859796,0.0,0.0,1.0,0.0,1690.173233797168,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,28403.938249188956,0.0,0.0,299.49049509124757,1.0,0.0,2.0,1.0,2.0,1.0
1203,4423.68,0.0,0.0,3833.856,589.8240000000001,0.0,0.0,8294.400000000001,921.6000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6164.241606214354,0.0,0.0,0.0,5273.534808076289,994.3052020503059,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1627.5368843738522,0.0,0.0,267.79969486449056,0.0,4056.3010436746686,0.0,0.0,602.2067551841359,0.0,0.0,0.0,1.0,1990.6529238366986,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,17573.699303422956,161.8491231324479,0.0,191.12274039648736,1.0,0.0,2.0,1.0,2.0,1.0
1204,4423.68,0.0,0.0,2727.936,1658.88,36.864000000000004,0.0,5760.000000000002,3225.600000000001,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4578.996543081328,454.927797132291,0.0,0.0,2861.243986895054,1538.4899255593655,130.39579917296012,46.88689000292385,10.0,2.0,0.0,0.0,1.0,0.0,2413.035645456521,0.0,0.0,247.0112040744981,0.0,4224.137624404056,0.0,0.0,759.0341427718049,0.0,0.0,1.0,0.0,2339.6977961276516,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,16062.241503689089,0.0,0.0,166.27076520547814,1.0,0.0,2.0,1.0,2.0,1.0
1205,4423.68,0.0,0.0,3317.76,1105.92,0.0,0.0,6566.4000000000015,2534.4000000000005,115.20000000000003,0.0,9216.000000000002,0.0,0.0,5805.9,645.1,0.0,4247.438381070173,80.46698275705597,0.0,0.0,4241.807891704714,2312.2487089617557,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2954.517368009026,0.0,0.0,330.9552830129783,0.0,3914.519524903285,0.0,0.0,669.4528666710005,0.0,0.0,0.0,1.0,2435.6836307638255,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,20748.754990076093,266.35444967982835,0.0,241.21846138073565,1.0,0.0,2.0,1.0,2.0,1.0
1206,4423.68,0.0,0.0,1953.7920000000001,1732.608,737.28,0.0,3916.800000000001,3340.800000000001,1958.4000000000005,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4513.236498569468,754.5910881529154,144.24974708999443,0.0,2581.147733021034,3019.555928448937,296.18795627662325,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1920.2487828891437,60.480402498097135,0.0,241.07490942258613,0.0,6675.360653615778,149.02121358059398,0.0,599.1658400005288,0.0,0.0,1.0,0.0,1663.778434742312,0.0,0.0,136.39679999999998,11.0592,16.0,0.0,2.0,0.0,0.0,1.0,15816.935433757837,663.4044435707166,0.0,253.1991085760666,1.0,0.0,2.0,1.0,2.0,1.0
1207,4423.68,0.0,0.0,3538.9440000000004,884.7360000000001,0.0,0.0,7372.800000000002,1728.0000000000007,115.20000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6509.562690977769,271.80728040306724,0.0,0.0,4678.550388827249,1573.7719852884725,80.29734562514905,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1867.9011710365755,0.0,0.0,291.86167994502887,0.0,3458.4970226874784,0.0,0.0,827.762106559543,0.0,0.0,1.0,0.0,2020.774400845553,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,19246.211071498583,0.0,0.0,417.95022572196484,1.0,0.0,2.0,1.0,2.0,1.0
1208,4423.68,0.0,0.0,4128.768,294.91200000000003,0.0,0.0,8524.800000000001,691.2000000000002,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4186.462456701951,0.0,0.0,0.0,4386.092098521799,996.7499543167344,103.43938876268258,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1932.2896376578185,0.0,0.0,304.3447472295544,0.0,4469.503596558475,0.0,0.0,654.8706194331331,0.0,0.0,1.0,0.0,1962.702013584551,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21253.40070676122,0.0,0.0,251.49319337689082,1.0,0.0,2.0,1.0,2.0,1.0
