cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,collapse-0,excessiveRID-0,irreparable-0
20,4423.68,0.0,0.0,3096.576,995.328,331.776,0.0,6220.800000000002,1612.8000000000004,1382.4000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5608.718018174632,734.341947277368,47.17609084702386,0.0,2861.1596387059876,2951.9802063697366,169.246208527655,255.77597607574845,10.0,2.0,0.0,0.0,1.0,0.0,2578.853982846589,0.0,0.0,266.09072926000584,0.0,5688.8293771048775,0.0,0.0,761.3672813668846,0.0,0.0,1.0,0.0,2239.1193947120673,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,26581.29676784389,0.0,0.0,261.7123548287151,1.0,0.0,2.0,1.0,2.0,1.0
21,4423.68,0.0,0.0,3244.032,1105.92,73.72800000000001,0.0,6336.000000000002,2880.0000000000005,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4604.442607982293,53.54035969294957,0.0,0.0,3052.7773827682086,1866.91334030512,0.0,85.5441691824083,12.0,0.0,0.0,0.0,1.0,0.0,2730.749796614832,0.0,0.0,191.4642978029661,0.0,4222.985413266142,0.0,0.0,563.0679295204667,0.0,0.0,1.0,0.0,1687.2141096612327,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,23832.297177098575,0.0,0.0,248.36419016001864,1.0,0.0,2.0,1.0,2.0,1.0
22,4423.68,0.0,0.0,1732.6080000000002,1363.968,1327.104,0.0,3456.000000000001,3340.8000000000006,2419.2000000000003,0.0,9216.000000000002,0.0,0.0,6128.450000000001,322.55,0.0,4261.355456822615,2251.5420032129573,0.0,0.0,2080.4331279572575,3083.9351868854983,928.4789958946558,102.85394235106814,4.0,8.0,0.0,0.0,1.0,0.0,1739.4900465913106,0.0,0.0,304.6044061086981,0.0,3820.8156664983917,0.0,0.0,533.612753814384,0.0,0.0,0.0,1.0,2104.8559248487154,0.0,0.0,140.0832,7.3728,12.0,4.0,2.0,0.0,0.0,1.0,18528.136077849187,423.30539608307686,0.0,157.08446935141222,1.0,0.0,2.0,1.0,2.0,1.0
23,4423.68,0.0,0.0,3133.44,442.368,847.8720000000001,0.0,6681.600000000001,921.6000000000003,1612.8000000000004,0.0,8870.400000000001,345.6,0.0,6451.0,0.0,0.0,5295.446282781259,980.5303817655447,0.0,0.0,3499.528432590246,1470.3350951350162,129.36004735270367,123.76576501798522,8.0,4.0,0.0,0.0,1.0,0.0,1797.8452632256171,0.0,0.0,284.7713950633731,0.0,4751.836338155242,0.0,0.0,540.5547714221505,0.0,0.0,1.0,0.0,2301.657256202393,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,25080.62350600326,0.0,0.0,211.59039890456597,1.0,0.0,2.0,1.0,2.0,1.0
24,4423.68,0.0,0.0,2838.5280000000002,1327.104,258.048,0.0,6451.200000000001,2188.8000000000006,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,6360.033568215152,130.26952613495365,0.0,0.0,4313.466394247784,1496.9478759245303,254.02002788653422,84.67334262884474,10.0,2.0,0.0,0.0,1.0,0.0,1752.543629862474,0.0,0.0,311.02646916215645,0.0,5596.851870808699,0.0,0.0,793.4603021791756,0.0,0.0,1.0,0.0,2038.1240095266012,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21844.834792162103,0.0,0.0,299.58690777602766,1.0,0.0,2.0,1.0,2.0,1.0
25,4423.68,0.0,0.0,2211.84,1769.472,442.36800000000005,0.0,4723.200000000001,3916.8000000000006,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5713.711930903206,569.5741077689058,0.0,0.0,3424.339261499909,2484.3944697250067,354.11458722257004,0.0,10.0,2.0,0.0,0.0,1.0,0.0,1843.3970009903696,0.0,0.0,334.69513893311773,0.0,2764.4398357308496,0.0,0.0,411.0108194232324,65.73596395325482,0.0,1.0,0.0,1658.2955599676054,0.0,0.0,147.456,0.0,8.0,8.0,2.0,0.0,0.0,1.0,20438.0216448567,0.0,0.0,265.11191365615656,1.0,0.0,2.0,1.0,2.0,1.0
26,4423.68,0.0,0.0,3612.6720000000005,737.28,73.72800000000001,0.0,7948.800000000001,1152.0000000000002,115.20000000000003,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5366.664842977461,125.48099857167018,0.0,0.0,2897.9386476968793,1593.2551379951274,0.0,240.38469384922732,10.0,2.0,0.0,0.0,1.0,0.0,1940.4800418599898,0.0,0.0,327.22077340554017,0.0,4192.87516795905,0.0,0.0,372.27676423138627,0.0,0.0,1.0,0.0,1779.8207289479756,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22815.83528165362,0.0,0.0,333.7627289574199,1.0,0.0,2.0,1.0,2.0,1.0
27,4423.68,0.0,0.0,3133.44,1179.6480000000001,110.592,0.0,6566.4000000000015,2304.0000000000005,345.6000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,4577.391366092066,195.04860252255628,0.0,0.0,3466.8811042777706,2201.595832169174,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1838.837525190404,0.0,0.0,256.0571047185728,0.0,6711.377861138701,0.0,0.0,426.91748144080054,0.0,0.0,1.0,0.0,1979.9099294113244,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21995.430042539476,164.43378979795122,0.0,278.0221360977997,1.0,0.0,2.0,1.0,2.0,1.0
28,4423.68,0.0,0.0,3428.3520000000003,958.464,36.864000000000004,0.0,6451.200000000002,2534.4000000000005,230.40000000000006,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5021.659571803666,134.51573341570096,0.0,0.0,3357.0793050139428,2482.5498067122785,126.96572061902692,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2596.012468050363,0.0,0.0,216.45398491656286,0.0,4195.86173855875,0.0,0.0,617.4227752219568,0.0,0.0,1.0,0.0,1908.3752014836405,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,19774.11752452886,0.0,0.0,283.7332340409645,1.0,0.0,2.0,1.0,2.0,1.0
29,4423.68,0.0,0.0,4128.768,294.91200000000003,0.0,0.0,8524.800000000003,691.2000000000002,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5837.040402801582,0.0,0.0,0.0,5740.5775305231955,918.8587041294578,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2435.462460470148,0.0,0.0,225.82941026929993,0.0,5330.87529795859,0.0,0.0,647.6039895120289,0.0,0.0,1.0,0.0,2129.3269480343183,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,28306.65818653949,0.0,0.0,272.32015339638383,1.0,0.0,2.0,1.0,2.0,1.0
30,4423.68,0.0,0.0,1916.928,1511.4240000000002,995.3280000000001,0.0,4492.800000000001,2995.2000000000007,1728.0000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5774.145154803474,898.5489179300807,108.29435899035116,0.0,2821.9081617742863,2384.9234687443522,530.0570293297335,65.20471503916289,6.0,4.0,2.0,0.0,1.0,0.0,2570.4053576876627,0.0,0.0,265.8738957758567,0.0,7164.418784829909,0.0,0.0,820.4522878679002,0.0,0.0,0.0,1.0,2452.910780874351,278.42818009239954,0.0,141.9264,5.5296,16.0,0.0,2.0,0.0,0.0,1.0,22877.817284412176,0.0,0.0,250.43996099488464,1.0,0.0,2.0,1.0,2.0,1.0
31,4423.68,0.0,0.0,3870.7200000000003,552.96,0.0,0.0,7948.800000000002,1267.2000000000003,0.0,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5969.375583764195,0.0,0.0,0.0,3977.4232797844647,1898.9859435923704,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,1939.2700081293426,0.0,0.0,448.09093655664344,0.0,4271.98345551167,0.0,0.0,905.5717307482146,0.0,0.0,1.0,0.0,2013.9278053727012,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,21532.3749669367,0.0,0.0,189.5196469389043,1.0,0.0,2.0,1.0,2.0,1.0
32,4423.68,0.0,0.0,2433.0240000000003,1622.016,368.64,0.0,5184.000000000001,3340.8000000000006,691.2000000000002,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5402.221848265285,794.3191056499714,0.0,0.0,2513.4221468872356,2396.0402475836504,39.0721944983737,53.082251740814264,12.0,0.0,0.0,0.0,1.0,0.0,2622.474623818658,0.0,0.0,337.0870495534034,0.0,4430.3130928688715,0.0,0.0,564.3023881512075,0.0,0.0,1.0,0.0,2134.768348714394,0.0,0.0,147.456,0.0,16.0,0.0,2.0,0.0,0.0,1.0,22806.824430067405,0.0,0.0,245.3839494086688,1.0,0.0,2.0,1.0,2.0,1.0
33,4423.68,0.0,0.0,2506.7520000000004,1622.016,294.912,0.0,5644.800000000001,2995.2000000000007,576.0000000000001,0.0,9216.000000000002,0.0,0.0,6451.0,0.0,0.0,5930.368752895031,634.2814982775619,0.0,0.0,2236.972370935212,1999.643609233168,281.94624538961847,221.55309900092294,10.0,2.0,0.0,0.0,1.0,0.0,1925.3806035543707,0.0,0.0,305.40615984065374,0.0,4681.284767120018,0.0,0.0,584.6213349039677,0.0,0.0,1.0,0.0,2115.2758374719338,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,22049.34693306303,0.0,0.0,218.13343166840792,1.0,0.0,2.0,1.0,2.0,1.0
