dv-loss-dmg,COST-B.10.71.002-B.10.71.002,COST-B.10.71.012-B.10.71.012,COST-B.20.11.102-B.20.11.102,COST-B.20.11.121-B.20.11.121,COST-B.30.11.012-B.30.11.012,COST-C.10.11.001a-C.10.11.001a,COST-C.10.11.011a-C.10.11.011a,COST-C.20.11.001b-C.20.11.001b,COST-D.10.14.021-D.10.14.021,COST-D.20.21.013a-D.20.21.013a,COST-D.20.21.013b-D.20.21.013b,COST-D.20.21.023a-D.20.21.023a,COST-D.20.21.023b-D.20.21.023b,COST-D.30.31.013b-D.30.31.013b,COST-D.30.41.011c-D.30.41.011c,COST-D.30.41.032c-D.30.41.032c,COST-D.30.41.102b-D.30.41.102b,COST-D.30.52.013b-D.30.52.013b,COST-D.40.11.023a-D.40.11.023a,COST-D.50.11.011a-D.50.11.011a,TIME-B.10.71.002-B.10.71.002,TIME-B.10.71.012-B.10.71.012,TIME-B.20.11.102-B.20.11.102,TIME-B.20.11.121-B.20.11.121,TIME-B.30.11.012-B.30.11.012,TIME-C.10.11.001a-C.10.11.001a,TIME-C.10.11.011a-C.10.11.011a,TIME-C.20.11.001b-C.20.11.001b,TIME-D.10.14.021-D.10.14.021,TIME-D.20.21.013a-D.20.21.013a,TIME-D.20.21.013b-D.20.21.013b,TIME-D.20.21.023a-D.20.21.023a,TIME-D.20.21.023b-D.20.21.023b,TIME-D.30.31.013b-D.30.31.013b,TIME-D.30.41.011c-D.30.41.011c,TIME-D.30.41.032c-D.30.41.032c,TIME-D.30.41.102b-D.30.41.102b,TIME-D.30.52.013b-D.30.52.013b,TIME-D.40.11.023a-D.40.11.023a,TIME-D.50.11.011a-D.50.11.011a
13,0.0,24408.478869912684,39848.71948064426,0.0,0.0,8039.337999610527,33631.71852750842,6197.707923511325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.795291933081163,23.870642338703924,0.0,0.0,11.155760182179803,39.62889867661697,12.368057860649945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,25713.794536556183,47338.46367345362,6192.559743058561,0.0,26279.470102191674,56714.2192694321,15084.831042015901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16660.143181676605,0.0,0.0,0.0,0.0,27.43711216344531,42.97485271501098,4.246035050519772,0.0,19.237825939135845,41.595059466888216,15.364079959125101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.972871551285348,0.0,0.0,0.0
15,0.0,22979.044983489654,44200.96578596898,0.0,0.0,10101.425770488706,74123.28274382107,3840.684411314014,0.0,0.0,0.0,0.0,0.0,74638.4036198609,0.0,862.3322999817552,8763.091737543044,0.0,103.60145664595574,0.0,0.0,33.93652384346381,42.196865131879306,0.0,0.0,5.729480246680426,43.270461579335056,7.043102338038843,0.0,0.0,0.0,0.0,0.0,17.205613745628202,0.0,1.209627222696405,14.977674355865593,0.0,0.18311872692421577,0.0
16,0.0,32069.37662372897,39090.15831507982,0.0,0.0,7607.548972394856,32443.548606331668,9236.547345645144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0713786325605,0.0,0.0,0.0,0.0,0.0,28.47674330295616,36.60846062720432,0.0,0.0,6.938265323482059,27.916485219285985,9.514783105871746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7077150010316604,0.0,0.0,0.0,0.0
17,0.0,28929.54276052997,30027.78789471974,0.0,0.0,6219.300007666915,58352.29376978008,3696.504665116364,0.0,0.0,0.0,0.0,0.0,48775.58660960122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.127174311847412,35.707465319143544,0.0,0.0,3.358022332496048,43.506017546279935,2.0590354816981584,0.0,0.0,0.0,0.0,0.0,12.049502362988953,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,29414.642274585876,53370.07776269173,0.0,0.0,8885.634210390952,28687.754419552355,6183.807184032945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.964417931932914,49.18471488529128,0.0,0.0,9.981842740120396,22.4912591169657,4.858725813590235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,526.0329090604466,53350.54483955014,80582.44047064541,0.0,0.0,24216.634300576312,117931.4812213411,16354.794378593606,9215.652650459155,0.0,0.0,12.105704587925635,439.30399088084204,57711.00250421378,320.08890534225856,6578.148885328941,8353.108818714136,0.0,1702.4536918497286,0.0,0.759908936964026,49.558163516405834,61.46165286957418,0.0,0.0,20.4341471182781,86.52816671500133,9.133061655421955,0.46325288204660264,0.0,0.0,0.05005013446219971,0.9485800111000855,14.870678042230004,0.32696370434094657,5.383383587946199,15.666121547050462,0.0,3.2493776845513747,0.0
20,0.0,35768.913377911544,46144.27962770537,0.0,0.0,9262.322633927464,130111.23227001839,4974.8364298175475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10776.789953953907,0.0,0.0,0.0,0.0,23.691461939646818,44.25667227585619,0.0,0.0,8.869568167004191,101.57240189660568,2.6104664338081833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.058013122055212,0.0,0.0,0.0
21,0.0,24347.823448920877,38842.626553761875,0.0,0.0,1129.9095809253083,59365.994754687985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.568583311825414,30.34551714497673,0.0,0.0,0.8455537505067191,38.43674459838734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,62691.16134254515,93073.49593180565,0.0,5791.807576834873,31710.7347886378,126398.07011083457,14948.948224358588,0.0,0.0,0.0,0.0,0.0,57114.45974603122,0.0,2940.759810485528,8522.648905978234,0.0,159.97128995487384,0.0,0.0,65.32131096519399,70.00015861278325,0.0,3.8113167328718007,22.645744669093013,80.4393344384923,12.994804542539871,0.0,0.0,0.0,0.0,0.0,14.930906026209133,0.0,2.5541694000795037,10.967668469637196,0.0,0.10204105104820033,0.0
23,0.0,34567.44830358786,43401.59940519677,12366.482440887408,0.0,14196.14418436855,98389.58341004307,16874.015453457363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.908121260238154,46.536002128139515,11.526426088303475,0.0,9.258949203525171,46.81792026351478,2.438029211970452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,27638.31749070327,42104.30192165557,0.0,0.0,2592.131335944997,70013.10652406869,2963.193316119541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.930563984216576,30.3821554478036,0.0,0.0,2.8720821554356055,51.247602651335825,5.664654715041692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,44087.190845739955,64745.5438122689,0.0,0.0,13831.84092226795,79390.03273959742,8293.914487834356,0.0,0.0,0.0,0.0,162.35125457677032,0.0,0.0,0.0,20382.981461224583,0.0,0.0,0.0,0.0,46.4705641770327,56.40133672727882,0.0,0.0,7.014482731744335,62.0552633203903,5.403810175970878,0.0,0.0,0.0,0.0,0.028409337951015454,0.0,0.0,0.0,36.98249863427715,0.0,0.0,0.0
26,0.0,19186.395318984156,18356.404096195834,0.0,0.0,2714.9116499434526,83899.92126386339,7882.21695315391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29113032917293,20.40034702351272,0.0,0.0,4.252577044269626,83.60212686713291,10.182445224865797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,27970.865509805888,42242.083610809146,0.0,0.0,4972.422491851712,24446.893551090096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.29869954085754,0.0,0.0,28.606192362480655,31.5702003910651,0.0,0.0,2.0174828114476053,26.594895831968216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1476044471834669,0.0
28,0.0,16664.144378593875,40790.49819043143,0.0,0.0,1731.9616385297797,42955.35048901021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9472.183619991249,0.0,0.0,0.0,0.0,19.49507239991488,27.212427391214042,0.0,0.0,0.17837131299422496,34.35993176164749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316878181979536,0.0,0.0,0.0
29,0.0,6973.2756413727075,13206.52358838304,0.0,0.0,0.0,10417.479839499107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.97566011709026,8.435956128813922,0.0,0.0,0.0,12.02071790597618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,47969.52430402619,65317.850942003686,0.0,0.0,27238.918828969065,92317.12484979317,36294.88426897615,0.0,0.0,0.0,0.0,0.0,57059.55953072182,215.89440616599458,1887.5154125365925,0.0,0.0,0.0,0.0,0.0,54.46510669079174,52.62291154676101,0.0,0.0,20.73368244645432,92.87125216161954,17.71980531873284,0.0,0.0,0.0,0.0,0.0,8.121938085408988,0.17376528074092146,1.7528005354276066,0.0,0.0,0.0,0.0
31,0.0,11606.517169703604,17378.90701835056,0.0,0.0,0.0,32025.6688427053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.964518915397679,12.78671742630106,0.0,0.0,0.0,25.20091911569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,42712.34133855823,69731.32935926349,0.0,0.0,9342.067360427573,51680.95357608293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.118323050246524,57.97060699447199,0.0,0.0,13.633859758953394,41.1352622948971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,48404.09836987947,55747.64778148415,0.0,0.0,7235.7859379132615,132789.91984952934,8534.99680564868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10167.42949978082,0.0,0.0,0.0,0.0,50.10603555363856,49.82726611918411,0.0,0.0,9.094041229033634,87.02114450206577,5.8363297348643774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.391901742316795,0.0,0.0,0.0
34,0.0,40794.83216550488,64507.60550757219,0.0,0.0,13319.674883099946,90115.84843067688,8971.830276986992,2217.5538322328807,0.0,35.964237173111286,0.0,0.0,0.0,0.0,1317.8680721997239,0.0,0.0,90.22655571043806,0.0,0.0,46.45597976112211,51.94274701147267,0.0,0.0,10.75215636901989,79.37230187938329,10.157702085407266,2.3101978492322677,0.0,0.037394984272340816,0.0,0.0,0.0,0.0,1.4321778635153337,0.0,0.0,0.16619413178445014,0.0
35,834.8959401199515,45058.03099898569,52860.6590787371,0.0,0.0,11600.778216694885,127480.25972305736,0.0,0.0,0.0,0.0,0.0,0.0,77661.33493091512,0.0,619.4987242259041,0.0,0.0,0.0,0.0,0.6228475772856611,52.81183759991801,47.526484537748956,0.0,0.0,6.6055869996714796,120.0339393252134,0.0,0.0,0.0,0.0,0.0,0.0,14.759102931995455,0.0,0.3159469137974043,0.0,0.0,0.0,0.0
36,873.937926031261,38366.97597691966,66724.53216681849,7049.897664546004,0.0,38253.25491495051,107676.71168649981,7779.273966538318,4157.911097505668,0.0,0.0,0.0,0.0,58947.5522660035,0.0,0.0,0.0,0.0,94.68633349440803,0.0,0.7018996571963575,30.088113901331724,37.25348280685347,4.260115331545164,0.0,49.50734116456635,98.71932972193602,9.308825496508844,0.6397423147606277,0.0,0.0,0.0,0.0,15.946957356057363,0.0,0.0,0.0,0.0,0.17162638623651827,0.0
37,0.0,47040.69482750588,57370.273553660154,0.0,0.0,11416.105844165759,80415.31752670868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.295526877606896,49.240165725978386,0.0,0.0,9.043880370842006,44.932202136483404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2533.299645649612,41656.48605986941,44824.90220140445,0.0,0.0,47002.89115126851,128853.25137610533,6617.218080310168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.53058327884287,0.0,1.4127565781050875,53.3312677936322,44.0937788805005,0.0,0.0,25.127853618247233,181.54987093295193,4.290979011253099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36377427179333494,0.0
39,4601.195848265332,68442.10497477754,96626.681179068,17502.524530468207,23218.68896949757,64586.56990787014,192604.39539522873,13687.713558438623,4056.814948625053,0.0,0.0,252.96094573105273,0.0,40433.36263151132,1573.939976323205,2674.9720399441967,27404.146074389053,0.0,512.6849249705064,0.0,5.484150852056473,57.58483413723008,86.24240724942436,12.874347450110957,49.13048522348336,49.38304858004687,142.3725597463582,10.762787207672126,0.7362533490598374,0.0,0.0,0.10795278133042191,0.0,6.881374611279381,0.8533542195998546,3.7302041211225685,31.88192573611135,0.0,1.6969357968709093,0.0
40,0.0,43329.52122196658,61868.44506782675,0.0,10271.994762114433,10392.911685971578,75545.46056070873,14598.586626294815,0.0,0.0,0.0,0.0,0.0,54885.79154892506,0.0,3271.507155073489,11679.554754511562,0.0,1536.6743679484816,0.0,0.0,54.544594688331394,43.627966458382616,0.0,5.079499586028739,9.471390622026266,82.53447281514283,13.921435350124778,0.0,0.0,0.0,0.0,0.0,14.82160135845205,0.0,4.248808138196884,12.336295571562443,0.0,0.5015542527293637,0.0
41,0.0,28160.701752297133,26117.600077215975,0.0,0.0,4271.794598445853,35317.49742740493,10339.14014261361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.38157921138123,20.729814793975315,0.0,0.0,3.327776923672256,22.621005183476562,8.347003524615738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1524.659948795395,37034.85625714154,74153.78191167397,6319.724846311876,0.0,22735.610956053402,115245.69485931273,25884.25552657418,915.3529573629312,0.0,0.0,0.0,0.0,56305.32197743662,0.0,0.0,0.0,0.0,113.0380319131131,0.0,1.4853021107826334,50.23876535116295,61.887838706325,5.6541762150146075,0.0,17.354495728168885,90.11198812387708,22.66006175784345,1.288786463826777,0.0,0.0,0.0,0.0,13.287796120427481,0.0,0.0,0.0,0.0,0.06996506405467162,0.0
43,0.0,22462.00763531601,54932.20910804861,0.0,0.0,4675.584626613694,38634.9581296198,3986.126984621756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.50024142113483,0.0,0.0,32.171944551378154,47.68239089760128,0.0,0.0,4.774168207861031,35.371439433491,1.6135691105747063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2630873264629268,0.0
44,0.0,40168.14556198453,63683.83152118734,0.0,0.0,22051.61587682153,137363.63177137333,9749.297303351801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7417.35283583651,0.0,281.42042916401465,0.0,0.0,63.80590856120128,45.743932705973386,0.0,0.0,16.593996770495917,108.40566972022961,13.627040984454897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.398125968300484,0.0,0.1714645305856607,0.0
45,0.0,25316.075147246454,35248.139562152704,0.0,0.0,2619.1320965521427,29755.370274673485,15718.70421087988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.27886424546766,33.98420374073562,0.0,0.0,2.011423487799551,21.17302870485299,9.8181632184362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,46364.02769457764,76517.62171843367,0.0,2484.71894646109,31275.98645537305,156932.6161169225,17917.6474687754,0.0,0.0,0.0,0.0,0.0,43837.57198107911,0.0,1902.1685415298202,18113.013225148483,0.0,212.9435733047464,0.0,0.0,45.43647757617565,59.694862503497866,0.0,1.548185748283912,45.977076194461006,119.77938446856126,28.008939872256992,0.0,0.0,0.0,0.0,0.0,7.617490587099595,0.0,2.496169769420706,27.590266868671343,0.0,0.3061274922962521,0.0
47,963.5026687276072,55449.07885694768,89732.12408546622,0.0,0.0,35531.16490220415,207636.49094689652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293.0840536251933,0.0,0.0,87.49311933915997,8895.001531945982,0.5216452014279161,60.94158085675068,62.99756531855292,0.0,0.0,19.948105782066065,179.92557816034315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143480534163786,0.0,0.0,0.1113935151481856,3.715031565597292
48,0.0,24338.700108809033,30410.316750270827,0.0,0.0,4545.610823980923,23673.41520232291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.936922937973677,22.956833010864713,0.0,0.0,8.03952055731025,23.745062099438023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,18601.74692983481,13259.791123363686,0.0,0.0,0.0,13953.109102321007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.40399952306484,11.248322916100475,0.0,0.0,0.0,14.876846273163657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,15778.979251773846,28365.66619732134,0.0,0.0,0.0,33820.20570147877,7431.304621758999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.535375894284222,25.57556389537781,0.0,0.0,0.0,18.081269322115485,4.058798627315928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,29197.540588506494,41036.93906920811,0.0,0.0,14369.758791090657,32002.80198098671,12738.861990111205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.7004347376363,0.0,0.0,0.0,0.0,0.0,37.045733256767896,36.51125401477191,0.0,0.0,10.293634542694988,20.644157918854855,10.373990599192961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8595390544309806,0.0,0.0,0.0,0.0
52,0.0,27149.142005295704,50630.18712683547,0.0,0.0,18892.600489083,30136.494358919706,12192.751915674271,0.0,0.0,31.09063210132867,0.0,0.0,0.0,0.0,499.4505515137424,21182.97724266551,0.0,0.0,0.0,0.0,35.20459009892982,39.65903469113193,0.0,0.0,11.338721878502136,43.21204584152302,17.3822057452624,0.0,0.0,0.09036624335503257,0.0,0.0,0.0,0.0,0.7980855750780731,19.47958680947917,0.0,0.0,0.0
53,717.3738125698645,48688.67290313015,54598.11436727496,0.0,0.0,36074.268700271234,77748.42539779715,9348.779519306725,0.0,0.0,0.0,0.0,0.0,54719.23370849959,0.0,744.5458599181596,0.0,0.0,0.0,0.0,0.9556196914275207,55.178666384007194,56.90085547434486,0.0,0.0,20.45225672399019,80.91809304166054,1.2091221936596297,0.0,0.0,0.0,0.0,0.0,13.128899951882106,0.0,0.6785610727733081,0.0,0.0,0.0,0.0
54,0.0,45036.961186221306,64497.315001855,0.0,0.0,20098.742886835687,166690.60823899528,17416.945445341677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9918.590876582639,2798.7851078554922,143.94966190738918,0.0,0.0,67.42618222180974,48.08884657229887,0.0,0.0,9.557014022778464,100.73739385836565,6.029929026707233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.844385054182016,0.900162778117219,0.2492344852655169,0.0
55,0.0,28547.439007343615,57829.31638595328,0.0,0.0,2302.6913803808475,33178.23220599982,8949.087965060124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.642701914606,0.0,0.0,32.46130493707642,47.26093285827737,0.0,0.0,4.810684391062421,31.473937166667138,6.226875893282917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27761945809488964,0.0
