cmp-loc-dir,B.10.71.002-1-1,B.10.71.002-1-2,B.10.71.002-2-1,B.10.71.002-2-2,B.10.71.002-3-1,B.10.71.002-3-2,B.10.71.002-4-1,B.10.71.002-4-2,B.10.71.012-1-1,B.10.71.012-1-2,B.10.71.012-2-1,B.10.71.012-2-2,B.10.71.012-3-1,B.10.71.012-3-2,B.10.71.012-4-1,B.10.71.012-4-2,B.20.11.102-1-1,B.20.11.102-1-2,B.20.11.102-2-1,B.20.11.102-2-2,B.20.11.102-3-1,B.20.11.102-3-2,B.20.11.102-4-1,B.20.11.102-4-2,B.20.11.121-1-1,B.20.11.121-1-2,B.20.11.121-2-1,B.20.11.121-2-2,B.20.11.121-3-1,B.20.11.121-3-2,B.20.11.121-4-1,B.20.11.121-4-2,B.30.11.012-5-1,C.10.11.001a-1-1,C.10.11.001a-1-2,C.10.11.001a-2-1,C.10.11.001a-2-2,C.10.11.001a-3-1,C.10.11.001a-3-2,C.10.11.001a-4-1,C.10.11.001a-4-2,C.10.11.011a-1-1,C.10.11.011a-1-2,C.10.11.011a-2-1,C.10.11.011a-2-2,C.10.11.011a-3-1,C.10.11.011a-3-2,C.10.11.011a-4-1,C.10.11.011a-4-2,C.20.11.001b-1-1,C.20.11.001b-1-2,C.20.11.001b-2-1,C.20.11.001b-2-2,C.20.11.001b-3-1,C.20.11.001b-3-2,D.10.14.021-1-1,D.20.21.013a-1-1,D.20.21.013a-2-1,D.20.21.013a-3-1,D.20.21.013a-4-1,D.20.21.013b-1-1,D.20.21.013b-2-1,D.20.21.013b-3-1,D.20.21.013b-4-1,D.20.21.023a-1-1,D.20.21.023a-2-1,D.20.21.023a-3-1,D.20.21.023a-4-1,D.20.21.023b-1-1,D.20.21.023b-2-1,D.20.21.023b-3-1,D.20.21.023b-4-1,D.20.31.013b-1-1,D.20.31.013b-2-1,D.20.31.013b-3-1,D.20.31.013b-4-1,D.30.31.013a-5-1,D.30.31.013b-5-1,D.30.41.011c-1-1,D.30.41.011c-1-2,D.30.41.011c-2-1,D.30.41.011c-2-2,D.30.41.011c-3-1,D.30.41.011c-3-2,D.30.41.011c-4-1,D.30.41.011c-4-2,D.30.41.032c-1-1,D.30.41.032c-2-1,D.30.41.032c-3-1,D.30.41.032c-4-1,D.30.41.102b-1-1,D.30.41.102b-2-1,D.30.41.102b-3-1,D.30.41.102b-4-1,D.30.41.103a-5-1,D.30.52.013a-5-2,D.30.52.013b-1-1,D.30.67.012a-1-1,D.30.67.012b-1-1,D.40.11.023a-1-1,D.40.11.023a-2-1,D.40.11.023a-3-1,D.40.11.023a-4-1,D.40.11.074a-1-1,D.40.11.074a-2-1,D.40.11.074a-3-1,D.40.11.074a-4-1,D.50.11.011a-1-1,D.50.12.013d-1-1,D.50.12.023a-1-1,D.50.12.023b-1-1,collapse-0-1,excessiveRID-1-1,excessiveRID-1-2,irreparable-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,748.9051558442305,748.7542127796802,748.7478955054429,748.7923406671181,748.7094974573898,748.7266209558272,748.7434511317774,748.8126563501575,748.7306571115812,748.715246957538,748.733502052943,748.724294717873,749.0168527165421,748.7515446873025,748.6995334690332,748.7717353293395,2.0,2.0,2.0,2.0,2.0,2.0,1.0,529.0908501700326,529.0667764542442,529.0917447938881,529.1144635795797,74.91042804968782,74.8687760874975,74.8799354680811,74.8735054182005,1058.21978798812,1058.2787884997429,1058.35661932728,1058.2340718110484,149.7638093534192,149.76911991747042,149.7468495143855,149.74457665167117,603.9827026968255,603.9850604696567,603.9765881347723,604.0950058641048,1.0,1.0,249.57848894247962,249.57927996980547,249.57066098593376,249.5939417991259,249.5659478679366,249.57292303857884,249.57536347463437,249.58978905121404,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,5292.981921241165,5291.923677750952,5291.927327947913,5290.994699365808,59.899054786438946,59.90436365423604,59.89609088133122,59.91359739052549,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.9891280996715,311.79312062590094,311.71111600002,312.0916866376994,311.44224922946165,311.6121598295583,311.6199256541202,312.21468007619274,311.6613942074601,311.5077935952855,311.60745448323297,311.5892192050932,314.2749921268951,311.7351320125503,311.43627893961286,311.9767806868865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.11708799148752,220.0131640694099,220.1327742351852,220.27053683979915,31.544440605121466,31.130240950256276,31.210010091168655,31.1625331283706,440.49971214484395,440.8998008366512,441.70780047454474,440.64168582390204,62.46669091396634,62.505276130703436,62.33368879209559,62.331944425579636,251.4661211296297,251.4388721959717,251.37826726079462,252.37385033662116,0.0,0.0,103.89434602925519,103.88811910843623,103.82547594425044,104.01110315564661,103.7971917200458,103.83728662512586,103.86362684680758,103.98897294376972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2219.9378933191974,2209.3493434432444,2209.11400459079,2201.6182899884566,24.938651934321012,24.967835996954157,24.915434336556185,25.055195498275904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log_std,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,1.7763568394002505e-15,0.4001448669967084,0.39999627837039814,0.39994510013572016,0.3999856873862877,0.3998459446085991,0.39992953144621723,0.39985877955885935,0.4000793141560724,0.4001253279434273,0.399882667485017,0.3999021207144907,0.3998983283154309,0.4002791055165993,0.3999358489570092,0.3999226142693085,0.40018076117334145,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3998849347855873,0.40000985897016383,0.3999784420775054,0.3998827580346301,0.4003108586776114,0.39986451023803304,0.3999470974911869,0.3998781217018812,0.3999979661300299,0.39998245921815356,0.4000478294190416,0.40003252094394487,0.40027013111928195,0.4000252812895606,0.4000797002580618,0.4000362713282178,0.400044755242834,0.39995266909960375,0.3999779086472312,0.4000799703377482,0.0,0.0,0.40000325627919786,0.39994893713991747,0.39986973440775847,0.4001472512358338,0.399859792832811,0.39991510959362064,0.3999516273926627,0.4001106117074637,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.4004570548440459,0.4001822558735426,0.4000859918220126,0.3998812000675411,0.4000783301403398,0.39994727641861305,0.39995881835355024,0.40018211310206275,0.0,0.0,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0
min,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,149.4124654407123,152.61022986996144,159.1715136655847,156.4004164682173,163.70198902824546,157.37509022434782,165.78575206511408,149.35710138663578,123.63242360086129,158.91044904255133,166.55750483656826,164.21034640632112,159.04890172261756,159.45868521992693,155.50912205606525,123.2963396274828,2.0,2.0,2.0,2.0,2.0,2.0,1.0,112.22701621489827,97.72011382032424,99.32383353845444,117.13490480861716,16.718459025390796,15.796894007712806,16.1244196849106,16.73377844295974,206.6910833286568,219.94080016616056,222.66023100348193,208.7904282819699,23.09877392009679,33.03958411687197,27.815781645523245,27.52507922057786,111.92601975871567,126.41628825384605,118.6895721536932,131.03562735437112,1.0,1.0,46.76359639205641,50.090118741398435,54.52943115130593,45.024361753301555,52.990251985353034,51.10713889634351,48.18132955731637,44.50384033752754,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,887.8217647205423,1009.8664412242267,1052.0763910193816,1164.9532245945543,10.626796825320197,13.2500764078682,11.876561261445797,11.82745082745025,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
0.1%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,202.3915264484359,201.82438663984345,204.73973364575846,202.00656619085998,200.80282465996606,202.3097745145196,201.55818755143062,203.80785843919003,200.84338796833723,204.10083182987248,204.89263923859454,205.0878982172094,202.6531634593897,201.6568570310739,202.3694877385486,204.09829180764788,2.0,2.0,2.0,2.0,2.0,2.0,1.0,142.60923294613414,142.09295698009106,143.04844338134018,143.13130880721977,20.36394013305342,20.18322282187016,20.330186147410707,20.226215286839537,287.82279796218205,286.54742424462586,285.99449277354427,289.7918274140565,40.67557432313545,40.2868853899087,40.65395321307353,40.311665923737145,162.3588020980736,164.3506811939396,163.12473156764304,162.57081349542864,1.0,1.0,68.39542659596565,68.2014690442567,67.50948468314597,67.24483049848928,68.24791715426117,67.9756877145257,67.4494124720911,67.45707876824525,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1447.7968357972907,1420.5125020733876,1434.202160678618,1440.219969817047,16.076770344348212,16.410271467931892,16.133824870724997,16.24614053790482,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2.3%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,311.42023914881844,311.51990828432207,311.4508250100657,311.51926681024753,311.55929475955855,311.3022689630621,311.46830454999633,311.28933902859296,311.4981065870922,311.31885794306424,311.2366145060275,311.23357274005434,311.27228677385665,311.5803580361768,311.22577661384156,311.18710525517923,2.0,2.0,2.0,2.0,2.0,2.0,1.0,219.91478173535236,220.10440112441395,220.00520636460956,219.89338314567158,31.145233400011378,31.11995124793928,31.139953623588905,31.15554887205985,440.1661694841687,440.06870358153157,439.9898435254456,440.1706643490017,62.30846222291682,62.24770633794903,62.26987460044922,62.248650076897825,251.01074475198476,251.170788157944,251.2327180160573,251.04125664772818,1.0,1.0,103.79513467655589,103.85044159199862,103.82275090906984,103.76574877989849,103.81310484536634,103.84200314541181,103.75127506816956,103.78860881756901,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2198.8613158273665,2199.316422338601,2199.480490719876,2201.6943632539337,24.926777135634744,24.926836766890858,24.912171227521036,24.922353348843345,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
10%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,414.0236004515954,413.9940191736186,414.135104584969,414.02760389570443,413.9933585680105,414.0209120642219,414.05526835635084,414.0434375667566,413.98547661451335,414.0972624048494,414.05512999165677,414.09480613215686,414.13090592985264,414.12610555847476,414.08461510722026,414.0554865837081,2.0,2.0,2.0,2.0,2.0,2.0,1.0,292.5595461695163,292.6197018564642,292.6172467373744,292.55375626363457,41.403506767303696,41.41130060423517,41.40571459734171,41.407999523468675,585.0970587057707,585.2390853492969,585.206941020907,585.2154963756575,82.80892485768308,82.8277266485389,82.82689206712539,82.81274702026664,334.03593676399646,334.00767853053674,333.9950795930949,333.9839199156434,1.0,1.0,138.0216740592825,138.02686076184182,138.03473851632108,137.99199979374913,138.0381403000399,137.98755653605744,138.02094482114165,138.00101090763184,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,2925.90462902788,2925.6235130921095,2926.419273151969,2925.748199243941,33.11824767898721,33.11798107657796,33.12460760960772,33.12876653308286,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
15.9%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,463.63194065913547,463.7025122663798,463.6011073556256,463.67474608222483,463.6735978455307,463.6416252649243,463.5711887843068,463.67630797033604,463.58314762360476,463.5980115727078,463.60665061143874,463.61113467462724,463.6323303275266,463.67037398607494,463.62308133426427,463.58823224118277,2.0,2.0,2.0,2.0,2.0,2.0,1.0,327.65127224180407,327.6761637658942,327.6679757846652,327.62477525207936,46.358031959770216,46.36829321269351,46.37027840600385,46.3655551310425,655.3000217770486,655.27541172509,655.3277401532604,655.2601436883052,92.73918833737363,92.73801075853122,92.72812219337307,92.71436618844758,373.9816365272987,374.0087626157293,373.9783441296958,374.0208403296741,1.0,1.0,154.5566044139161,154.5298696656609,154.56945141030786,154.54766411216445,154.55840050819225,154.56078174080727,154.5568331887224,154.53735838424853,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,3276.0521998970466,3276.111814370296,3276.4112143823436,3276.7860412771333,37.08968256285624,37.086364170002284,37.09484094695186,37.08811318261413,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
50%,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,552.96,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,6451.0,691.1893997372464,691.196576273399,691.2014919998144,691.2092489849056,691.1398609021419,691.1714535198382,691.164980086598,691.1530539531003,691.2053127842885,691.17418632655,691.1791523506404,691.1613994800957,691.1926963788784,691.1805861141268,691.170759647928,691.2333665798367,2.0,2.0,2.0,2.0,2.0,2.0,1.0,488.4868868157619,488.4513741524321,488.44940625486225,488.4743519440557,69.11945134065228,69.1212386750191,69.11609521779675,69.11622816731611,976.9353885543451,976.8877343888764,976.814699500755,976.9183624718265,138.2448611127616,138.23850440135033,138.23585110729806,138.23810008160672,557.59062837764,557.5742856251416,557.5603210741583,557.5951131565414,1.0,1.0,230.42017047693997,230.41421058805702,230.41613418695874,230.40687745809686,230.4008601847841,230.38965462612998,230.38911122491746,230.41398849455604,36.864,36.864,36.864,36.864,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,4884.686482915914,4884.505464111921,4884.709904591817,4884.773716888909,55.297625849179994,55.299244925324416,55.29836918793374,55.29523898395695,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
