cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,irreparable-0
2502,3907.5840000000003,516.096,0.0,0.0,626.6880000000001,589.8240000000001,3207.168,0.0,1843.2000000000005,921.6000000000003,6451.200000000002,0.0,7833.600000000001,1382.4,0.0,0.0,3548.0499999999997,1612.75,1290.2,1517.4965709355847,1840.7354103878547,1742.1762597900174,123.27105208665735,1089.1280094695346,2076.492932214449,2090.3098111021905,484.4291261075478,4.0,4.0,4.0,0.0,0.0,1.0,1724.386144274282,46.07600183428946,0.0,184.18675505491763,40.86351086020097,3538.847590894481,357.7327635959668,0.0,264.8542669234866,159.69930351808173,0.0,0.0,1.0,1406.025826047666,868.4802267420475,0.0,108.7488,38.7072,16.0,0.0,2.0,0.0,0.0,1.0,0.0,19757.74808398071,7721.061106655572,261.956556614308,230.34664336651744,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2503,3538.9440000000004,884.736,0.0,0.0,700.416,811.008,2912.2560000000003,0.0,1497.6000000000004,1267.2000000000003,6451.200000000002,0.0,7257.6,1958.4000000000003,0.0,0.0,3870.6,1612.75,967.65,2401.0807860650625,2274.8898865643323,1417.288712049181,81.02358821535432,879.8155431330752,2573.0062876661796,3094.367200482925,435.67038022720703,4.0,6.0,2.0,0.0,0.0,1.0,1399.9558089806942,222.65784945938742,0.0,166.93042617569995,119.09472961854624,3703.681018841371,359.3590283722424,0.0,368.9015265136082,195.32610212112584,0.0,0.0,1.0,1778.6885489819342,250.28380222694634,0.0,86.6304,60.8256,8.0,8.0,0.0,2.0,0.0,1.0,0.0,12175.20647205376,8657.281346603078,794.1685974536911,245.05309350792498,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2504,3723.264,700.416,0.0,0.0,737.28,626.688,3059.712,0.0,1382.4000000000003,1382.4000000000003,6451.200000000002,0.0,7833.600000000001,1382.4,0.0,0.0,4515.7,1612.75,322.55,1295.8628640571872,1425.2773989791074,2375.808514016556,0.0,668.0831611424817,2168.657179705585,2370.080171279981,679.2917499318617,4.0,6.0,2.0,0.0,0.0,1.0,1976.8645008168583,43.538877770428,0.0,325.3971021721289,0.0,3907.9002648554206,138.44506768036572,0.0,394.464770790933,0.0,101.71503298714171,0.0,1.0,2576.5333880299,0.0,0.0,123.4944,23.9616,4.0,12.0,0.0,0.0,2.0,1.0,0.0,19308.8412927065,5442.984803397994,0.0,243.48414279925237,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2505,3760.128,552.96,110.592,0.0,663.552,847.8720000000001,2727.936,184.32,1497.6000000000004,1497.6000000000004,6105.600000000001,115.20000000000003,7488.000000000001,1728.0000000000002,0.0,0.0,0.0,1935.3,4515.7,1551.939216350696,1934.5730288758261,1498.7492708326404,337.0529251810226,475.10356594575865,1743.9140918665912,2902.3024972017674,816.2146974872704,0.0,8.0,4.0,0.0,0.0,1.0,1042.5507045041172,815.2097814402854,55.48049963158723,111.77819779410581,163.92725833634344,3870.2988320410927,2630.272340481633,211.2336723390931,132.2323428430863,208.1728099133439,233.80706143809613,0.0,1.0,1307.8560444584482,523.2567340115214,189.58269568303422,36.864000000000004,110.592,4.0,12.0,0.0,2.0,0.0,1.0,0.0,3041.65010443056,12057.396818903604,4808.297258649856,389.20546379385024,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2506,3907.584,479.232,36.864000000000004,0.0,626.6880000000001,700.416,3096.576,0.0,921.6000000000001,1497.6000000000004,6566.4000000000015,230.40000000000006,7948.800000000001,1267.2,0.0,0.0,2257.85,1290.2,2902.95,1753.161745579324,1209.5299349161407,1294.6315541639335,231.90584203607554,464.9065281799028,1798.4622230259538,2655.416503359803,618.0874493913558,0.0,10.0,2.0,0.0,0.0,1.0,1338.572179468844,407.1688241479965,0.0,79.59242440400504,141.79138641424288,3325.612664002104,749.5061512396585,0.0,487.1101693684574,51.57405669541591,149.88500090263517,0.0,1.0,1014.7589655309922,527.7459802711907,176.01303750780036,64.512,82.944,0.0,16.0,2.0,0.0,0.0,1.0,0.0,7368.5035510710995,7523.883094819801,2096.6883251471563,249.57854710692445,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2507,3391.4880000000003,1032.192,0.0,0.0,552.96,884.7360000000001,2985.984,0.0,1036.8000000000002,2188.8000000000006,5990.4000000000015,0.0,8179.200000000002,1036.8000000000002,0.0,0.0,5805.9,645.1,0.0,1830.2141892992013,1739.3324303185102,1923.5005443870416,0.0,460.1288359516633,1813.5531828611838,2149.325292493104,681.8278851774733,4.0,4.0,4.0,0.0,0.0,1.0,1436.960188388469,41.11397411487228,0.0,460.70951209781424,0.0,3749.04764170223,160.98891004998893,0.0,565.7082581370375,0.0,0.0,0.0,1.0,1039.4954352162472,490.3157840193496,0.0,127.1808,20.275199999999998,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14087.774766628223,3836.3599926662637,409.4704541288887,298.0086664003961,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2508,3686.4000000000005,663.552,73.72800000000001,0.0,921.6,516.096,2949.12,36.864000000000004,1152.0000000000002,1612.8000000000004,6105.600000000001,345.6000000000001,7372.800000000001,1152.0000000000002,691.2,0.0,967.65,967.65,4515.7,2043.0519302799703,2026.826970853153,1597.9609841749327,982.8166800552784,731.9758136409405,1179.8893118692713,3388.805370671195,1523.5139666233197,0.0,10.0,2.0,0.0,0.0,1.0,1626.2075360905683,1033.5687727705742,91.86414668463934,0.0,253.639580249205,4285.71639020586,1514.935321893759,411.76098578921795,124.41406355641288,126.03612443408127,373.2612898787261,0.0,1.0,751.8884723173221,516.4956988003562,1148.8624737699668,33.1776,114.2784,8.0,8.0,2.0,0.0,0.0,1.0,0.0,4778.979740006776,8515.559580544606,5783.130004910252,227.94214451461133,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2509,3907.5840000000003,516.096,0.0,0.0,626.688,774.144,3022.848,0.0,1612.8000000000004,1036.8000000000002,6566.4000000000015,0.0,7257.6,1958.4000000000003,0.0,0.0,3548.0499999999997,1612.75,1290.2,2153.1782222197153,1432.4854950524063,2799.297025567962,79.15559083758377,862.4668303387201,1554.0468841992679,2411.8697783827984,696.9580074172829,0.0,8.0,4.0,0.0,0.0,1.0,2195.4432584277283,263.8789476547811,47.4030974057181,225.51770669486547,50.756088292136496,3877.609738552964,332.1652120815384,0.0,407.7466424468152,110.00135804583307,0.0,0.0,1.0,979.825625361339,656.6038825572888,176.2273117768709,81.10079999999999,66.3552,8.0,8.0,2.0,0.0,0.0,1.0,0.0,16942.369331168768,12856.71903051595,989.5109351416354,205.55246751232522,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2510,3649.536,774.144,0.0,0.0,774.144,589.8240000000001,3059.712,0.0,1612.8000000000002,921.6000000000003,6681.600000000001,0.0,8409.600000000002,806.4000000000001,0.0,0.0,5160.8,967.65,322.55,1713.1597166690676,2523.3148398170347,2491.9673188454344,0.0,778.8925921981369,2154.7622926197573,2336.881917901062,378.64477741461366,0.0,8.0,4.0,0.0,0.0,1.0,1834.5488561145296,20.63835315625344,0.0,137.38242905486283,85.4118066862622,3052.674482124351,21.282552873670298,0.0,473.24745022936855,157.7429807889133,0.0,0.0,1.0,1829.2237218393368,0.0,0.0,119.808,27.648,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14988.524693746867,1490.7128615686775,272.29117687700193,264.0888696161309,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2511,3833.856,552.96,36.864000000000004,0.0,737.28,552.96,3133.44,0.0,1382.4,1382.4000000000003,6451.200000000002,0.0,7488.000000000001,1612.8000000000002,115.20000000000002,0.0,2580.4,1612.75,2257.85,2268.679572069938,2311.739775299593,1832.1862405905758,194.40740767024727,894.2788526372276,2154.9445457225556,2744.7028187934834,691.7215415214805,4.0,6.0,2.0,0.0,0.0,1.0,1806.5021200045785,169.58754472733898,0.0,240.6952258715188,70.25643585501679,4241.654018578433,998.6650029437736,56.13654168729336,0.0,92.96200134927122,397.77460622814436,0.0,1.0,135.73199525024816,977.3789165026617,509.4792400031697,79.2576,68.19839999999999,4.0,12.0,0.0,0.0,2.0,1.0,0.0,8494.656103533936,9635.451198590466,2391.8037503172604,295.89973267594274,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2512,3575.808,552.96,258.048,36.864000000000004,589.8240000000001,1179.6480000000001,2396.16,258.048,1152.0000000000002,2764.8000000000006,4953.600000000001,345.6000000000001,7372.800000000001,1152.0,576.0000000000001,115.20000000000002,6451.0,0.0,0.0,2258.1234396520927,1494.7057952211069,1542.7707962566305,1507.8225961917267,221.8632471193223,2105.8152495191703,2504.046556641099,591.521830549668,4.0,6.0,2.0,0.0,0.0,1.0,2317.5620970386303,0.0,0.0,212.64089958141702,0.0,2983.226270139814,0.0,0.0,664.8543155502721,0.0,0.0,1.0,0.0,2140.8547517897505,0.0,0.0,147.456,0.0,12.0,4.0,0.0,2.0,0.0,1.0,0.0,21012.3581280914,0.0,0.0,209.56236898907088,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2513,3760.128,663.552,0.0,0.0,774.144,700.416,2949.12,0.0,1612.8000000000004,1036.8000000000002,6566.4000000000015,0.0,7718.400000000001,1497.6000000000004,0.0,0.0,5160.8,967.65,322.55,2242.044932500574,2602.721763522588,2293.505735116642,0.0,1443.8255631917839,2013.2040447058391,2530.8376605642043,361.28738634013587,0.0,10.0,2.0,0.0,0.0,1.0,1370.4657449680458,38.4057880036863,0.0,256.27562410711425,149.78694791891803,3403.022191027163,162.51306866593902,0.0,621.4952005281737,0.0,0.0,0.0,1.0,1795.6231981598685,800.1464068248818,188.24309411517766,130.8672,16.5888,4.0,12.0,0.0,0.0,2.0,1.0,0.0,18991.025483653546,3048.189676418632,179.79762151838798,221.53775134253488,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2514,3612.672,811.008,0.0,0.0,589.8240000000001,700.4159999999999,3133.44,0.0,1497.6000000000004,1612.8000000000004,6105.600000000001,0.0,7833.600000000001,1267.2000000000003,115.20000000000002,0.0,6451.0,0.0,0.0,1878.960070239717,1921.154624614442,1742.5427413163904,54.59316380964851,834.6224597093503,1837.5239531610182,3617.428905102108,640.8602449307335,2.0,6.0,2.0,2.0,0.0,1.0,2798.739973525633,0.0,0.0,342.94536361044294,0.0,3926.3083080796805,0.0,0.0,593.6560950111952,0.0,0.0,1.0,0.0,1480.3496496515606,0.0,0.0,145.6128,1.8432,16.0,0.0,2.0,0.0,0.0,1.0,0.0,21788.734671729755,316.4318835415079,0.0,259.9975144908543,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2515,3796.992,589.8240000000001,36.864000000000004,0.0,589.8240000000001,700.4159999999999,3133.44,0.0,1612.8000000000006,1267.2000000000003,6220.800000000002,115.20000000000003,7603.200000000001,1612.8000000000002,0.0,0.0,2580.4,1935.3,1935.3,2434.810601790711,1743.3675734215099,1826.9647088568531,51.90914179049883,934.1719495874361,2210.8625484276176,2204.307111000483,379.725747555307,0.0,8.0,4.0,0.0,0.0,1.0,1451.6321547087655,201.3039763776787,0.0,152.7894831030082,162.41137321414476,2611.2588822177636,346.64289840165657,31.923300855210226,525.2622576176126,0.0,0.0,0.0,1.0,1177.63189598748,789.2140105122568,0.0,64.512,82.944,12.0,4.0,2.0,0.0,0.0,1.0,0.0,11380.610658747517,8267.340699754888,1271.7331145877188,253.8923480587808,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
2516,3760.128,663.552,0.0,0.0,847.8720000000001,589.8240000000001,2949.12,36.864000000000004,1382.4,1843.2000000000005,5990.4000000000015,0.0,7027.200000000001,2073.6,115.20000000000002,0.0,3548.0499999999997,1935.3,967.65,2123.782265479463,1503.277045968984,2291.4580494820602,94.92337047016368,559.8703377589179,1330.282015388721,3154.0671880594687,569.122260816606,2.0,6.0,2.0,2.0,0.0,1.0,1598.9563632169936,449.2273242279674,0.0,153.63617913804262,156.44775831021408,3504.665395352004,477.7612180560664,0.0,669.643504866812,0.0,0.0,0.0,1.0,1355.5991295149677,515.8759601683457,0.0,86.6304,60.825599999999994,8.0,8.0,0.0,2.0,0.0,0.0,1.0,13786.304569982416,8825.013765879654,770.2171243923185,240.6325704442142,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2517,3612.672,811.008,0.0,0.0,737.28,479.232,3207.168,0.0,1497.6000000000006,1267.2000000000003,6451.200000000002,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,6128.450000000001,322.55,0.0,2737.7088642286294,1683.0079433816657,1734.1978456972372,98.62208526934775,653.2282269421146,1552.9836442224068,2578.405124187261,807.369073706956,2.0,8.0,2.0,0.0,0.0,1.0,2346.0514706212452,109.16937691232457,0.0,209.35573508404036,0.0,5994.61178766304,0.0,0.0,424.9932869520899,45.71608038636252,0.0,0.0,1.0,1750.6416739601893,0.0,0.0,136.39679999999998,11.0592,12.0,4.0,2.0,0.0,0.0,1.0,0.0,15452.20060289322,179.5418557500771,163.43609204330588,248.6860400839996,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2518,3465.2160000000003,884.736,73.72800000000001,0.0,847.8720000000001,589.824,2912.2560000000003,73.72800000000001,1267.2000000000003,2073.6000000000004,5644.800000000002,230.40000000000006,7603.200000000001,1382.4,230.40000000000003,0.0,967.65,1612.75,3870.6,1884.8288646975775,1745.975309958019,923.4036873925035,232.03796239282875,486.22427122860904,2508.137368883451,1355.342816050328,656.7223042935366,2.0,4.0,4.0,2.0,0.0,1.0,1113.03687087297,672.7542573891649,30.40640662762297,92.21513278895573,196.3434698637501,2719.353477717923,1361.194350624607,0.0,315.11897384893734,0.0,169.65917879311058,0.0,1.0,873.5710160526189,702.9721677204052,494.10724701080176,46.08,101.376,0.0,16.0,0.0,2.0,0.0,1.0,0.0,8288.449372176494,10476.474054890692,4965.448263360555,239.79861978626232,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2519,3723.264,700.4159999999999,0.0,0.0,552.96,847.8720000000001,3022.848,0.0,1267.2000000000003,1267.2000000000003,6681.600000000002,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,5805.9,645.1,0.0,2114.2381247909334,2132.522337755681,2002.217939486733,59.430116157924466,974.3185515768394,1257.156183461444,2464.493214116269,779.4653252543046,2.0,8.0,2.0,0.0,0.0,1.0,2072.5967033672478,39.13992980831679,0.0,344.6565451853436,0.0,2251.1476685162024,0.0,0.0,466.17955420443457,0.0,0.0,0.0,1.0,2378.1858406619044,0.0,0.0,136.39679999999998,11.0592,8.0,8.0,0.0,0.0,2.0,1.0,0.0,16336.190518941308,2137.7827097671975,0.0,254.20460922069793,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2520,3981.312,442.368,0.0,0.0,552.96,737.28,3133.44,0.0,1728.0000000000005,1036.8000000000002,6451.200000000002,0.0,7718.4000000000015,1497.6000000000004,0.0,0.0,6451.0,0.0,0.0,2116.0438329651192,1442.232215545178,3129.762366382682,0.0,503.28899932651484,1307.0658858054692,2896.4159215107366,1023.692691847766,2.0,6.0,4.0,0.0,0.0,1.0,2263.033681565317,0.0,0.0,315.925865248625,0.0,3852.747892507197,0.0,0.0,649.9960775392431,0.0,0.0,0.0,1.0,2076.7311765561294,0.0,0.0,138.24,9.216,8.0,8.0,2.0,0.0,0.0,1.0,0.0,20067.17629566087,600.9878170949189,0.0,232.613081756772,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2521,3723.264,700.416,0.0,0.0,700.416,626.6880000000001,3096.576,0.0,1267.2000000000003,1612.8000000000002,6336.000000000002,0.0,7718.4000000000015,1497.6000000000001,0.0,0.0,5160.8,322.55,967.65,1960.123942893349,1315.1232831091488,1589.446263085078,54.548361279025755,499.6413903887465,2264.675103067945,2468.5340492144455,698.751431162515,0.0,8.0,4.0,0.0,0.0,1.0,1541.097618168638,160.5822159120208,0.0,134.93692891556103,194.85551618895875,4375.488653031655,367.6291005918423,0.0,717.7015791501708,0.0,0.0,0.0,1.0,921.2174043631101,400.95105802167393,531.3955826535224,86.6304,60.825599999999994,4.0,12.0,2.0,0.0,0.0,1.0,0.0,12695.54014767294,7758.001649483714,1164.1141702717364,243.54587620380818,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2522,3575.808,847.8720000000001,0.0,0.0,700.4159999999999,737.28,2985.984,0.0,1497.6000000000004,1728.0000000000005,5990.4000000000015,0.0,7833.600000000001,1382.4000000000003,0.0,0.0,5483.349999999999,967.65,0.0,1893.282902305586,1767.3980887982323,2122.5598072747043,0.0,340.9391054661975,2809.603426061254,3165.4050587084425,910.5403498121709,2.0,10.0,0.0,0.0,0.0,1.0,2998.3937548570134,0.0,0.0,338.3536674149419,0.0,3379.465361753468,43.59800348968931,0.0,710.1464144784463,0.0,0.0,0.0,1.0,1586.0383504610936,563.0879744312288,0.0,130.8672,16.5888,16.0,0.0,2.0,0.0,0.0,1.0,0.0,18275.500708614483,2737.2036632087497,0.0,260.40895571288974,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2523,3649.536,774.144,0.0,0.0,811.008,479.232,3133.44,0.0,1382.4,1612.8000000000004,6220.800000000001,0.0,7603.200000000001,1612.8,0.0,0.0,3225.5,1612.75,1612.75,2015.593640742981,1447.0629400723835,1844.2108474322645,0.0,513.9574758109587,2264.150708833454,2652.7906070763834,297.54099187491096,0.0,12.0,0.0,0.0,0.0,1.0,1757.5866556833068,296.4402878103908,0.0,261.3599443590241,94.81428380633615,3495.723593754202,1091.0379464920693,0.0,329.339907498441,0.0,102.82426330216396,0.0,1.0,1517.8193384937704,559.5198309907345,0.0,75.57119999999999,71.8848,4.0,12.0,0.0,2.0,0.0,1.0,0.0,10353.623001626229,10039.63185854336,968.2856556501888,237.8235815642772,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2524,3760.128,663.552,0.0,0.0,626.688,884.736,2912.2560000000003,0.0,1843.2000000000005,1036.8000000000002,6336.000000000001,0.0,7488.000000000001,1728.0000000000002,0.0,0.0,2580.4,1612.75,2257.85,2464.417410649375,2958.463152016632,2893.786848594395,0.0,711.8261952873422,2070.3473603501175,1824.040275393524,943.2588380671064,4.0,4.0,4.0,0.0,0.0,1.0,1762.9947206318786,326.53229328921316,0.0,114.99024917179649,137.29505498829923,2604.4943486621687,202.4978780240979,0.0,0.0,567.0635637717102,0.0,0.0,1.0,1099.2498569908225,682.421339545785,0.0,94.00319999999999,53.452799999999996,4.0,12.0,0.0,2.0,0.0,1.0,0.0,11774.632645309921,6309.995117186736,914.9366857189458,190.24303540828467,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2525,3649.536,774.144,0.0,0.0,958.464,589.8240000000001,2875.392,0.0,1267.2000000000003,1728.0000000000005,6220.800000000001,0.0,8294.400000000001,921.6000000000001,0.0,0.0,5805.9,322.55,322.55,3239.9972055556213,1332.7495081223894,2167.9593533416605,0.0,888.5788041536368,1877.323315071025,2403.261866430123,567.6581470891674,0.0,6.0,6.0,0.0,0.0,1.0,2038.9016660981551,63.11487440936524,0.0,222.88618395054257,94.53946223727567,6567.291849475534,0.0,0.0,792.933357776039,0.0,0.0,0.0,1.0,2588.3367872526937,0.0,0.0,117.9648,29.4912,8.0,8.0,2.0,0.0,0.0,1.0,0.0,20089.714531199243,1924.0171608584888,408.29648902652787,177.93776548442284,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2526,3575.808,774.144,73.72800000000001,0.0,774.144,700.416,2838.5280000000002,110.592,1382.4000000000005,1382.4000000000003,6451.200000000002,0.0,7603.200000000002,1612.8000000000002,0.0,0.0,1612.75,967.65,3870.6,1545.3506647956121,1204.4498074365085,1800.0564574502728,467.2698368130257,752.1699697731798,1843.6474203172036,2655.494867908647,119.6933355552268,2.0,10.0,0.0,0.0,0.0,1.0,1450.6008240145998,635.7353745622269,36.51159645151386,209.11659594005064,78.63509152655594,2471.6511024927813,911.604319604367,156.32070516777134,0.0,619.2900970147384,281.56674673167345,0.0,1.0,841.3130297846137,437.50600760493035,616.3371415174124,46.08,101.376,4.0,12.0,0.0,0.0,2.0,1.0,0.0,5946.463697840558,8382.239159121538,5091.196158524196,149.99008719632388,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0
2527,3723.264,700.416,0.0,0.0,663.552,626.6880000000001,3133.44,0.0,1382.4000000000005,1843.2000000000003,5875.200000000002,115.20000000000003,7833.600000000001,1382.4,0.0,0.0,6451.0,0.0,0.0,1830.4927861938734,1776.7283104465837,1487.7469940477788,61.356484258551674,643.0060855763622,1761.772397226253,3340.0394014985745,1209.473887370561,2.0,4.0,6.0,0.0,0.0,1.0,1793.5529127241302,0.0,0.0,264.2012336745107,52.62267890381014,4811.1129056867485,0.0,0.0,688.7829967979034,0.0,0.0,1.0,0.0,1186.0498740237624,211.77570934117534,0.0,136.39679999999998,11.0592,4.0,12.0,2.0,0.0,0.0,1.0,0.0,29955.600174308136,685.2183865832702,0.0,274.43713986039165,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2528,3760.128,663.552,0.0,0.0,700.4159999999999,626.6880000000001,3096.576,0.0,1843.2000000000005,806.4000000000002,6566.4000000000015,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,6128.450000000001,0.0,322.55,2544.059701764423,2424.8201379550183,1839.1064697807724,46.560539846918445,1468.7746753315405,3051.532559435441,2984.7775346888075,860.8707839971174,2.0,10.0,0.0,0.0,0.0,1.0,1967.3347567326373,24.24756025679169,0.0,144.46908399828664,88.74008992743525,3615.396170987458,38.9901296541024,0.0,617.5422342259162,252.51973520492058,0.0,0.0,1.0,1691.747039439256,285.069892367134,0.0,119.80799999999999,27.648,8.0,8.0,2.0,0.0,0.0,1.0,0.0,20571.99913377468,2794.170752973887,0.0,187.6291907202214,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2529,3465.2160000000003,958.4639999999999,0.0,0.0,737.28,663.552,3022.848,0.0,1612.8000000000002,1152.0000000000002,6451.200000000002,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,6128.450000000001,0.0,322.55,3144.3194414056848,2477.8734667953995,2067.2314762463334,88.88620345593344,301.7722040100001,1433.4962894650203,2241.8979917656447,597.4594308813007,0.0,12.0,0.0,0.0,0.0,1.0,1778.3059459565086,0.0,0.0,131.76981547319443,104.21890096666081,3379.7472855664114,70.65580544936431,0.0,520.4067738763559,90.50749559435357,0.0,0.0,1.0,1969.5905881028862,0.0,0.0,134.5536,12.9024,8.0,8.0,2.0,0.0,0.0,1.0,0.0,17390.916724743864,2943.4456035061685,0.0,293.51781731581195,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0
2530,3686.4,626.688,110.592,0.0,737.28,663.552,2838.5280000000002,184.32,1728.0000000000005,1497.6000000000004,5875.200000000002,115.20000000000003,7948.800000000001,1036.8000000000002,230.40000000000003,0.0,322.55,0.0,6128.450000000001,1601.349741954621,1867.359086756917,1129.3505334955876,632.8823219882701,776.6913925598283,2665.6652930702594,1942.91767665731,314.64373774918556,2.0,4.0,6.0,0.0,0.0,1.0,704.8865016500235,920.0651762756225,178.07153821338568,0.0,298.4422060072478,1873.319599359951,1990.63210438053,464.95320836346366,207.98829053641003,138.22827614110278,315.2826251033102,0.0,1.0,0.0,206.86807951873735,1569.9989566133397,16.5888,130.8672,0.0,16.0,2.0,0.0,0.0,1.0,0.0,4250.661519494899,12451.900110253664,13735.624383231352,249.66193617780934,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2531,3649.536,700.4159999999999,73.72800000000001,0.0,552.96,811.008,2949.12,110.592,1497.6000000000004,1267.2000000000003,6336.000000000002,115.20000000000003,8409.600000000002,806.4000000000001,0.0,0.0,645.1,1612.75,4193.15,2203.939652935319,1952.8716517877542,2393.29214686176,450.05319103425546,1116.6008994576268,2069.9304879516526,3097.4008726548013,744.7045691489999,2.0,8.0,0.0,2.0,0.0,1.0,1605.706551853961,430.1141772161357,37.49501281732274,144.1494597159166,239.64046607866874,2136.0417102808296,1084.8786037173097,224.7611936410898,76.58883011377263,342.0936407763467,0.0,0.0,1.0,827.3675365472004,476.25364282882555,415.8234908502781,58.9824,88.4736,0.0,16.0,2.0,0.0,0.0,1.0,0.0,5194.420018420956,8210.352508564407,2651.6010080643614,266.3097853588017,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0
2532,3760.128,663.552,0.0,0.0,700.4159999999999,700.4159999999999,3022.848,0.0,1728.0000000000005,1267.2000000000003,6220.800000000001,0.0,7603.200000000001,1612.8000000000002,0.0,0.0,2902.95,1935.3,1612.75,2218.594047531119,1457.808504337829,1250.4581584134492,155.65712228151733,920.7970437527299,1821.2033474114035,1887.8809242482962,406.7951103550837,2.0,6.0,2.0,2.0,0.0,1.0,1194.6561345143928,178.07340705763306,0.0,274.8093815816411,63.29731128368197,3001.495992266743,635.7428782451642,48.94748241962586,49.71542918175679,236.78409433041836,134.2015103164169,0.0,1.0,253.26488982920876,1044.5062774881014,533.9989448406545,60.825599999999994,86.6304,12.0,4.0,0.0,2.0,0.0,1.0,0.0,7956.804168508128,12197.740415401138,838.225219342665,200.16965762419727,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0
2533,3796.992,294.91200000000003,294.91200000000003,36.864000000000004,700.416,737.28,2506.752,479.232,1612.8000000000004,1728.0000000000005,4838.400000000001,1036.8000000000004,7718.4000000000015,691.2,806.4000000000001,0.0,322.55,322.55,5805.9,1820.8482252660792,1173.2152472861294,767.9970384690708,324.83345474487413,296.1754677251546,2345.000136735811,1557.4705774605293,264.7911769189186,2.0,8.0,2.0,0.0,0.0,1.0,241.67461412185716,1060.3903176427427,467.7826472399419,0.0,328.38534432282165,1131.2199357801524,1756.248777031533,598.2247475398929,0.0,0.0,629.9812930712569,0.0,1.0,0.0,240.9337179737945,2053.2413095797306,12.9024,134.5536,4.0,12.0,0.0,0.0,2.0,1.0,0.0,335.61323756244,5899.758464107945,11136.740064909365,143.7530531733786,0.0,123.481094297077,0.0,1.0,2.0,0.0,1.0,2.0,1.0
