type-loc-dir,ONE-0-1,PFA-0-1,PFA-0-2,PFA-1-1,PFA-1-2,PFA-2-1,PFA-2-2,PFA-3-1,PFA-3-2,PFA-4-1,PFA-4-2,PID-1-1,PID-1-2,PID-2-1,PID-2-2,PID-3-1,PID-3-2,PID-4-1,PID-4-2,RID-1-1,RID-1-2,SA-0-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,1.0,457.4548224830471,313.3189058998417,417.20813860452336,484.7224894226402,435.2776757859507,503.5473855386055,465.50944887963834,476.8364169181078,480.5136740475543,453.17704560858493,0.01743027587001754,0.013359592530352927,0.009860933940225618,0.010079780465036074,0.006391033066371362,0.0068864186461197845,0.0019047198994609708,0.0024548353185008176,0.00810180809093257,0.00707704661718424,3.1000000001671104
std,0.0,0.0011220932550464067,0.0006497664736815785,124.63773703809834,240.5123032895636,227.97719972494005,244.4740437344293,227.84972820364018,249.52369986994174,234.4995335691009,178.97422871927267,0.006135083979753693,0.0024812003775863834,0.0007462643820462785,0.0010081006263035184,0.0001608669962622515,0.0007968545691956055,1.0789063132195844e-05,7.442700615531542e-05,0.0006202132423764436,0.0002916021415918983,7.877033944391183e-06
log_std,0.0,2.4526597682045813e-06,2.073610889537429e-06,0.2924267318591218,0.46945097336838515,0.4927158749403295,0.46033491055113673,0.4637205723834976,0.49232968778514635,0.4624861504266114,0.38084741497546637,0.3418413833649554,0.18414978913815258,0.07556471896380218,0.09975563483587783,0.025164306923021077,0.11532137381259794,0.005663773308466791,0.03030856425419606,0.07643447565201883,0.041182437683317405,2.540724578829204e-06
min,1.0,457.45053168877183,313.31646559210054,137.84650195288825,78.58569043787506,64.11667728885583,84.7510269574417,77.26815744660462,70.35050936316534,80.16372214765136,105.33536651688304,0.00473595270406643,0.006530446235695859,0.007467824638456921,0.006868922643049475,0.005829662204764969,0.004416223057467181,0.0018658147104926174,0.0021871223058533796,0.006115810710981448,0.006048021753171874,3.0999716294858946
0.1%,1.0,457.4514006320126,313.3169174153315,163.7939580118624,103.6546063536961,85.73836939744339,111.1872820985996,101.5729123774785,94.05297557632808,105.30258632437533,131.8634442480787,0.005793840770554953,0.007506351315161331,0.0078081695379447445,0.0074072065784497034,0.005916828311456063,0.004818696470866449,0.001872057697422872,0.0022378359609869078,0.006397818819924049,0.00623936174503539,3.099976049061053
2.3%,1.0,457.45258382228485,313.3176101686029,223.17529254544067,170.32022441402313,144.3913937317894,180.9441636665897,165.89100107620916,158.32926829053795,171.757945480419,197.2855797044694,0.008317965734877388,0.009097469932757422,0.008457959213913305,0.00822020614618495,0.006076452260387402,0.005435195617143532,0.0018833078267987391,0.0023097759946822077,0.00693661958348102,0.006513462113777237,3.0999842836748774
10%,1.0,457.4533847598838,313.3180736358025,274.78170828273664,237.84685762193772,205.00285757785758,251.04956894139457,230.71917363125428,224.7297161603909,238.66917751117938,258.67445688128004,0.010607789403305817,0.010373289552130276,0.008925044585389,0.008825877524646327,0.006186204879110739,0.005900761899599327,0.001890910901743976,0.0023602098191241126,0.007324220083727448,0.006707461581058865,3.099989905855496
15.9%,1.0,457.4537024303208,313.31825728663307,298.5362600102704,271.7098373407281,235.73967991614322,286.05192819581794,263.13947005652204,258.3959622966291,272.11133848930245,288.1714113957953,0.01168743093253535,0.010928527321479382,0.009118331853263264,0.009078727460317288,0.006230501696735157,0.006096622616602433,0.001893949957473967,0.002380552134542652,0.00748468429946878,0.006786134337489896,3.099992134732849
50%,1.0,457.4548223780141,313.3189059754533,399.75061542057085,434.16279019386417,385.5380561023742,452.9387946138191,418.0696210020659,422.428140652701,431.7914374218773,421.4838094868426,0.016441316804713755,0.013134910573564557,0.009832844627098283,0.01002972077633925,0.00638901492550067,0.006840754633176597,0.0019046896899463021,0.0024537057137806297,0.008078195964163575,0.0070710386617059764,3.10000000137636
