cmp-loc-dir-ds,B.10.71.002-1-1-0,B.10.71.002-1-1-1,B.10.71.002-1-1-2,B.10.71.002-1-1-3,B.10.71.002-1-2-0,B.10.71.002-1-2-1,B.10.71.002-1-2-2,B.10.71.002-1-2-3,B.10.71.002-2-1-0,B.10.71.002-2-1-1,B.10.71.002-2-2-0,B.10.71.002-2-2-1,B.10.71.002-2-2-2,B.10.71.002-2-2-3,B.10.71.002-3-1-0,B.10.71.002-3-1-1,B.10.71.002-3-2-0,B.10.71.002-3-2-1,B.10.71.002-4-1-0,B.10.71.002-4-2-0,B.10.71.002-4-2-1,B.10.71.012-1-1-0,B.10.71.012-1-1-1,B.10.71.012-1-1-2,B.10.71.012-1-1-3,B.10.71.012-1-2-0,B.10.71.012-1-2-1,B.10.71.012-1-2-2,B.10.71.012-1-2-3,B.10.71.012-2-1-0,B.10.71.012-2-1-1,B.10.71.012-2-1-2,B.10.71.012-2-2-0,B.10.71.012-2-2-1,B.10.71.012-2-2-2,B.10.71.012-2-2-3,B.10.71.012-3-1-0,B.10.71.012-3-1-1,B.10.71.012-3-1-2,B.10.71.012-3-2-0,B.10.71.012-3-2-1,B.10.71.012-3-2-2,B.10.71.012-4-1-0,B.10.71.012-4-1-1,B.10.71.012-4-1-2,B.10.71.012-4-2-0,B.10.71.012-4-2-1,B.10.71.012-4-2-2,B.20.11.102-1-1-0,B.20.11.102-1-1-1,B.20.11.102-1-1-2,B.20.11.102-1-1-3,B.20.11.102-1-2-0,B.20.11.102-1-2-1,B.20.11.102-1-2-2,B.20.11.102-1-2-3,B.20.11.102-2-1-0,B.20.11.102-2-1-1,B.20.11.102-2-1-2,B.20.11.102-2-2-0,B.20.11.102-2-2-1,B.20.11.102-2-2-2,B.20.11.102-2-2-3,B.20.11.102-3-1-0,B.20.11.102-3-1-1,B.20.11.102-3-1-2,B.20.11.102-3-2-0,B.20.11.102-3-2-1,B.20.11.102-3-2-2,B.20.11.102-4-1-0,B.20.11.102-4-1-1,B.20.11.102-4-1-2,B.20.11.102-4-2-0,B.20.11.102-4-2-1,B.20.11.102-4-2-2,B.20.11.121-1-1-0,B.20.11.121-1-1-1,B.20.11.121-1-1-2,B.20.11.121-1-1-3,B.20.11.121-1-2-0,B.20.11.121-1-2-1,B.20.11.121-1-2-2,B.20.11.121-1-2-3,B.20.11.121-2-1-0,B.20.11.121-2-1-1,B.20.11.121-2-2-0,B.20.11.121-2-2-1,B.20.11.121-2-2-2,B.20.11.121-2-2-3,B.20.11.121-3-1-0,B.20.11.121-3-1-1,B.20.11.121-3-2-0,B.20.11.121-3-2-1,B.20.11.121-4-1-0,B.20.11.121-4-2-0,B.20.11.121-4-2-1,B.30.11.012-5-1-0,B.30.11.012-5-1-1,B.30.11.012-5-1-2,C.10.11.001a-1-1-0,C.10.11.001a-1-1-1,C.10.11.001a-1-1-2,C.10.11.001a-1-1-3,C.10.11.001a-1-2-0,C.10.11.001a-1-2-1,C.10.11.001a-1-2-2,C.10.11.001a-1-2-3,C.10.11.001a-2-1-0,C.10.11.001a-2-1-1,C.10.11.001a-2-1-2,C.10.11.001a-2-2-0,C.10.11.001a-2-2-1,C.10.11.001a-2-2-2,C.10.11.001a-2-2-3,C.10.11.001a-3-1-0,C.10.11.001a-3-1-1,C.10.11.001a-3-1-2,C.10.11.001a-3-2-0,C.10.11.001a-3-2-1,C.10.11.001a-3-2-2,C.10.11.001a-3-2-3,C.10.11.001a-4-1-0,C.10.11.001a-4-1-1,C.10.11.001a-4-2-0,C.10.11.001a-4-2-1,C.10.11.001a-4-2-2,C.10.11.011a-1-1-0,C.10.11.011a-1-1-1,C.10.11.011a-1-1-2,C.10.11.011a-1-1-3,C.10.11.011a-1-2-0,C.10.11.011a-1-2-1,C.10.11.011a-1-2-2,C.10.11.011a-1-2-3,C.10.11.011a-2-1-0,C.10.11.011a-2-1-1,C.10.11.011a-2-1-2,C.10.11.011a-2-1-3,C.10.11.011a-2-2-0,C.10.11.011a-2-2-1,C.10.11.011a-2-2-2,C.10.11.011a-2-2-3,C.10.11.011a-3-1-0,C.10.11.011a-3-1-1,C.10.11.011a-3-1-2,C.10.11.011a-3-1-3,C.10.11.011a-3-2-0,C.10.11.011a-3-2-1,C.10.11.011a-3-2-2,C.10.11.011a-3-2-3,C.10.11.011a-4-1-0,C.10.11.011a-4-1-1,C.10.11.011a-4-1-2,C.10.11.011a-4-1-3,C.10.11.011a-4-2-0,C.10.11.011a-4-2-1,C.10.11.011a-4-2-2,C.10.11.011a-4-2-3,C.20.11.001b-1-1-0,C.20.11.001b-1-1-1,C.20.11.001b-1-1-2,C.20.11.001b-1-1-3,C.20.11.001b-1-2-0,C.20.11.001b-1-2-1,C.20.11.001b-1-2-2,C.20.11.001b-1-2-3,C.20.11.001b-2-1-0,C.20.11.001b-2-1-1,C.20.11.001b-2-1-2,C.20.11.001b-2-1-3,C.20.11.001b-2-2-0,C.20.11.001b-2-2-1,C.20.11.001b-2-2-2,C.20.11.001b-2-2-3,C.20.11.001b-3-1-0,C.20.11.001b-3-1-1,C.20.11.001b-3-1-2,C.20.11.001b-3-1-3,C.20.11.001b-3-2-0,C.20.11.001b-3-2-1,C.20.11.001b-3-2-2,C.20.11.001b-3-2-3,D.10.14.021-1-1-0,D.10.14.021-1-1-1,D.20.21.013a-1-1-0,D.20.21.013a-1-1-1,D.20.21.013a-1-1-2,D.20.21.013a-2-1-0,D.20.21.013a-2-1-1,D.20.21.013a-2-1-2,D.20.21.013a-3-1-0,D.20.21.013a-3-1-1,D.20.21.013a-3-1-2,D.20.21.013a-4-1-0,D.20.21.013a-4-1-1,D.20.21.013a-4-1-2,D.20.21.013b-1-1-0,D.20.21.013b-1-1-1,D.20.21.013b-2-1-0,D.20.21.013b-2-1-1,D.20.21.013b-3-1-0,D.20.21.013b-3-1-1,D.20.21.013b-4-1-0,D.20.21.013b-4-1-1,D.20.21.023a-1-1-0,D.20.21.023a-1-1-1,D.20.21.023a-1-1-2,D.20.21.023a-2-1-0,D.20.21.023a-2-1-1,D.20.21.023a-2-1-2,D.20.21.023a-3-1-0,D.20.21.023a-3-1-1,D.20.21.023a-3-1-2,D.20.21.023a-4-1-0,D.20.21.023a-4-1-1,D.20.21.023a-4-1-2,D.20.21.023b-1-1-0,D.20.21.023b-1-1-1,D.20.21.023b-1-1-2,D.20.21.023b-2-1-0,D.20.21.023b-2-1-1,D.20.21.023b-2-1-2,D.20.21.023b-3-1-0,D.20.21.023b-3-1-1,D.20.21.023b-3-1-2,D.20.21.023b-4-1-0,D.20.21.023b-4-1-1,D.20.21.023b-4-1-2,D.30.31.013b-5-1-0,D.30.31.013b-5-1-1,D.30.41.011c-1-1-0,D.30.41.011c-1-1-1,D.30.41.011c-1-1-2,D.30.41.011c-1-2-0,D.30.41.011c-1-2-1,D.30.41.011c-1-2-2,D.30.41.011c-2-1-0,D.30.41.011c-2-1-1,D.30.41.011c-2-1-2,D.30.41.011c-2-2-0,D.30.41.011c-2-2-1,D.30.41.011c-2-2-2,D.30.41.011c-3-1-0,D.30.41.011c-3-1-1,D.30.41.011c-3-1-2,D.30.41.011c-3-2-0,D.30.41.011c-3-2-1,D.30.41.011c-3-2-2,D.30.41.011c-4-1-0,D.30.41.011c-4-1-1,D.30.41.011c-4-1-2,D.30.41.011c-4-2-0,D.30.41.011c-4-2-1,D.30.41.011c-4-2-2,D.30.41.032c-1-1-0,D.30.41.032c-1-1-1,D.30.41.032c-2-1-0,D.30.41.032c-2-1-1,D.30.41.032c-3-1-0,D.30.41.032c-3-1-1,D.30.41.032c-4-1-0,D.30.41.032c-4-1-1,D.30.41.102b-1-1-0,D.30.41.102b-1-1-1,D.30.41.102b-2-1-0,D.30.41.102b-2-1-1,D.30.41.102b-3-1-0,D.30.41.102b-3-1-1,D.30.41.102b-4-1-0,D.30.41.102b-4-1-1,D.30.52.013b-1-1-0,D.30.52.013b-1-1-1,D.30.52.013b-1-1-2,D.30.67.012b-1-1-0,D.30.67.012b-1-1-1,D.40.11.023a-1-1-0,D.40.11.023a-1-1-1,D.40.11.023a-1-1-2,D.40.11.023a-2-1-0,D.40.11.023a-2-1-1,D.40.11.023a-2-1-2,D.40.11.023a-3-1-0,D.40.11.023a-3-1-1,D.40.11.023a-3-1-2,D.40.11.023a-4-1-0,D.40.11.023a-4-1-1,D.40.11.023a-4-1-2,D.40.11.074a-1-1-0,D.40.11.074a-1-1-1,D.40.11.074a-1-1-2,D.40.11.074a-2-1-0,D.40.11.074a-2-1-1,D.40.11.074a-2-1-2,D.40.11.074a-3-1-0,D.40.11.074a-3-1-1,D.40.11.074a-3-1-2,D.40.11.074a-4-1-0,D.40.11.074a-4-1-1,D.40.11.074a-4-1-2,D.50.11.011a-1-1-0,D.50.11.011a-1-1-1,D.50.12.023b-1-1-0,D.50.12.023b-1-1-1,collapse-0-1-0,excessiveRID-1-1-0,excessiveRID-1-2-0,excessiveRID-1-2-1,irreparable-0-1-0,irreparable-0-1-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,419.51231999999993,132.68090880000003,0.7520256000000001,0.014745600000000001,253.0787328,166.60316160000002,69.5918592,63.686246399999995,517.1060736,35.853926400000006,413.2528128,137.0529792,2.5583616,0.0958464,550.0477440000001,2.9122560000000006,521.7583104,31.2016896,552.96,552.8862720000001,0.073728,0.7962624000000001,12.106137600000002,539.5341312,0.5234688000000001,4.4163072,23.9616,382.4418816,142.1402112,3.1113216000000006,46.83939840000001,503.00928000000005,1.3123584000000001,18.98496,530.3844864,2.2781952000000003,30.117888000000008,250.90375680000005,271.9383552,8.5598208,98.3826432,446.017536,478.50946559999994,74.38417920000002,0.06635520000000002,251.5894272,274.2902784,27.080294400000003,1.5667200000000003,25.367040000000006,1124.21376,0.8524800000000002,8.593920000000002,51.77088000000002,797.2992000000002,294.33600000000007,5.898240000000001,98.40384000000002,1047.6979200000003,3.225600000000001,39.09888000000001,1104.7219200000002,4.953600000000002,63.88992000000002,520.1971200000002,567.9129600000001,19.100160000000002,201.55392,931.3459200000003,996.1804800000002,155.68128000000002,0.13824000000000003,525.17376,570.5625600000001,56.26368000000001,875.4739200000001,275.23584000000005,1.2441600000000002,0.04608000000000001,526.1875200000001,350.4384,143.53920000000002,131.83488000000003,1076.7744,75.2256,863.6313600000002,282.51648000000006,5.736960000000001,0.1152,1145.82528,6.174720000000001,1086.49728,65.50272000000001,1152.0000000000002,1151.8617600000002,0.13824,3978.589740000001,984.3580899999998,1488.05217,33.68801446860364,272.1128721370037,432.62603612159097,10.320925155926975,43.32946790136758,140.08711815291142,304.0939705840011,261.22751196457375,96.29410348259646,471.57825414239875,180.8727861256014,42.62238995488941,275.0372003601038,410.5411681394413,20.715561478117383,349.83948191696976,383.8436952879048,15.052108046669888,157.93015855693545,447.4265224360422,143.27605160811098,0.08718398509680439,746.7550395275279,1.9713948950878781,675.806695872866,72.56521374583181,0.3740452977700935,3.6759598121728674,143.62648131354413,480.4151955342291,121.11744232222941,7.299358251052987,100.76130477145428,512.6482155796161,128.13776181714985,10.945456845370876,287.33641583507176,359.0235998545738,91.55163010060883,5.234355288900506,156.08591195307324,469.8345693829592,117.57985513238948,52.50756444771659,511.7609708508609,147.44414600108755,36.96726532554296,20.061078644558187,344.5505244861441,307.4899070248713,76.65673514490244,531.2927302675693,217.039967082524,0.33632156700621635,0.07303639641374449,271.4751741926996,454.898590500392,17.855706177558694,4.562728628479871,0.2164,1.3028,0.4184,0.0624,0.1792,0.84,0.4976,0.4832,0.4468,1.3384,0.2068,0.008,0.26,1.2432,0.4168,0.08,0.95,1.0008,0.0488,0.0004,0.5736,1.242,0.1772,0.0072,0.031,0.969,462.4663463461662,60.55968356376062,6.05184626405457,465.0685486158394,57.77940171345542,6.249647389091473,469.48164555359705,52.777130232152224,6.882939033073999,464.7314611165879,58.687551074092326,5.732326947933758,48.590298327368345,26.28443486436167,50.00802591880793,24.86750914347384,52.600479480543754,22.26921487459666,48.673948963350306,26.197339959955624,927.0625655232849,118.88430761207901,12.353075912477138,930.5576689897217,115.0333381350798,12.656081407898494,941.0845161861963,103.676318802576,13.464628622916507,930.9348760687474,115.71298743559322,11.582477959787997,98.46986380065472,33.13864461893524,18.133268627770793,99.85373522965128,32.783391765499836,17.103611627164867,105.38456011844578,27.683380803615268,16.702459059768106,99.34997411970815,32.41048963144237,17.982555801092374,0.0758,0.9242,165.52803938771586,53.161639163941,30.949031143429846,163.76489123368705,54.5623089165358,31.251564522906325,166.59629000766463,52.89421147453398,30.17443214511205,166.13070706522436,54.95824107591582,28.474371065893596,176.34051382335662,45.53585099233985,27.722617955881265,175.30484833248968,45.40908495864241,28.89815303600978,162.00067766149286,57.0934722671904,30.519478680779603,162.63387399171293,56.128483867775856,30.823268424081412,24.19679232,12.667207679999999,24.63584256,12.22815744,25.94598912,10.91801088,23.9302656,12.9337344,1.9576,2.0424,1.5672,2.4328,1.6152,2.3848,1.8032,2.1968,1.4632,0.3508,0.186,0.984,0.016,3472.9466219790233,1415.8422365920194,402.37827932797074,3535.863053993896,1354.465072603646,400.9073857002555,3737.5014067267716,1184.2059885443307,369.2613824012002,3436.535276106945,1458.9214102175636,395.56513628977723,58.91104124998962,0.5882609019350684,0.3973188058318121,58.9264601364522,0.5577725069156304,0.41296552474611636,58.865543408765355,0.5396826000058612,0.4899174212784161,59.00213269329536,0.5270268174639121,0.38246230677752213,0.4944,0.5056,1.91,0.09,1.0,1.0,0.9542,0.0458,0.9542,0.0458
std,102.82053531461737,101.1153655253718,6.383950590376834,0.7372062535632066,204.00936688813343,146.32906933134566,116.51362227231965,149.19072570560746,39.58170296046942,39.581702960469414,119.5060028041529,114.0789132715096,17.315400484563835,2.605176258197187,11.00850858932019,11.008508589320185,48.57039022757203,48.57039022757202,0.0,1.6471234857081725,1.6471234857081711,5.844829654890311,30.92830763889527,33.196447389976086,6.994992434195869,26.376452186683853,71.15272555090118,213.02704839353203,213.840867827997,11.065014316345808,50.07190627836879,52.76814476617132,7.513471788089148,46.37384970536843,52.39579636394831,19.68819953715677,35.10591795007901,93.46552404377675,103.49792523056702,21.11083674159491,99.40000560280598,109.07851457413346,63.2322839664988,63.14481437726169,1.5627551058746052,132.86341484289738,111.31887568175266,57.074261630201185,13.344180224756194,73.2034788756812,76.47672427957218,11.604517172780726,54.16593941613279,158.0137524812959,447.46527988068505,447.04705667991743,26.012955304446564,116.06909607758327,120.63976851114597,21.4973709097463,99.0690229133497,112.97615267713955,39.56823938657912,89.85160664471688,223.51500332426863,241.6936717877298,52.935946906326095,218.28554665989626,239.5358877572594,149.12987739227785,148.82894163547385,3.9886488396840947,290.21740153804274,250.71075869844887,125.84270520832122,227.80670912679074,225.19427351435726,15.915611682667013,2.3037695423850204,430.41381180223254,318.4892436317149,247.75256648963386,310.9761223198917,99.54908853849834,99.5490885384983,263.44896873659627,252.40880953293922,41.30296256809892,4.309280559419166,27.24625582741463,27.24625582741458,112.01582265692073,112.01582265692068,0.0,3.988648839684103,3.9886488396840942,1960.607870720272,730.4559387326095,1666.8216006113084,66.52336258550821,218.31292042596905,275.10636165995595,49.35453949855884,127.39173713140777,215.16096974867926,307.8620613154297,346.37608801517774,103.08274300662923,239.1750141797927,158.96739776582055,86.421122129427,237.17499640264504,286.5656889189292,80.18330319315561,211.2635402327056,214.5770270992204,39.7316660115054,168.6798280683401,239.88330902741262,177.95872897706437,2.6142163267250034,311.0030504842244,13.529099084302251,304.4028238349967,118.8920524166982,6.498211551570314,18.348377148668284,150.32673104599002,244.91219956442526,107.11062838659605,44.1124609333437,182.87740550241813,278.426823983061,114.01643934154643,32.246825253370254,185.41928718380373,204.91380679017342,95.19161927036791,22.20985752664501,167.83256759734795,251.61292207791587,109.06006779819198,73.62560299538136,250.60341609255607,128.00755012876795,58.31400912696652,47.998819366684174,223.99945811235276,214.54997178627136,90.61605380161936,261.15533764445297,161.20077089837363,5.006126129530311,2.63581048010097,208.21047639878802,246.61741770346276,45.87570326310949,22.381774230023986,0.6213278117466898,0.953149441993098,0.8135562763343127,0.34775052276771207,0.5712728161973972,0.9872157408509028,0.8647217984749497,0.8561917851010805,0.833131791324964,0.9410964735426983,0.6090221191289505,0.12625049638543018,0.6726741396096775,0.9700731768241397,0.8124098485077532,0.39195755656094844,0.9988491076774217,1.0000996949704444,0.30860590973198215,0.0282842712474619,0.9046251761596448,0.9703732915043433,0.5683878719277805,0.11979578542687218,0.17333496185651745,0.17333496185651745,215.15351561246243,88.48014826682818,22.8901028411659,215.39038354864732,88.87805779118473,23.867110986293774,218.60160625115319,89.84167225082031,28.908314506452566,214.95422531061232,83.10875414746077,22.651494121294352,42.95722796762149,41.00102236775566,43.712532345644696,39.35487779365988,42.779276977098384,38.50920413740996,43.294590778998604,40.580477759734045,432.9520937764853,174.09773594377765,48.62176798828819,435.06359495728117,176.90305385793783,49.0060194972384,442.6147955431444,175.32019931168423,55.32628453493595,430.1555687554031,162.85108320043545,44.89418143025949,87.22800672058507,68.87588440919006,53.19289989830083,87.09008765454242,69.16264534064236,50.96982784475293,85.8526700761139,64.15283846534469,52.00838045470445,87.25819929667384,67.83874163177222,53.35187657851346,0.264704313668544,0.264704313668544,146.42370127114185,111.6774940830217,90.21056626947103,145.3176099204416,114.63596155963408,89.75305292002275,146.03614871183916,112.40695237997292,88.67087742664971,144.7262423561405,115.55022168182724,85.62098067961483,142.38364042771883,106.41290035322004,87.10868891281541,143.61414528475675,106.07306657936209,87.46963714788231,143.88047334219453,117.68398551270792,90.40081648286768,146.4128798158751,113.32117888001595,90.98056439305932,9.86073107514206,9.86073107514206,10.108671740285724,10.108671740285724,10.335968382192021,10.335968382192021,9.582037201180635,9.582037201180635,1.9997504945387763,1.9997504945387765,1.9528048672025256,1.9528048672025256,1.9628294627654181,1.962829462765418,1.9904929470948867,1.9904929470948867,0.886342417227177,0.7606938221243839,0.580922967611765,0.12548764652301828,0.12548764652301828,2113.64488958692,1211.6685919001882,763.5205657942769,2151.830390017765,1238.463358858461,781.4560378376422,2261.961391283407,1177.6725789996915,799.2206684887552,2050.7349473847103,1218.4147862062443,713.8197084190418,25.96833810337489,6.303173299858293,4.854154108708758,25.94580045647753,6.127403115833162,5.020911886059587,26.02539659233945,5.681808232345746,5.702046239631603,25.909953611513306,6.184252540596859,5.000142049259189,0.5000186433811702,0.5000186433811701,0.41464971587760135,0.41464971587760135,0.0,0.0,0.2090720024786774,0.2090720024786774,0.2090720024786774,0.2090720024786774
log_std,,,,,,,,,0.08165411982466336,,,,,,0.02091189802330928,,0.10724656645969627,,8.881784197001252e-16,0.003082368012870258,,,,0.07363472508340291,,,,,,,,0.11580174334587429,,,0.1332011147790048,,,,,,,,0.14640941038526456,,,,,,,,0.08725129381789189,,,,,,,,0.12891569171984155,,,,,,,,,,,0.17028045483566234,,,,,,,,,,,,,,0.10057712766433911,,,,,,0.02518897336564881,,0.1221268588906006,,8.881784197001252e-16,0.0036476047900678397,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40031291080969333,,0.4470858758257992,,,,,,,,,,,,,,,,,,,,0.4797175192105926,,,,,,,0.48981468284803464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5016742072936913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,
min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.184,0.0,0.0,0.0,0.0,0.0,442.368,0.0,184.32,0.0,552.96,516.096,0.0,0.0,0.0,147.45600000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.32,0.0,0.0,73.72800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.20000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.40000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.40000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.80000000000007,0.0,0.0,0.0,0.0,0.0,921.6000000000001,0.0,345.6,0.0,1152.0000000000002,1036.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.7006531874757,0.0,64.70383215801193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.601532669235866,0.0,0.0,0.0,0.0,0.0,0.0,29.6159981266329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.246000550878822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
0.1%,73.72800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.776,0.0,36.82713599999999,0.0,0.0,0.0,479.232,0.0,258.048,0.0,552.96,516.096,0.0,0.0,0.0,258.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.01113599999996,0.0,0.0,147.45600000000002,0.0,0.0,0.0,0.0,0.0,0.0,36.864000000000004,221.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.6848000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.8000000000001,0.0,0.0,345.48480000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0000000000001,0.0,0.0,0.0,0.0,0.0,921.6000000000001,0.0,460.80000000000007,0.0,1152.0000000000002,1036.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.466707130021156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.34338479441655,0.0,111.65068702979835,0.0,0.0,0.0,0.0,29.80000854117745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.38723899115584,0.0,0.0,0.0,0.0,0.0,0.0,65.94327436159779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.548328395204884,0.0,0.0,19.986857171016382,0.0,0.0,26.460351119488603,0.0,0.0,26.270828556942107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.28197870549329,0.0,0.0,56.1842208100168,0.0,0.0,0.0,0.0,0.0,37.679615723846254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
