cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
0,3723.264,368.64000000000004,294.91200000000003,36.864000000000004,589.8240000000001,884.736,2764.8,184.32,1382.4000000000005,1497.6000000000004,5644.800000000001,691.2000000000002,7142.400000000001,1612.8000000000002,345.6,115.20000000000002,4838.25,1290.2,322.55,1400.1912545429643,1431.8676167065114,1886.7146409167726,420.51171794594865,797.4124818443981,1786.4597191319535,2668.701383920818,576.9583530215074,0.0,6.0,4.0,2.0,0.0,1.0,1951.3086445471017,90.92639434080374,0.0,164.98407918433486,85.54757900729896,4874.830872774648,256.2029963221882,0.0,620.6198938692191,171.434488343748,0.0,0.0,1.0,1345.7530947053065,468.4473090429692,0.0,116.1216,31.334399999999995,8.0,8.0,0.0,2.0,0.0,1.0,0.0,14228.559900447064,4291.762734813907,524.4555201485687,366.6989241825761,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1,3944.4480000000003,479.2320000000001,0.0,0.0,847.8720000000001,552.96,3022.848,0.0,1728.0000000000005,1152.0000000000002,6336.000000000002,0.0,8179.200000000001,1036.8000000000002,0.0,0.0,4838.25,1290.2,322.55,2288.5632077585187,1593.2842677564877,1148.0101617414252,97.60107231012704,1273.5384048501792,2033.8746401408685,1837.5956391896045,776.5250487309532,2.0,8.0,2.0,0.0,0.0,1.0,1426.5917076599699,30.19036132300868,0.0,309.1474096272975,0.0,3691.1600189337364,149.99464670199924,0.0,380.107467351878,0.0,218.42658868969755,0.0,1.0,1978.6309365659567,0.0,0.0,130.8672,16.5888,12.0,4.0,0.0,0.0,2.0,1.0,0.0,14333.145801264523,2232.5692908742653,0.0,219.0326724473835,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
2,3502.08,737.28,184.32,0.0,737.28,626.688,2985.9840000000004,73.72800000000001,1497.6000000000006,1612.8000000000004,5644.800000000001,460.8000000000001,7718.4000000000015,1267.2000000000003,230.40000000000003,0.0,2902.95,2902.95,645.1,1663.2042219482914,2062.2189065798143,1867.6357865742912,840.3359974171158,817.9789596437037,2191.766056447087,2593.4502541134816,327.40224683686773,2.0,6.0,4.0,0.0,0.0,1.0,2419.3273790793637,295.3336006784538,0.0,362.14953935109696,0.0,3291.659114482967,587.6821431895166,0.0,943.328307782247,0.0,0.0,0.0,1.0,1240.4752187971346,1539.851699085685,189.35651746073088,84.7872,62.6688,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12069.864516201586,7394.783120922229,1588.2638644643712,213.56503444394744,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
3,4091.9040000000005,331.77600000000007,0.0,0.0,847.8720000000001,589.8240000000001,2985.9840000000004,0.0,1612.8000000000004,2419.2000000000007,5184.000000000002,0.0,8755.2,460.80000000000007,0.0,0.0,6128.450000000001,0.0,322.55,2345.890524958626,2499.8094051395356,1458.3597438660288,0.0,429.14865509723484,1486.839587097378,1720.6860210453065,427.05120022807534,2.0,4.0,6.0,0.0,0.0,1.0,2161.2257963882316,0.0,0.0,240.35421178513076,0.0,6120.151123588606,0.0,0.0,782.6061488999816,0.0,0.0,0.0,1.0,2159.6439738293257,0.0,0.0,147.456,0.0,12.0,4.0,2.0,0.0,0.0,1.0,0.0,26014.783565827507,970.8548319884959,0.0,215.760453767263,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
4,3207.168,700.416,331.776,184.32,626.6880000000001,847.8720000000001,2396.1600000000003,552.96,1267.2000000000005,1497.6000000000004,5299.200000000002,1152.0000000000002,6451.200000000001,1612.8000000000002,691.2,460.80000000000007,1612.75,2257.85,2580.4,1545.1855006519954,1479.9702720895,1491.2928743311775,1128.1473841506454,1308.0751019311865,2007.7841714009678,2192.449570558462,1226.0726413783516,2.0,8.0,0.0,2.0,0.0,1.0,1465.9052866055627,410.6217088895873,0.0,166.5079102508023,70.63000797820695,3409.5676024948666,906.0071243965884,58.15362621887864,447.1951897899578,175.50109937942548,0.0,0.0,1.0,282.2028783751665,1408.0258099179753,0.0,57.1392,90.3168,8.0,8.0,2.0,0.0,0.0,1.0,0.0,8499.732609965617,10489.873262795416,1898.444598541561,146.99584754020134,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
5,3649.536,663.552,110.592,0.0,663.552,847.8720000000001,2801.6639999999998,110.592,1152.0000000000005,2304.000000000001,5414.4000000000015,345.6000000000001,6796.800000000001,2304.0000000000005,115.20000000000002,0.0,4838.25,1290.2,322.55,1608.765942309667,1749.908075457147,1682.5656254291155,343.34971150893847,656.4108962811944,1678.2845806066873,2692.422826046781,443.53833392451577,0.0,10.0,0.0,2.0,0.0,1.0,1677.1532386583795,74.15314124273524,0.0,128.579943432046,193.41578843408632,4018.8942750616907,249.40950253570077,0.0,665.2951597977435,0.0,0.0,0.0,1.0,1527.4141395815934,659.3070283452957,0.0,101.376,46.08,0.0,16.0,2.0,0.0,0.0,1.0,0.0,11353.26548666119,3744.322554820012,713.6226225474454,299.9903925686717,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
6,3760.128,663.552,0.0,0.0,811.008,700.416,2912.2560000000003,0.0,1382.4000000000005,1728.0000000000005,6105.600000000001,0.0,8064.000000000001,1152.0000000000002,0.0,0.0,3548.0499999999997,1935.3,967.65,2275.279918923109,2002.8415991069069,1881.0161061052686,211.2416172566391,693.3650320621771,1609.4511504694171,1938.8390869554541,615.7988297810637,2.0,6.0,4.0,0.0,0.0,1.0,1945.2825937259286,166.46355881466633,0.0,194.2552450679217,98.61304798001912,4877.37816865752,470.1555147202053,0.0,302.67386956563365,359.01127730418125,137.44725439062887,0.0,1.0,1399.9968912380136,248.74038490429564,0.0,112.4352,35.0208,4.0,12.0,2.0,0.0,0.0,1.0,0.0,14243.664450957744,5216.935893430075,492.78747943501145,374.87168514204484,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
7,4423.68,0.0,0.0,0.0,958.464,1179.6480000000001,2285.568,0.0,1958.4000000000005,2534.4000000000005,4723.200000000001,0.0,8870.400000000001,345.6,0.0,0.0,2580.4,2257.85,1612.75,3396.3182260361027,2593.685565069681,363.1522373560186,0.0,1432.890696220433,2909.062300767884,1916.561899331027,339.28947925653716,4.0,8.0,0.0,0.0,0.0,1.0,1909.735015411422,174.02381380948486,0.0,177.002254823697,58.37455106200509,3664.593088501633,470.35159405080367,0.0,420.22714114035864,0.0,126.72923587901892,0.0,1.0,1617.5389764723102,276.20042244587495,0.0,105.0624,42.3936,4.0,12.0,2.0,0.0,0.0,1.0,0.0,12479.011587503383,7497.812346493818,1022.802763995104,178.57614214351543,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
8,3723.264,626.688,73.72800000000001,0.0,663.552,811.008,2875.3920000000003,73.72800000000001,1497.6000000000006,1267.2000000000003,6336.000000000002,115.20000000000003,7372.800000000001,1612.8000000000002,230.40000000000003,0.0,4838.25,967.65,645.1,2885.3125642919513,1828.307110205531,1424.4620169189684,176.37793032431867,905.162723858283,1787.440694648581,2196.8895864106244,855.241007998821,0.0,8.0,2.0,2.0,0.0,1.0,1969.6657049843798,55.66956894938407,0.0,183.77705553163577,36.98389123198931,5645.638384571648,144.36395788860807,0.0,572.900684363402,0.0,0.0,0.0,1.0,1947.5062159550753,0.0,0.0,123.4944,23.961599999999997,8.0,8.0,2.0,0.0,0.0,1.0,0.0,19440.727458803565,3629.937954025536,0.0,177.6278864457227,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
9,3502.08,884.7360000000001,36.864000000000004,0.0,663.5520000000001,737.28,2838.5280000000002,184.32,1382.4000000000003,1612.8000000000002,5760.000000000001,460.8000000000001,6912.000000000001,1497.6000000000001,691.2,115.20000000000002,2257.85,1935.3,2257.85,1639.3418761481933,1345.2109165985999,960.1809724395894,671.0139966231205,576.2836672307845,1234.3123086422113,2748.0103055292284,447.0037088313702,2.0,6.0,2.0,2.0,0.0,1.0,1238.842042526031,370.943631299888,0.0,98.46086149612074,116.64500831389486,3831.210409557508,546.0286389873291,0.0,154.99174743408258,369.41383815200004,0.0,0.0,1.0,1482.1095971247255,495.4176301842086,0.0,88.4736,58.9824,8.0,8.0,2.0,0.0,0.0,1.0,0.0,12276.945299726282,7221.152549077878,1027.8211062821406,231.68690094233025,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
