cmp-ds,B.10.71.002-0,B.10.71.002-1,B.10.71.002-2,B.10.71.002-3,B.10.71.012-0,B.10.71.012-1,B.10.71.012-2,B.10.71.012-3,B.20.11.102-0,B.20.11.102-1,B.20.11.102-2,B.20.11.102-3,B.20.11.121-0,B.20.11.121-1,B.20.11.121-2,B.20.11.121-3,B.30.11.012-0,B.30.11.012-1,B.30.11.012-2,C.10.11.001a-0,C.10.11.001a-1,C.10.11.001a-2,C.10.11.001a-3,C.10.11.011a-0,C.10.11.011a-1,C.10.11.011a-2,C.10.11.011a-3,C.20.11.001b-0,C.20.11.001b-1,C.20.11.001b-2,C.20.11.001b-3,D.10.14.021-0,D.10.14.021-1,D.20.21.013a-0,D.20.21.013a-1,D.20.21.013a-2,D.20.21.013b-0,D.20.21.013b-1,D.20.21.023a-0,D.20.21.023a-1,D.20.21.023a-2,D.20.21.023b-0,D.20.21.023b-1,D.20.21.023b-2,D.30.31.013b-0,D.30.31.013b-1,D.30.41.011c-0,D.30.41.011c-1,D.30.41.011c-2,D.30.41.032c-0,D.30.41.032c-1,D.30.41.102b-0,D.30.41.102b-1,D.30.52.013b-0,D.30.52.013b-1,D.30.52.013b-2,D.30.67.012b-0,D.30.67.012b-1,D.40.11.023a-0,D.40.11.023a-1,D.40.11.023a-2,D.40.11.074a-0,D.40.11.074a-1,D.40.11.074a-2,D.50.11.011a-0,D.50.11.011a-1,D.50.12.023b-0,D.50.12.023b-1,collapse-0,excessiveRID-0,excessiveRID-1,irreparable-0,irreparable-1
count,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
mean,3780.6022656000005,506.3786496,72.90224640000001,63.796838400000006,778.4128512,799.8529536,2700.4723200000003,144.9418752,1623.6288000000004,1662.6355200000003,5629.593600000001,300.1420800000001,7878.251520000002,1055.2320000000002,150.52032000000003,131.99616,3978.589740000001,984.3580899999998,1488.05217,2146.2653516817563,2064.622271157284,1486.836165923186,292.3511825837149,902.4916777500408,2216.0601667930646,2295.047661121902,576.6464548677166,2.626,6.9672,1.7656,0.6412,0.031,0.969,1861.7480016321906,229.80376658346063,24.916759634153802,199.87275269007034,99.6184988423878,3729.6396267679506,453.306951985328,50.056263903080136,403.0581332684599,126.01590681949271,69.92189511579613,0.0758,0.9242,1338.2998415033442,419.7432927168751,238.8129169740939,98.70888959999999,48.7471104,6.9432,9.0568,1.4632,0.3508,0.186,0.984,0.016,14182.846358806633,5413.43470795756,1568.1121837192036,235.70517748850258,2.212742826320472,1.6826640586338664,0.4944,0.5056,1.91,0.09,1.0,1.9542,0.0458,0.9542,0.0458
std,301.8752927215141,189.44580325460308,116.48029457237487,149.52119245542067,123.851233354935,169.6467856619433,263.5355671494536,218.86103810548042,288.4608460892143,403.11945499731115,570.4189342642419,457.8015145831484,645.7538088017802,428.15924993004666,248.83012121715205,311.3726963246099,1960.607870720272,730.4559387326095,1666.8216006113084,554.1334732374474,560.1652999128041,498.69909453469126,379.7599267610473,328.2324772714855,552.6982392207393,560.4664105637464,240.16749892119088,1.890195378185425,2.397680949331449,1.6618089426261848,1.0580578704832067,0.17333496185651745,0.17333496185651745,515.7614402312129,295.3708825952041,79.75820961266811,108.60892189550262,104.17318859030145,1043.7537816367626,577.9140921552647,162.51362105663574,214.9301181313069,149.4276889571958,129.96404014290403,0.264704313668544,0.264704313668544,623.6737930027996,385.4175769125413,383.73216855660405,37.85219940111063,37.85219940111063,4.49684534797637,4.49684534797637,0.886342417227177,0.7606938221243839,0.580922967611765,0.12548764652301828,0.12548764652301828,6344.58978620183,3811.405802672919,2626.707141190551,52.748330108588,13.244768193648847,11.6074125830947,0.5000186433811702,0.5000186433811701,0.41464971587760135,0.41464971587760135,0.0,0.2090720024786774,0.2090720024786774,0.2090720024786774,0.2090720024786774
log_std,0.0810777205415281,,,,0.15670408395045687,0.21081641617692534,0.10277365310053697,,0.17645726962170927,0.2488803087359229,0.10621257499506008,,0.08319562706633808,,,,,,,0.25313445320703915,0.27131780113179244,0.34939243285585253,,0.3614243346209308,0.2496247612286791,0.24543273801400983,,,,,,,,0.32776668345173376,,,,,0.33052715925395604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1449031765605511,,,
min,2727.936,0.0,0.0,0.0,405.504,331.776,1437.6960000000001,0.0,806.4000000000002,345.6000000000001,3110.400000000001,0.0,5875.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,701.9529199265894,748.2948273985918,194.29676664467212,0.0,166.7201240240372,842.0760418988689,912.2761186108804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.59019653933628,0.0,0.0,0.0,0.0,225.00974120607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0.1%,2949.1200000000003,36.864000000000004,0.0,0.0,479.23199999999997,331.776,1732.6080000000002,0.0,921.6000000000001,576.0000000000001,3686.2848000000004,0.0,6105.484800000001,0.0,0.0,0.0,0.0,0.0,0.0,937.1522990813415,821.8135321653796,361.1283084340331,0.0,238.62756742397562,984.0114445915264,1004.6994490516026,68.13162983811206,0.0,0.0,0.0,0.0,0.0,0.0,229.97637614380022,0.0,0.0,0.0,0.0,428.19210669041297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.7470584630662,0.0,0.0,40.61146478584376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
2.3%,3170.304,147.45600000000002,0.0,0.0,552.96,516.096,2101.248,0.0,1152.0000000000002,921.6000000000003,4377.600000000001,0.0,6681.6,230.40000000000003,0.0,0.0,0.0,0.0,0.0,1251.8393649991592,1140.7687463325083,649.9627096222456,0.0,400.7603139198095,1294.1315101584391,1321.7939851191913,184.0966026146691,0.0,2.0,0.0,0.0,0.0,0.0,780.2227846769136,0.0,0.0,0.0,0.0,1512.6595888401941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1998.2194906285888,0.0,0.0,138.3144244115645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10%,3354.6240000000003,258.048,0.0,0.0,626.6880000000001,589.8240000000001,2322.4320000000002,0.0,1267.2000000000003,1152.0000000000002,4838.400000000001,0.0,7027.200000000001,460.80000000000007,0.0,0.0,967.65,0.0,0.0,1500.400765731778,1409.2507688913654,894.8572666843088,0.0,531.0484111738906,1557.1307908730257,1629.529406150112,287.3831297885352,0.0,4.0,0.0,0.0,0.0,1.0,1230.7786011131404,0.0,0.0,49.050547347895865,0.0,2461.9750589577184,0.0,0.0,101.27797149225879,0.0,0.0,0.0,1.0,426.2895575407784,0.0,0.0,40.550399999999996,5.5296,0.0,4.0,0.0,0.0,0.0,1.0,0.0,5382.86743231802,754.6345205277134,0.0,174.9993651614705,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
15.9%,3465.2160000000003,294.91200000000003,0.0,0.0,663.552,626.6880000000001,2396.16,0.0,1382.4000000000003,1267.2000000000003,4953.600000000001,0.0,7142.4000000000015,576.0000000000001,0.0,0.0,1612.75,322.55,0.0,1616.3090571487287,1528.525621504223,995.9751515753087,0.0,595.0276461456918,1676.1833266175256,1758.4095463458652,339.8540310406847,0.0,4.0,0.0,0.0,0.0,1.0,1381.3996451249266,0.0,0.0,75.9784678081324,0.0,2771.248282143964,0.0,0.0,160.46057609494295,0.0,0.0,0.0,1.0,627.4121412950335,0.0,0.0,53.4528,9.216000000000001,4.0,4.0,0.0,0.0,0.0,1.0,0.0,7413.808278694176,1267.6513946137977,0.0,186.94959229506085,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
50%,3796.992,516.096,0.0,0.0,774.144,774.144,2764.8,0.0,1612.8000000000004,1612.8000000000004,5760.000000000002,0.0,7948.800000000001,1036.8000000000002,0.0,0.0,4515.7,967.65,967.65,2075.835057783564,1996.3894561013271,1437.0366102585012,102.27042967872522,855.2322678818701,2160.769426006176,2246.6434944652265,552.8861461497598,2.0,8.0,2.0,0.0,0.0,1.0,1859.8583003291978,108.49046460971681,0.0,207.44630912814972,72.64158540566106,3725.719828437588,213.47313358187282,0.0,421.5716999367063,93.40719073217201,0.0,0.0,1.0,1412.9002659412772,352.85902832452507,0.0,106.9056,40.550399999999996,8.0,8.0,2.0,0.0,0.0,1.0,0.0,14416.63138953614,4911.079412620713,487.2699837728992,231.90132670079737,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
